"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","sbav_profit","sbavp_wosp"
"10279","Central","Tracking",0.4,354,0.025,4,4.6,872.085030000002,1.6,4920,-15974.81812035,872.085030000002
"10280","Central","Tracking",0.4,354,0.025,5,4.6,1024.66503,1.2,3690,-15822.23812035,1024.66503
"10281","Central","Tracking",0.4,354,0.025,6,4.6,216.600030000001,0.9,2767.5,-16630.30312035,216.600030000001
"10282","Central","Tracking",0.4,354,0.025,7,4.6,1177.24503,0.8,2460,-15669.65812035,1177.24503
"10283","Central","Tracking",0.4,354,0.025,8,4.6,1522.89003,0.7,2152.5,-15324.01312035,1522.89003
"10284","Central","Tracking",0.4,354,0.025,9,4.6,1253.53503,0.6,1845,-15593.36812035,1253.53503
"10285","Central","Tracking",0.4,354,0.025,4,6.4,872.085030000002,1.6,4920,-18552.8862991861,872.085030000002
"10286","Central","Tracking",0.4,354,0.025,5,6.4,1024.66503,1.2,3690,-18400.3062991861,1024.66503
"10287","Central","Tracking",0.4,354,0.025,6,6.4,216.600030000001,0.9,2767.5,-19208.3712991861,216.600030000001
"10288","Central","Tracking",0.4,354,0.025,7,6.4,1177.24503,0.8,2460,-18247.7262991861,1177.24503
"10289","Central","Tracking",0.4,354,0.025,8,6.4,1522.89003,0.7,2152.5,-17902.0812991861,1522.89003
"10290","Central","Tracking",0.4,354,0.025,9,6.4,1253.53503,0.6,1845,-18171.4362991861,1253.53503
"10291","Central","Tracking",0.4,354,0.025,4,8.2,872.085030000002,1.6,4920,-21130.9544780222,872.085030000002
"10292","Central","Tracking",0.4,354,0.025,5,8.2,1024.66503,1.2,3690,-20978.3744780222,1024.66503
"10293","Central","Tracking",0.4,354,0.025,6,8.2,216.600030000001,0.9,2767.5,-21786.4394780222,216.600030000001
"10294","Central","Tracking",0.4,354,0.025,7,8.2,1177.24503,0.8,2460,-20825.7944780222,1177.24503
"10295","Central","Tracking",0.4,354,0.025,8,8.2,1522.89003,0.7,2152.5,-20480.1494780222,1522.89003
"10296","Central","Tracking",0.4,354,0.025,9,8.2,1253.53503,0.6,1845,-20749.5044780222,1253.53503
"10297","Northern","Fixed",0.4,354,0.025,4,4.6,872.085030000002,1.6,4920,-15198.7280582063,872.085030000002
"10298","Northern","Fixed",0.4,354,0.025,5,4.6,1024.66503,1.2,3690,-15046.1480582063,1024.66503
"10299","Northern","Fixed",0.4,354,0.025,6,4.6,216.600030000001,0.9,2767.5,-15854.2130582063,216.600030000001
"10300","Northern","Fixed",0.4,354,0.025,7,4.6,1177.24503,0.8,2460,-14893.5680582063,1177.24503
"10301","Northern","Fixed",0.4,354,0.025,8,4.6,1522.89003,0.7,2152.5,-14547.9230582063,1522.89003
"10302","Northern","Fixed",0.4,354,0.025,9,4.6,1253.53503,0.6,1845,-14817.2780582063,1253.53503
"10303","Northern","Fixed",0.4,354,0.025,4,6.4,872.085030000002,1.6,4920,-18712.2015054697,872.085030000002
"10304","Northern","Fixed",0.4,354,0.025,5,6.4,1024.66503,1.2,3690,-18559.6215054697,1024.66503
"10305","Northern","Fixed",0.4,354,0.025,6,6.4,216.600030000001,0.9,2767.5,-19367.6865054697,216.600030000001
"10306","Northern","Fixed",0.4,354,0.025,7,6.4,1177.24503,0.8,2460,-18407.0415054697,1177.24503
"10307","Northern","Fixed",0.4,354,0.025,8,6.4,1522.89003,0.7,2152.5,-18061.3965054697,1522.89003
"10308","Northern","Fixed",0.4,354,0.025,9,6.4,1253.53503,0.6,1845,-18330.7515054697,1253.53503
"10309","Northern","Fixed",0.4,354,0.025,4,8.2,872.085030000002,1.6,4920,-25282.8531471051,872.085030000002
"10310","Northern","Fixed",0.4,354,0.025,5,8.2,1024.66503,1.2,3690,-25130.2731471051,1024.66503
"10311","Northern","Fixed",0.4,354,0.025,6,8.2,216.600030000001,0.9,2767.5,-25938.3381471051,216.600030000001
"10312","Northern","Fixed",0.4,354,0.025,7,8.2,1177.24503,0.8,2460,-24977.6931471051,1177.24503
"10313","Northern","Fixed",0.4,354,0.025,8,8.2,1522.89003,0.7,2152.5,-24632.0481471051,1522.89003
"10314","Northern","Fixed",0.4,354,0.025,9,8.2,1253.53503,0.6,1845,-24901.4031471051,1253.53503
"10315","Northern","Tracking",0.4,354,0.025,4,4.6,872.085030000002,1.6,4920,-16286.31812035,872.085030000002
"10316","Northern","Tracking",0.4,354,0.025,5,4.6,1024.66503,1.2,3690,-16133.73812035,1024.66503
"10317","Northern","Tracking",0.4,354,0.025,6,4.6,216.600030000001,0.9,2767.5,-16941.80312035,216.600030000001
"10318","Northern","Tracking",0.4,354,0.025,7,4.6,1177.24503,0.8,2460,-15981.15812035,1177.24503
"10319","Northern","Tracking",0.4,354,0.025,8,4.6,1522.89003,0.7,2152.5,-15635.51312035,1522.89003
"10320","Northern","Tracking",0.4,354,0.025,9,4.6,1253.53503,0.6,1845,-15904.86812035,1253.53503
"10321","Northern","Tracking",0.4,354,0.025,4,6.4,872.085030000002,1.6,4920,-18864.3862991861,872.085030000002
"10322","Northern","Tracking",0.4,354,0.025,5,6.4,1024.66503,1.2,3690,-18711.8062991861,1024.66503
"10323","Northern","Tracking",0.4,354,0.025,6,6.4,216.600030000001,0.9,2767.5,-19519.8712991861,216.600030000001
"10324","Northern","Tracking",0.4,354,0.025,7,6.4,1177.24503,0.8,2460,-18559.2262991861,1177.24503
"10325","Northern","Tracking",0.4,354,0.025,8,6.4,1522.89003,0.7,2152.5,-18213.5812991861,1522.89003
"10326","Northern","Tracking",0.4,354,0.025,9,6.4,1253.53503,0.6,1845,-18482.9362991861,1253.53503
"10327","Northern","Tracking",0.4,354,0.025,4,8.2,872.085030000002,1.6,4920,-21442.4544780222,872.085030000002
"10328","Northern","Tracking",0.4,354,0.025,5,8.2,1024.66503,1.2,3690,-21289.8744780222,1024.66503
"10329","Northern","Tracking",0.4,354,0.025,6,8.2,216.600030000001,0.9,2767.5,-22097.9394780222,216.600030000001
"10330","Northern","Tracking",0.4,354,0.025,7,8.2,1177.24503,0.8,2460,-21137.2944780222,1177.24503
"10331","Northern","Tracking",0.4,354,0.025,8,8.2,1522.89003,0.7,2152.5,-20791.6494780222,1522.89003
"10332","Northern","Tracking",0.4,354,0.025,9,8.2,1253.53503,0.6,1845,-21061.0044780222,1253.53503
"10333","Southern","Fixed",0.4,354,0.025,4,4.6,872.085030000002,1.6,4920,-14805.5030582063,872.085030000002
"10334","Southern","Fixed",0.4,354,0.025,5,4.6,1024.66503,1.2,3690,-14652.9230582063,1024.66503
"10335","Southern","Fixed",0.4,354,0.025,6,4.6,216.600030000001,0.9,2767.5,-15460.9880582063,216.600030000001
"10336","Southern","Fixed",0.4,354,0.025,7,4.6,1177.24503,0.8,2460,-14500.3430582063,1177.24503
"10337","Southern","Fixed",0.4,354,0.025,8,4.6,1522.89003,0.7,2152.5,-14154.6980582063,1522.89003
"10338","Southern","Fixed",0.4,354,0.025,9,4.6,1253.53503,0.6,1845,-14424.0530582063,1253.53503
"10339","Southern","Fixed",0.4,354,0.025,4,6.4,872.085030000002,1.6,4920,-18318.9765054697,872.085030000002
"10340","Southern","Fixed",0.4,354,0.025,5,6.4,1024.66503,1.2,3690,-18166.3965054697,1024.66503
"10341","Southern","Fixed",0.4,354,0.025,6,6.4,216.600030000001,0.9,2767.5,-18974.4615054697,216.600030000001
"10342","Southern","Fixed",0.4,354,0.025,7,6.4,1177.24503,0.8,2460,-18013.8165054697,1177.24503
"10343","Southern","Fixed",0.4,354,0.025,8,6.4,1522.89003,0.7,2152.5,-17668.1715054697,1522.89003
"10344","Southern","Fixed",0.4,354,0.025,9,6.4,1253.53503,0.6,1845,-17937.5265054697,1253.53503
"10345","Southern","Fixed",0.4,354,0.025,4,8.2,872.085030000002,1.6,4920,-24889.6281471051,872.085030000002
"10346","Southern","Fixed",0.4,354,0.025,5,8.2,1024.66503,1.2,3690,-24737.0481471051,1024.66503
"10347","Southern","Fixed",0.4,354,0.025,6,8.2,216.600030000001,0.9,2767.5,-25545.1131471051,216.600030000001
"10348","Southern","Fixed",0.4,354,0.025,7,8.2,1177.24503,0.8,2460,-24584.4681471051,1177.24503
"10349","Southern","Fixed",0.4,354,0.025,8,8.2,1522.89003,0.7,2152.5,-24238.8231471051,1522.89003
"10350","Southern","Fixed",0.4,354,0.025,9,8.2,1253.53503,0.6,1845,-24508.1781471051,1253.53503
"10351","Southern","Tracking",0.4,354,0.025,4,4.6,872.085030000002,1.6,4920,-15726.41812035,872.085030000002
"10352","Southern","Tracking",0.4,354,0.025,5,4.6,1024.66503,1.2,3690,-15573.83812035,1024.66503
"10353","Southern","Tracking",0.4,354,0.025,6,4.6,216.600030000001,0.9,2767.5,-16381.90312035,216.600030000001
"10354","Southern","Tracking",0.4,354,0.025,7,4.6,1177.24503,0.8,2460,-15421.25812035,1177.24503
"10355","Southern","Tracking",0.4,354,0.025,8,4.6,1522.89003,0.7,2152.5,-15075.61312035,1522.89003
"10356","Southern","Tracking",0.4,354,0.025,9,4.6,1253.53503,0.6,1845,-15344.96812035,1253.53503
"10357","Southern","Tracking",0.4,354,0.025,4,6.4,872.085030000002,1.6,4920,-18304.4862991861,872.085030000002
"10358","Southern","Tracking",0.4,354,0.025,5,6.4,1024.66503,1.2,3690,-18151.9062991861,1024.66503
"10359","Southern","Tracking",0.4,354,0.025,6,6.4,216.600030000001,0.9,2767.5,-18959.9712991861,216.600030000001
"10360","Southern","Tracking",0.4,354,0.025,7,6.4,1177.24503,0.8,2460,-17999.3262991861,1177.24503
"10361","Southern","Tracking",0.4,354,0.025,8,6.4,1522.89003,0.7,2152.5,-17653.6812991861,1522.89003
"10362","Southern","Tracking",0.4,354,0.025,9,6.4,1253.53503,0.6,1845,-17923.0362991861,1253.53503
"10363","Southern","Tracking",0.4,354,0.025,4,8.2,872.085030000002,1.6,4920,-20882.5544780222,872.085030000002
"10364","Southern","Tracking",0.4,354,0.025,5,8.2,1024.66503,1.2,3690,-20729.9744780222,1024.66503
"10365","Southern","Tracking",0.4,354,0.025,6,8.2,216.600030000001,0.9,2767.5,-21538.0394780222,216.600030000001
"10366","Southern","Tracking",0.4,354,0.025,7,8.2,1177.24503,0.8,2460,-20577.3944780222,1177.24503
"10367","Southern","Tracking",0.4,354,0.025,8,8.2,1522.89003,0.7,2152.5,-20231.7494780222,1522.89003
"10368","Southern","Tracking",0.4,354,0.025,9,8.2,1253.53503,0.6,1845,-20501.1044780222,1253.53503
"10369","Black Belt","Fixed",0.45,354,0.025,4,4.6,872.085030000002,1.6,4920,-14854.9030582063,872.085030000002
"10370","Black Belt","Fixed",0.45,354,0.025,5,4.6,1024.66503,1.2,3690,-14702.3230582063,1024.66503
"10371","Black Belt","Fixed",0.45,354,0.025,6,4.6,216.600030000001,0.9,2767.5,-15510.3880582063,216.600030000001
"10372","Black Belt","Fixed",0.45,354,0.025,7,4.6,1177.24503,0.8,2460,-14549.7430582063,1177.24503
"10373","Black Belt","Fixed",0.45,354,0.025,8,4.6,1522.89003,0.7,2152.5,-14204.0980582063,1522.89003
"10374","Black Belt","Fixed",0.45,354,0.025,9,4.6,1253.53503,0.6,1845,-14473.4530582063,1253.53503
"10375","Black Belt","Fixed",0.45,354,0.025,4,6.4,872.085030000002,1.6,4920,-18368.3765054697,872.085030000002
"10376","Black Belt","Fixed",0.45,354,0.025,5,6.4,1024.66503,1.2,3690,-18215.7965054697,1024.66503
"10377","Black Belt","Fixed",0.45,354,0.025,6,6.4,216.600030000001,0.9,2767.5,-19023.8615054697,216.600030000001
"10378","Black Belt","Fixed",0.45,354,0.025,7,6.4,1177.24503,0.8,2460,-18063.2165054697,1177.24503
"10379","Black Belt","Fixed",0.45,354,0.025,8,6.4,1522.89003,0.7,2152.5,-17717.5715054697,1522.89003
"10380","Black Belt","Fixed",0.45,354,0.025,9,6.4,1253.53503,0.6,1845,-17986.9265054697,1253.53503
"10381","Black Belt","Fixed",0.45,354,0.025,4,8.2,872.085030000002,1.6,4920,-24939.0281471051,872.085030000002
"10382","Black Belt","Fixed",0.45,354,0.025,5,8.2,1024.66503,1.2,3690,-24786.4481471051,1024.66503
"10383","Black Belt","Fixed",0.45,354,0.025,6,8.2,216.600030000001,0.9,2767.5,-25594.5131471051,216.600030000001
"10384","Black Belt","Fixed",0.45,354,0.025,7,8.2,1177.24503,0.8,2460,-24633.8681471051,1177.24503
"10385","Black Belt","Fixed",0.45,354,0.025,8,8.2,1522.89003,0.7,2152.5,-24288.2231471051,1522.89003
"10386","Black Belt","Fixed",0.45,354,0.025,9,8.2,1253.53503,0.6,1845,-24557.5781471051,1253.53503
"10387","Black Belt","Tracking",0.45,354,0.025,4,4.6,872.085030000002,1.6,4920,-15821.21812035,872.085030000002
"10388","Black Belt","Tracking",0.45,354,0.025,5,4.6,1024.66503,1.2,3690,-15668.63812035,1024.66503
"10389","Black Belt","Tracking",0.45,354,0.025,6,4.6,216.600030000001,0.9,2767.5,-16476.70312035,216.600030000001
"10390","Black Belt","Tracking",0.45,354,0.025,7,4.6,1177.24503,0.8,2460,-15516.05812035,1177.24503
"10391","Black Belt","Tracking",0.45,354,0.025,8,4.6,1522.89003,0.7,2152.5,-15170.41312035,1522.89003
"10392","Black Belt","Tracking",0.45,354,0.025,9,4.6,1253.53503,0.6,1845,-15439.76812035,1253.53503
"10393","Black Belt","Tracking",0.45,354,0.025,4,6.4,872.085030000002,1.6,4920,-18399.2862991861,872.085030000002
"10394","Black Belt","Tracking",0.45,354,0.025,5,6.4,1024.66503,1.2,3690,-18246.7062991861,1024.66503
"10395","Black Belt","Tracking",0.45,354,0.025,6,6.4,216.600030000001,0.9,2767.5,-19054.7712991861,216.600030000001
"10396","Black Belt","Tracking",0.45,354,0.025,7,6.4,1177.24503,0.8,2460,-18094.1262991861,1177.24503
"10397","Black Belt","Tracking",0.45,354,0.025,8,6.4,1522.89003,0.7,2152.5,-17748.4812991861,1522.89003
"10398","Black Belt","Tracking",0.45,354,0.025,9,6.4,1253.53503,0.6,1845,-18017.8362991861,1253.53503
"10399","Black Belt","Tracking",0.45,354,0.025,4,8.2,872.085030000002,1.6,4920,-20977.3544780222,872.085030000002
"10400","Black Belt","Tracking",0.45,354,0.025,5,8.2,1024.66503,1.2,3690,-20824.7744780222,1024.66503
"10401","Black Belt","Tracking",0.45,354,0.025,6,8.2,216.600030000001,0.9,2767.5,-21632.8394780222,216.600030000001
"10402","Black Belt","Tracking",0.45,354,0.025,7,8.2,1177.24503,0.8,2460,-20672.1944780222,1177.24503
"10403","Black Belt","Tracking",0.45,354,0.025,8,8.2,1522.89003,0.7,2152.5,-20326.5494780222,1522.89003
"10404","Black Belt","Tracking",0.45,354,0.025,9,8.2,1253.53503,0.6,1845,-20595.9044780222,1253.53503
"10405","Central","Fixed",0.45,354,0.025,4,4.6,872.085030000002,1.6,4920,-14990.6780582063,872.085030000002
"10406","Central","Fixed",0.45,354,0.025,5,4.6,1024.66503,1.2,3690,-14838.0980582063,1024.66503
"10407","Central","Fixed",0.45,354,0.025,6,4.6,216.600030000001,0.9,2767.5,-15646.1630582063,216.600030000001
"10408","Central","Fixed",0.45,354,0.025,7,4.6,1177.24503,0.8,2460,-14685.5180582063,1177.24503
"10409","Central","Fixed",0.45,354,0.025,8,4.6,1522.89003,0.7,2152.5,-14339.8730582063,1522.89003
"10410","Central","Fixed",0.45,354,0.025,9,4.6,1253.53503,0.6,1845,-14609.2280582063,1253.53503
"10411","Central","Fixed",0.45,354,0.025,4,6.4,872.085030000002,1.6,4920,-18504.1515054697,872.085030000002
"10412","Central","Fixed",0.45,354,0.025,5,6.4,1024.66503,1.2,3690,-18351.5715054697,1024.66503
"10413","Central","Fixed",0.45,354,0.025,6,6.4,216.600030000001,0.9,2767.5,-19159.6365054697,216.600030000001
"10414","Central","Fixed",0.45,354,0.025,7,6.4,1177.24503,0.8,2460,-18198.9915054697,1177.24503
"10415","Central","Fixed",0.45,354,0.025,8,6.4,1522.89003,0.7,2152.5,-17853.3465054697,1522.89003
"10416","Central","Fixed",0.45,354,0.025,9,6.4,1253.53503,0.6,1845,-18122.7015054697,1253.53503
"10417","Central","Fixed",0.45,354,0.025,4,8.2,872.085030000002,1.6,4920,-25074.8031471051,872.085030000002
"10418","Central","Fixed",0.45,354,0.025,5,8.2,1024.66503,1.2,3690,-24922.2231471051,1024.66503
"10419","Central","Fixed",0.45,354,0.025,6,8.2,216.600030000001,0.9,2767.5,-25730.2881471051,216.600030000001
"10420","Central","Fixed",0.45,354,0.025,7,8.2,1177.24503,0.8,2460,-24769.6431471051,1177.24503
"10421","Central","Fixed",0.45,354,0.025,8,8.2,1522.89003,0.7,2152.5,-24423.9981471051,1522.89003
"10422","Central","Fixed",0.45,354,0.025,9,8.2,1253.53503,0.6,1845,-24693.3531471051,1253.53503
"10423","Central","Tracking",0.45,354,0.025,4,4.6,872.085030000002,1.6,4920,-15974.81812035,872.085030000002
"10424","Central","Tracking",0.45,354,0.025,5,4.6,1024.66503,1.2,3690,-15822.23812035,1024.66503
"10425","Central","Tracking",0.45,354,0.025,6,4.6,216.600030000001,0.9,2767.5,-16630.30312035,216.600030000001
"10426","Central","Tracking",0.45,354,0.025,7,4.6,1177.24503,0.8,2460,-15669.65812035,1177.24503
"10427","Central","Tracking",0.45,354,0.025,8,4.6,1522.89003,0.7,2152.5,-15324.01312035,1522.89003
"10428","Central","Tracking",0.45,354,0.025,9,4.6,1253.53503,0.6,1845,-15593.36812035,1253.53503
"10429","Central","Tracking",0.45,354,0.025,4,6.4,872.085030000002,1.6,4920,-18552.8862991861,872.085030000002
"10430","Central","Tracking",0.45,354,0.025,5,6.4,1024.66503,1.2,3690,-18400.3062991861,1024.66503
"10431","Central","Tracking",0.45,354,0.025,6,6.4,216.600030000001,0.9,2767.5,-19208.3712991861,216.600030000001
"10432","Central","Tracking",0.45,354,0.025,7,6.4,1177.24503,0.8,2460,-18247.7262991861,1177.24503
"10433","Central","Tracking",0.45,354,0.025,8,6.4,1522.89003,0.7,2152.5,-17902.0812991861,1522.89003
"10434","Central","Tracking",0.45,354,0.025,9,6.4,1253.53503,0.6,1845,-18171.4362991861,1253.53503
"10435","Central","Tracking",0.45,354,0.025,4,8.2,872.085030000002,1.6,4920,-21130.9544780222,872.085030000002
"10436","Central","Tracking",0.45,354,0.025,5,8.2,1024.66503,1.2,3690,-20978.3744780222,1024.66503
"10437","Central","Tracking",0.45,354,0.025,6,8.2,216.600030000001,0.9,2767.5,-21786.4394780222,216.600030000001
"10438","Central","Tracking",0.45,354,0.025,7,8.2,1177.24503,0.8,2460,-20825.7944780222,1177.24503
"10439","Central","Tracking",0.45,354,0.025,8,8.2,1522.89003,0.7,2152.5,-20480.1494780222,1522.89003
"10440","Central","Tracking",0.45,354,0.025,9,8.2,1253.53503,0.6,1845,-20749.5044780222,1253.53503
"10441","Northern","Fixed",0.45,354,0.025,4,4.6,872.085030000002,1.6,4920,-15198.7280582063,872.085030000002
"10442","Northern","Fixed",0.45,354,0.025,5,4.6,1024.66503,1.2,3690,-15046.1480582063,1024.66503
"10443","Northern","Fixed",0.45,354,0.025,6,4.6,216.600030000001,0.9,2767.5,-15854.2130582063,216.600030000001
"10444","Northern","Fixed",0.45,354,0.025,7,4.6,1177.24503,0.8,2460,-14893.5680582063,1177.24503
"10445","Northern","Fixed",0.45,354,0.025,8,4.6,1522.89003,0.7,2152.5,-14547.9230582063,1522.89003
"10446","Northern","Fixed",0.45,354,0.025,9,4.6,1253.53503,0.6,1845,-14817.2780582063,1253.53503
"10447","Northern","Fixed",0.45,354,0.025,4,6.4,872.085030000002,1.6,4920,-18712.2015054697,872.085030000002
"10448","Northern","Fixed",0.45,354,0.025,5,6.4,1024.66503,1.2,3690,-18559.6215054697,1024.66503
"10449","Northern","Fixed",0.45,354,0.025,6,6.4,216.600030000001,0.9,2767.5,-19367.6865054697,216.600030000001
"10450","Northern","Fixed",0.45,354,0.025,7,6.4,1177.24503,0.8,2460,-18407.0415054697,1177.24503
"10451","Northern","Fixed",0.45,354,0.025,8,6.4,1522.89003,0.7,2152.5,-18061.3965054697,1522.89003
"10452","Northern","Fixed",0.45,354,0.025,9,6.4,1253.53503,0.6,1845,-18330.7515054697,1253.53503
"10453","Northern","Fixed",0.45,354,0.025,4,8.2,872.085030000002,1.6,4920,-25282.8531471051,872.085030000002
"10454","Northern","Fixed",0.45,354,0.025,5,8.2,1024.66503,1.2,3690,-25130.2731471051,1024.66503
"10455","Northern","Fixed",0.45,354,0.025,6,8.2,216.600030000001,0.9,2767.5,-25938.3381471051,216.600030000001
"10456","Northern","Fixed",0.45,354,0.025,7,8.2,1177.24503,0.8,2460,-24977.6931471051,1177.24503
"10457","Northern","Fixed",0.45,354,0.025,8,8.2,1522.89003,0.7,2152.5,-24632.0481471051,1522.89003
"10458","Northern","Fixed",0.45,354,0.025,9,8.2,1253.53503,0.6,1845,-24901.4031471051,1253.53503
"10459","Northern","Tracking",0.45,354,0.025,4,4.6,872.085030000002,1.6,4920,-16286.31812035,872.085030000002
"10460","Northern","Tracking",0.45,354,0.025,5,4.6,1024.66503,1.2,3690,-16133.73812035,1024.66503
"10461","Northern","Tracking",0.45,354,0.025,6,4.6,216.600030000001,0.9,2767.5,-16941.80312035,216.600030000001
"10462","Northern","Tracking",0.45,354,0.025,7,4.6,1177.24503,0.8,2460,-15981.15812035,1177.24503
"10463","Northern","Tracking",0.45,354,0.025,8,4.6,1522.89003,0.7,2152.5,-15635.51312035,1522.89003
"10464","Northern","Tracking",0.45,354,0.025,9,4.6,1253.53503,0.6,1845,-15904.86812035,1253.53503
"10465","Northern","Tracking",0.45,354,0.025,4,6.4,872.085030000002,1.6,4920,-18864.3862991861,872.085030000002
"10466","Northern","Tracking",0.45,354,0.025,5,6.4,1024.66503,1.2,3690,-18711.8062991861,1024.66503
"10467","Northern","Tracking",0.45,354,0.025,6,6.4,216.600030000001,0.9,2767.5,-19519.8712991861,216.600030000001
"10468","Northern","Tracking",0.45,354,0.025,7,6.4,1177.24503,0.8,2460,-18559.2262991861,1177.24503
"10469","Northern","Tracking",0.45,354,0.025,8,6.4,1522.89003,0.7,2152.5,-18213.5812991861,1522.89003
"10470","Northern","Tracking",0.45,354,0.025,9,6.4,1253.53503,0.6,1845,-18482.9362991861,1253.53503
"10471","Northern","Tracking",0.45,354,0.025,4,8.2,872.085030000002,1.6,4920,-21442.4544780222,872.085030000002
"10472","Northern","Tracking",0.45,354,0.025,5,8.2,1024.66503,1.2,3690,-21289.8744780222,1024.66503
"10473","Northern","Tracking",0.45,354,0.025,6,8.2,216.600030000001,0.9,2767.5,-22097.9394780222,216.600030000001
"10474","Northern","Tracking",0.45,354,0.025,7,8.2,1177.24503,0.8,2460,-21137.2944780222,1177.24503
"10475","Northern","Tracking",0.45,354,0.025,8,8.2,1522.89003,0.7,2152.5,-20791.6494780222,1522.89003
"10476","Northern","Tracking",0.45,354,0.025,9,8.2,1253.53503,0.6,1845,-21061.0044780222,1253.53503
"10477","Southern","Fixed",0.45,354,0.025,4,4.6,872.085030000002,1.6,4920,-14805.5030582063,872.085030000002
"10478","Southern","Fixed",0.45,354,0.025,5,4.6,1024.66503,1.2,3690,-14652.9230582063,1024.66503
"10479","Southern","Fixed",0.45,354,0.025,6,4.6,216.600030000001,0.9,2767.5,-15460.9880582063,216.600030000001
"10480","Southern","Fixed",0.45,354,0.025,7,4.6,1177.24503,0.8,2460,-14500.3430582063,1177.24503
"10481","Southern","Fixed",0.45,354,0.025,8,4.6,1522.89003,0.7,2152.5,-14154.6980582063,1522.89003
"10482","Southern","Fixed",0.45,354,0.025,9,4.6,1253.53503,0.6,1845,-14424.0530582063,1253.53503
"10483","Southern","Fixed",0.45,354,0.025,4,6.4,872.085030000002,1.6,4920,-18318.9765054697,872.085030000002
"10484","Southern","Fixed",0.45,354,0.025,5,6.4,1024.66503,1.2,3690,-18166.3965054697,1024.66503
"10485","Southern","Fixed",0.45,354,0.025,6,6.4,216.600030000001,0.9,2767.5,-18974.4615054697,216.600030000001
"10486","Southern","Fixed",0.45,354,0.025,7,6.4,1177.24503,0.8,2460,-18013.8165054697,1177.24503
"10487","Southern","Fixed",0.45,354,0.025,8,6.4,1522.89003,0.7,2152.5,-17668.1715054697,1522.89003
"10488","Southern","Fixed",0.45,354,0.025,9,6.4,1253.53503,0.6,1845,-17937.5265054697,1253.53503
"10489","Southern","Fixed",0.45,354,0.025,4,8.2,872.085030000002,1.6,4920,-24889.6281471051,872.085030000002
"10490","Southern","Fixed",0.45,354,0.025,5,8.2,1024.66503,1.2,3690,-24737.0481471051,1024.66503
"10491","Southern","Fixed",0.45,354,0.025,6,8.2,216.600030000001,0.9,2767.5,-25545.1131471051,216.600030000001
"10492","Southern","Fixed",0.45,354,0.025,7,8.2,1177.24503,0.8,2460,-24584.4681471051,1177.24503
"10493","Southern","Fixed",0.45,354,0.025,8,8.2,1522.89003,0.7,2152.5,-24238.8231471051,1522.89003
"10494","Southern","Fixed",0.45,354,0.025,9,8.2,1253.53503,0.6,1845,-24508.1781471051,1253.53503
"10495","Southern","Tracking",0.45,354,0.025,4,4.6,872.085030000002,1.6,4920,-15726.41812035,872.085030000002
"10496","Southern","Tracking",0.45,354,0.025,5,4.6,1024.66503,1.2,3690,-15573.83812035,1024.66503
"10497","Southern","Tracking",0.45,354,0.025,6,4.6,216.600030000001,0.9,2767.5,-16381.90312035,216.600030000001
"10498","Southern","Tracking",0.45,354,0.025,7,4.6,1177.24503,0.8,2460,-15421.25812035,1177.24503
"10499","Southern","Tracking",0.45,354,0.025,8,4.6,1522.89003,0.7,2152.5,-15075.61312035,1522.89003
"10500","Southern","Tracking",0.45,354,0.025,9,4.6,1253.53503,0.6,1845,-15344.96812035,1253.53503
"10501","Southern","Tracking",0.45,354,0.025,4,6.4,872.085030000002,1.6,4920,-18304.4862991861,872.085030000002
"10502","Southern","Tracking",0.45,354,0.025,5,6.4,1024.66503,1.2,3690,-18151.9062991861,1024.66503
"10503","Southern","Tracking",0.45,354,0.025,6,6.4,216.600030000001,0.9,2767.5,-18959.9712991861,216.600030000001
"10504","Southern","Tracking",0.45,354,0.025,7,6.4,1177.24503,0.8,2460,-17999.3262991861,1177.24503
"10505","Southern","Tracking",0.45,354,0.025,8,6.4,1522.89003,0.7,2152.5,-17653.6812991861,1522.89003
"10506","Southern","Tracking",0.45,354,0.025,9,6.4,1253.53503,0.6,1845,-17923.0362991861,1253.53503
"10507","Southern","Tracking",0.45,354,0.025,4,8.2,872.085030000002,1.6,4920,-20882.5544780222,872.085030000002
"10508","Southern","Tracking",0.45,354,0.025,5,8.2,1024.66503,1.2,3690,-20729.9744780222,1024.66503
"10509","Southern","Tracking",0.45,354,0.025,6,8.2,216.600030000001,0.9,2767.5,-21538.0394780222,216.600030000001
"10510","Southern","Tracking",0.45,354,0.025,7,8.2,1177.24503,0.8,2460,-20577.3944780222,1177.24503
"10511","Southern","Tracking",0.45,354,0.025,8,8.2,1522.89003,0.7,2152.5,-20231.7494780222,1522.89003
"10512","Southern","Tracking",0.45,354,0.025,9,8.2,1253.53503,0.6,1845,-20501.1044780222,1253.53503
"10513","Black Belt","Fixed",0.5,413,0.025,4,4.6,872.085030000002,1.6,4920,-17476.055239574,872.085030000002
"10514","Black Belt","Fixed",0.5,413,0.025,5,4.6,1024.66503,1.2,3690,-17323.475239574,1024.66503
"10515","Black Belt","Fixed",0.5,413,0.025,6,4.6,216.600030000001,0.9,2767.5,-18131.540239574,216.600030000001
"10516","Black Belt","Fixed",0.5,413,0.025,7,4.6,1177.24503,0.8,2460,-17170.895239574,1177.24503
"10517","Black Belt","Fixed",0.5,413,0.025,8,4.6,1522.89003,0.7,2152.5,-16825.250239574,1522.89003
