"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","sbav_profit","sbavp_wosp"
"13852","Black Belt","Tracking",0.6,531,0.03,7,6.4,1177.24503,0.8,2460,-25619.7169637791,1177.24503
"13853","Black Belt","Tracking",0.6,531,0.03,8,6.4,1522.89003,0.7,2152.5,-25274.0719637791,1522.89003
"13854","Black Belt","Tracking",0.6,531,0.03,9,6.4,1253.53503,0.6,1845,-25543.4269637791,1253.53503
"13855","Black Belt","Tracking",0.6,531,0.03,4,8.2,872.085030000002,1.6,4920,-29791.9792320333,872.085030000002
"13856","Black Belt","Tracking",0.6,531,0.03,5,8.2,1024.66503,1.2,3690,-29639.3992320333,1024.66503
"13857","Black Belt","Tracking",0.6,531,0.03,6,8.2,216.600030000001,0.9,2767.5,-30447.4642320333,216.600030000001
"13858","Black Belt","Tracking",0.6,531,0.03,7,8.2,1177.24503,0.8,2460,-29486.8192320333,1177.24503
"13859","Black Belt","Tracking",0.6,531,0.03,8,8.2,1522.89003,0.7,2152.5,-29141.1742320333,1522.89003
"13860","Black Belt","Tracking",0.6,531,0.03,9,8.2,1253.53503,0.6,1845,-29410.5292320333,1253.53503
"13861","Central","Fixed",0.6,531,0.03,4,4.6,872.085030000002,1.6,4920,-21137.5246023095,872.085030000002
"13862","Central","Fixed",0.6,531,0.03,5,4.6,1024.66503,1.2,3690,-20984.9446023095,1024.66503
"13863","Central","Fixed",0.6,531,0.03,6,4.6,216.600030000001,0.9,2767.5,-21793.0096023095,216.600030000001
"13864","Central","Fixed",0.6,531,0.03,7,4.6,1177.24503,0.8,2460,-20832.3646023095,1177.24503
"13865","Central","Fixed",0.6,531,0.03,8,4.6,1522.89003,0.7,2152.5,-20486.7196023095,1522.89003
"13866","Central","Fixed",0.6,531,0.03,9,4.6,1253.53503,0.6,1845,-20756.0746023095,1253.53503
"13867","Central","Fixed",0.6,531,0.03,4,6.4,872.085030000002,1.6,4920,-26407.7347732045,872.085030000002
"13868","Central","Fixed",0.6,531,0.03,5,6.4,1024.66503,1.2,3690,-26255.1547732045,1024.66503
"13869","Central","Fixed",0.6,531,0.03,6,6.4,216.600030000001,0.9,2767.5,-27063.2197732045,216.600030000001
"13870","Central","Fixed",0.6,531,0.03,7,6.4,1177.24503,0.8,2460,-26102.5747732045,1177.24503
"13871","Central","Fixed",0.6,531,0.03,8,6.4,1522.89003,0.7,2152.5,-25756.9297732045,1522.89003
"13872","Central","Fixed",0.6,531,0.03,9,6.4,1253.53503,0.6,1845,-26026.2847732045,1253.53503
"13873","Central","Fixed",0.6,531,0.03,4,8.2,872.085030000002,1.6,4920,-36263.7122356576,872.085030000002
"13874","Central","Fixed",0.6,531,0.03,5,8.2,1024.66503,1.2,3690,-36111.1322356576,1024.66503
"13875","Central","Fixed",0.6,531,0.03,6,8.2,216.600030000001,0.9,2767.5,-36919.1972356576,216.600030000001
"13876","Central","Fixed",0.6,531,0.03,7,8.2,1177.24503,0.8,2460,-35958.5522356576,1177.24503
"13877","Central","Fixed",0.6,531,0.03,8,8.2,1522.89003,0.7,2152.5,-35612.9072356576,1522.89003
"13878","Central","Fixed",0.6,531,0.03,9,8.2,1253.53503,0.6,1845,-35882.2622356576,1253.53503
"13879","Central","Tracking",0.6,531,0.03,4,4.6,872.085030000002,1.6,4920,-22334.194695525,872.085030000002
"13880","Central","Tracking",0.6,531,0.03,5,4.6,1024.66503,1.2,3690,-22181.6146955249,1024.66503
"13881","Central","Tracking",0.6,531,0.03,6,4.6,216.600030000001,0.9,2767.5,-22989.679695525,216.600030000001
"13882","Central","Tracking",0.6,531,0.03,7,4.6,1177.24503,0.8,2460,-22029.034695525,1177.24503
"13883","Central","Tracking",0.6,531,0.03,8,4.6,1522.89003,0.7,2152.5,-21683.389695525,1522.89003
"13884","Central","Tracking",0.6,531,0.03,9,4.6,1253.53503,0.6,1845,-21952.744695525,1253.53503
"13885","Central","Tracking",0.6,531,0.03,4,6.4,872.085030000002,1.6,4920,-26201.2969637791,872.085030000002
"13886","Central","Tracking",0.6,531,0.03,5,6.4,1024.66503,1.2,3690,-26048.7169637791,1024.66503
"13887","Central","Tracking",0.6,531,0.03,6,6.4,216.600030000001,0.9,2767.5,-26856.7819637791,216.600030000001
"13888","Central","Tracking",0.6,531,0.03,7,6.4,1177.24503,0.8,2460,-25896.1369637791,1177.24503
"13889","Central","Tracking",0.6,531,0.03,8,6.4,1522.89003,0.7,2152.5,-25550.4919637791,1522.89003
"13890","Central","Tracking",0.6,531,0.03,9,6.4,1253.53503,0.6,1845,-25819.8469637791,1253.53503
"13891","Central","Tracking",0.6,531,0.03,4,8.2,872.085030000002,1.6,4920,-30068.3992320333,872.085030000002
"13892","Central","Tracking",0.6,531,0.03,5,8.2,1024.66503,1.2,3690,-29915.8192320333,1024.66503
"13893","Central","Tracking",0.6,531,0.03,6,8.2,216.600030000001,0.9,2767.5,-30723.8842320333,216.600030000001
"13894","Central","Tracking",0.6,531,0.03,7,8.2,1177.24503,0.8,2460,-29763.2392320333,1177.24503
"13895","Central","Tracking",0.6,531,0.03,8,8.2,1522.89003,0.7,2152.5,-29417.5942320333,1522.89003
"13896","Central","Tracking",0.6,531,0.03,9,8.2,1253.53503,0.6,1845,-29686.9492320333,1253.53503
"13897","Northern","Fixed",0.6,531,0.03,4,4.6,872.085030000002,1.6,4920,-21511.9846023095,872.085030000002
"13898","Northern","Fixed",0.6,531,0.03,5,4.6,1024.66503,1.2,3690,-21359.4046023095,1024.66503
"13899","Northern","Fixed",0.6,531,0.03,6,4.6,216.600030000001,0.9,2767.5,-22167.4696023095,216.600030000001
"13900","Northern","Fixed",0.6,531,0.03,7,4.6,1177.24503,0.8,2460,-21206.8246023095,1177.24503
"13901","Northern","Fixed",0.6,531,0.03,8,4.6,1522.89003,0.7,2152.5,-20861.1796023095,1522.89003
"13902","Northern","Fixed",0.6,531,0.03,9,4.6,1253.53503,0.6,1845,-21130.5346023095,1253.53503
"13903","Northern","Fixed",0.6,531,0.03,4,6.4,872.085030000002,1.6,4920,-26782.1947732045,872.085030000002
"13904","Northern","Fixed",0.6,531,0.03,5,6.4,1024.66503,1.2,3690,-26629.6147732045,1024.66503
"13905","Northern","Fixed",0.6,531,0.03,6,6.4,216.600030000001,0.9,2767.5,-27437.6797732045,216.600030000001
"13906","Northern","Fixed",0.6,531,0.03,7,6.4,1177.24503,0.8,2460,-26477.0347732045,1177.24503
"13907","Northern","Fixed",0.6,531,0.03,8,6.4,1522.89003,0.7,2152.5,-26131.3897732045,1522.89003
"13908","Northern","Fixed",0.6,531,0.03,9,6.4,1253.53503,0.6,1845,-26400.7447732045,1253.53503
"13909","Northern","Fixed",0.6,531,0.03,4,8.2,872.085030000002,1.6,4920,-36638.1722356576,872.085030000002
"13910","Northern","Fixed",0.6,531,0.03,5,8.2,1024.66503,1.2,3690,-36485.5922356576,1024.66503
"13911","Northern","Fixed",0.6,531,0.03,6,8.2,216.600030000001,0.9,2767.5,-37293.6572356576,216.600030000001
"13912","Northern","Fixed",0.6,531,0.03,7,8.2,1177.24503,0.8,2460,-36333.0122356576,1177.24503000001
"13913","Northern","Fixed",0.6,531,0.03,8,8.2,1522.89003,0.7,2152.5,-35987.3672356576,1522.89003
"13914","Northern","Fixed",0.6,531,0.03,9,8.2,1253.53503,0.6,1845,-36256.7222356576,1253.53503
"13915","Northern","Tracking",0.6,531,0.03,4,4.6,872.085030000002,1.6,4920,-22894.894695525,872.085030000002
"13916","Northern","Tracking",0.6,531,0.03,5,4.6,1024.66503,1.2,3690,-22742.314695525,1024.66503
"13917","Northern","Tracking",0.6,531,0.03,6,4.6,216.600030000001,0.9,2767.5,-23550.379695525,216.600030000001
"13918","Northern","Tracking",0.6,531,0.03,7,4.6,1177.24503,0.8,2460,-22589.734695525,1177.24503
"13919","Northern","Tracking",0.6,531,0.03,8,4.6,1522.89003,0.7,2152.5,-22244.089695525,1522.89003
"13920","Northern","Tracking",0.6,531,0.03,9,4.6,1253.53503,0.6,1845,-22513.444695525,1253.53503
"13921","Northern","Tracking",0.6,531,0.03,4,6.4,872.085030000002,1.6,4920,-26761.9969637791,872.085030000002
"13922","Northern","Tracking",0.6,531,0.03,5,6.4,1024.66503,1.2,3690,-26609.4169637791,1024.66503
"13923","Northern","Tracking",0.6,531,0.03,6,6.4,216.600030000001,0.9,2767.5,-27417.4819637791,216.600030000001
"13924","Northern","Tracking",0.6,531,0.03,7,6.4,1177.24503,0.8,2460,-26456.8369637791,1177.24503
"13925","Northern","Tracking",0.6,531,0.03,8,6.4,1522.89003,0.7,2152.5,-26111.1919637791,1522.89003
"13926","Northern","Tracking",0.6,531,0.03,9,6.4,1253.53503,0.6,1845,-26380.5469637791,1253.53503
"13927","Northern","Tracking",0.6,531,0.03,4,8.2,872.085030000002,1.6,4920,-30629.0992320333,872.085030000002
"13928","Northern","Tracking",0.6,531,0.03,5,8.2,1024.66503,1.2,3690,-30476.5192320333,1024.66503
"13929","Northern","Tracking",0.6,531,0.03,6,8.2,216.600030000001,0.9,2767.5,-31284.5842320333,216.600030000001
"13930","Northern","Tracking",0.6,531,0.03,7,8.2,1177.24503,0.8,2460,-30323.9392320333,1177.24503
"13931","Northern","Tracking",0.6,531,0.03,8,8.2,1522.89003,0.7,2152.5,-29978.2942320333,1522.89003
"13932","Northern","Tracking",0.6,531,0.03,9,8.2,1253.53503,0.6,1845,-30247.6492320333,1253.53503
"13933","Southern","Fixed",0.6,531,0.03,4,4.6,872.085030000002,1.6,4920,-20804.1946023095,872.085030000002
"13934","Southern","Fixed",0.6,531,0.03,5,4.6,1024.66503,1.2,3690,-20651.6146023095,1024.66503
"13935","Southern","Fixed",0.6,531,0.03,6,4.6,216.600030000001,0.9,2767.5,-21459.6796023095,216.600030000001
"13936","Southern","Fixed",0.6,531,0.03,7,4.6,1177.24503,0.8,2460,-20499.0346023095,1177.24503
"13937","Southern","Fixed",0.6,531,0.03,8,4.6,1522.89003,0.7,2152.5,-20153.3896023095,1522.89003
"13938","Southern","Fixed",0.6,531,0.03,9,4.6,1253.53503,0.6,1845,-20422.7446023095,1253.53503
"13939","Southern","Fixed",0.6,531,0.03,4,6.4,872.085030000002,1.6,4920,-26074.4047732045,872.085030000002
"13940","Southern","Fixed",0.6,531,0.03,5,6.4,1024.66503,1.2,3690,-25921.8247732045,1024.66503
"13941","Southern","Fixed",0.6,531,0.03,6,6.4,216.600030000001,0.9,2767.5,-26729.8897732045,216.600030000001
"13942","Southern","Fixed",0.6,531,0.03,7,6.4,1177.24503,0.8,2460,-25769.2447732045,1177.24503
"13943","Southern","Fixed",0.6,531,0.03,8,6.4,1522.89003,0.7,2152.5,-25423.5997732045,1522.89003
"13944","Southern","Fixed",0.6,531,0.03,9,6.4,1253.53503,0.6,1845,-25692.9547732045,1253.53503
"13945","Southern","Fixed",0.6,531,0.03,4,8.2,872.085030000002,1.6,4920,-35930.3822356576,872.085030000002
"13946","Southern","Fixed",0.6,531,0.03,5,8.2,1024.66503,1.2,3690,-35777.8022356576,1024.66503
"13947","Southern","Fixed",0.6,531,0.03,6,8.2,216.600030000001,0.9,2767.5,-36585.8672356576,216.600030000001
"13948","Southern","Fixed",0.6,531,0.03,7,8.2,1177.24503,0.8,2460,-35625.2222356576,1177.24503000001
"13949","Southern","Fixed",0.6,531,0.03,8,8.2,1522.89003,0.7,2152.5,-35279.5772356576,1522.89003
"13950","Southern","Fixed",0.6,531,0.03,9,8.2,1253.53503,0.6,1845,-35548.9322356576,1253.53503
"13951","Southern","Tracking",0.6,531,0.03,4,4.6,872.085030000002,1.6,4920,-21887.134695525,872.085030000002
"13952","Southern","Tracking",0.6,531,0.03,5,4.6,1024.66503,1.2,3690,-21734.554695525,1024.66503
"13953","Southern","Tracking",0.6,531,0.03,6,4.6,216.600030000001,0.9,2767.5,-22542.619695525,216.600030000001
"13954","Southern","Tracking",0.6,531,0.03,7,4.6,1177.24503,0.8,2460,-21581.974695525,1177.24503
"13955","Southern","Tracking",0.6,531,0.03,8,4.6,1522.89003,0.7,2152.5,-21236.329695525,1522.89003
"13956","Southern","Tracking",0.6,531,0.03,9,4.6,1253.53503,0.6,1845,-21505.684695525,1253.53503
"13957","Southern","Tracking",0.6,531,0.03,4,6.4,872.085030000002,1.6,4920,-25754.2369637791,872.085030000002
"13958","Southern","Tracking",0.6,531,0.03,5,6.4,1024.66503,1.2,3690,-25601.6569637791,1024.66503
"13959","Southern","Tracking",0.6,531,0.03,6,6.4,216.600030000001,0.9,2767.5,-26409.7219637791,216.600030000001
"13960","Southern","Tracking",0.6,531,0.03,7,6.4,1177.24503,0.8,2460,-25449.0769637791,1177.24503
"13961","Southern","Tracking",0.6,531,0.03,8,6.4,1522.89003,0.7,2152.5,-25103.4319637791,1522.89003
"13962","Southern","Tracking",0.6,531,0.03,9,6.4,1253.53503,0.6,1845,-25372.7869637791,1253.53503
"13963","Southern","Tracking",0.6,531,0.03,4,8.2,872.085030000002,1.6,4920,-29621.3392320333,872.085030000002
"13964","Southern","Tracking",0.6,531,0.03,5,8.2,1024.66503,1.2,3690,-29468.7592320333,1024.66503
"13965","Southern","Tracking",0.6,531,0.03,6,8.2,216.600030000001,0.9,2767.5,-30276.8242320333,216.600030000001
"13966","Southern","Tracking",0.6,531,0.03,7,8.2,1177.24503,0.8,2460,-29316.1792320333,1177.24503
"13967","Southern","Tracking",0.6,531,0.03,8,8.2,1522.89003,0.7,2152.5,-28970.5342320333,1522.89003
"13968","Southern","Tracking",0.6,531,0.03,9,8.2,1253.53503,0.6,1845,-29239.8892320333,1253.53503
"13969","Black Belt","Fixed",0.65,531,0.03,4,4.6,872.085030000002,1.6,4920,-20893.1146023095,872.085030000002
"13970","Black Belt","Fixed",0.65,531,0.03,5,4.6,1024.66503,1.2,3690,-20740.5346023095,1024.66503
"13971","Black Belt","Fixed",0.65,531,0.03,6,4.6,216.600030000001,0.9,2767.5,-21548.5996023095,216.600030000001
"13972","Black Belt","Fixed",0.65,531,0.03,7,4.6,1177.24503,0.8,2460,-20587.9546023095,1177.24503
"13973","Black Belt","Fixed",0.65,531,0.03,8,4.6,1522.89003,0.7,2152.5,-20242.3096023095,1522.89003
"13974","Black Belt","Fixed",0.65,531,0.03,9,4.6,1253.53503,0.6,1845,-20511.6646023095,1253.53503
"13975","Black Belt","Fixed",0.65,531,0.03,4,6.4,872.085030000002,1.6,4920,-26163.3247732045,872.085030000002
"13976","Black Belt","Fixed",0.65,531,0.03,5,6.4,1024.66503,1.2,3690,-26010.7447732045,1024.66503
"13977","Black Belt","Fixed",0.65,531,0.03,6,6.4,216.600030000001,0.9,2767.5,-26818.8097732045,216.600030000001
"13978","Black Belt","Fixed",0.65,531,0.03,7,6.4,1177.24503,0.8,2460,-25858.1647732045,1177.24503
"13979","Black Belt","Fixed",0.65,531,0.03,8,6.4,1522.89003,0.7,2152.5,-25512.5197732045,1522.89003
"13980","Black Belt","Fixed",0.65,531,0.03,9,6.4,1253.53503,0.6,1845,-25781.8747732045,1253.53503
"13981","Black Belt","Fixed",0.65,531,0.03,4,8.2,872.085030000002,1.6,4920,-36019.3022356576,872.085030000002
"13982","Black Belt","Fixed",0.65,531,0.03,5,8.2,1024.66503,1.2,3690,-35866.7222356576,1024.66503
"13983","Black Belt","Fixed",0.65,531,0.03,6,8.2,216.600030000001,0.9,2767.5,-36674.7872356576,216.600030000001
"13984","Black Belt","Fixed",0.65,531,0.03,7,8.2,1177.24503,0.8,2460,-35714.1422356576,1177.24503000001
"13985","Black Belt","Fixed",0.65,531,0.03,8,8.2,1522.89003,0.7,2152.5,-35368.4972356576,1522.89003
"13986","Black Belt","Fixed",0.65,531,0.03,9,8.2,1253.53503,0.6,1845,-35637.8522356576,1253.53503
"13987","Black Belt","Tracking",0.65,531,0.03,4,4.6,872.085030000002,1.6,4920,-22057.774695525,872.085030000002
"13988","Black Belt","Tracking",0.65,531,0.03,5,4.6,1024.66503,1.2,3690,-21905.194695525,1024.66503
"13989","Black Belt","Tracking",0.65,531,0.03,6,4.6,216.600030000001,0.9,2767.5,-22713.259695525,216.600030000001
"13990","Black Belt","Tracking",0.65,531,0.03,7,4.6,1177.24503,0.8,2460,-21752.614695525,1177.24503
"13991","Black Belt","Tracking",0.65,531,0.03,8,4.6,1522.89003,0.7,2152.5,-21406.969695525,1522.89003
"13992","Black Belt","Tracking",0.65,531,0.03,9,4.6,1253.53503,0.6,1845,-21676.324695525,1253.53503
"13993","Black Belt","Tracking",0.65,531,0.03,4,6.4,872.085030000002,1.6,4920,-25924.8769637791,872.085030000002
"13994","Black Belt","Tracking",0.65,531,0.03,5,6.4,1024.66503,1.2,3690,-25772.2969637791,1024.66503
"13995","Black Belt","Tracking",0.65,531,0.03,6,6.4,216.600030000001,0.9,2767.5,-26580.3619637791,216.600030000001
"13996","Black Belt","Tracking",0.65,531,0.03,7,6.4,1177.24503,0.8,2460,-25619.7169637791,1177.24503
"13997","Black Belt","Tracking",0.65,531,0.03,8,6.4,1522.89003,0.7,2152.5,-25274.0719637791,1522.89003
"13998","Black Belt","Tracking",0.65,531,0.03,9,6.4,1253.53503,0.6,1845,-25543.4269637791,1253.53503
"13999","Black Belt","Tracking",0.65,531,0.03,4,8.2,872.085030000002,1.6,4920,-29791.9792320333,872.085030000002
"14000","Black Belt","Tracking",0.65,531,0.03,5,8.2,1024.66503,1.2,3690,-29639.3992320333,1024.66503
"14001","Black Belt","Tracking",0.65,531,0.03,6,8.2,216.600030000001,0.9,2767.5,-30447.4642320333,216.600030000001
"14002","Black Belt","Tracking",0.65,531,0.03,7,8.2,1177.24503,0.8,2460,-29486.8192320333,1177.24503
"14003","Black Belt","Tracking",0.65,531,0.03,8,8.2,1522.89003,0.7,2152.5,-29141.1742320333,1522.89003
"14004","Black Belt","Tracking",0.65,531,0.03,9,8.2,1253.53503,0.6,1845,-29410.5292320333,1253.53503
"14005","Central","Fixed",0.65,531,0.03,4,4.6,872.085030000002,1.6,4920,-21137.5246023095,872.085030000002
"14006","Central","Fixed",0.65,531,0.03,5,4.6,1024.66503,1.2,3690,-20984.9446023095,1024.66503
"14007","Central","Fixed",0.65,531,0.03,6,4.6,216.600030000001,0.9,2767.5,-21793.0096023095,216.600030000001
"14008","Central","Fixed",0.65,531,0.03,7,4.6,1177.24503,0.8,2460,-20832.3646023095,1177.24503
"14009","Central","Fixed",0.65,531,0.03,8,4.6,1522.89003,0.7,2152.5,-20486.7196023095,1522.89003
"14010","Central","Fixed",0.65,531,0.03,9,4.6,1253.53503,0.6,1845,-20756.0746023095,1253.53503
"14011","Central","Fixed",0.65,531,0.03,4,6.4,872.085030000002,1.6,4920,-26407.7347732045,872.085030000002
"14012","Central","Fixed",0.65,531,0.03,5,6.4,1024.66503,1.2,3690,-26255.1547732045,1024.66503
"14013","Central","Fixed",0.65,531,0.03,6,6.4,216.600030000001,0.9,2767.5,-27063.2197732045,216.600030000001
"14014","Central","Fixed",0.65,531,0.03,7,6.4,1177.24503,0.8,2460,-26102.5747732045,1177.24503
"14015","Central","Fixed",0.65,531,0.03,8,6.4,1522.89003,0.7,2152.5,-25756.9297732045,1522.89003
"14016","Central","Fixed",0.65,531,0.03,9,6.4,1253.53503,0.6,1845,-26026.2847732045,1253.53503
"14017","Central","Fixed",0.65,531,0.03,4,8.2,872.085030000002,1.6,4920,-36263.7122356576,872.085030000002
"14018","Central","Fixed",0.65,531,0.03,5,8.2,1024.66503,1.2,3690,-36111.1322356576,1024.66503
"14019","Central","Fixed",0.65,531,0.03,6,8.2,216.600030000001,0.9,2767.5,-36919.1972356576,216.600030000001
"14020","Central","Fixed",0.65,531,0.03,7,8.2,1177.24503,0.8,2460,-35958.5522356576,1177.24503
"14021","Central","Fixed",0.65,531,0.03,8,8.2,1522.89003,0.7,2152.5,-35612.9072356576,1522.89003
"14022","Central","Fixed",0.65,531,0.03,9,8.2,1253.53503,0.6,1845,-35882.2622356576,1253.53503
"14023","Central","Tracking",0.65,531,0.03,4,4.6,872.085030000002,1.6,4920,-22334.194695525,872.085030000002
"14024","Central","Tracking",0.65,531,0.03,5,4.6,1024.66503,1.2,3690,-22181.6146955249,1024.66503
"14025","Central","Tracking",0.65,531,0.03,6,4.6,216.600030000001,0.9,2767.5,-22989.679695525,216.600030000001
"14026","Central","Tracking",0.65,531,0.03,7,4.6,1177.24503,0.8,2460,-22029.034695525,1177.24503
"14027","Central","Tracking",0.65,531,0.03,8,4.6,1522.89003,0.7,2152.5,-21683.389695525,1522.89003
"14028","Central","Tracking",0.65,531,0.03,9,4.6,1253.53503,0.6,1845,-21952.744695525,1253.53503
"14029","Central","Tracking",0.65,531,0.03,4,6.4,872.085030000002,1.6,4920,-26201.2969637791,872.085030000002
"14030","Central","Tracking",0.65,531,0.03,5,6.4,1024.66503,1.2,3690,-26048.7169637791,1024.66503
"14031","Central","Tracking",0.65,531,0.03,6,6.4,216.600030000001,0.9,2767.5,-26856.7819637791,216.600030000001
"14032","Central","Tracking",0.65,531,0.03,7,6.4,1177.24503,0.8,2460,-25896.1369637791,1177.24503
"14033","Central","Tracking",0.65,531,0.03,8,6.4,1522.89003,0.7,2152.5,-25550.4919637791,1522.89003
"14034","Central","Tracking",0.65,531,0.03,9,6.4,1253.53503,0.6,1845,-25819.8469637791,1253.53503
"14035","Central","Tracking",0.65,531,0.03,4,8.2,872.085030000002,1.6,4920,-30068.3992320333,872.085030000002
"14036","Central","Tracking",0.65,531,0.03,5,8.2,1024.66503,1.2,3690,-29915.8192320333,1024.66503
"14037","Central","Tracking",0.65,531,0.03,6,8.2,216.600030000001,0.9,2767.5,-30723.8842320333,216.600030000001
"14038","Central","Tracking",0.65,531,0.03,7,8.2,1177.24503,0.8,2460,-29763.2392320333,1177.24503
"14039","Central","Tracking",0.65,531,0.03,8,8.2,1522.89003,0.7,2152.5,-29417.5942320333,1522.89003
"14040","Central","Tracking",0.65,531,0.03,9,8.2,1253.53503,0.6,1845,-29686.9492320333,1253.53503
"14041","Northern","Fixed",0.65,531,0.03,4,4.6,872.085030000002,1.6,4920,-21511.9846023095,872.085030000002
"14042","Northern","Fixed",0.65,531,0.03,5,4.6,1024.66503,1.2,3690,-21359.4046023095,1024.66503
"14043","Northern","Fixed",0.65,531,0.03,6,4.6,216.600030000001,0.9,2767.5,-22167.4696023095,216.600030000001
"14044","Northern","Fixed",0.65,531,0.03,7,4.6,1177.24503,0.8,2460,-21206.8246023095,1177.24503
"14045","Northern","Fixed",0.65,531,0.03,8,4.6,1522.89003,0.7,2152.5,-20861.1796023095,1522.89003
"14046","Northern","Fixed",0.65,531,0.03,9,4.6,1253.53503,0.6,1845,-21130.5346023095,1253.53503
"14047","Northern","Fixed",0.65,531,0.03,4,6.4,872.085030000002,1.6,4920,-26782.1947732045,872.085030000002
"14048","Northern","Fixed",0.65,531,0.03,5,6.4,1024.66503,1.2,3690,-26629.6147732045,1024.66503
"14049","Northern","Fixed",0.65,531,0.03,6,6.4,216.600030000001,0.9,2767.5,-27437.6797732045,216.600030000001
"14050","Northern","Fixed",0.65,531,0.03,7,6.4,1177.24503,0.8,2460,-26477.0347732045,1177.24503
"14051","Northern","Fixed",0.65,531,0.03,8,6.4,1522.89003,0.7,2152.5,-26131.3897732045,1522.89003
"14052","Northern","Fixed",0.65,531,0.03,9,6.4,1253.53503,0.6,1845,-26400.7447732045,1253.53503
"14053","Northern","Fixed",0.65,531,0.03,4,8.2,872.085030000002,1.6,4920,-36638.1722356576,872.085030000002
"14054","Northern","Fixed",0.65,531,0.03,5,8.2,1024.66503,1.2,3690,-36485.5922356576,1024.66503
"14055","Northern","Fixed",0.65,531,0.03,6,8.2,216.600030000001,0.9,2767.5,-37293.6572356576,216.600030000001
"14056","Northern","Fixed",0.65,531,0.03,7,8.2,1177.24503,0.8,2460,-36333.0122356576,1177.24503000001
"14057","Northern","Fixed",0.65,531,0.03,8,8.2,1522.89003,0.7,2152.5,-35987.3672356576,1522.89003
"14058","Northern","Fixed",0.65,531,0.03,9,8.2,1253.53503,0.6,1845,-36256.7222356576,1253.53503
"14059","Northern","Tracking",0.65,531,0.03,4,4.6,872.085030000002,1.6,4920,-22894.894695525,872.085030000002
"14060","Northern","Tracking",0.65,531,0.03,5,4.6,1024.66503,1.2,3690,-22742.314695525,1024.66503
"14061","Northern","Tracking",0.65,531,0.03,6,4.6,216.600030000001,0.9,2767.5,-23550.379695525,216.600030000001
"14062","Northern","Tracking",0.65,531,0.03,7,4.6,1177.24503,0.8,2460,-22589.734695525,1177.24503
"14063","Northern","Tracking",0.65,531,0.03,8,4.6,1522.89003,0.7,2152.5,-22244.089695525,1522.89003
"14064","Northern","Tracking",0.65,531,0.03,9,4.6,1253.53503,0.6,1845,-22513.444695525,1253.53503
"14065","Northern","Tracking",0.65,531,0.03,4,6.4,872.085030000002,1.6,4920,-26761.9969637791,872.085030000002
"14066","Northern","Tracking",0.65,531,0.03,5,6.4,1024.66503,1.2,3690,-26609.4169637791,1024.66503
"14067","Northern","Tracking",0.65,531,0.03,6,6.4,216.600030000001,0.9,2767.5,-27417.4819637791,216.600030000001
"14068","Northern","Tracking",0.65,531,0.03,7,6.4,1177.24503,0.8,2460,-26456.8369637791,1177.24503
"14069","Northern","Tracking",0.65,531,0.03,8,6.4,1522.89003,0.7,2152.5,-26111.1919637791,1522.89003
"14070","Northern","Tracking",0.65,531,0.03,9,6.4,1253.53503,0.6,1845,-26380.5469637791,1253.53503
"14071","Northern","Tracking",0.65,531,0.03,4,8.2,872.085030000002,1.6,4920,-30629.0992320333,872.085030000002
"14072","Northern","Tracking",0.65,531,0.03,5,8.2,1024.66503,1.2,3690,-30476.5192320333,1024.66503
"14073","Northern","Tracking",0.65,531,0.03,6,8.2,216.600030000001,0.9,2767.5,-31284.5842320333,216.600030000001
"14074","Northern","Tracking",0.65,531,0.03,7,8.2,1177.24503,0.8,2460,-30323.9392320333,1177.24503
"14075","Northern","Tracking",0.65,531,0.03,8,8.2,1522.89003,0.7,2152.5,-29978.2942320333,1522.89003
"14076","Northern","Tracking",0.65,531,0.03,9,8.2,1253.53503,0.6,1845,-30247.6492320333,1253.53503
"14077","Southern","Fixed",0.65,531,0.03,4,4.6,872.085030000002,1.6,4920,-20804.1946023095,872.085030000002
"14078","Southern","Fixed",0.65,531,0.03,5,4.6,1024.66503,1.2,3690,-20651.6146023095,1024.66503
"14079","Southern","Fixed",0.65,531,0.03,6,4.6,216.600030000001,0.9,2767.5,-21459.6796023095,216.600030000001
"14080","Southern","Fixed",0.65,531,0.03,7,4.6,1177.24503,0.8,2460,-20499.0346023095,1177.24503
"14081","Southern","Fixed",0.65,531,0.03,8,4.6,1522.89003,0.7,2152.5,-20153.3896023095,1522.89003
"14082","Southern","Fixed",0.65,531,0.03,9,4.6,1253.53503,0.6,1845,-20422.7446023095,1253.53503
"14083","Southern","Fixed",0.65,531,0.03,4,6.4,872.085030000002,1.6,4920,-26074.4047732045,872.085030000002
"14084","Southern","Fixed",0.65,531,0.03,5,6.4,1024.66503,1.2,3690,-25921.8247732045,1024.66503
"14085","Southern","Fixed",0.65,531,0.03,6,6.4,216.600030000001,0.9,2767.5,-26729.8897732045,216.600030000001
"14086","Southern","Fixed",0.65,531,0.03,7,6.4,1177.24503,0.8,2460,-25769.2447732045,1177.24503
"14087","Southern","Fixed",0.65,531,0.03,8,6.4,1522.89003,0.7,2152.5,-25423.5997732045,1522.89003
"14088","Southern","Fixed",0.65,531,0.03,9,6.4,1253.53503,0.6,1845,-25692.9547732045,1253.53503
"14089","Southern","Fixed",0.65,531,0.03,4,8.2,872.085030000002,1.6,4920,-35930.3822356576,872.085030000002
"14090","Southern","Fixed",0.65,531,0.03,5,8.2,1024.66503,1.2,3690,-35777.8022356576,1024.66503
