"","0.05Fixed4.6","0.05Fixed6.4","0.05Fixed8.2","0.05Tracking4.6","0.05Tracking6.4","0.05Tracking8.2","0.10Fixed4.6","0.10Fixed6.4","0.10Fixed8.2","0.10Tracking4.6","0.10Tracking6.4","0.10Tracking8.2","0.30Fixed4.6","0.30Fixed6.4","0.30Fixed8.2","0.30Tracking4.6","0.30Tracking6.4","0.30Tracking8.2","0.50Fixed4.6","0.50Fixed6.4","0.50Fixed8.2","0.50Tracking4.6","0.50Tracking6.4","0.50Tracking8.2","0.60Fixed4.6","0.60Fixed6.4","0.60Fixed8.2","0.60Tracking4.6","0.60Tracking6.4","0.60Tracking8.2","0.70Fixed4.6","0.70Fixed6.4","0.70Fixed8.2","0.70Tracking4.6","0.70Tracking6.4","0.70Tracking8.2","0.80Fixed4.6","0.80Fixed6.4","0.80Fixed8.2","0.80Tracking4.6","0.80Tracking6.4","0.80Tracking8.2","0.85Fixed4.6","0.85Fixed6.4","0.85Fixed8.2","0.85Tracking4.6","0.85Tracking6.4","0.85Tracking8.2"
"0.0491.7Northern",27893.94,27893.94,27893.94,27893.94,27893.94,27893.94,26232.52,25755.25,24862.67,26229.65,25879.44,25529.23,21246.78,19337.67,15767.38,21235.63,19834.79,18433.95,16260.58,12919.63,6671.62,16240.68,13789.21,11337.73,12936.91,8641.4,608.24,12911.09,9759.19,6607.29,11275.02,6502.24,-2423.49,11246.34,7744.23,4242.12,7951.31,2223.96,-8486.91,7916.79,3714.26,-488.27,7951.31,2223.96,-8486.91,7916.79,3714.26,-488.27
"0.0231.8Northern",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-5321.18,-5798.46,-6691.03,-5434.55,-5784.76,-6134.97,-12602.96,-14512.08,-18082.37,-13056.25,-14457.09,-15857.94,-19885.01,-23225.96,-29473.97,-20678.48,-23129.96,-25581.43,-24739.44,-29034.95,-37068.1,-25759.76,-28911.66,-32063.55,-27166.68,-31939.47,-40865.2,-28300.37,-31802.48,-35304.59,-32021.14,-37748.48,-48459.36,-33381.62,-37584.15,-41786.68,-32021.14,-37748.48,-48459.36,-33381.62,-37584.15,-41786.68
"0.0331.8Northern",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-4938.4,-5415.68,-6308.25,-4996.52,-5346.73,-5696.94,-11072.16,-12981.28,-16551.57,-11304.38,-12705.22,-14106.07,-17206.29,-20547.24,-26795.25,-17612.97,-20064.45,-22515.92,-21295.34,-25590.85,-33624,-21818.41,-24970.31,-28122.2,-23339.9,-28112.69,-37038.42,-23921.09,-27423.2,-30925.31,-27428.99,-33156.33,-43867.21,-28126.49,-32329.02,-36531.55,-27428.99,-33156.33,-43867.21,-28126.49,-32329.02,-36531.55
"0.0431.8Northern",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-4555.62,-5032.9,-5925.47,-4558.49,-4908.7,-5258.91,-9541.36,-11450.48,-15020.77,-9552.51,-10953.35,-12354.2,-14527.57,-17868.52,-24116.53,-14547.46,-16998.94,-19450.41,-17851.24,-22146.75,-30179.9,-17877.06,-21028.96,-24180.85,-19513.12,-24285.91,-33211.64,-19541.81,-23043.92,-26546.03,-22836.84,-28564.18,-39275.06,-22871.36,-27073.89,-31276.42,-22836.84,-28564.18,-39275.06,-22871.36,-27073.89,-31276.42
"0.0261.8Northern",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,11283.82,10806.54,9913.97,11170.45,10820.24,10470.03,4002.04,2092.92,-1477.37,3548.75,2147.91,747.06,-3280.01,-6620.96,-12868.97,-4073.48,-6524.96,-8976.43,-8134.44,-12429.95,-20463.1,-9154.76,-12306.66,-15458.55,-10561.68,-15334.47,-24260.2,-11695.37,-15197.48,-18699.59,-15416.14,-21143.48,-31854.36,-16776.62,-20979.15,-25181.68,-15416.14,-21143.48,-31854.36,-16776.62,-20979.15,-25181.68
"0.0361.8Northern",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,11666.6,11189.32,10296.75,11608.48,11258.27,10908.06,5532.84,3623.72,53.43,5300.62,3899.78,2498.93,-601.29,-3942.24,-10190.25,-1007.97,-3459.45,-5910.92,-4690.34,-8985.85,-17019,-5213.41,-8365.31,-11517.2,-6734.9,-11507.69,-20433.42,-7316.09,-10818.2,-14320.31,-10823.99,-16551.33,-27262.21,-11521.49,-15724.02,-19926.55,-10823.99,-16551.33,-27262.21,-11521.49,-15724.02,-19926.55
"0.0461.8Northern",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,12049.38,11572.1,10679.53,12046.51,11696.3,11346.09,7063.64,5154.52,1584.23,7052.49,5651.65,4250.8,2077.43,-1263.52,-7511.53,2057.54,-393.94,-2845.41,-1246.24,-5541.75,-13574.9,-1272.06,-4423.96,-7575.85,-2908.12,-7680.91,-16606.64,-2936.81,-6438.92,-9941.03,-6231.84,-11959.18,-22670.06,-6266.36,-10468.89,-14671.42,-6231.84,-11959.18,-22670.06,-6266.36,-10468.89,-14671.42
"0.0291.8Northern",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,27888.82,27411.54,26518.97,27775.45,27425.24,27075.03,20607.04,18697.92,15127.63,20153.75,18752.91,17352.06,13324.99,9984.04,3736.03,12531.52,10080.04,7628.57,8470.56,4175.05,-3858.1,7450.24,4298.34,1146.45,6043.32,1270.53,-7655.2,4909.63,1407.52,-2094.59,1188.86,-4538.48,-15249.36,-171.62,-4374.15,-8576.68,1188.86,-4538.48,-15249.36,-171.62,-4374.15,-8576.68
"0.0391.8Northern",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,28271.6,27794.32,26901.75,28213.48,27863.27,27513.06,22137.84,20228.72,16658.43,21905.62,20504.78,19103.93,16003.71,12662.76,6414.75,15597.03,13145.55,10694.08,11914.66,7619.15,-414,11391.59,8239.69,5087.8,9870.1,5097.31,-3828.42,9288.91,5786.8,2284.69,5781.01,53.67,-10657.21,5083.51,880.98,-3321.55,5781.01,53.67,-10657.21,5083.51,880.98,-3321.55
"0.0491.8Northern",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,28654.38,28177.1,27284.53,28651.51,28301.3,27951.09,23668.64,21759.52,18189.23,23657.49,22256.65,20855.8,18682.43,15341.48,9093.47,18662.54,16211.06,13759.59,15358.76,11063.25,3030.1,15332.94,12181.04,9029.15,13696.88,8924.09,-1.64,13668.19,10166.08,6663.97,10373.16,4645.82,-6065.06,10338.64,6136.11,1933.58,10373.16,4645.82,-6065.06,10338.64,6136.11,1933.58
"0.0231.9Northern",-2317.35,-2317.35,-2317.35,-2317.35,-2317.35,-2317.35,-4744.33,-5221.6,-6114.18,-4857.7,-5207.91,-5558.12,-12026.11,-13935.22,-17505.51,-12479.4,-13880.24,-15281.08,-19308.15,-22649.1,-28897.11,-20101.63,-22553.1,-25004.58,-24162.58,-28458.09,-36491.25,-25182.9,-28334.8,-31486.7,-26589.83,-31362.61,-40288.34,-27723.51,-31225.62,-34727.73,-31444.28,-37171.63,-47882.5,-32804.76,-37007.29,-41209.82,-31444.28,-37171.63,-47882.5,-32804.76,-37007.29,-41209.82
"0.0331.9Northern",-2317.35,-2317.35,-2317.35,-2317.35,-2317.35,-2317.35,-4361.55,-4838.82,-5731.4,-4419.67,-4769.88,-5120.09,-10495.31,-12404.42,-15974.71,-10727.53,-12128.37,-13529.21,-16629.43,-19970.38,-26218.39,-17036.12,-19487.59,-21939.07,-20718.48,-25013.99,-33047.15,-21241.55,-24393.45,-27545.35,-22763.05,-27535.83,-36461.56,-23344.23,-26846.34,-30348.45,-26852.13,-32579.48,-43290.35,-27549.63,-31752.16,-35954.69,-26852.13,-32579.48,-43290.35,-27549.63,-31752.16,-35954.69
"0.0431.9Northern",-2317.35,-2317.35,-2317.35,-2317.35,-2317.35,-2317.35,-3978.77,-4456.04,-5348.62,-3981.64,-4331.85,-4682.06,-8964.51,-10873.62,-14443.91,-8975.66,-10376.5,-11777.34,-13950.71,-17291.66,-23539.67,-13970.61,-16422.08,-18873.56,-17274.38,-21569.89,-29603.05,-17300.2,-20452.1,-23604,-18936.27,-23709.05,-32634.78,-18964.95,-22467.06,-25969.17,-22259.98,-27987.33,-38698.2,-22294.5,-26497.03,-30699.56,-22259.98,-27987.33,-38698.2,-22294.5,-26497.03,-30699.56
"0.0261.9Northern",15210.15,15210.15,15210.15,15210.15,15210.15,15210.15,12783.17,12305.9,11413.32,12669.8,12319.59,11969.38,5501.39,3592.28,21.99,5048.1,3647.26,2246.42,-1780.65,-5121.6,-11369.61,-2574.13,-5025.6,-7477.08,-6635.08,-10930.59,-18963.75,-7655.4,-10807.3,-13959.2,-9062.33,-13835.11,-22760.84,-10196.01,-13698.12,-17200.23,-13916.78,-19644.13,-30355,-15277.26,-19479.79,-23682.32,-13916.78,-19644.13,-30355,-15277.26,-19479.79,-23682.32
"0.0361.9Northern",15210.15,15210.15,15210.15,15210.15,15210.15,15210.15,13165.95,12688.68,11796.1,13107.83,12757.62,12407.41,7032.19,5123.08,1552.79,6799.97,5399.13,3998.29,898.07,-2442.88,-8690.89,491.38,-1960.09,-4411.57,-3190.98,-7486.49,-15519.65,-3714.05,-6865.95,-10017.85,-5235.55,-10008.33,-18934.06,-5816.73,-9318.84,-12820.95,-9324.63,-15051.98,-25762.85,-10022.13,-14224.66,-18427.19,-9324.63,-15051.98,-25762.85,-10022.13,-14224.66,-18427.19
"0.0461.9Northern",15210.15,15210.15,15210.15,15210.15,15210.15,15210.15,13548.73,13071.46,12178.88,13545.86,13195.65,12845.44,8562.99,6653.88,3083.59,8551.84,7151,5750.16,3576.79,235.84,-6012.17,3556.89,1105.42,-1346.06,253.12,-4042.39,-12075.55,227.3,-2924.6,-6076.5,-1408.77,-6181.55,-15107.28,-1437.45,-4939.56,-8441.67,-4732.48,-10459.83,-21170.7,-4767,-8969.53,-13172.06,-4732.48,-10459.83,-21170.7,-4767,-8969.53,-13172.06
"0.0291.9Northern",32737.65,32737.65,32737.65,32737.65,32737.65,32737.65,30310.67,29833.4,28940.82,30197.3,29847.09,29496.88,23028.89,21119.78,17549.49,22575.6,21174.76,19773.92,15746.85,12405.9,6157.89,14953.37,12501.9,10050.42,10892.42,6596.91,-1436.25,9872.1,6720.2,3568.3,8465.17,3692.39,-5233.34,7331.49,3829.38,327.27,3610.72,-2116.63,-12827.5,2250.24,-1952.29,-6154.82,3610.72,-2116.63,-12827.5,2250.24,-1952.29,-6154.82
"0.0391.9Northern",32737.65,32737.65,32737.65,32737.65,32737.65,32737.65,30693.45,30216.18,29323.6,30635.33,30285.12,29934.91,24559.69,22650.58,19080.29,24327.47,22926.63,21525.79,18425.57,15084.62,8836.61,18018.88,15567.41,13115.93,14336.52,10041.01,2007.85,13813.45,10661.55,7509.65,12291.95,7519.17,-1406.56,11710.77,8208.66,4706.55,8202.87,2475.52,-8235.35,7505.37,3302.84,-899.69,8202.87,2475.52,-8235.35,7505.37,3302.84,-899.69
"0.0491.9Northern",32737.65,32737.65,32737.65,32737.65,32737.65,32737.65,31076.23,30598.96,29706.38,31073.36,30723.15,30372.94,26090.49,24181.38,20611.09,26079.34,24678.5,23277.66,21104.29,17763.34,11515.33,21084.39,18632.92,16181.44,17780.62,13485.11,5451.95,17754.8,14602.9,11451,16118.73,11345.95,2420.22,16090.05,12587.94,9085.83,12795.02,7067.67,-3643.2,12760.5,8557.97,4355.44,12795.02,7067.67,-3643.2,12760.5,8557.97,4355.44
"0.0232.0Northern",-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-4167.47,-4644.75,-5537.32,-4280.84,-4631.05,-4981.26,-11449.25,-13358.37,-16928.66,-11902.54,-13303.38,-14704.23,-18731.3,-22072.25,-28320.26,-19524.77,-21976.25,-24427.72,-23585.73,-27881.24,-35914.39,-24606.05,-27757.95,-30909.84,-26012.97,-30785.76,-39711.49,-27146.66,-30648.77,-34150.88,-30867.43,-36594.77,-47305.65,-32227.91,-36430.44,-40632.97,-30867.43,-36594.77,-47305.65,-32227.91,-36430.44,-40632.97
"0.0332.0Northern",-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-3784.69,-4261.97,-5154.54,-3842.81,-4193.02,-4543.23,-9918.45,-11827.57,-15397.86,-10150.67,-11551.51,-12952.36,-16052.58,-19393.53,-25641.54,-16459.26,-18910.74,-21362.21,-20141.63,-24437.14,-32470.29,-20664.7,-23816.6,-26968.49,-22186.19,-26958.98,-35884.71,-22767.38,-26269.49,-29771.6,-26275.28,-32002.62,-42713.5,-26972.78,-31175.31,-35377.84,-26275.28,-32002.62,-42713.5,-26972.78,-31175.31,-35377.84
"0.0432.0Northern",-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-3401.91,-3879.19,-4771.76,-3404.78,-3754.99,-4105.2,-8387.65,-10296.77,-13867.06,-8398.8,-9799.64,-11200.49,-13373.86,-16714.81,-22962.82,-13393.75,-15845.23,-18296.7,-16697.53,-20993.04,-29026.19,-16723.35,-19875.25,-23027.14,-18359.41,-23132.2,-32057.93,-18388.1,-21890.21,-25392.32,-21683.13,-27410.47,-38121.35,-21717.65,-25920.18,-30122.71,-21683.13,-27410.47,-38121.35,-21717.65,-25920.18,-30122.71
"0.0262.0Northern",16709.51,16709.51,16709.51,16709.51,16709.51,16709.51,14282.53,13805.25,12912.68,14169.16,13818.95,13468.74,7000.75,5091.63,1521.34,6547.46,5146.62,3745.77,-281.3,-3622.25,-9870.26,-1074.77,-3526.25,-5977.72,-5135.73,-9431.24,-17464.39,-6156.05,-9307.95,-12459.84,-7562.97,-12335.76,-21261.49,-8696.66,-12198.77,-15700.88,-12417.43,-18144.77,-28855.65,-13777.91,-17980.44,-22182.97,-12417.43,-18144.77,-28855.65,-13777.91,-17980.44,-22182.97
"0.0362.0Northern",16709.51,16709.51,16709.51,16709.51,16709.51,16709.51,14665.31,14188.03,13295.46,14607.19,14256.98,13906.77,8531.55,6622.43,3052.14,8299.33,6898.49,5497.64,2397.42,-943.53,-7191.54,1990.74,-460.74,-2912.21,-1691.63,-5987.14,-14020.29,-2214.7,-5366.6,-8518.49,-3736.19,-8508.98,-17434.71,-4317.38,-7819.49,-11321.6,-7825.28,-13552.62,-24263.5,-8522.78,-12725.31,-16927.84,-7825.28,-13552.62,-24263.5,-8522.78,-12725.31,-16927.84
"0.0462.0Northern",16709.51,16709.51,16709.51,16709.51,16709.51,16709.51,15048.09,14570.81,13678.24,15045.22,14695.01,14344.8,10062.35,8153.23,4582.94,10051.2,8650.36,7249.51,5076.14,1735.19,-4512.82,5056.25,2604.77,153.3,1752.47,-2543.04,-10576.19,1726.65,-1425.25,-4577.14,90.59,-4682.2,-13607.93,61.9,-3440.21,-6942.32,-3233.13,-8960.47,-19671.35,-3267.65,-7470.18,-11672.71,-3233.13,-8960.47,-19671.35,-3267.65,-7470.18,-11672.71
"0.0292.0Northern",35159.51,35159.51,35159.51,35159.51,35159.51,35159.51,32732.53,32255.25,31362.68,32619.16,32268.95,31918.74,25450.75,23541.63,19971.34,24997.46,23596.62,22195.77,18168.7,14827.75,8579.74,17375.23,14923.75,12472.28,13314.27,9018.76,985.61,12293.95,9142.05,5990.16,10887.03,6114.24,-2811.49,9753.34,6251.23,2749.12,6032.57,305.23,-10405.65,4672.09,469.56,-3732.97,6032.57,305.23,-10405.65,4672.09,469.56,-3732.97
"0.0392.0Northern",35159.51,35159.51,35159.51,35159.51,35159.51,35159.51,33115.31,32638.03,31745.46,33057.19,32706.98,32356.77,26981.55,25072.43,21502.14,26749.33,25348.49,23947.64,20847.42,17506.47,11258.46,20440.74,17989.26,15537.79,16758.37,12462.86,4429.71,16235.3,13083.4,9931.51,14713.81,9941.02,1015.29,14132.62,10630.51,7128.4,10624.72,4897.38,-5813.5,9927.22,5724.69,1522.16,10624.72,4897.38,-5813.5,9927.22,5724.69,1522.16
"0.0492.0Northern",35159.51,35159.51,35159.51,35159.51,35159.51,35159.51,33498.09,33020.81,32128.24,33495.22,33145.01,32794.8,28512.35,26603.23,23032.94,28501.2,27100.36,25699.51,23526.14,20185.19,13937.18,23506.25,21054.77,18603.3,20202.47,15906.96,7873.81,20176.65,17024.75,13872.86,18540.59,13767.8,4842.07,18511.9,15009.79,11507.68,15216.87,9489.53,-1221.35,15182.35,10979.82,6777.29,15216.87,9489.53,-1221.35,15182.35,10979.82,6777.29
"0.0230.0Central",-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-15667.65,-16144.93,-17037.5,-15762.67,-16112.88,-16463.09,-22838.77,-24747.89,-28318.18,-23218.65,-24619.49,-26020.33,-30010.14,-33351.09,-39599.1,-30675.19,-33126.66,-35578.14,-34790.81,-39086.31,-47119.47,-35645.99,-38797.89,-41949.79,-37181.16,-41953.94,-50879.67,-38131.38,-41633.49,-45135.6,-41961.83,-47689.17,-58400.04,-43102.16,-47304.69,-51507.22,-41961.83,-47689.17,-58400.04,-43102.16,-47304.69,-51507.22
"0.0330.0Central",-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-15270.99,-15748.27,-16640.84,-15303.86,-15654.07,-16004.28,-21252.49,-23161.61,-26731.9,-21383.7,-22784.54,-24185.38,-27234.33,-30575.28,-36823.29,-27464.31,-29915.78,-32367.26,-31221.89,-35517.39,-43550.55,-31517.74,-34669.64,-37821.54,-33215.69,-37988.47,-46914.2,-33544.44,-37046.55,-40548.66,-37203.25,-42930.59,-53641.46,-37597.84,-41800.37,-46002.9,-37203.25,-42930.59,-53641.46,-37597.84,-41800.37,-46002.9
"0.0430.0Central",-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-14874.33,-15351.61,-16244.18,-14845.05,-15195.26,-15545.47,-19666.21,-21575.33,-25145.62,-19548.75,-20949.59,-22350.43,-24458.52,-27799.47,-34047.48,-24253.43,-26704.9,-29156.38,-27652.97,-31948.47,-39981.63,-27389.49,-30541.39,-33693.29,-29250.22,-34023,-42948.73,-28957.5,-32459.61,-35961.72,-32444.67,-38172.01,-48882.88,-32093.52,-36296.05,-40498.58,-32444.67,-38172.01,-48882.88,-32093.52,-36296.05,-40498.58
"0.0260.0Central",-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-15667.65,-16144.93,-17037.5,-15762.67,-16112.88,-16463.09,-22838.77,-24747.89,-28318.18,-23218.65,-24619.49,-26020.33,-30010.14,-33351.09,-39599.1,-30675.19,-33126.66,-35578.14,-34790.81,-39086.31,-47119.47,-35645.99,-38797.89,-41949.79,-37181.16,-41953.94,-50879.67,-38131.38,-41633.49,-45135.6,-41961.83,-47689.17,-58400.04,-43102.16,-47304.69,-51507.22,-41961.83,-47689.17,-58400.04,-43102.16,-47304.69,-51507.22
"0.0360.0Central",-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-15270.99,-15748.27,-16640.84,-15303.86,-15654.07,-16004.28,-21252.49,-23161.61,-26731.9,-21383.7,-22784.54,-24185.38,-27234.33,-30575.28,-36823.29,-27464.31,-29915.78,-32367.26,-31221.89,-35517.39,-43550.55,-31517.74,-34669.64,-37821.54,-33215.69,-37988.47,-46914.2,-33544.44,-37046.55,-40548.66,-37203.25,-42930.59,-53641.46,-37597.84,-41800.37,-46002.9,-37203.25,-42930.59,-53641.46,-37597.84,-41800.37,-46002.9
"0.0460.0Central",-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-14874.33,-15351.61,-16244.18,-14845.05,-15195.26,-15545.47,-19666.21,-21575.33,-25145.62,-19548.75,-20949.59,-22350.43,-24458.52,-27799.47,-34047.48,-24253.43,-26704.9,-29156.38,-27652.97,-31948.47,-39981.63,-27389.49,-30541.39,-33693.29,-29250.22,-34023,-42948.73,-28957.5,-32459.61,-35961.72,-32444.67,-38172.01,-48882.88,-32093.52,-36296.05,-40498.58,-32444.67,-38172.01,-48882.88,-32093.52,-36296.05,-40498.58
"0.0290.0Central",-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-15667.65,-16144.93,-17037.5,-15762.67,-16112.88,-16463.09,-22838.77,-24747.89,-28318.18,-23218.65,-24619.49,-26020.33,-30010.14,-33351.09,-39599.1,-30675.19,-33126.66,-35578.14,-34790.81,-39086.31,-47119.47,-35645.99,-38797.89,-41949.79,-37181.16,-41953.94,-50879.67,-38131.38,-41633.49,-45135.6,-41961.83,-47689.17,-58400.04,-43102.16,-47304.69,-51507.22,-41961.83,-47689.17,-58400.04,-43102.16,-47304.69,-51507.22
"0.0390.0Central",-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-15270.99,-15748.27,-16640.84,-15303.86,-15654.07,-16004.28,-21252.49,-23161.61,-26731.9,-21383.7,-22784.54,-24185.38,-27234.33,-30575.28,-36823.29,-27464.31,-29915.78,-32367.26,-31221.89,-35517.39,-43550.55,-31517.74,-34669.64,-37821.54,-33215.69,-37988.47,-46914.2,-33544.44,-37046.55,-40548.66,-37203.25,-42930.59,-53641.46,-37597.84,-41800.37,-46002.9,-37203.25,-42930.59,-53641.46,-37597.84,-41800.37,-46002.9
"0.0490.0Central",-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-13277.59,-14874.33,-15351.61,-16244.18,-14845.05,-15195.26,-15545.47,-19666.21,-21575.33,-25145.62,-19548.75,-20949.59,-22350.43,-24458.52,-27799.47,-34047.48,-24253.43,-26704.9,-29156.38,-27652.97,-31948.47,-39981.63,-27389.49,-30541.39,-33693.29,-29250.22,-34023,-42948.73,-28957.5,-32459.61,-35961.72,-32444.67,-38172.01,-48882.88,-32093.52,-36296.05,-40498.58,-32444.67,-38172.01,-48882.88,-32093.52,-36296.05,-40498.58
"0.0230.1Central",-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-15090.8,-15568.07,-16460.65,-15185.81,-15536.02,-15886.23,-22261.92,-24171.03,-27741.33,-22641.79,-24042.64,-25443.48,-29433.28,-32774.23,-39022.24,-30098.33,-32549.81,-35001.29,-34213.95,-38509.46,-46542.62,-35069.14,-38221.04,-41372.93,-36604.3,-41377.09,-50302.82,-37554.53,-41056.64,-44558.75,-41384.97,-47112.31,-57823.19,-42525.31,-46727.84,-50930.37,-41384.97,-47112.31,-57823.19,-42525.31,-46727.84,-50930.37
"0.0330.1Central",-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-14694.14,-15171.41,-16063.99,-14727,-15077.21,-15427.42,-20675.64,-22584.75,-26155.05,-20806.84,-22207.69,-23608.53,-26657.47,-29998.42,-36246.43,-26887.45,-29338.93,-31790.41,-30645.03,-34940.54,-42973.7,-30940.89,-34092.79,-37244.68,-32638.83,-37411.62,-46337.35,-32967.59,-36469.7,-39971.81,-36626.39,-42353.73,-53064.61,-37020.99,-41223.52,-45426.05,-36626.39,-42353.73,-53064.61,-37020.99,-41223.52,-45426.05
"0.0430.1Central",-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-14297.48,-14774.75,-15667.33,-14268.19,-14618.4,-14968.61,-19089.36,-20998.47,-24568.77,-18971.89,-20372.74,-21773.58,-23881.66,-27222.61,-33470.62,-23676.57,-26128.05,-28579.53,-27076.11,-31371.62,-39404.78,-26812.64,-29964.54,-33116.43,-28673.36,-33446.15,-42371.88,-28380.65,-31882.76,-35384.87,-31867.81,-37595.15,-48306.03,-31516.67,-35719.2,-39921.73,-31867.81,-37595.15,-48306.03,-31516.67,-35719.2,-39921.73
"0.0260.1Central",-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-14168.3,-14645.57,-15538.15,-14263.31,-14613.52,-14963.73,-21339.42,-23248.53,-26818.83,-21719.29,-23120.14,-24520.98,-28510.78,-31851.73,-38099.74,-29175.83,-31627.31,-34078.79,-33291.45,-37586.96,-45620.12,-34146.64,-37298.54,-40450.43,-35681.8,-40454.59,-49380.32,-36632.03,-40134.14,-43636.25,-40462.47,-46189.81,-56900.69,-41602.81,-45805.34,-50007.87,-40462.47,-46189.81,-56900.69,-41602.81,-45805.34,-50007.87
"0.0360.1Central",-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-13771.64,-14248.91,-15141.49,-13804.5,-14154.71,-14504.92,-19753.14,-21662.25,-25232.55,-19884.34,-21285.19,-22686.03,-25734.97,-29075.92,-35323.93,-25964.95,-28416.43,-30867.91,-29722.53,-34018.04,-42051.2,-30018.39,-33170.29,-36322.18,-31716.33,-36489.12,-45414.85,-32045.09,-35547.2,-39049.31,-35703.89,-41431.23,-52142.11,-36098.49,-40301.02,-44503.55,-35703.89,-41431.23,-52142.11,-36098.49,-40301.02,-44503.55
"0.0460.1Central",-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-13374.98,-13852.25,-14744.83,-13345.69,-13695.9,-14046.11,-18166.86,-20075.97,-23646.27,-18049.39,-19450.24,-20851.08,-22959.16,-26300.11,-32548.12,-22754.07,-25205.55,-27657.03,-26153.61,-30449.12,-38482.28,-25890.14,-29042.04,-32193.93,-27750.86,-32523.65,-41449.38,-27458.15,-30960.26,-34462.37,-30945.31,-36672.65,-47383.53,-30594.17,-34796.7,-38999.23,-30945.31,-36672.65,-47383.53,-30594.17,-34796.7,-38999.23
"0.0290.1Central",-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-13245.8,-13723.07,-14615.65,-13340.81,-13691.02,-14041.23,-20416.92,-22326.03,-25896.33,-20796.79,-22197.64,-23598.48,-27588.28,-30929.23,-37177.24,-28253.33,-30704.81,-33156.29,-32368.95,-36664.46,-44697.62,-33224.14,-36376.04,-39527.93,-34759.3,-39532.09,-48457.82,-35709.53,-39211.64,-42713.75,-39539.97,-45267.31,-55978.19,-40680.31,-44882.84,-49085.37,-39539.97,-45267.31,-55978.19,-40680.31,-44882.84,-49085.37
"0.0390.1Central",-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-12849.14,-13326.41,-14218.99,-12882,-13232.21,-13582.42,-18830.64,-20739.75,-24310.05,-18961.84,-20362.69,-21763.53,-24812.47,-28153.42,-34401.43,-25042.45,-27493.93,-29945.41,-28800.03,-33095.54,-41128.7,-29095.89,-32247.79,-35399.68,-30793.83,-35566.62,-44492.35,-31122.59,-34624.7,-38126.81,-34781.39,-40508.73,-51219.61,-35175.99,-39378.52,-43581.05,-34781.39,-40508.73,-51219.61,-35175.99,-39378.52,-43581.05
"0.0490.1Central",-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-12452.48,-12929.75,-13822.33,-12423.19,-12773.4,-13123.61,-17244.36,-19153.47,-22723.77,-17126.89,-18527.74,-19928.58,-22036.66,-25377.61,-31625.62,-21831.57,-24283.05,-26734.53,-25231.11,-29526.62,-37559.78,-24967.64,-28119.54,-31271.43,-26828.36,-31601.15,-40526.88,-26535.65,-30037.76,-33539.87,-30022.81,-35750.15,-46461.03,-29671.67,-33874.2,-38076.73,-30022.81,-35750.15,-46461.03,-29671.67,-33874.2,-38076.73
"0.0230.2Central",-12123.88,-12123.88,-12123.88,-12123.88,-12123.88,-12123.88,-14513.94,-14991.22,-15883.79,-14608.96,-14959.17,-15309.38,-21685.06,-23594.18,-27164.47,-22064.94,-23465.78,-24866.62,-28856.43,-32197.38,-38445.39,-29521.48,-31972.95,-34424.43,-33637.1,-37932.6,-45965.76,-34492.28,-37644.18,-40796.08,-36027.45,-40800.23,-49725.96,-36977.67,-40479.78,-43981.89,-40808.12,-46535.46,-57246.33,-41948.45,-46150.98,-50353.51,-40808.12,-46535.46,-57246.33,-41948.45,-46150.98,-50353.51
