"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","sqav_profit","sqavp_wosp"
"24651","Northern","Tracking",1,885,0.04,14,8.2,389.11702,0.4,436,-5418.57802691782,389.11702
"24652","Northern","Tracking",1,885,0.04,15,8.2,825.11702,0.4,436,-4982.57802691782,825.11702
"24653","Northern","Tracking",1,885,0.04,16,8.2,14.3670199999997,0.3,327,-5793.32802691782,14.3670199999997
"24654","Northern","Tracking",1,885,0.04,17,8.2,341.36702,0.3,327,-5466.32802691782,341.36702
"24655","Southern","Fixed",1,885,0.04,11,4.6,484.61702,0.6,654,1320.46270400203,484.61702
"24656","Southern","Fixed",1,885,0.04,12,4.6,327.86702,0.5,545,1163.71270400203,327.86702
"24657","Southern","Fixed",1,885,0.04,13,4.6,872.86702,0.5,545,1708.71270400203,872.86702
"24658","Southern","Fixed",1,885,0.04,14,4.6,389.11702,0.4,436,1224.96270400203,389.11702
"24659","Southern","Fixed",1,885,0.04,15,4.6,825.11702,0.4,436,1660.96270400203,825.11702
"24660","Southern","Fixed",1,885,0.04,16,4.6,14.3670199999997,0.3,327,850.212704002033,14.3670199999997
"24661","Southern","Fixed",1,885,0.04,17,4.6,341.36702,0.3,327,1177.21270400203,341.36702
"24662","Southern","Fixed",1,885,0.04,11,6.4,484.61702,0.6,654,-2987.97588748718,484.61702
"24663","Southern","Fixed",1,885,0.04,12,6.4,327.86702,0.5,545,-3144.72588748718,327.86702
"24664","Southern","Fixed",1,885,0.04,13,6.4,872.86702,0.5,545,-2599.72588748718,872.86702
"24665","Southern","Fixed",1,885,0.04,14,6.4,389.11702,0.4,436,-3083.47588748718,389.11702
"24666","Southern","Fixed",1,885,0.04,15,6.4,825.11702,0.4,436,-2647.47588748718,825.11702
"24667","Southern","Fixed",1,885,0.04,16,6.4,14.3670199999997,0.3,327,-3458.22588748718,14.3670199999997
"24668","Southern","Fixed",1,885,0.04,17,6.4,341.36702,0.3,327,-3131.22588748718,341.36702
"24669","Southern","Fixed",1,885,0.04,11,8.2,484.61702,0.6,654,-11045.3155910514,484.61702
"24670","Southern","Fixed",1,885,0.04,12,8.2,327.86702,0.5,545,-11202.0655910514,327.86702
"24671","Southern","Fixed",1,885,0.04,13,8.2,872.86702,0.5,545,-10657.0655910514,872.86702
"24672","Southern","Fixed",1,885,0.04,14,8.2,389.11702,0.4,436,-11140.8155910514,389.11702
"24673","Southern","Fixed",1,885,0.04,15,8.2,825.11702,0.4,436,-10704.8155910514,825.11702
"24674","Southern","Fixed",1,885,0.04,16,8.2,14.3670199999997,0.3,327,-11515.5655910514,14.3670199999997
"24675","Southern","Fixed",1,885,0.04,17,8.2,341.36702,0.3,327,-11188.5655910514,341.36702
"24676","Southern","Tracking",1,885,0.04,11,4.6,484.61702,0.6,654,3608.54989046246,484.61702
"24677","Southern","Tracking",1,885,0.04,12,4.6,327.86702,0.5,545,3451.79989046246,327.86702
"24678","Southern","Tracking",1,885,0.04,13,4.6,872.86702,0.5,545,3996.79989046246,872.86702
"24679","Southern","Tracking",1,885,0.04,14,4.6,389.11702,0.4,436,3513.04989046246,389.11702
"24680","Southern","Tracking",1,885,0.04,15,4.6,825.11702,0.4,436,3949.04989046246,825.11702
"24681","Southern","Tracking",1,885,0.04,16,4.6,14.3670199999997,0.3,327,3138.29989046246,14.3670199999997
"24682","Southern","Tracking",1,885,0.04,17,4.6,341.36702,0.3,327,3465.29989046246,341.36702
"24683","Southern","Tracking",1,885,0.04,11,6.4,484.61702,0.6,654,447.163131772324,484.61702
"24684","Southern","Tracking",1,885,0.04,12,6.4,327.86702,0.5,545,290.413131772324,327.86702
"24685","Southern","Tracking",1,885,0.04,13,6.4,872.86702,0.5,545,835.413131772324,872.86702
"24686","Southern","Tracking",1,885,0.04,14,6.4,389.11702,0.4,436,351.663131772324,389.11702
"24687","Southern","Tracking",1,885,0.04,15,6.4,825.11702,0.4,436,787.663131772324,825.11702
"24688","Southern","Tracking",1,885,0.04,16,6.4,14.3670199999997,0.3,327,-23.086868227676,14.3670199999997
"24689","Southern","Tracking",1,885,0.04,17,6.4,341.36702,0.3,327,303.913131772324,341.36702
"24690","Southern","Tracking",1,885,0.04,11,8.2,484.61702,0.6,654,-2714.22362691782,484.61702
"24691","Southern","Tracking",1,885,0.04,12,8.2,327.86702,0.5,545,-2870.97362691782,327.86702
"24692","Southern","Tracking",1,885,0.04,13,8.2,872.86702,0.5,545,-2325.97362691782,872.86702
"24693","Southern","Tracking",1,885,0.04,14,8.2,389.11702,0.4,436,-2809.72362691782,389.11702
"24694","Southern","Tracking",1,885,0.04,15,8.2,825.11702,0.4,436,-2373.72362691782,825.11702
"24695","Southern","Tracking",1,885,0.04,16,8.2,14.3670199999997,0.3,327,-3184.47362691782,14.3670199999997
"24696","Southern","Tracking",1,885,0.04,17,8.2,341.36702,0.3,327,-2857.47362691782,341.36702
"24697","Black Belt","Fixed",0,0,0.045,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"24698","Black Belt","Fixed",0,0,0.045,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"24699","Black Belt","Fixed",0,0,0.045,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"24700","Black Belt","Fixed",0,0,0.045,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"24701","Black Belt","Fixed",0,0,0.045,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"24702","Black Belt","Fixed",0,0,0.045,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24703","Black Belt","Fixed",0,0,0.045,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"24704","Black Belt","Fixed",0,0,0.045,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"24705","Black Belt","Fixed",0,0,0.045,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"24706","Black Belt","Fixed",0,0,0.045,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"24707","Black Belt","Fixed",0,0,0.045,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"24708","Black Belt","Fixed",0,0,0.045,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"24709","Black Belt","Fixed",0,0,0.045,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24710","Black Belt","Fixed",0,0,0.045,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"24711","Black Belt","Fixed",0,0,0.045,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"24712","Black Belt","Fixed",0,0,0.045,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"24713","Black Belt","Fixed",0,0,0.045,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"24714","Black Belt","Fixed",0,0,0.045,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"24715","Black Belt","Fixed",0,0,0.045,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"24716","Black Belt","Fixed",0,0,0.045,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24717","Black Belt","Fixed",0,0,0.045,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"24718","Black Belt","Tracking",0,0,0.045,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"24719","Black Belt","Tracking",0,0,0.045,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"24720","Black Belt","Tracking",0,0,0.045,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"24721","Black Belt","Tracking",0,0,0.045,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"24722","Black Belt","Tracking",0,0,0.045,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"24723","Black Belt","Tracking",0,0,0.045,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24724","Black Belt","Tracking",0,0,0.045,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"24725","Black Belt","Tracking",0,0,0.045,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"24726","Black Belt","Tracking",0,0,0.045,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"24727","Black Belt","Tracking",0,0,0.045,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"24728","Black Belt","Tracking",0,0,0.045,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"24729","Black Belt","Tracking",0,0,0.045,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"24730","Black Belt","Tracking",0,0,0.045,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24731","Black Belt","Tracking",0,0,0.045,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"24732","Black Belt","Tracking",0,0,0.045,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"24733","Black Belt","Tracking",0,0,0.045,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"24734","Black Belt","Tracking",0,0,0.045,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"24735","Black Belt","Tracking",0,0,0.045,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"24736","Black Belt","Tracking",0,0,0.045,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"24737","Black Belt","Tracking",0,0,0.045,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24738","Black Belt","Tracking",0,0,0.045,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"24739","Central","Fixed",0,0,0.045,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"24740","Central","Fixed",0,0,0.045,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"24741","Central","Fixed",0,0,0.045,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"24742","Central","Fixed",0,0,0.045,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"24743","Central","Fixed",0,0,0.045,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"24744","Central","Fixed",0,0,0.045,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24745","Central","Fixed",0,0,0.045,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"24746","Central","Fixed",0,0,0.045,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"24747","Central","Fixed",0,0,0.045,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"24748","Central","Fixed",0,0,0.045,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"24749","Central","Fixed",0,0,0.045,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"24750","Central","Fixed",0,0,0.045,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"24751","Central","Fixed",0,0,0.045,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24752","Central","Fixed",0,0,0.045,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"24753","Central","Fixed",0,0,0.045,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"24754","Central","Fixed",0,0,0.045,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"24755","Central","Fixed",0,0,0.045,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"24756","Central","Fixed",0,0,0.045,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"24757","Central","Fixed",0,0,0.045,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"24758","Central","Fixed",0,0,0.045,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24759","Central","Fixed",0,0,0.045,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"24760","Central","Tracking",0,0,0.045,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"24761","Central","Tracking",0,0,0.045,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"24762","Central","Tracking",0,0,0.045,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"24763","Central","Tracking",0,0,0.045,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"24764","Central","Tracking",0,0,0.045,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"24765","Central","Tracking",0,0,0.045,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24766","Central","Tracking",0,0,0.045,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"24767","Central","Tracking",0,0,0.045,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"24768","Central","Tracking",0,0,0.045,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"24769","Central","Tracking",0,0,0.045,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"24770","Central","Tracking",0,0,0.045,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"24771","Central","Tracking",0,0,0.045,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"24772","Central","Tracking",0,0,0.045,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24773","Central","Tracking",0,0,0.045,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"24774","Central","Tracking",0,0,0.045,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"24775","Central","Tracking",0,0,0.045,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"24776","Central","Tracking",0,0,0.045,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"24777","Central","Tracking",0,0,0.045,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"24778","Central","Tracking",0,0,0.045,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"24779","Central","Tracking",0,0,0.045,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24780","Central","Tracking",0,0,0.045,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"24781","Northern","Fixed",0,0,0.045,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"24782","Northern","Fixed",0,0,0.045,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"24783","Northern","Fixed",0,0,0.045,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"24784","Northern","Fixed",0,0,0.045,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"24785","Northern","Fixed",0,0,0.045,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"24786","Northern","Fixed",0,0,0.045,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24787","Northern","Fixed",0,0,0.045,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"24788","Northern","Fixed",0,0,0.045,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"24789","Northern","Fixed",0,0,0.045,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"24790","Northern","Fixed",0,0,0.045,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"24791","Northern","Fixed",0,0,0.045,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"24792","Northern","Fixed",0,0,0.045,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"24793","Northern","Fixed",0,0,0.045,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24794","Northern","Fixed",0,0,0.045,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"24795","Northern","Fixed",0,0,0.045,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"24796","Northern","Fixed",0,0,0.045,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"24797","Northern","Fixed",0,0,0.045,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"24798","Northern","Fixed",0,0,0.045,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"24799","Northern","Fixed",0,0,0.045,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"24800","Northern","Fixed",0,0,0.045,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24801","Northern","Fixed",0,0,0.045,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"24802","Northern","Tracking",0,0,0.045,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"24803","Northern","Tracking",0,0,0.045,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"24804","Northern","Tracking",0,0,0.045,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"24805","Northern","Tracking",0,0,0.045,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"24806","Northern","Tracking",0,0,0.045,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"24807","Northern","Tracking",0,0,0.045,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24808","Northern","Tracking",0,0,0.045,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"24809","Northern","Tracking",0,0,0.045,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"24810","Northern","Tracking",0,0,0.045,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"24811","Northern","Tracking",0,0,0.045,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"24812","Northern","Tracking",0,0,0.045,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"24813","Northern","Tracking",0,0,0.045,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"24814","Northern","Tracking",0,0,0.045,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24815","Northern","Tracking",0,0,0.045,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"24816","Northern","Tracking",0,0,0.045,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"24817","Northern","Tracking",0,0,0.045,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"24818","Northern","Tracking",0,0,0.045,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"24819","Northern","Tracking",0,0,0.045,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"24820","Northern","Tracking",0,0,0.045,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"24821","Northern","Tracking",0,0,0.045,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24822","Northern","Tracking",0,0,0.045,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"24823","Southern","Fixed",0,0,0.045,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"24824","Southern","Fixed",0,0,0.045,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"24825","Southern","Fixed",0,0,0.045,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"24826","Southern","Fixed",0,0,0.045,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"24827","Southern","Fixed",0,0,0.045,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"24828","Southern","Fixed",0,0,0.045,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24829","Southern","Fixed",0,0,0.045,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"24830","Southern","Fixed",0,0,0.045,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"24831","Southern","Fixed",0,0,0.045,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"24832","Southern","Fixed",0,0,0.045,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"24833","Southern","Fixed",0,0,0.045,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"24834","Southern","Fixed",0,0,0.045,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"24835","Southern","Fixed",0,0,0.045,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24836","Southern","Fixed",0,0,0.045,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"24837","Southern","Fixed",0,0,0.045,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"24838","Southern","Fixed",0,0,0.045,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"24839","Southern","Fixed",0,0,0.045,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"24840","Southern","Fixed",0,0,0.045,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"24841","Southern","Fixed",0,0,0.045,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"24842","Southern","Fixed",0,0,0.045,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24843","Southern","Fixed",0,0,0.045,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"24844","Southern","Tracking",0,0,0.045,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"24845","Southern","Tracking",0,0,0.045,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"24846","Southern","Tracking",0,0,0.045,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"24847","Southern","Tracking",0,0,0.045,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"24848","Southern","Tracking",0,0,0.045,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"24849","Southern","Tracking",0,0,0.045,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24850","Southern","Tracking",0,0,0.045,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"24851","Southern","Tracking",0,0,0.045,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"24852","Southern","Tracking",0,0,0.045,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"24853","Southern","Tracking",0,0,0.045,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"24854","Southern","Tracking",0,0,0.045,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"24855","Southern","Tracking",0,0,0.045,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"24856","Southern","Tracking",0,0,0.045,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24857","Southern","Tracking",0,0,0.045,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"24858","Southern","Tracking",0,0,0.045,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"24859","Southern","Tracking",0,0,0.045,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"24860","Southern","Tracking",0,0,0.045,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"24861","Southern","Tracking",0,0,0.045,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"24862","Southern","Tracking",0,0,0.045,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"24863","Southern","Tracking",0,0,0.045,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24864","Southern","Tracking",0,0,0.045,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"24865","Black Belt","Fixed",0.05,0,0.045,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"24866","Black Belt","Fixed",0.05,0,0.045,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"24867","Black Belt","Fixed",0.05,0,0.045,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"24868","Black Belt","Fixed",0.05,0,0.045,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"24869","Black Belt","Fixed",0.05,0,0.045,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"24870","Black Belt","Fixed",0.05,0,0.045,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24871","Black Belt","Fixed",0.05,0,0.045,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"24872","Black Belt","Fixed",0.05,0,0.045,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"24873","Black Belt","Fixed",0.05,0,0.045,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"24874","Black Belt","Fixed",0.05,0,0.045,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"24875","Black Belt","Fixed",0.05,0,0.045,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"24876","Black Belt","Fixed",0.05,0,0.045,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"24877","Black Belt","Fixed",0.05,0,0.045,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24878","Black Belt","Fixed",0.05,0,0.045,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"24879","Black Belt","Fixed",0.05,0,0.045,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"24880","Black Belt","Fixed",0.05,0,0.045,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"24881","Black Belt","Fixed",0.05,0,0.045,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"24882","Black Belt","Fixed",0.05,0,0.045,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"24883","Black Belt","Fixed",0.05,0,0.045,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"24884","Black Belt","Fixed",0.05,0,0.045,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24885","Black Belt","Fixed",0.05,0,0.045,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"24886","Black Belt","Tracking",0.05,0,0.045,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"24887","Black Belt","Tracking",0.05,0,0.045,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"24888","Black Belt","Tracking",0.05,0,0.045,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"24889","Black Belt","Tracking",0.05,0,0.045,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"24890","Black Belt","Tracking",0.05,0,0.045,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"24891","Black Belt","Tracking",0.05,0,0.045,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24892","Black Belt","Tracking",0.05,0,0.045,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"24893","Black Belt","Tracking",0.05,0,0.045,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"24894","Black Belt","Tracking",0.05,0,0.045,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"24895","Black Belt","Tracking",0.05,0,0.045,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"24896","Black Belt","Tracking",0.05,0,0.045,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"24897","Black Belt","Tracking",0.05,0,0.045,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"24898","Black Belt","Tracking",0.05,0,0.045,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24899","Black Belt","Tracking",0.05,0,0.045,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"24900","Black Belt","Tracking",0.05,0,0.045,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"24901","Black Belt","Tracking",0.05,0,0.045,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"24902","Black Belt","Tracking",0.05,0,0.045,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"24903","Black Belt","Tracking",0.05,0,0.045,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"24904","Black Belt","Tracking",0.05,0,0.045,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"24905","Black Belt","Tracking",0.05,0,0.045,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24906","Black Belt","Tracking",0.05,0,0.045,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"24907","Central","Fixed",0.05,0,0.045,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"24908","Central","Fixed",0.05,0,0.045,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"24909","Central","Fixed",0.05,0,0.045,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"24910","Central","Fixed",0.05,0,0.045,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"24911","Central","Fixed",0.05,0,0.045,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"24912","Central","Fixed",0.05,0,0.045,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24913","Central","Fixed",0.05,0,0.045,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"24914","Central","Fixed",0.05,0,0.045,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"24915","Central","Fixed",0.05,0,0.045,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"24916","Central","Fixed",0.05,0,0.045,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"24917","Central","Fixed",0.05,0,0.045,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"24918","Central","Fixed",0.05,0,0.045,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"24919","Central","Fixed",0.05,0,0.045,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"24920","Central","Fixed",0.05,0,0.045,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"24921","Central","Fixed",0.05,0,0.045,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"24922","Central","Fixed",0.05,0,0.045,12,8.2,327.86702,0.5,545,-672.13298,327.86702
