"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","sqav_profit","sqavp_wosp"
"10521","Northern","Fixed",1,885,0.02,17,8.2,341.36702,0.3,327,-24501.3707910514,341.367019999998
"10522","Northern","Tracking",1,885,0.02,11,4.6,484.61702,0.6,654,-12138.0845095375,484.61702
"10523","Northern","Tracking",1,885,0.02,12,4.6,327.86702,0.5,545,-12294.8345095375,327.86702
"10524","Northern","Tracking",1,885,0.02,13,4.6,872.86702,0.5,545,-11749.8345095375,872.86702
"10525","Northern","Tracking",1,885,0.02,14,4.6,389.11702,0.4,436,-12233.5845095375,389.11702
"10526","Northern","Tracking",1,885,0.02,15,4.6,825.11702,0.4,436,-11797.5845095375,825.11702
"10527","Northern","Tracking",1,885,0.02,16,4.6,14.3670199999997,0.3,327,-12608.3345095375,14.3670199999997
"10528","Northern","Tracking",1,885,0.02,17,4.6,341.36702,0.3,327,-12281.3345095375,341.36702
"10529","Northern","Tracking",1,885,0.02,11,6.4,484.61702,0.6,654,-15299.4712682277,484.61702
"10530","Northern","Tracking",1,885,0.02,12,6.4,327.86702,0.5,545,-15456.2212682277,327.86702
"10531","Northern","Tracking",1,885,0.02,13,6.4,872.86702,0.5,545,-14911.2212682277,872.86702
"10532","Northern","Tracking",1,885,0.02,14,6.4,389.11702,0.4,436,-15394.9712682277,389.11702
"10533","Northern","Tracking",1,885,0.02,15,6.4,825.11702,0.4,436,-14958.9712682277,825.11702
"10534","Northern","Tracking",1,885,0.02,16,6.4,14.3670199999997,0.3,327,-15769.7212682277,14.3670199999997
"10535","Northern","Tracking",1,885,0.02,17,6.4,341.36702,0.3,327,-15442.7212682277,341.36702
"10536","Northern","Tracking",1,885,0.02,11,8.2,484.61702,0.6,654,-18460.8580269178,484.617019999998
"10537","Northern","Tracking",1,885,0.02,12,8.2,327.86702,0.5,545,-18617.6080269178,327.867019999998
"10538","Northern","Tracking",1,885,0.02,13,8.2,872.86702,0.5,545,-18072.6080269178,872.867019999998
"10539","Northern","Tracking",1,885,0.02,14,8.2,389.11702,0.4,436,-18556.3580269178,389.117019999998
"10540","Northern","Tracking",1,885,0.02,15,8.2,825.11702,0.4,436,-18120.3580269178,825.117019999998
"10541","Northern","Tracking",1,885,0.02,16,8.2,14.3670199999997,0.3,327,-18931.1080269178,14.3670199999979
"10542","Northern","Tracking",1,885,0.02,17,8.2,341.36702,0.3,327,-18604.1080269178,341.367019999998
"10543","Southern","Fixed",1,885,0.02,11,4.6,484.61702,0.6,654,-10946.377295998,484.61702
"10544","Southern","Fixed",1,885,0.02,12,4.6,327.86702,0.5,545,-11103.127295998,327.86702
"10545","Southern","Fixed",1,885,0.02,13,4.6,872.86702,0.5,545,-10558.127295998,872.86702
"10546","Southern","Fixed",1,885,0.02,14,4.6,389.11702,0.4,436,-11041.877295998,389.11702
"10547","Southern","Fixed",1,885,0.02,15,4.6,825.11702,0.4,436,-10605.877295998,825.11702
"10548","Southern","Fixed",1,885,0.02,16,4.6,14.3670199999997,0.3,327,-11416.627295998,14.3670199999997
"10549","Southern","Fixed",1,885,0.02,17,4.6,341.36702,0.3,327,-11089.627295998,341.36702
"10550","Southern","Fixed",1,885,0.02,11,6.4,484.61702,0.6,654,-15254.8158874872,484.61702
"10551","Southern","Fixed",1,885,0.02,12,6.4,327.86702,0.5,545,-15411.5658874872,327.86702
"10552","Southern","Fixed",1,885,0.02,13,6.4,872.86702,0.5,545,-14866.5658874872,872.86702
"10553","Southern","Fixed",1,885,0.02,14,6.4,389.11702,0.4,436,-15350.3158874872,389.11702
"10554","Southern","Fixed",1,885,0.02,15,6.4,825.11702,0.4,436,-14914.3158874872,825.11702
"10555","Southern","Fixed",1,885,0.02,16,6.4,14.3670199999997,0.3,327,-15725.0658874872,14.3670199999997
"10556","Southern","Fixed",1,885,0.02,17,6.4,341.36702,0.3,327,-15398.0658874872,341.36702
"10557","Southern","Fixed",1,885,0.02,11,8.2,484.61702,0.6,654,-23312.1555910514,484.617019999998
"10558","Southern","Fixed",1,885,0.02,12,8.2,327.86702,0.5,545,-23468.9055910514,327.867019999998
"10559","Southern","Fixed",1,885,0.02,13,8.2,872.86702,0.5,545,-22923.9055910514,872.867019999998
"10560","Southern","Fixed",1,885,0.02,14,8.2,389.11702,0.4,436,-23407.6555910514,389.117019999998
"10561","Southern","Fixed",1,885,0.02,15,8.2,825.11702,0.4,436,-22971.6555910514,825.117019999998
"10562","Southern","Fixed",1,885,0.02,16,8.2,14.3670199999997,0.3,327,-23782.4055910514,14.3670199999979
"10563","Southern","Fixed",1,885,0.02,17,8.2,341.36702,0.3,327,-23455.4055910514,341.367019999998
"10564","Southern","Tracking",1,885,0.02,11,4.6,484.61702,0.6,654,-10648.9101095375,484.61702
"10565","Southern","Tracking",1,885,0.02,12,4.6,327.86702,0.5,545,-10805.6601095375,327.86702
"10566","Southern","Tracking",1,885,0.02,13,4.6,872.86702,0.5,545,-10260.6601095375,872.86702
"10567","Southern","Tracking",1,885,0.02,14,4.6,389.11702,0.4,436,-10744.4101095375,389.11702
"10568","Southern","Tracking",1,885,0.02,15,4.6,825.11702,0.4,436,-10308.4101095375,825.11702
"10569","Southern","Tracking",1,885,0.02,16,4.6,14.3670199999997,0.3,327,-11119.1601095375,14.3670199999997
"10570","Southern","Tracking",1,885,0.02,17,4.6,341.36702,0.3,327,-10792.1601095375,341.36702
"10571","Southern","Tracking",1,885,0.02,11,6.4,484.61702,0.6,654,-13810.2968682277,484.61702
"10572","Southern","Tracking",1,885,0.02,12,6.4,327.86702,0.5,545,-13967.0468682277,327.86702
"10573","Southern","Tracking",1,885,0.02,13,6.4,872.86702,0.5,545,-13422.0468682277,872.86702
"10574","Southern","Tracking",1,885,0.02,14,6.4,389.11702,0.4,436,-13905.7968682277,389.11702
"10575","Southern","Tracking",1,885,0.02,15,6.4,825.11702,0.4,436,-13469.7968682277,825.11702
"10576","Southern","Tracking",1,885,0.02,16,6.4,14.3670199999997,0.3,327,-14280.5468682277,14.3670199999997
"10577","Southern","Tracking",1,885,0.02,17,6.4,341.36702,0.3,327,-13953.5468682277,341.36702
"10578","Southern","Tracking",1,885,0.02,11,8.2,484.61702,0.6,654,-16971.6836269178,484.617019999998
"10579","Southern","Tracking",1,885,0.02,12,8.2,327.86702,0.5,545,-17128.4336269178,327.867019999998
"10580","Southern","Tracking",1,885,0.02,13,8.2,872.86702,0.5,545,-16583.4336269178,872.867019999998
"10581","Southern","Tracking",1,885,0.02,14,8.2,389.11702,0.4,436,-17067.1836269178,389.117019999998
"10582","Southern","Tracking",1,885,0.02,15,8.2,825.11702,0.4,436,-16631.1836269178,825.117019999998
"10583","Southern","Tracking",1,885,0.02,16,8.2,14.3670199999997,0.3,327,-17441.9336269178,14.3670199999979
"10584","Southern","Tracking",1,885,0.02,17,8.2,341.36702,0.3,327,-17114.9336269178,341.367019999998
"10585","Black Belt","Fixed",0,0,0.025,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"10586","Black Belt","Fixed",0,0,0.025,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"10587","Black Belt","Fixed",0,0,0.025,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"10588","Black Belt","Fixed",0,0,0.025,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"10589","Black Belt","Fixed",0,0,0.025,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"10590","Black Belt","Fixed",0,0,0.025,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10591","Black Belt","Fixed",0,0,0.025,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"10592","Black Belt","Fixed",0,0,0.025,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"10593","Black Belt","Fixed",0,0,0.025,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"10594","Black Belt","Fixed",0,0,0.025,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"10595","Black Belt","Fixed",0,0,0.025,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"10596","Black Belt","Fixed",0,0,0.025,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"10597","Black Belt","Fixed",0,0,0.025,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10598","Black Belt","Fixed",0,0,0.025,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"10599","Black Belt","Fixed",0,0,0.025,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"10600","Black Belt","Fixed",0,0,0.025,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"10601","Black Belt","Fixed",0,0,0.025,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"10602","Black Belt","Fixed",0,0,0.025,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"10603","Black Belt","Fixed",0,0,0.025,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"10604","Black Belt","Fixed",0,0,0.025,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10605","Black Belt","Fixed",0,0,0.025,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"10606","Black Belt","Tracking",0,0,0.025,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"10607","Black Belt","Tracking",0,0,0.025,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"10608","Black Belt","Tracking",0,0,0.025,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"10609","Black Belt","Tracking",0,0,0.025,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"10610","Black Belt","Tracking",0,0,0.025,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"10611","Black Belt","Tracking",0,0,0.025,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10612","Black Belt","Tracking",0,0,0.025,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"10613","Black Belt","Tracking",0,0,0.025,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"10614","Black Belt","Tracking",0,0,0.025,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"10615","Black Belt","Tracking",0,0,0.025,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"10616","Black Belt","Tracking",0,0,0.025,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"10617","Black Belt","Tracking",0,0,0.025,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"10618","Black Belt","Tracking",0,0,0.025,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10619","Black Belt","Tracking",0,0,0.025,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"10620","Black Belt","Tracking",0,0,0.025,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"10621","Black Belt","Tracking",0,0,0.025,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"10622","Black Belt","Tracking",0,0,0.025,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"10623","Black Belt","Tracking",0,0,0.025,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"10624","Black Belt","Tracking",0,0,0.025,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"10625","Black Belt","Tracking",0,0,0.025,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10626","Black Belt","Tracking",0,0,0.025,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"10627","Central","Fixed",0,0,0.025,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"10628","Central","Fixed",0,0,0.025,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"10629","Central","Fixed",0,0,0.025,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"10630","Central","Fixed",0,0,0.025,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"10631","Central","Fixed",0,0,0.025,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"10632","Central","Fixed",0,0,0.025,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10633","Central","Fixed",0,0,0.025,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"10634","Central","Fixed",0,0,0.025,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"10635","Central","Fixed",0,0,0.025,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"10636","Central","Fixed",0,0,0.025,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"10637","Central","Fixed",0,0,0.025,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"10638","Central","Fixed",0,0,0.025,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"10639","Central","Fixed",0,0,0.025,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10640","Central","Fixed",0,0,0.025,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"10641","Central","Fixed",0,0,0.025,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"10642","Central","Fixed",0,0,0.025,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"10643","Central","Fixed",0,0,0.025,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"10644","Central","Fixed",0,0,0.025,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"10645","Central","Fixed",0,0,0.025,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"10646","Central","Fixed",0,0,0.025,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10647","Central","Fixed",0,0,0.025,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"10648","Central","Tracking",0,0,0.025,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"10649","Central","Tracking",0,0,0.025,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"10650","Central","Tracking",0,0,0.025,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"10651","Central","Tracking",0,0,0.025,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"10652","Central","Tracking",0,0,0.025,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"10653","Central","Tracking",0,0,0.025,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10654","Central","Tracking",0,0,0.025,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"10655","Central","Tracking",0,0,0.025,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"10656","Central","Tracking",0,0,0.025,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"10657","Central","Tracking",0,0,0.025,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"10658","Central","Tracking",0,0,0.025,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"10659","Central","Tracking",0,0,0.025,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"10660","Central","Tracking",0,0,0.025,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10661","Central","Tracking",0,0,0.025,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"10662","Central","Tracking",0,0,0.025,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"10663","Central","Tracking",0,0,0.025,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"10664","Central","Tracking",0,0,0.025,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"10665","Central","Tracking",0,0,0.025,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"10666","Central","Tracking",0,0,0.025,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"10667","Central","Tracking",0,0,0.025,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10668","Central","Tracking",0,0,0.025,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"10669","Northern","Fixed",0,0,0.025,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"10670","Northern","Fixed",0,0,0.025,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"10671","Northern","Fixed",0,0,0.025,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"10672","Northern","Fixed",0,0,0.025,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"10673","Northern","Fixed",0,0,0.025,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"10674","Northern","Fixed",0,0,0.025,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10675","Northern","Fixed",0,0,0.025,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"10676","Northern","Fixed",0,0,0.025,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"10677","Northern","Fixed",0,0,0.025,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"10678","Northern","Fixed",0,0,0.025,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"10679","Northern","Fixed",0,0,0.025,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"10680","Northern","Fixed",0,0,0.025,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"10681","Northern","Fixed",0,0,0.025,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10682","Northern","Fixed",0,0,0.025,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"10683","Northern","Fixed",0,0,0.025,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"10684","Northern","Fixed",0,0,0.025,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"10685","Northern","Fixed",0,0,0.025,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"10686","Northern","Fixed",0,0,0.025,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"10687","Northern","Fixed",0,0,0.025,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"10688","Northern","Fixed",0,0,0.025,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10689","Northern","Fixed",0,0,0.025,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"10690","Northern","Tracking",0,0,0.025,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"10691","Northern","Tracking",0,0,0.025,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"10692","Northern","Tracking",0,0,0.025,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"10693","Northern","Tracking",0,0,0.025,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"10694","Northern","Tracking",0,0,0.025,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"10695","Northern","Tracking",0,0,0.025,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10696","Northern","Tracking",0,0,0.025,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"10697","Northern","Tracking",0,0,0.025,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"10698","Northern","Tracking",0,0,0.025,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"10699","Northern","Tracking",0,0,0.025,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"10700","Northern","Tracking",0,0,0.025,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"10701","Northern","Tracking",0,0,0.025,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"10702","Northern","Tracking",0,0,0.025,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10703","Northern","Tracking",0,0,0.025,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"10704","Northern","Tracking",0,0,0.025,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"10705","Northern","Tracking",0,0,0.025,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"10706","Northern","Tracking",0,0,0.025,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"10707","Northern","Tracking",0,0,0.025,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"10708","Northern","Tracking",0,0,0.025,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"10709","Northern","Tracking",0,0,0.025,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10710","Northern","Tracking",0,0,0.025,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"10711","Southern","Fixed",0,0,0.025,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"10712","Southern","Fixed",0,0,0.025,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"10713","Southern","Fixed",0,0,0.025,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"10714","Southern","Fixed",0,0,0.025,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"10715","Southern","Fixed",0,0,0.025,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"10716","Southern","Fixed",0,0,0.025,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10717","Southern","Fixed",0,0,0.025,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"10718","Southern","Fixed",0,0,0.025,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"10719","Southern","Fixed",0,0,0.025,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"10720","Southern","Fixed",0,0,0.025,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"10721","Southern","Fixed",0,0,0.025,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"10722","Southern","Fixed",0,0,0.025,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"10723","Southern","Fixed",0,0,0.025,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10724","Southern","Fixed",0,0,0.025,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"10725","Southern","Fixed",0,0,0.025,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"10726","Southern","Fixed",0,0,0.025,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"10727","Southern","Fixed",0,0,0.025,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"10728","Southern","Fixed",0,0,0.025,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"10729","Southern","Fixed",0,0,0.025,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"10730","Southern","Fixed",0,0,0.025,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10731","Southern","Fixed",0,0,0.025,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"10732","Southern","Tracking",0,0,0.025,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"10733","Southern","Tracking",0,0,0.025,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"10734","Southern","Tracking",0,0,0.025,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"10735","Southern","Tracking",0,0,0.025,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"10736","Southern","Tracking",0,0,0.025,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"10737","Southern","Tracking",0,0,0.025,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10738","Southern","Tracking",0,0,0.025,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"10739","Southern","Tracking",0,0,0.025,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"10740","Southern","Tracking",0,0,0.025,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"10741","Southern","Tracking",0,0,0.025,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"10742","Southern","Tracking",0,0,0.025,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"10743","Southern","Tracking",0,0,0.025,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"10744","Southern","Tracking",0,0,0.025,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10745","Southern","Tracking",0,0,0.025,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"10746","Southern","Tracking",0,0,0.025,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"10747","Southern","Tracking",0,0,0.025,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"10748","Southern","Tracking",0,0,0.025,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"10749","Southern","Tracking",0,0,0.025,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"10750","Southern","Tracking",0,0,0.025,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"10751","Southern","Tracking",0,0,0.025,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10752","Southern","Tracking",0,0,0.025,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"10753","Black Belt","Fixed",0.05,0,0.025,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"10754","Black Belt","Fixed",0.05,0,0.025,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"10755","Black Belt","Fixed",0.05,0,0.025,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"10756","Black Belt","Fixed",0.05,0,0.025,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"10757","Black Belt","Fixed",0.05,0,0.025,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"10758","Black Belt","Fixed",0.05,0,0.025,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10759","Black Belt","Fixed",0.05,0,0.025,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"10760","Black Belt","Fixed",0.05,0,0.025,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"10761","Black Belt","Fixed",0.05,0,0.025,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"10762","Black Belt","Fixed",0.05,0,0.025,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"10763","Black Belt","Fixed",0.05,0,0.025,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"10764","Black Belt","Fixed",0.05,0,0.025,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"10765","Black Belt","Fixed",0.05,0,0.025,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10766","Black Belt","Fixed",0.05,0,0.025,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"10767","Black Belt","Fixed",0.05,0,0.025,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"10768","Black Belt","Fixed",0.05,0,0.025,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"10769","Black Belt","Fixed",0.05,0,0.025,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"10770","Black Belt","Fixed",0.05,0,0.025,14,8.2,389.11702,0.4,436,-610.88298,389.11702
"10771","Black Belt","Fixed",0.05,0,0.025,15,8.2,825.11702,0.4,436,-174.88298,825.11702
"10772","Black Belt","Fixed",0.05,0,0.025,16,8.2,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10773","Black Belt","Fixed",0.05,0,0.025,17,8.2,341.36702,0.3,327,-658.63298,341.36702
"10774","Black Belt","Tracking",0.05,0,0.025,11,4.6,484.61702,0.6,654,-515.38298,484.61702
"10775","Black Belt","Tracking",0.05,0,0.025,12,4.6,327.86702,0.5,545,-672.13298,327.86702
"10776","Black Belt","Tracking",0.05,0,0.025,13,4.6,872.86702,0.5,545,-127.13298,872.86702
"10777","Black Belt","Tracking",0.05,0,0.025,14,4.6,389.11702,0.4,436,-610.88298,389.11702
"10778","Black Belt","Tracking",0.05,0,0.025,15,4.6,825.11702,0.4,436,-174.88298,825.11702
"10779","Black Belt","Tracking",0.05,0,0.025,16,4.6,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10780","Black Belt","Tracking",0.05,0,0.025,17,4.6,341.36702,0.3,327,-658.63298,341.36702
"10781","Black Belt","Tracking",0.05,0,0.025,11,6.4,484.61702,0.6,654,-515.38298,484.61702
"10782","Black Belt","Tracking",0.05,0,0.025,12,6.4,327.86702,0.5,545,-672.13298,327.86702
"10783","Black Belt","Tracking",0.05,0,0.025,13,6.4,872.86702,0.5,545,-127.13298,872.86702
"10784","Black Belt","Tracking",0.05,0,0.025,14,6.4,389.11702,0.4,436,-610.88298,389.11702
"10785","Black Belt","Tracking",0.05,0,0.025,15,6.4,825.11702,0.4,436,-174.88298,825.11702
"10786","Black Belt","Tracking",0.05,0,0.025,16,6.4,14.3670199999997,0.3,327,-985.63298,14.3670199999997
"10787","Black Belt","Tracking",0.05,0,0.025,17,6.4,341.36702,0.3,327,-658.63298,341.36702
"10788","Black Belt","Tracking",0.05,0,0.025,11,8.2,484.61702,0.6,654,-515.38298,484.61702
"10789","Black Belt","Tracking",0.05,0,0.025,12,8.2,327.86702,0.5,545,-672.13298,327.86702
"10790","Black Belt","Tracking",0.05,0,0.025,13,8.2,872.86702,0.5,545,-127.13298,872.86702
"10791","Black Belt","Tracking",0.05,0,0.025,14,8.2,389.11702,0.4,436,-610.88298,389.11702
