"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","tav_profit","tavp_wosp"
"12200","Northern","Fixed",0.45,354,0.025,22,8.2,869.38264,0.5,680,-20765.2661502475,869.38264
"12201","Northern","Fixed",0.45,354,0.025,23,8.2,1549.38264,0.5,680,-20085.2661502475,1549.38264
"12202","Northern","Tracking",0.45,354,0.025,17,4.6,697.382639999998,0.7,952,-13232.4936714859,697.382639999998
"12203","Northern","Tracking",0.45,354,0.025,18,4.6,1649.38264,0.7,952,-12280.493671486,1649.38264
"12204","Northern","Tracking",0.45,354,0.025,19,4.6,715.38264,0.6,816,-13214.4936714859,715.38264
"12205","Northern","Tracking",0.45,354,0.025,20,4.6,1531.38264,0.6,816,-12398.4936714859,1531.38264
"12206","Northern","Tracking",0.45,354,0.025,21,4.6,189.38264,0.5,680,-13740.4936714859,189.38264
"12207","Northern","Tracking",0.45,354,0.025,22,4.6,869.38264,0.5,680,-13060.4936714859,869.38264
"12208","Northern","Tracking",0.45,354,0.025,23,4.6,1549.38264,0.5,680,-12380.4936714859,1549.38264
"12209","Northern","Tracking",0.45,354,0.025,17,6.4,697.382639999998,0.7,952,-15333.7589980224,697.382639999998
"12210","Northern","Tracking",0.45,354,0.025,18,6.4,1649.38264,0.7,952,-14381.7589980224,1649.38264
"12211","Northern","Tracking",0.45,354,0.025,19,6.4,715.38264,0.6,816,-15315.7589980224,715.38264
"12212","Northern","Tracking",0.45,354,0.025,20,6.4,1531.38264,0.6,816,-14499.7589980224,1531.38264
"12213","Northern","Tracking",0.45,354,0.025,21,6.4,189.38264,0.5,680,-15841.7589980224,189.38264
"12214","Northern","Tracking",0.45,354,0.025,22,6.4,869.38264,0.5,680,-15161.7589980224,869.38264
"12215","Northern","Tracking",0.45,354,0.025,23,6.4,1549.38264,0.5,680,-14481.7589980224,1549.38264
"12216","Northern","Tracking",0.45,354,0.025,17,8.2,697.382639999998,0.7,952,-17435.0243245589,697.382639999996
"12217","Northern","Tracking",0.45,354,0.025,18,8.2,1649.38264,0.7,952,-16483.0243245589,1649.38264
"12218","Northern","Tracking",0.45,354,0.025,19,8.2,715.38264,0.6,816,-17417.0243245589,715.38264
"12219","Northern","Tracking",0.45,354,0.025,20,8.2,1531.38264,0.6,816,-16601.0243245589,1531.38264
"12220","Northern","Tracking",0.45,354,0.025,21,8.2,189.38264,0.5,680,-17943.0243245589,189.38264
"12221","Northern","Tracking",0.45,354,0.025,22,8.2,869.38264,0.5,680,-17263.0243245589,869.38264
"12222","Northern","Tracking",0.45,354,0.025,23,8.2,1549.38264,0.5,680,-16583.0243245589,1549.38264
"12223","Southern","Fixed",0.45,354,0.025,17,4.6,697.382639999998,0.7,952,-12221.1211278659,697.382639999998
"12224","Southern","Fixed",0.45,354,0.025,18,4.6,1649.38264,0.7,952,-11269.1211278659,1649.38264
"12225","Southern","Fixed",0.45,354,0.025,19,4.6,715.38264,0.6,816,-12203.1211278659,715.38264
"12226","Southern","Fixed",0.45,354,0.025,20,4.6,1531.38264,0.6,816,-11387.1211278659,1531.38264
"12227","Southern","Fixed",0.45,354,0.025,21,4.6,189.38264,0.5,680,-12729.1211278659,189.38264
"12228","Southern","Fixed",0.45,354,0.025,22,4.6,869.38264,0.5,680,-12049.1211278659,869.38264
"12229","Southern","Fixed",0.45,354,0.025,23,4.6,1549.38264,0.5,680,-11369.1211278659,1549.38264
"12230","Southern","Fixed",0.45,354,0.025,17,6.4,697.382639999998,0.7,952,-15084.792457836,697.382639999998
"12231","Southern","Fixed",0.45,354,0.025,18,6.4,1649.38264,0.7,952,-14132.792457836,1649.38264
"12232","Southern","Fixed",0.45,354,0.025,19,6.4,715.38264,0.6,816,-15066.792457836,715.38264
"12233","Southern","Fixed",0.45,354,0.025,20,6.4,1531.38264,0.6,816,-14250.792457836,1531.38264
"12234","Southern","Fixed",0.45,354,0.025,21,6.4,189.38264,0.5,680,-15592.792457836,189.38264
"12235","Southern","Fixed",0.45,354,0.025,22,6.4,869.38264,0.5,680,-14912.792457836,869.38264
"12236","Southern","Fixed",0.45,354,0.025,23,6.4,1549.38264,0.5,680,-14232.792457836,1549.38264
"12237","Southern","Fixed",0.45,354,0.025,17,8.2,697.382639999998,0.7,952,-20440.2297502475,697.382639999996
"12238","Southern","Fixed",0.45,354,0.025,18,8.2,1649.38264,0.7,952,-19488.2297502475,1649.38264
"12239","Southern","Fixed",0.45,354,0.025,19,8.2,715.38264,0.6,816,-20422.2297502475,715.38264
"12240","Southern","Fixed",0.45,354,0.025,20,8.2,1531.38264,0.6,816,-19606.2297502475,1531.38264
"12241","Southern","Fixed",0.45,354,0.025,21,8.2,189.38264,0.5,680,-20948.2297502475,189.38264
"12242","Southern","Fixed",0.45,354,0.025,22,8.2,869.38264,0.5,680,-20268.2297502475,869.38264
"12243","Southern","Fixed",0.45,354,0.025,23,8.2,1549.38264,0.5,680,-19588.2297502475,1549.38264
"12244","Southern","Tracking",0.45,354,0.025,17,4.6,697.382639999998,0.7,952,-12524.7800714859,697.382639999998
"12245","Southern","Tracking",0.45,354,0.025,18,4.6,1649.38264,0.7,952,-11572.7800714859,1649.38264
"12246","Southern","Tracking",0.45,354,0.025,19,4.6,715.38264,0.6,816,-12506.7800714859,715.38264
"12247","Southern","Tracking",0.45,354,0.025,20,4.6,1531.38264,0.6,816,-11690.7800714859,1531.38264
"12248","Southern","Tracking",0.45,354,0.025,21,4.6,189.38264,0.5,680,-13032.7800714859,189.38264
"12249","Southern","Tracking",0.45,354,0.025,22,4.6,869.38264,0.5,680,-12352.7800714859,869.38264
"12250","Southern","Tracking",0.45,354,0.025,23,4.6,1549.38264,0.5,680,-11672.7800714859,1549.38264
"12251","Southern","Tracking",0.45,354,0.025,17,6.4,697.382639999998,0.7,952,-14626.0453980224,697.382639999998
"12252","Southern","Tracking",0.45,354,0.025,18,6.4,1649.38264,0.7,952,-13674.0453980224,1649.38264
"12253","Southern","Tracking",0.45,354,0.025,19,6.4,715.38264,0.6,816,-14608.0453980224,715.38264
"12254","Southern","Tracking",0.45,354,0.025,20,6.4,1531.38264,0.6,816,-13792.0453980224,1531.38264
"12255","Southern","Tracking",0.45,354,0.025,21,6.4,189.38264,0.5,680,-15134.0453980224,189.38264
"12256","Southern","Tracking",0.45,354,0.025,22,6.4,869.38264,0.5,680,-14454.0453980224,869.38264
"12257","Southern","Tracking",0.45,354,0.025,23,6.4,1549.38264,0.5,680,-13774.0453980224,1549.38264
"12258","Southern","Tracking",0.45,354,0.025,17,8.2,697.382639999998,0.7,952,-16727.3107245589,697.382639999996
"12259","Southern","Tracking",0.45,354,0.025,18,8.2,1649.38264,0.7,952,-15775.3107245589,1649.38264
"12260","Southern","Tracking",0.45,354,0.025,19,8.2,715.38264,0.6,816,-16709.3107245589,715.38264
"12261","Southern","Tracking",0.45,354,0.025,20,8.2,1531.38264,0.6,816,-15893.3107245589,1531.38264
"12262","Southern","Tracking",0.45,354,0.025,21,8.2,189.38264,0.5,680,-17235.3107245589,189.38264
"12263","Southern","Tracking",0.45,354,0.025,22,8.2,869.38264,0.5,680,-16555.3107245589,869.38264
"12264","Southern","Tracking",0.45,354,0.025,23,8.2,1549.38264,0.5,680,-15875.3107245589,1549.38264
"12265","Black Belt","Fixed",0.5,413,0.025,17,4.6,697.382639999998,0.7,952,-14447.0378225103,697.382639999998
"12266","Black Belt","Fixed",0.5,413,0.025,18,4.6,1649.38264,0.7,952,-13495.0378225103,1649.38264
"12267","Black Belt","Fixed",0.5,413,0.025,19,4.6,715.38264,0.6,816,-14429.0378225103,715.38264
"12268","Black Belt","Fixed",0.5,413,0.025,20,4.6,1531.38264,0.6,816,-13613.0378225103,1531.38264
"12269","Black Belt","Fixed",0.5,413,0.025,21,4.6,189.38264,0.5,680,-14955.0378225103,189.38264
"12270","Black Belt","Fixed",0.5,413,0.025,22,4.6,869.38264,0.5,680,-14275.0378225103,869.38264
"12271","Black Belt","Fixed",0.5,413,0.025,23,4.6,1549.38264,0.5,680,-13595.0378225103,1549.38264
"12272","Black Belt","Fixed",0.5,413,0.025,17,6.4,697.382639999998,0.7,952,-17787.9877074753,697.382639999996
"12273","Black Belt","Fixed",0.5,413,0.025,18,6.4,1649.38264,0.7,952,-16835.9877074753,1649.38264
"12274","Black Belt","Fixed",0.5,413,0.025,19,6.4,715.38264,0.6,816,-17769.9877074753,715.38264
"12275","Black Belt","Fixed",0.5,413,0.025,20,6.4,1531.38264,0.6,816,-16953.9877074753,1531.38264
"12276","Black Belt","Fixed",0.5,413,0.025,21,6.4,189.38264,0.5,680,-18295.9877074753,189.38264
"12277","Black Belt","Fixed",0.5,413,0.025,22,6.4,869.38264,0.5,680,-17615.9877074753,869.38264
"12278","Black Belt","Fixed",0.5,413,0.025,23,6.4,1549.38264,0.5,680,-16935.9877074753,1549.38264
"12279","Black Belt","Fixed",0.5,413,0.025,17,8.2,697.382639999998,0.7,952,-24035.9978819554,697.38264
"12280","Black Belt","Fixed",0.5,413,0.025,18,8.2,1649.38264,0.7,952,-23083.9978819554,1649.38264
"12281","Black Belt","Fixed",0.5,413,0.025,19,8.2,715.38264,0.6,816,-24017.9978819554,715.38264
"12282","Black Belt","Fixed",0.5,413,0.025,20,8.2,1531.38264,0.6,816,-23201.9978819554,1531.38264
"12283","Black Belt","Fixed",0.5,413,0.025,21,8.2,189.38264,0.5,680,-24543.9978819554,189.38264
"12284","Black Belt","Fixed",0.5,413,0.025,22,8.2,869.38264,0.5,680,-23863.9978819554,869.38264
"12285","Black Belt","Fixed",0.5,413,0.025,23,8.2,1549.38264,0.5,680,-23183.9978819554,1549.38264
"12286","Black Belt","Tracking",0.5,413,0.025,17,4.6,697.382639999998,0.7,952,-14868.3249234003,697.382639999998
"12287","Black Belt","Tracking",0.5,413,0.025,18,4.6,1649.38264,0.7,952,-13916.3249234003,1649.38264
"12288","Black Belt","Tracking",0.5,413,0.025,19,4.6,715.38264,0.6,816,-14850.3249234003,715.38264
"12289","Black Belt","Tracking",0.5,413,0.025,20,4.6,1531.38264,0.6,816,-14034.3249234003,1531.38264
"12290","Black Belt","Tracking",0.5,413,0.025,21,4.6,189.38264,0.5,680,-15376.3249234003,189.38264
"12291","Black Belt","Tracking",0.5,413,0.025,22,4.6,869.38264,0.5,680,-14696.3249234003,869.38264
"12292","Black Belt","Tracking",0.5,413,0.025,23,4.6,1549.38264,0.5,680,-14016.3249234003,1549.38264
"12293","Black Belt","Tracking",0.5,413,0.025,17,6.4,697.382639999998,0.7,952,-17319.8011376928,697.382639999996
"12294","Black Belt","Tracking",0.5,413,0.025,18,6.4,1649.38264,0.7,952,-16367.8011376928,1649.38264
"12295","Black Belt","Tracking",0.5,413,0.025,19,6.4,715.38264,0.6,816,-17301.8011376928,715.38264
"12296","Black Belt","Tracking",0.5,413,0.025,20,6.4,1531.38264,0.6,816,-16485.8011376928,1531.38264
"12297","Black Belt","Tracking",0.5,413,0.025,21,6.4,189.38264,0.5,680,-17827.8011376928,189.38264
"12298","Black Belt","Tracking",0.5,413,0.025,22,6.4,869.38264,0.5,680,-17147.8011376928,869.38264
"12299","Black Belt","Tracking",0.5,413,0.025,23,6.4,1549.38264,0.5,680,-16467.8011376928,1549.38264
"12300","Black Belt","Tracking",0.5,413,0.025,17,8.2,697.382639999998,0.7,952,-19771.2773519853,697.382639999996
"12301","Black Belt","Tracking",0.5,413,0.025,18,8.2,1649.38264,0.7,952,-18819.2773519853,1649.38264
"12302","Black Belt","Tracking",0.5,413,0.025,19,8.2,715.38264,0.6,816,-19753.2773519853,715.38264
"12303","Black Belt","Tracking",0.5,413,0.025,20,8.2,1531.38264,0.6,816,-18937.2773519853,1531.38264
"12304","Black Belt","Tracking",0.5,413,0.025,21,8.2,189.38264,0.5,680,-20279.2773519853,189.38264
"12305","Black Belt","Tracking",0.5,413,0.025,22,8.2,869.38264,0.5,680,-19599.2773519853,869.38264
"12306","Black Belt","Tracking",0.5,413,0.025,23,8.2,1549.38264,0.5,680,-18919.2773519853,1549.38264
"12307","Central","Fixed",0.5,413,0.025,17,4.6,697.382639999998,0.7,952,-14647.2554225103,697.382639999998
"12308","Central","Fixed",0.5,413,0.025,18,4.6,1649.38264,0.7,952,-13695.2554225103,1649.38264
"12309","Central","Fixed",0.5,413,0.025,19,4.6,715.38264,0.6,816,-14629.2554225103,715.38264
"12310","Central","Fixed",0.5,413,0.025,20,4.6,1531.38264,0.6,816,-13813.2554225103,1531.38264
"12311","Central","Fixed",0.5,413,0.025,21,4.6,189.38264,0.5,680,-15155.2554225103,189.38264
"12312","Central","Fixed",0.5,413,0.025,22,4.6,869.38264,0.5,680,-14475.2554225103,869.38264
"12313","Central","Fixed",0.5,413,0.025,23,4.6,1549.38264,0.5,680,-13795.2554225103,1549.38264
"12314","Central","Fixed",0.5,413,0.025,17,6.4,697.382639999998,0.7,952,-17988.2053074753,697.38264
"12315","Central","Fixed",0.5,413,0.025,18,6.4,1649.38264,0.7,952,-17036.2053074753,1649.38264
"12316","Central","Fixed",0.5,413,0.025,19,6.4,715.38264,0.6,816,-17970.2053074753,715.38264
"12317","Central","Fixed",0.5,413,0.025,20,6.4,1531.38264,0.6,816,-17154.2053074753,1531.38264
"12318","Central","Fixed",0.5,413,0.025,21,6.4,189.38264,0.5,680,-18496.2053074753,189.38264
"12319","Central","Fixed",0.5,413,0.025,22,6.4,869.38264,0.5,680,-17816.2053074753,869.38264
"12320","Central","Fixed",0.5,413,0.025,23,6.4,1549.38264,0.5,680,-17136.2053074753,1549.38264
"12321","Central","Fixed",0.5,413,0.025,17,8.2,697.382639999998,0.7,952,-24236.2154819554,697.382639999996
"12322","Central","Fixed",0.5,413,0.025,18,8.2,1649.38264,0.7,952,-23284.2154819554,1649.38264
"12323","Central","Fixed",0.5,413,0.025,19,8.2,715.38264,0.6,816,-24218.2154819554,715.38264
"12324","Central","Fixed",0.5,413,0.025,20,8.2,1531.38264,0.6,816,-23402.2154819554,1531.38264
"12325","Central","Fixed",0.5,413,0.025,21,8.2,189.38264,0.5,680,-24744.2154819554,189.38264
"12326","Central","Fixed",0.5,413,0.025,22,8.2,869.38264,0.5,680,-24064.2154819554,869.38264
"12327","Central","Fixed",0.5,413,0.025,23,8.2,1549.38264,0.5,680,-23384.2154819554,1549.38264
"12328","Central","Tracking",0.5,413,0.025,17,4.6,697.382639999998,0.7,952,-15094.7705234003,697.382639999998
"12329","Central","Tracking",0.5,413,0.025,18,4.6,1649.38264,0.7,952,-14142.7705234003,1649.38264
"12330","Central","Tracking",0.5,413,0.025,19,4.6,715.38264,0.6,816,-15076.7705234003,715.38264
"12331","Central","Tracking",0.5,413,0.025,20,4.6,1531.38264,0.6,816,-14260.7705234003,1531.38264
"12332","Central","Tracking",0.5,413,0.025,21,4.6,189.38264,0.5,680,-15602.7705234003,189.38264
"12333","Central","Tracking",0.5,413,0.025,22,4.6,869.38264,0.5,680,-14922.7705234003,869.38264
"12334","Central","Tracking",0.5,413,0.025,23,4.6,1549.38264,0.5,680,-14242.7705234003,1549.38264
"12335","Central","Tracking",0.5,413,0.025,17,6.4,697.382639999998,0.7,952,-17546.2467376928,697.382639999996
"12336","Central","Tracking",0.5,413,0.025,18,6.4,1649.38264,0.7,952,-16594.2467376928,1649.38264
"12337","Central","Tracking",0.5,413,0.025,19,6.4,715.38264,0.6,816,-17528.2467376928,715.38264
"12338","Central","Tracking",0.5,413,0.025,20,6.4,1531.38264,0.6,816,-16712.2467376928,1531.38264
"12339","Central","Tracking",0.5,413,0.025,21,6.4,189.38264,0.5,680,-18054.2467376928,189.38264
"12340","Central","Tracking",0.5,413,0.025,22,6.4,869.38264,0.5,680,-17374.2467376928,869.38264
"12341","Central","Tracking",0.5,413,0.025,23,6.4,1549.38264,0.5,680,-16694.2467376928,1549.38264
"12342","Central","Tracking",0.5,413,0.025,17,8.2,697.382639999998,0.7,952,-19997.7229519853,697.382639999996
"12343","Central","Tracking",0.5,413,0.025,18,8.2,1649.38264,0.7,952,-19045.7229519853,1649.38264
"12344","Central","Tracking",0.5,413,0.025,19,8.2,715.38264,0.6,816,-19979.7229519853,715.38264
"12345","Central","Tracking",0.5,413,0.025,20,8.2,1531.38264,0.6,816,-19163.7229519853,1531.38264
"12346","Central","Tracking",0.5,413,0.025,21,8.2,189.38264,0.5,680,-20505.7229519853,189.38264
"12347","Central","Tracking",0.5,413,0.025,22,8.2,869.38264,0.5,680,-19825.7229519853,869.38264
"12348","Central","Tracking",0.5,413,0.025,23,8.2,1549.38264,0.5,680,-19145.7229519853,1549.38264
"12349","Northern","Fixed",0.5,413,0.025,17,4.6,697.382639999998,0.7,952,-14954.0598225103,697.382639999998
"12350","Northern","Fixed",0.5,413,0.025,18,4.6,1649.38264,0.7,952,-14002.0598225103,1649.38264
"12351","Northern","Fixed",0.5,413,0.025,19,4.6,715.38264,0.6,816,-14936.0598225103,715.38264
"12352","Northern","Fixed",0.5,413,0.025,20,4.6,1531.38264,0.6,816,-14120.0598225103,1531.38264
"12353","Northern","Fixed",0.5,413,0.025,21,4.6,189.38264,0.5,680,-15462.0598225103,189.38264
"12354","Northern","Fixed",0.5,413,0.025,22,4.6,869.38264,0.5,680,-14782.0598225103,869.38264
"12355","Northern","Fixed",0.5,413,0.025,23,4.6,1549.38264,0.5,680,-14102.0598225103,1549.38264
"12356","Northern","Fixed",0.5,413,0.025,17,6.4,697.382639999998,0.7,952,-18295.0097074753,697.38264
"12357","Northern","Fixed",0.5,413,0.025,18,6.4,1649.38264,0.7,952,-17343.0097074753,1649.38264
"12358","Northern","Fixed",0.5,413,0.025,19,6.4,715.38264,0.6,816,-18277.0097074753,715.38264
"12359","Northern","Fixed",0.5,413,0.025,20,6.4,1531.38264,0.6,816,-17461.0097074753,1531.38264
"12360","Northern","Fixed",0.5,413,0.025,21,6.4,189.38264,0.5,680,-18803.0097074753,189.38264
"12361","Northern","Fixed",0.5,413,0.025,22,6.4,869.38264,0.5,680,-18123.0097074753,869.38264
"12362","Northern","Fixed",0.5,413,0.025,23,6.4,1549.38264,0.5,680,-17443.0097074753,1549.38264
"12363","Northern","Fixed",0.5,413,0.025,17,8.2,697.382639999998,0.7,952,-24543.0198819554,697.382639999996
"12364","Northern","Fixed",0.5,413,0.025,18,8.2,1649.38264,0.7,952,-23591.0198819554,1649.38264
"12365","Northern","Fixed",0.5,413,0.025,19,8.2,715.38264,0.6,816,-24525.0198819554,715.38264
"12366","Northern","Fixed",0.5,413,0.025,20,8.2,1531.38264,0.6,816,-23709.0198819554,1531.38264
"12367","Northern","Fixed",0.5,413,0.025,21,8.2,189.38264,0.5,680,-25051.0198819554,189.38264
"12368","Northern","Fixed",0.5,413,0.025,22,8.2,869.38264,0.5,680,-24371.0198819554,869.38264
"12369","Northern","Fixed",0.5,413,0.025,23,8.2,1549.38264,0.5,680,-23691.0198819554,1549.38264
"12370","Northern","Tracking",0.5,413,0.025,17,4.6,697.382639999998,0.7,952,-15554.1397234003,697.382639999998
"12371","Northern","Tracking",0.5,413,0.025,18,4.6,1649.38264,0.7,952,-14602.1397234003,1649.38264
"12372","Northern","Tracking",0.5,413,0.025,19,4.6,715.38264,0.6,816,-15536.1397234003,715.38264
"12373","Northern","Tracking",0.5,413,0.025,20,4.6,1531.38264,0.6,816,-14720.1397234003,1531.38264
"12374","Northern","Tracking",0.5,413,0.025,21,4.6,189.38264,0.5,680,-16062.1397234003,189.38264
"12375","Northern","Tracking",0.5,413,0.025,22,4.6,869.38264,0.5,680,-15382.1397234003,869.38264
"12376","Northern","Tracking",0.5,413,0.025,23,4.6,1549.38264,0.5,680,-14702.1397234003,1549.38264
"12377","Northern","Tracking",0.5,413,0.025,17,6.4,697.382639999998,0.7,952,-18005.6159376928,697.382639999996
"12378","Northern","Tracking",0.5,413,0.025,18,6.4,1649.38264,0.7,952,-17053.6159376928,1649.38264
"12379","Northern","Tracking",0.5,413,0.025,19,6.4,715.38264,0.6,816,-17987.6159376928,715.38264
"12380","Northern","Tracking",0.5,413,0.025,20,6.4,1531.38264,0.6,816,-17171.6159376928,1531.38264
"12381","Northern","Tracking",0.5,413,0.025,21,6.4,189.38264,0.5,680,-18513.6159376928,189.38264
"12382","Northern","Tracking",0.5,413,0.025,22,6.4,869.38264,0.5,680,-17833.6159376928,869.38264
"12383","Northern","Tracking",0.5,413,0.025,23,6.4,1549.38264,0.5,680,-17153.6159376928,1549.38264
"12384","Northern","Tracking",0.5,413,0.025,17,8.2,697.382639999998,0.7,952,-20457.0921519853,697.38264
"12385","Northern","Tracking",0.5,413,0.025,18,8.2,1649.38264,0.7,952,-19505.0921519853,1649.38264
"12386","Northern","Tracking",0.5,413,0.025,19,8.2,715.38264,0.6,816,-20439.0921519853,715.38264
"12387","Northern","Tracking",0.5,413,0.025,20,8.2,1531.38264,0.6,816,-19623.0921519853,1531.38264
"12388","Northern","Tracking",0.5,413,0.025,21,8.2,189.38264,0.5,680,-20965.0921519853,189.38264
"12389","Northern","Tracking",0.5,413,0.025,22,8.2,869.38264,0.5,680,-20285.0921519853,869.38264
"12390","Northern","Tracking",0.5,413,0.025,23,8.2,1549.38264,0.5,680,-19605.0921519853,1549.38264
"12391","Southern","Fixed",0.5,413,0.025,17,4.6,697.382639999998,0.7,952,-14374.1682225103,697.382639999998
"12392","Southern","Fixed",0.5,413,0.025,18,4.6,1649.38264,0.7,952,-13422.1682225103,1649.38264
"12393","Southern","Fixed",0.5,413,0.025,19,4.6,715.38264,0.6,816,-14356.1682225103,715.38264
"12394","Southern","Fixed",0.5,413,0.025,20,4.6,1531.38264,0.6,816,-13540.1682225103,1531.38264
"12395","Southern","Fixed",0.5,413,0.025,21,4.6,189.38264,0.5,680,-14882.1682225103,189.38264
"12396","Southern","Fixed",0.5,413,0.025,22,4.6,869.38264,0.5,680,-14202.1682225103,869.38264
"12397","Southern","Fixed",0.5,413,0.025,23,4.6,1549.38264,0.5,680,-13522.1682225103,1549.38264
"12398","Southern","Fixed",0.5,413,0.025,17,6.4,697.382639999998,0.7,952,-17715.1181074753,697.38264
"12399","Southern","Fixed",0.5,413,0.025,18,6.4,1649.38264,0.7,952,-16763.1181074753,1649.38264
"12400","Southern","Fixed",0.5,413,0.025,19,6.4,715.38264,0.6,816,-17697.1181074753,715.38264
"12401","Southern","Fixed",0.5,413,0.025,20,6.4,1531.38264,0.6,816,-16881.1181074753,1531.38264
"12402","Southern","Fixed",0.5,413,0.025,21,6.4,189.38264,0.5,680,-18223.1181074753,189.38264
"12403","Southern","Fixed",0.5,413,0.025,22,6.4,869.38264,0.5,680,-17543.1181074753,869.38264
"12404","Southern","Fixed",0.5,413,0.025,23,6.4,1549.38264,0.5,680,-16863.1181074753,1549.38264
"12405","Southern","Fixed",0.5,413,0.025,17,8.2,697.382639999998,0.7,952,-23963.1282819554,697.382639999996
"12406","Southern","Fixed",0.5,413,0.025,18,8.2,1649.38264,0.7,952,-23011.1282819554,1649.38264
"12407","Southern","Fixed",0.5,413,0.025,19,8.2,715.38264,0.6,816,-23945.1282819554,715.38264
"12408","Southern","Fixed",0.5,413,0.025,20,8.2,1531.38264,0.6,816,-23129.1282819554,1531.38264
"12409","Southern","Fixed",0.5,413,0.025,21,8.2,189.38264,0.5,680,-24471.1282819554,189.38264
"12410","Southern","Fixed",0.5,413,0.025,22,8.2,869.38264,0.5,680,-23791.1282819554,869.38264
"12411","Southern","Fixed",0.5,413,0.025,23,8.2,1549.38264,0.5,680,-23111.1282819554,1549.38264
"12412","Southern","Tracking",0.5,413,0.025,17,4.6,697.382639999998,0.7,952,-14728.5265234003,697.382639999998
"12413","Southern","Tracking",0.5,413,0.025,18,4.6,1649.38264,0.7,952,-13776.5265234003,1649.38264
"12414","Southern","Tracking",0.5,413,0.025,19,4.6,715.38264,0.6,816,-14710.5265234003,715.38264
"12415","Southern","Tracking",0.5,413,0.025,20,4.6,1531.38264,0.6,816,-13894.5265234003,1531.38264
"12416","Southern","Tracking",0.5,413,0.025,21,4.6,189.38264,0.5,680,-15236.5265234003,189.38264
"12417","Southern","Tracking",0.5,413,0.025,22,4.6,869.38264,0.5,680,-14556.5265234003,869.38264
"12418","Southern","Tracking",0.5,413,0.025,23,4.6,1549.38264,0.5,680,-13876.5265234003,1549.38264
"12419","Southern","Tracking",0.5,413,0.025,17,6.4,697.382639999998,0.7,952,-17180.0027376928,697.382639999996
"12420","Southern","Tracking",0.5,413,0.025,18,6.4,1649.38264,0.7,952,-16228.0027376928,1649.38264
"12421","Southern","Tracking",0.5,413,0.025,19,6.4,715.38264,0.6,816,-17162.0027376928,715.38264
"12422","Southern","Tracking",0.5,413,0.025,20,6.4,1531.38264,0.6,816,-16346.0027376928,1531.38264
"12423","Southern","Tracking",0.5,413,0.025,21,6.4,189.38264,0.5,680,-17688.0027376928,189.38264
"12424","Southern","Tracking",0.5,413,0.025,22,6.4,869.38264,0.5,680,-17008.0027376928,869.38264
"12425","Southern","Tracking",0.5,413,0.025,23,6.4,1549.38264,0.5,680,-16328.0027376928,1549.38264
"12426","Southern","Tracking",0.5,413,0.025,17,8.2,697.382639999998,0.7,952,-19631.4789519853,697.38264
"12427","Southern","Tracking",0.5,413,0.025,18,8.2,1649.38264,0.7,952,-18679.4789519853,1649.38264
"12428","Southern","Tracking",0.5,413,0.025,19,8.2,715.38264,0.6,816,-19613.4789519853,715.38264
"12429","Southern","Tracking",0.5,413,0.025,20,8.2,1531.38264,0.6,816,-18797.4789519853,1531.38264
"12430","Southern","Tracking",0.5,413,0.025,21,8.2,189.38264,0.5,680,-20139.4789519853,189.38264
"12431","Southern","Tracking",0.5,413,0.025,22,8.2,869.38264,0.5,680,-19459.4789519853,869.38264
"12432","Southern","Tracking",0.5,413,0.025,23,8.2,1549.38264,0.5,680,-18779.4789519853,1549.38264
"12433","Black Belt","Fixed",0.55,472,0.025,17,4.6,697.382639999998,0.7,952,-16610.4813171546,697.382639999996
"12434","Black Belt","Fixed",0.55,472,0.025,18,4.6,1649.38264,0.7,952,-15658.4813171546,1649.38264
"12435","Black Belt","Fixed",0.55,472,0.025,19,4.6,715.38264,0.6,816,-16592.4813171546,715.38264
"12436","Black Belt","Fixed",0.55,472,0.025,20,4.6,1531.38264,0.6,816,-15776.4813171546,1531.38264
"12437","Black Belt","Fixed",0.55,472,0.025,21,4.6,189.38264,0.5,680,-17118.4813171546,189.38264
"12438","Black Belt","Fixed",0.55,472,0.025,22,4.6,869.38264,0.5,680,-16438.4813171546,869.38264
"12439","Black Belt","Fixed",0.55,472,0.025,23,4.6,1549.38264,0.5,680,-15758.4813171546,1549.38264
"12440","Black Belt","Fixed",0.55,472,0.025,17,6.4,697.382639999998,0.7,952,-20428.7097571146,697.382639999996
"12441","Black Belt","Fixed",0.55,472,0.025,18,6.4,1649.38264,0.7,952,-19476.7097571146,1649.38264
"12442","Black Belt","Fixed",0.55,472,0.025,19,6.4,715.38264,0.6,816,-20410.7097571146,715.38264
"12443","Black Belt","Fixed",0.55,472,0.025,20,6.4,1531.38264,0.6,816,-19594.7097571146,1531.38264
"12444","Black Belt","Fixed",0.55,472,0.025,21,6.4,189.38264,0.5,680,-20936.7097571146,189.38264
"12445","Black Belt","Fixed",0.55,472,0.025,22,6.4,869.38264,0.5,680,-20256.7097571146,869.38264
"12446","Black Belt","Fixed",0.55,472,0.025,23,6.4,1549.38264,0.5,680,-19576.7097571146,1549.38264
"12447","Black Belt","Fixed",0.55,472,0.025,17,8.2,697.382639999998,0.7,952,-27569.2928136633,697.382639999996
"12448","Black Belt","Fixed",0.55,472,0.025,18,8.2,1649.38264,0.7,952,-26617.2928136633,1649.38264
"12449","Black Belt","Fixed",0.55,472,0.025,19,8.2,715.38264,0.6,816,-27551.2928136633,715.38264
