"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","tav_profit","tavp_wocp"
"8535","Central","Fixed",0.5,413,0.04,20,4.6,25795.38264,1.8,2448,11452.557370426,1833.17473042596
"8536","Central","Fixed",0.5,413,0.04,21,4.6,26085.38264,1.7,2312,11742.557370426,763.174730425957
"8537","Central","Fixed",0.5,413,0.04,22,4.6,28397.38264,1.7,2312,14054.557370426,1715.17473042596
"8538","Central","Fixed",0.5,413,0.04,23,4.6,28279.38264,1.6,2176,13936.557370426,237.174730425957
"8539","Central","Fixed",0.5,413,0.04,19,6.4,27119.38264,2,2720,8677.50501528538,418.122375285377
"8540","Central","Fixed",0.5,413,0.04,20,6.4,29839.38264,2,2720,11397.5050152854,1778.12237528538
"8541","Central","Fixed",0.5,413,0.04,21,6.4,30401.38264,1.9,2584,11959.5050152854,980.122375285377
"8542","Central","Fixed",0.5,413,0.04,22,6.4,32985.38264,1.9,2584,14543.5050152854,2204.12237528537
"8543","Central","Fixed",0.5,413,0.04,23,6.4,33139.38264,1.8,2448,14697.5050152854,998.122375285373
"8544","Central","Tracking",0.5,413,0.04,17,4.6,21679.38264,2,2720,6840.99063125837,1301.60799125837
"8545","Central","Tracking",0.5,413,0.04,18,4.6,22649.38264,1.9,2584,7810.99063125837,911.60799125837
"8546","Central","Tracking",0.5,413,0.04,19,4.6,23347.38264,1.8,2448,8508.99063125837,249.60799125837
"8547","Central","Tracking",0.5,413,0.04,20,4.6,25795.38264,1.8,2448,10956.9906312584,1337.60799125837
"8548","Central","Tracking",0.5,413,0.04,21,4.6,26085.38264,1.7,2312,11246.9906312584,267.60799125837
"8549","Central","Tracking",0.5,413,0.04,22,4.6,28397.38264,1.7,2312,13558.9906312584,1219.60799125837
"8550","Central","Tracking",0.5,413,0.04,23,4.6,30709.38264,1.7,2312,15870.9906312584,2171.60799125837
"8551","Central","Tracking",0.5,413,0.04,19,6.4,27119.38264,2,2720,9273.24442261625,1013.86178261625
"8552","Central","Tracking",0.5,413,0.04,20,6.4,27817.38264,1.9,2584,9971.24442261625,351.861782616252
"8553","Central","Tracking",0.5,413,0.04,21,6.4,30401.38264,1.9,2584,12555.2444226163,1575.86178261625
"8554","Central","Tracking",0.5,413,0.04,22,6.4,30691.38264,1.8,2448,12845.2444226163,505.861782616252
"8555","Central","Tracking",0.5,413,0.04,23,6.4,33139.38264,1.8,2448,15293.2444226162,1593.86178261625
"8556","Central","Tracking",0.5,413,0.04,21,8.2,32559.38264,2,2720,11705.4982139741,726.115573974126
"8557","Central","Tracking",0.5,413,0.04,22,8.2,35279.38264,2,2720,14425.4982139741,2086.11557397412
"8558","Central","Tracking",0.5,413,0.04,23,8.2,35569.38264,1.9,2584,14715.4982139741,1016.11557397412
"8559","Northern","Fixed",0.5,413,0.04,17,4.6,21679.38264,2,2720,6948.19737042596,1408.81473042596
"8560","Northern","Fixed",0.5,413,0.04,18,4.6,22649.38264,1.9,2584,7918.19737042596,1018.81473042596
"8561","Northern","Fixed",0.5,413,0.04,19,4.6,23347.38264,1.8,2448,8616.19737042596,356.814730425958
"8562","Northern","Fixed",0.5,413,0.04,20,4.6,25795.38264,1.8,2448,11064.197370426,1444.81473042596
"8563","Northern","Fixed",0.5,413,0.04,21,4.6,26085.38264,1.7,2312,11354.197370426,374.814730425958
"8564","Northern","Fixed",0.5,413,0.04,22,4.6,28397.38264,1.7,2312,13666.197370426,1326.81473042596
"8565","Northern","Fixed",0.5,413,0.04,23,4.6,30709.38264,1.7,2312,15978.197370426,2278.81473042596
"8566","Northern","Fixed",0.5,413,0.04,19,6.4,27119.38264,2,2720,8289.14501528538,29.762375285376
"8567","Northern","Fixed",0.5,413,0.04,20,6.4,29839.38264,2,2720,11009.1450152854,1389.76237528538
"8568","Northern","Fixed",0.5,413,0.04,21,6.4,30401.38264,1.9,2584,11571.1450152854,591.762375285376
"8569","Northern","Fixed",0.5,413,0.04,22,6.4,32985.38264,1.9,2584,14155.1450152854,1815.76237528537
"8570","Northern","Fixed",0.5,413,0.04,23,6.4,33139.38264,1.8,2448,14309.1450152854,609.762375285372
"8571","Northern","Tracking",0.5,413,0.04,17,4.6,21679.38264,2,2720,6259.51063125837,720.12799125837
"8572","Northern","Tracking",0.5,413,0.04,18,4.6,22649.38264,1.9,2584,7229.51063125837,330.12799125837
"8573","Northern","Tracking",0.5,413,0.04,19,4.6,25233.38264,1.9,2584,9813.51063125837,1554.12799125837
"8574","Northern","Tracking",0.5,413,0.04,20,4.6,25795.38264,1.8,2448,10375.5106312584,756.12799125837
"8575","Northern","Tracking",0.5,413,0.04,21,4.6,28243.38264,1.8,2448,12823.5106312584,1844.12799125837
"8576","Northern","Tracking",0.5,413,0.04,22,4.6,28397.38264,1.7,2312,12977.5106312584,638.12799125837
"8577","Northern","Tracking",0.5,413,0.04,23,4.6,30709.38264,1.7,2312,15289.5106312584,1590.12799125837
"8578","Northern","Tracking",0.5,413,0.04,19,6.4,27119.38264,2,2720,8691.76442261625,432.381782616252
"8579","Northern","Tracking",0.5,413,0.04,20,6.4,29839.38264,2,2720,11411.7644226163,1792.38178261625
"8580","Northern","Tracking",0.5,413,0.04,21,6.4,30401.38264,1.9,2584,11973.7644226163,994.381782616252
"8581","Northern","Tracking",0.5,413,0.04,22,6.4,32985.38264,1.9,2584,14557.7644226162,2218.38178261625
"8582","Northern","Tracking",0.5,413,0.04,23,6.4,33139.38264,1.8,2448,14711.7644226162,1012.38178261625
"8583","Northern","Tracking",0.5,413,0.04,21,8.2,32559.38264,2,2720,11124.0182139741,144.635573974127
"8584","Northern","Tracking",0.5,413,0.04,22,8.2,35279.38264,2,2720,13844.0182139741,1504.63557397412
"8585","Northern","Tracking",0.5,413,0.04,23,8.2,35569.38264,1.9,2584,14134.0182139741,434.635573974123
"8586","Southern","Fixed",0.5,413,0.04,17,4.6,20065.38264,1.9,2584,6068.23737042596,528.854730425957
"8587","Southern","Fixed",0.5,413,0.04,18,4.6,20899.38264,1.8,2448,6902.23737042596,2.85473042595731
"8588","Southern","Fixed",0.5,413,0.04,19,4.6,23347.38264,1.8,2448,9350.23737042596,1090.85473042596
"8589","Southern","Fixed",0.5,413,0.04,20,4.6,23773.38264,1.7,2312,9776.23737042596,156.854730425957
"8590","Southern","Fixed",0.5,413,0.04,21,4.6,26085.38264,1.7,2312,12088.237370426,1108.85473042596
"8591","Southern","Fixed",0.5,413,0.04,22,4.6,28397.38264,1.7,2312,14400.237370426,2060.85473042596
"8592","Southern","Fixed",0.5,413,0.04,23,4.6,28279.38264,1.6,2176,14282.237370426,582.854730425957
"8593","Southern","Fixed",0.5,413,0.04,19,6.4,27119.38264,2,2720,9023.18501528538,763.802375285377
"8594","Southern","Fixed",0.5,413,0.04,20,6.4,27817.38264,1.9,2584,9721.18501528538,101.802375285377
"8595","Southern","Fixed",0.5,413,0.04,21,6.4,30401.38264,1.9,2584,12305.1850152854,1325.80237528538
"8596","Southern","Fixed",0.5,413,0.04,22,6.4,30691.38264,1.8,2448,12595.1850152854,255.802375285377
"8597","Southern","Fixed",0.5,413,0.04,23,6.4,33139.38264,1.8,2448,15043.1850152854,1343.80237528537
"8598","Southern","Tracking",0.5,413,0.04,17,4.6,20065.38264,1.9,2584,5690.59063125837,151.20799125837
"8599","Southern","Tracking",0.5,413,0.04,18,4.6,22649.38264,1.9,2584,8274.59063125837,1375.20799125837
"8600","Southern","Tracking",0.5,413,0.04,19,4.6,23347.38264,1.8,2448,8972.59063125837,713.20799125837
"8601","Southern","Tracking",0.5,413,0.04,20,4.6,25795.38264,1.8,2448,11420.5906312584,1801.20799125837
"8602","Southern","Tracking",0.5,413,0.04,21,4.6,26085.38264,1.7,2312,11710.5906312584,731.20799125837
"8603","Southern","Tracking",0.5,413,0.04,22,4.6,28397.38264,1.7,2312,14022.5906312584,1683.20799125837
"8604","Southern","Tracking",0.5,413,0.04,23,4.6,28279.38264,1.6,2176,13904.5906312584,205.20799125837
"8605","Southern","Tracking",0.5,413,0.04,18,6.4,24399.38264,2,2720,7016.84442261625,117.46178261625
"8606","Southern","Tracking",0.5,413,0.04,19,6.4,27119.38264,2,2720,9736.84442261625,1477.46178261625
"8607","Southern","Tracking",0.5,413,0.04,20,6.4,27817.38264,1.9,2584,10434.8444226163,815.46178261625
"8608","Southern","Tracking",0.5,413,0.04,21,6.4,30401.38264,1.9,2584,13018.8444226163,2039.46178261625
"8609","Southern","Tracking",0.5,413,0.04,22,6.4,30691.38264,1.8,2448,13308.8444226163,969.46178261625
"8610","Southern","Tracking",0.5,413,0.04,23,6.4,33139.38264,1.8,2448,15756.8444226162,2057.46178261625
"8611","Southern","Tracking",0.5,413,0.04,21,8.2,32559.38264,2,2720,12169.0982139741,1189.71557397413
"8612","Southern","Tracking",0.5,413,0.04,22,8.2,32985.38264,1.9,2584,12595.0982139741,255.715573974125
"8613","Southern","Tracking",0.5,413,0.04,23,8.2,35569.38264,1.9,2584,15179.0982139741,1479.71557397412
"8614","Black Belt","Fixed",0.55,472,0.04,17,4.6,21679.38264,2,2720,5577.28518905824,37.9025490582408
"8615","Black Belt","Fixed",0.55,472,0.04,18,4.6,24399.38264,2,2720,8297.28518905824,1397.90254905824
"8616","Black Belt","Fixed",0.55,472,0.04,19,4.6,25233.38264,1.9,2584,9131.28518905824,871.902549058241
"8617","Black Belt","Fixed",0.55,472,0.04,20,4.6,25795.38264,1.8,2448,9693.28518905824,73.9025490582408
"8618","Black Belt","Fixed",0.55,472,0.04,21,4.6,28243.38264,1.8,2448,12141.2851890582,1161.90254905824
"8619","Black Belt","Fixed",0.55,472,0.04,22,4.6,30691.38264,1.8,2448,14589.2851890582,2249.90254905824
"8620","Black Belt","Fixed",0.55,472,0.04,23,4.6,30709.38264,1.7,2312,14607.2851890582,907.902549058241
"8621","Black Belt","Fixed",0.55,472,0.04,21,6.4,32559.38264,2,2720,11772.6539260404,793.271286040428
"8622","Black Belt","Fixed",0.55,472,0.04,22,6.4,35279.38264,2,2720,14492.6539260404,2153.27128604042
"8623","Black Belt","Fixed",0.55,472,0.04,23,6.4,35569.38264,1.9,2584,14782.6539260404,1083.27128604042
"8624","Black Belt","Tracking",0.55,472,0.04,18,4.6,24399.38264,2,2720,7768.79177286671,869.409132866709
"8625","Black Belt","Tracking",0.55,472,0.04,19,4.6,25233.38264,1.9,2584,8602.79177286671,343.409132866709
"8626","Black Belt","Tracking",0.55,472,0.04,20,4.6,27817.38264,1.9,2584,11186.7917728667,1567.40913286671
"8627","Black Belt","Tracking",0.55,472,0.04,21,4.6,28243.38264,1.8,2448,11612.7917728667,633.409132866709
"8628","Black Belt","Tracking",0.55,472,0.04,22,4.6,30691.38264,1.8,2448,14060.7917728667,1721.40913286671
"8629","Black Belt","Tracking",0.55,472,0.04,23,4.6,30709.38264,1.7,2312,14078.7917728667,379.409132866709
"8630","Black Belt","Tracking",0.55,472,0.04,20,6.4,29839.38264,2,2720,9771.36753441857,151.984894418569
"8631","Black Belt","Tracking",0.55,472,0.04,21,6.4,32559.38264,2,2720,12491.3675344186,1511.98489441857
"8632","Black Belt","Tracking",0.55,472,0.04,22,6.4,32985.38264,1.9,2584,12917.3675344186,577.984894418565
"8633","Black Belt","Tracking",0.55,472,0.04,23,6.4,35569.38264,1.9,2584,15501.3675344186,1801.98489441857
"8634","Black Belt","Tracking",0.55,472,0.04,23,8.2,37999.38264,2,2720,14493.9432959704,794.560655970425
"8635","Central","Fixed",0.55,472,0.04,18,4.6,24399.38264,2,2720,8007.60518905824,1108.22254905824
"8636","Central","Fixed",0.55,472,0.04,19,4.6,25233.38264,1.9,2584,8841.60518905824,582.222549058242
"8637","Central","Fixed",0.55,472,0.04,20,4.6,27817.38264,1.9,2584,11425.6051890582,1806.22254905824
"8638","Central","Fixed",0.55,472,0.04,21,4.6,28243.38264,1.8,2448,11851.6051890582,872.222549058242
"8639","Central","Fixed",0.55,472,0.04,22,4.6,30691.38264,1.8,2448,14299.6051890582,1960.22254905824
"8640","Central","Fixed",0.55,472,0.04,23,4.6,30709.38264,1.7,2312,14317.6051890582,618.222549058242
"8641","Central","Fixed",0.55,472,0.04,21,6.4,32559.38264,2,2720,11482.9739260404,503.591286040428
"8642","Central","Fixed",0.55,472,0.04,22,6.4,35279.38264,2,2720,14202.9739260404,1863.59128604042
"8643","Central","Fixed",0.55,472,0.04,23,6.4,35569.38264,1.9,2584,14492.9739260404,793.591286040424
"8644","Central","Tracking",0.55,472,0.04,18,4.6,24399.38264,2,2720,7441.15177286671,541.769132866706
"8645","Central","Tracking",0.55,472,0.04,19,4.6,25233.38264,1.9,2584,8275.15177286671,15.7691328667061
"8646","Central","Tracking",0.55,472,0.04,20,4.6,27817.38264,1.9,2584,10859.1517728667,1239.76913286671
"8647","Central","Tracking",0.55,472,0.04,21,4.6,28243.38264,1.8,2448,11285.1517728667,305.769132866706
"8648","Central","Tracking",0.55,472,0.04,22,4.6,30691.38264,1.8,2448,13733.1517728667,1393.76913286671
"8649","Central","Tracking",0.55,472,0.04,23,4.6,30709.38264,1.7,2312,13751.1517728667,51.7691328667061
"8650","Central","Tracking",0.55,472,0.04,21,6.4,32559.38264,2,2720,12163.7275344186,1184.34489441857
"8651","Central","Tracking",0.55,472,0.04,22,6.4,32985.38264,1.9,2584,12589.7275344186,250.344894418562
"8652","Central","Tracking",0.55,472,0.04,23,6.4,35569.38264,1.9,2584,15173.7275344186,1474.34489441856
"8653","Central","Tracking",0.55,472,0.04,23,8.2,37999.38264,2,2720,14166.3032959704,466.920655970422
"8654","Northern","Fixed",0.55,472,0.04,18,4.6,24399.38264,2,2720,7563.80518905824,664.422549058239
"8655","Northern","Fixed",0.55,472,0.04,19,4.6,25233.38264,1.9,2584,8397.80518905824,138.422549058239
"8656","Northern","Fixed",0.55,472,0.04,20,4.6,27817.38264,1.9,2584,10981.8051890582,1362.42254905824
"8657","Northern","Fixed",0.55,472,0.04,21,4.6,28243.38264,1.8,2448,11407.8051890582,428.422549058239
"8658","Northern","Fixed",0.55,472,0.04,22,4.6,30691.38264,1.8,2448,13855.8051890582,1516.42254905824
"8659","Northern","Fixed",0.55,472,0.04,23,4.6,30709.38264,1.7,2312,13873.8051890582,174.422549058239
"8660","Northern","Fixed",0.55,472,0.04,21,6.4,32559.38264,2,2720,11039.1739260404,59.7912860404249
"8661","Northern","Fixed",0.55,472,0.04,22,6.4,35279.38264,2,2720,13759.1739260404,1419.79128604042
"8662","Northern","Fixed",0.55,472,0.04,23,6.4,35569.38264,1.9,2584,14049.1739260404,349.791286040421
"8663","Northern","Tracking",0.55,472,0.04,19,4.6,27119.38264,2,2720,9496.63177286671,1237.24913286671
"8664","Northern","Tracking",0.55,472,0.04,20,4.6,27817.38264,1.9,2584,10194.6317728667,575.249132866709
"8665","Northern","Tracking",0.55,472,0.04,21,4.6,30401.38264,1.9,2584,12778.6317728667,1799.24913286671
"8666","Northern","Tracking",0.55,472,0.04,22,4.6,30691.38264,1.8,2448,13068.6317728667,729.249132866709
"8667","Northern","Tracking",0.55,472,0.04,23,4.6,33139.38264,1.8,2448,15516.6317728667,1817.24913286671
"8668","Northern","Tracking",0.55,472,0.04,21,6.4,32559.38264,2,2720,11499.2075344186,519.824894418569
"8669","Northern","Tracking",0.55,472,0.04,22,6.4,35279.38264,2,2720,14219.2075344186,1879.82489441857
"8670","Northern","Tracking",0.55,472,0.04,23,6.4,35569.38264,1.9,2584,14509.2075344186,809.824894418565
"8671","Southern","Fixed",0.55,472,0.04,17,4.6,21679.38264,2,2720,5682.68518905824,143.30254905824
"8672","Southern","Fixed",0.55,472,0.04,18,4.6,24399.38264,2,2720,8402.68518905824,1503.30254905824
"8673","Southern","Fixed",0.55,472,0.04,19,4.6,25233.38264,1.9,2584,9236.68518905824,977.30254905824
"8674","Southern","Fixed",0.55,472,0.04,20,4.6,25795.38264,1.8,2448,9798.68518905824,179.30254905824
"8675","Southern","Fixed",0.55,472,0.04,21,4.6,28243.38264,1.8,2448,12246.6851890582,1267.30254905824
"8676","Southern","Fixed",0.55,472,0.04,22,4.6,28397.38264,1.7,2312,12400.6851890582,61.3025490582404
"8677","Southern","Fixed",0.55,472,0.04,23,4.6,30709.38264,1.7,2312,14712.6851890582,1013.30254905824
"8678","Southern","Fixed",0.55,472,0.04,21,6.4,32559.38264,2,2720,11878.0539260404,898.671286040426
"8679","Southern","Fixed",0.55,472,0.04,22,6.4,35279.38264,2,2720,14598.0539260404,2258.67128604042
"8680","Southern","Fixed",0.55,472,0.04,23,6.4,35569.38264,1.9,2584,14888.0539260404,1188.67128604042
"8681","Southern","Tracking",0.55,472,0.04,18,4.6,24399.38264,2,2720,7971.03177286671,1071.64913286671
"8682","Southern","Tracking",0.55,472,0.04,19,4.6,25233.38264,1.9,2584,8805.03177286671,545.649132866711
"8683","Southern","Tracking",0.55,472,0.04,20,4.6,27817.38264,1.9,2584,11389.0317728667,1769.64913286671
"8684","Southern","Tracking",0.55,472,0.04,21,4.6,28243.38264,1.8,2448,11815.0317728667,835.649132866711
"8685","Southern","Tracking",0.55,472,0.04,22,4.6,30691.38264,1.8,2448,14263.0317728667,1923.64913286671
"8686","Southern","Tracking",0.55,472,0.04,23,4.6,30709.38264,1.7,2312,14281.0317728667,581.649132866711
"8687","Southern","Tracking",0.55,472,0.04,20,6.4,29839.38264,2,2720,9973.60753441857,354.22489441857
"8688","Southern","Tracking",0.55,472,0.04,21,6.4,32559.38264,2,2720,12693.6075344186,1714.22489441857
"8689","Southern","Tracking",0.55,472,0.04,22,6.4,32985.38264,1.9,2584,13119.6075344186,780.224894418567
"8690","Southern","Tracking",0.55,472,0.04,23,6.4,35569.38264,1.9,2584,15703.6075344186,2004.22489441857
"8691","Southern","Tracking",0.55,472,0.04,23,8.2,37999.38264,2,2720,14696.1832959704,996.800655970426
"8692","Black Belt","Fixed",0.6,531,0.04,19,4.6,27119.38264,2,2720,9004.57300769052,745.19036769052
"8693","Black Belt","Fixed",0.6,531,0.04,20,4.6,27817.38264,1.9,2584,9702.57300769052,83.1903676905204
"8694","Black Belt","Fixed",0.6,531,0.04,21,4.6,30401.38264,1.9,2584,12286.5730076905,1307.19036769052
"8695","Black Belt","Fixed",0.6,531,0.04,22,4.6,30691.38264,1.8,2448,12576.5730076905,237.19036769052
"8696","Black Belt","Fixed",0.6,531,0.04,23,4.6,33139.38264,1.8,2448,15024.5730076905,1325.19036769052
"8697","Black Belt","Fixed",0.6,531,0.04,23,6.4,37999.38264,2,2720,14614.3628367955,914.980196795474
"8698","Black Belt","Tracking",0.6,531,0.04,19,4.6,27119.38264,2,2720,8409.91291447505,150.530274475048
"8699","Black Belt","Tracking",0.6,531,0.04,20,4.6,29839.38264,2,2720,11129.912914475,1510.53027447505
"8700","Black Belt","Tracking",0.6,531,0.04,21,4.6,30401.38264,1.9,2584,11691.912914475,712.530274475048
"8701","Black Belt","Tracking",0.6,531,0.04,22,4.6,32985.38264,1.9,2584,14275.912914475,1936.53027447504
"8702","Black Belt","Tracking",0.6,531,0.04,23,4.6,33139.38264,1.8,2448,14429.912914475,730.530274475044
"8703","Black Belt","Tracking",0.6,531,0.04,22,6.4,35279.38264,2,2720,12702.8106462209,363.428006220893
"8704","Black Belt","Tracking",0.6,531,0.04,23,6.4,37999.38264,2,2720,15422.8106462209,1723.42800622089
"8705","Central","Fixed",0.6,531,0.04,19,4.6,27119.38264,2,2720,8678.69300769052,419.310367690523
"8706","Central","Fixed",0.6,531,0.04,20,4.6,29839.38264,2,2720,11398.6930076905,1779.31036769052
"8707","Central","Fixed",0.6,531,0.04,21,4.6,30401.38264,1.9,2584,11960.6930076905,981.310367690523
"8708","Central","Fixed",0.6,531,0.04,22,4.6,32985.38264,1.9,2584,14544.6930076905,2205.31036769052
"8709","Central","Fixed",0.6,531,0.04,23,4.6,33139.38264,1.8,2448,14698.6930076905,999.310367690519
"8710","Central","Fixed",0.6,531,0.04,23,6.4,37999.38264,2,2720,14288.4828367955,589.100196795476
"8711","Central","Tracking",0.6,531,0.04,20,4.6,29839.38264,2,2720,10761.352914475,1141.97027447505
"8712","Central","Tracking",0.6,531,0.04,21,4.6,30401.38264,1.9,2584,11323.352914475,343.970274475047
"8713","Central","Tracking",0.6,531,0.04,22,4.6,32985.38264,1.9,2584,13907.352914475,1567.97027447504
"8714","Central","Tracking",0.6,531,0.04,23,4.6,33139.38264,1.8,2448,14061.352914475,361.970274475043
"8715","Central","Tracking",0.6,531,0.04,23,6.4,37999.38264,2,2720,15054.2506462209,1354.86800622089
"8716","Northern","Fixed",0.6,531,0.04,20,4.6,29839.38264,2,2720,10899.4130076905,1280.03036769052
"8717","Northern","Fixed",0.6,531,0.04,21,4.6,30401.38264,1.9,2584,11461.4130076905,482.030367690524
"8718","Northern","Fixed",0.6,531,0.04,22,4.6,32985.38264,1.9,2584,14045.4130076905,1706.03036769052
"8719","Northern","Fixed",0.6,531,0.04,23,4.6,33139.38264,1.8,2448,14199.4130076905,500.030367690521
"8720","Northern","Fixed",0.6,531,0.04,23,6.4,37999.38264,2,2720,13789.2028367955,89.8201967954774
"8721","Northern","Tracking",0.6,531,0.04,20,4.6,29839.38264,2,2720,10013.752914475,394.370274475048
"8722","Northern","Tracking",0.6,531,0.04,21,4.6,32559.38264,2,2720,12733.752914475,1754.37027447505
"8723","Northern","Tracking",0.6,531,0.04,22,4.6,32985.38264,1.9,2584,13159.752914475,820.370274475044
"8724","Northern","Tracking",0.6,531,0.04,23,4.6,35569.38264,1.9,2584,15743.752914475,2044.37027447504
"8725","Northern","Tracking",0.6,531,0.04,23,6.4,37999.38264,2,2720,14306.6506462209,607.268006220893
"8726","Southern","Fixed",0.6,531,0.04,19,4.6,27119.38264,2,2720,9123.13300769053,863.750367690525
"8727","Southern","Fixed",0.6,531,0.04,20,4.6,27817.38264,1.9,2584,9821.13300769053,201.750367690525
"8728","Southern","Fixed",0.6,531,0.04,21,4.6,30401.38264,1.9,2584,12405.1330076905,1425.75036769053
"8729","Southern","Fixed",0.6,531,0.04,22,4.6,30691.38264,1.8,2448,12695.1330076905,355.750367690525
"8730","Southern","Fixed",0.6,531,0.04,23,4.6,33139.38264,1.8,2448,15143.1330076905,1443.75036769052
"8731","Southern","Fixed",0.6,531,0.04,23,6.4,37999.38264,2,2720,14732.9228367955,1033.54019679548
"8732","Southern","Tracking",0.6,531,0.04,19,4.6,27119.38264,2,2720,8637.43291447505,378.050274475048
"8733","Southern","Tracking",0.6,531,0.04,20,4.6,29839.38264,2,2720,11357.432914475,1738.05027447505
"8734","Southern","Tracking",0.6,531,0.04,21,4.6,30401.38264,1.9,2584,11919.432914475,940.050274475048
"8735","Southern","Tracking",0.6,531,0.04,22,4.6,32985.38264,1.9,2584,14503.432914475,2164.05027447504
"8736","Southern","Tracking",0.6,531,0.04,23,4.6,33139.38264,1.8,2448,14657.432914475,958.050274475045
"8737","Southern","Tracking",0.6,531,0.04,22,6.4,35279.38264,2,2720,12930.3306462209,590.948006220893
"8738","Southern","Tracking",0.6,531,0.04,23,6.4,37999.38264,2,2720,15650.3306462209,1950.94800622089
"8739","Black Belt","Fixed",0.65,531,0.04,19,4.6,27119.38264,2,2720,9004.57300769052,745.19036769052
"8740","Black Belt","Fixed",0.65,531,0.04,20,4.6,27817.38264,1.9,2584,9702.57300769052,83.1903676905204
"8741","Black Belt","Fixed",0.65,531,0.04,21,4.6,30401.38264,1.9,2584,12286.5730076905,1307.19036769052
"8742","Black Belt","Fixed",0.65,531,0.04,22,4.6,30691.38264,1.8,2448,12576.5730076905,237.19036769052
"8743","Black Belt","Fixed",0.65,531,0.04,23,4.6,33139.38264,1.8,2448,15024.5730076905,1325.19036769052
"8744","Black Belt","Fixed",0.65,531,0.04,23,6.4,37999.38264,2,2720,14614.3628367955,914.980196795474
"8745","Black Belt","Tracking",0.65,531,0.04,19,4.6,27119.38264,2,2720,8409.91291447505,150.530274475048
"8746","Black Belt","Tracking",0.65,531,0.04,20,4.6,29839.38264,2,2720,11129.912914475,1510.53027447505
"8747","Black Belt","Tracking",0.65,531,0.04,21,4.6,30401.38264,1.9,2584,11691.912914475,712.530274475048
"8748","Black Belt","Tracking",0.65,531,0.04,22,4.6,32985.38264,1.9,2584,14275.912914475,1936.53027447504
"8749","Black Belt","Tracking",0.65,531,0.04,23,4.6,33139.38264,1.8,2448,14429.912914475,730.530274475044
"8750","Black Belt","Tracking",0.65,531,0.04,22,6.4,35279.38264,2,2720,12702.8106462209,363.428006220893
"8751","Black Belt","Tracking",0.65,531,0.04,23,6.4,37999.38264,2,2720,15422.8106462209,1723.42800622089
"8752","Central","Fixed",0.65,531,0.04,19,4.6,27119.38264,2,2720,8678.69300769052,419.310367690523
"8753","Central","Fixed",0.65,531,0.04,20,4.6,29839.38264,2,2720,11398.6930076905,1779.31036769052
"8754","Central","Fixed",0.65,531,0.04,21,4.6,30401.38264,1.9,2584,11960.6930076905,981.310367690523
"8755","Central","Fixed",0.65,531,0.04,22,4.6,32985.38264,1.9,2584,14544.6930076905,2205.31036769052
"8756","Central","Fixed",0.65,531,0.04,23,4.6,33139.38264,1.8,2448,14698.6930076905,999.310367690519
"8757","Central","Fixed",0.65,531,0.04,23,6.4,37999.38264,2,2720,14288.4828367955,589.100196795476
"8758","Central","Tracking",0.65,531,0.04,20,4.6,29839.38264,2,2720,10761.352914475,1141.97027447505
"8759","Central","Tracking",0.65,531,0.04,21,4.6,30401.38264,1.9,2584,11323.352914475,343.970274475047
"8760","Central","Tracking",0.65,531,0.04,22,4.6,32985.38264,1.9,2584,13907.352914475,1567.97027447504
"8761","Central","Tracking",0.65,531,0.04,23,4.6,33139.38264,1.8,2448,14061.352914475,361.970274475043
"8762","Central","Tracking",0.65,531,0.04,23,6.4,37999.38264,2,2720,15054.2506462209,1354.86800622089
"8763","Northern","Fixed",0.65,531,0.04,20,4.6,29839.38264,2,2720,10899.4130076905,1280.03036769052
"8764","Northern","Fixed",0.65,531,0.04,21,4.6,30401.38264,1.9,2584,11461.4130076905,482.030367690524
"8765","Northern","Fixed",0.65,531,0.04,22,4.6,32985.38264,1.9,2584,14045.4130076905,1706.03036769052
"8766","Northern","Fixed",0.65,531,0.04,23,4.6,33139.38264,1.8,2448,14199.4130076905,500.030367690521
"8767","Northern","Fixed",0.65,531,0.04,23,6.4,37999.38264,2,2720,13789.2028367955,89.8201967954774
"8768","Northern","Tracking",0.65,531,0.04,20,4.6,29839.38264,2,2720,10013.752914475,394.370274475048
"8769","Northern","Tracking",0.65,531,0.04,21,4.6,32559.38264,2,2720,12733.752914475,1754.37027447505
"8770","Northern","Tracking",0.65,531,0.04,22,4.6,32985.38264,1.9,2584,13159.752914475,820.370274475044
"8771","Northern","Tracking",0.65,531,0.04,23,4.6,35569.38264,1.9,2584,15743.752914475,2044.37027447504
"8772","Northern","Tracking",0.65,531,0.04,23,6.4,37999.38264,2,2720,14306.6506462209,607.268006220893
"8773","Southern","Fixed",0.65,531,0.04,19,4.6,27119.38264,2,2720,9123.13300769053,863.750367690525
"8774","Southern","Fixed",0.65,531,0.04,20,4.6,27817.38264,1.9,2584,9821.13300769053,201.750367690525
"8775","Southern","Fixed",0.65,531,0.04,21,4.6,30401.38264,1.9,2584,12405.1330076905,1425.75036769053
"8776","Southern","Fixed",0.65,531,0.04,22,4.6,30691.38264,1.8,2448,12695.1330076905,355.750367690525
"8777","Southern","Fixed",0.65,531,0.04,23,4.6,33139.38264,1.8,2448,15143.1330076905,1443.75036769052
"8778","Southern","Fixed",0.65,531,0.04,23,6.4,37999.38264,2,2720,14732.9228367955,1033.54019679548
"8779","Southern","Tracking",0.65,531,0.04,19,4.6,27119.38264,2,2720,8637.43291447505,378.050274475048
