"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","tav_profit","tavp_wocp"
"1","Black Belt","Fixed",0.1,59,0.01,17,4.6,10381.38264,1.3,1768,7151.96045863228,1612.57781863228
"2","Black Belt","Fixed",0.1,59,0.01,18,4.6,10399.38264,1.2,1632,7169.96045863228,270.57781863228
"3","Black Belt","Fixed",0.1,59,0.01,19,4.6,12031.38264,1.2,1632,8801.96045863228,542.57781863228
"4","Black Belt","Fixed",0.1,59,0.01,20,4.6,13663.38264,1.2,1632,10433.9604586323,814.57781863228
"5","Black Belt","Fixed",0.1,59,0.01,21,4.6,15295.38264,1.2,1632,12065.9604586323,1086.57781863228
"6","Black Belt","Fixed",0.1,59,0.01,22,4.6,16927.38264,1.2,1632,13697.9604586323,1358.57781863228
"7","Black Belt","Fixed",0.1,59,0.01,23,4.6,18559.38264,1.2,1632,15329.9604586323,1630.57781863228
"8","Black Belt","Fixed",0.1,59,0.01,17,6.4,10381.38264,1.3,1768,6566.38155075505,1026.99891075505
"9","Black Belt","Fixed",0.1,59,0.01,18,6.4,12149.38264,1.3,1768,8334.38155075505,1434.99891075505
"10","Black Belt","Fixed",0.1,59,0.01,19,6.4,13917.38264,1.3,1768,10102.3815507551,1842.99891075505
"11","Black Belt","Fixed",0.1,59,0.01,20,6.4,13663.38264,1.2,1632,9848.38155075505,228.998910755054
"12","Black Belt","Fixed",0.1,59,0.01,21,6.4,15295.38264,1.2,1632,11480.3815507551,500.998910755054
"13","Black Belt","Fixed",0.1,59,0.01,22,6.4,16927.38264,1.2,1632,13112.3815507551,772.998910755054
"14","Black Belt","Fixed",0.1,59,0.01,23,6.4,18559.38264,1.2,1632,14744.3815507551,1044.99891075505
"15","Black Belt","Fixed",0.1,59,0.01,17,8.2,11995.38264,1.4,1904,7085.27294381582,1545.89030381582
"16","Black Belt","Fixed",0.1,59,0.01,18,8.2,12149.38264,1.3,1768,7239.27294381582,339.890303815824
"17","Black Belt","Fixed",0.1,59,0.01,19,8.2,13917.38264,1.3,1768,9007.27294381582,747.890303815824
"18","Black Belt","Fixed",0.1,59,0.01,20,8.2,15685.38264,1.3,1768,10775.2729438158,1155.89030381582
"19","Black Belt","Fixed",0.1,59,0.01,21,8.2,17453.38264,1.3,1768,12543.2729438158,1563.89030381582
"20","Black Belt","Fixed",0.1,59,0.01,22,8.2,19221.38264,1.3,1768,14311.2729438158,1971.89030381582
"21","Black Belt","Fixed",0.1,59,0.01,23,8.2,20989.38264,1.3,1768,16079.2729438158,2379.89030381582
"22","Black Belt","Tracking",0.1,59,0.01,17,4.6,10381.38264,1.3,1768,6895.87378160834,1356.49114160834
"23","Black Belt","Tracking",0.1,59,0.01,18,4.6,10399.38264,1.2,1632,6913.87378160834,14.4911416083387
"24","Black Belt","Tracking",0.1,59,0.01,19,4.6,12031.38264,1.2,1632,8545.87378160834,286.491141608338
"25","Black Belt","Tracking",0.1,59,0.01,20,4.6,13663.38264,1.2,1632,10177.8737816083,558.491141608338
"26","Black Belt","Tracking",0.1,59,0.01,21,4.6,15295.38264,1.2,1632,11809.8737816083,830.491141608338
"27","Black Belt","Tracking",0.1,59,0.01,22,4.6,16927.38264,1.2,1632,13441.8737816083,1102.49114160834
"28","Black Belt","Tracking",0.1,59,0.01,23,4.6,18559.38264,1.2,1632,15073.8737816083,1374.49114160834
"29","Black Belt","Tracking",0.1,59,0.01,17,6.4,10381.38264,1.3,1768,6466.19575180232,926.813111802321
"30","Black Belt","Tracking",0.1,59,0.01,18,6.4,12149.38264,1.3,1768,8234.19575180232,1334.81311180232
"31","Black Belt","Tracking",0.1,59,0.01,19,6.4,13917.38264,1.3,1768,10002.1957518023,1742.81311180232
"32","Black Belt","Tracking",0.1,59,0.01,20,6.4,13663.38264,1.2,1632,9748.19575180232,128.813111802321
"33","Black Belt","Tracking",0.1,59,0.01,21,6.4,15295.38264,1.2,1632,11380.1957518023,400.813111802321
"34","Black Belt","Tracking",0.1,59,0.01,22,6.4,16927.38264,1.2,1632,13012.1957518023,672.813111802321
"35","Black Belt","Tracking",0.1,59,0.01,23,6.4,18559.38264,1.2,1632,14644.1957518023,944.813111802321
"36","Black Belt","Tracking",0.1,59,0.01,17,8.2,10381.38264,1.3,1768,6036.5177219963,497.135081996304
"37","Black Belt","Tracking",0.1,59,0.01,18,8.2,12149.38264,1.3,1768,7804.5177219963,905.135081996304
"38","Black Belt","Tracking",0.1,59,0.01,19,8.2,13917.38264,1.3,1768,9572.5177219963,1313.1350819963
"39","Black Belt","Tracking",0.1,59,0.01,20,8.2,15685.38264,1.3,1768,11340.5177219963,1721.1350819963
"40","Black Belt","Tracking",0.1,59,0.01,21,8.2,17453.38264,1.3,1768,13108.5177219963,2129.1350819963
"41","Black Belt","Tracking",0.1,59,0.01,22,8.2,16927.38264,1.2,1632,12582.5177219963,243.135081996305
"42","Black Belt","Tracking",0.1,59,0.01,23,8.2,18559.38264,1.2,1632,14214.5177219963,515.135081996305
"43","Central","Fixed",0.1,59,0.01,17,4.6,10381.38264,1.3,1768,7142.89045863228,1603.50781863228
"44","Central","Fixed",0.1,59,0.01,18,4.6,10399.38264,1.2,1632,7160.89045863228,261.50781863228
"45","Central","Fixed",0.1,59,0.01,19,4.6,12031.38264,1.2,1632,8792.89045863228,533.507818632279
"46","Central","Fixed",0.1,59,0.01,20,4.6,13663.38264,1.2,1632,10424.8904586323,805.507818632279
"47","Central","Fixed",0.1,59,0.01,21,4.6,15295.38264,1.2,1632,12056.8904586323,1077.50781863228
"48","Central","Fixed",0.1,59,0.01,22,4.6,16927.38264,1.2,1632,13688.8904586323,1349.50781863228
"49","Central","Fixed",0.1,59,0.01,23,4.6,18559.38264,1.2,1632,15320.8904586323,1621.50781863228
"50","Central","Fixed",0.1,59,0.01,17,6.4,10381.38264,1.3,1768,6557.31155075505,1017.92891075505
"51","Central","Fixed",0.1,59,0.01,18,6.4,12149.38264,1.3,1768,8325.31155075505,1425.92891075505
"52","Central","Fixed",0.1,59,0.01,19,6.4,13917.38264,1.3,1768,10093.3115507551,1833.92891075505
"53","Central","Fixed",0.1,59,0.01,20,6.4,13663.38264,1.2,1632,9839.31155075505,219.928910755054
"54","Central","Fixed",0.1,59,0.01,21,6.4,15295.38264,1.2,1632,11471.3115507551,491.928910755054
"55","Central","Fixed",0.1,59,0.01,22,6.4,16927.38264,1.2,1632,13103.3115507551,763.928910755054
"56","Central","Fixed",0.1,59,0.01,23,6.4,18559.38264,1.2,1632,14735.3115507551,1035.92891075505
"57","Central","Fixed",0.1,59,0.01,17,8.2,11995.38264,1.4,1904,7076.20294381582,1536.82030381582
"58","Central","Fixed",0.1,59,0.01,18,8.2,12149.38264,1.3,1768,7230.20294381582,330.820303815824
"59","Central","Fixed",0.1,59,0.01,19,8.2,13917.38264,1.3,1768,8998.20294381582,738.820303815824
"60","Central","Fixed",0.1,59,0.01,20,8.2,15685.38264,1.3,1768,10766.2029438158,1146.82030381582
"61","Central","Fixed",0.1,59,0.01,21,8.2,17453.38264,1.3,1768,12534.2029438158,1554.82030381582
"62","Central","Fixed",0.1,59,0.01,22,8.2,19221.38264,1.3,1768,14302.2029438158,1962.82030381582
"63","Central","Fixed",0.1,59,0.01,23,8.2,20989.38264,1.3,1768,16070.2029438158,2370.82030381582
"64","Central","Tracking",0.1,59,0.01,17,4.6,10381.38264,1.3,1768,6885.63378160834,1346.25114160834
"65","Central","Tracking",0.1,59,0.01,18,4.6,10399.38264,1.2,1632,6903.63378160834,4.251141608338
"66","Central","Tracking",0.1,59,0.01,19,4.6,12031.38264,1.2,1632,8535.63378160834,276.251141608338
"67","Central","Tracking",0.1,59,0.01,20,4.6,13663.38264,1.2,1632,10167.6337816083,548.251141608338
"68","Central","Tracking",0.1,59,0.01,21,4.6,15295.38264,1.2,1632,11799.6337816083,820.251141608338
"69","Central","Tracking",0.1,59,0.01,22,4.6,16927.38264,1.2,1632,13431.6337816083,1092.25114160834
"70","Central","Tracking",0.1,59,0.01,23,4.6,18559.38264,1.2,1632,15063.6337816083,1364.25114160834
"71","Central","Tracking",0.1,59,0.01,17,6.4,10381.38264,1.3,1768,6455.95575180232,916.573111802321
"72","Central","Tracking",0.1,59,0.01,18,6.4,12149.38264,1.3,1768,8223.95575180232,1324.57311180232
"73","Central","Tracking",0.1,59,0.01,19,6.4,13917.38264,1.3,1768,9991.95575180232,1732.57311180232
"74","Central","Tracking",0.1,59,0.01,20,6.4,13663.38264,1.2,1632,9737.95575180232,118.573111802321
"75","Central","Tracking",0.1,59,0.01,21,6.4,15295.38264,1.2,1632,11369.9557518023,390.573111802321
"76","Central","Tracking",0.1,59,0.01,22,6.4,16927.38264,1.2,1632,13001.9557518023,662.573111802321
"77","Central","Tracking",0.1,59,0.01,23,6.4,18559.38264,1.2,1632,14633.9557518023,934.573111802321
"78","Central","Tracking",0.1,59,0.01,17,8.2,10381.38264,1.3,1768,6026.2777219963,486.895081996304
"79","Central","Tracking",0.1,59,0.01,18,8.2,12149.38264,1.3,1768,7794.2777219963,894.895081996304
"80","Central","Tracking",0.1,59,0.01,19,8.2,13917.38264,1.3,1768,9562.2777219963,1302.8950819963
"81","Central","Tracking",0.1,59,0.01,20,8.2,15685.38264,1.3,1768,11330.2777219963,1710.8950819963
"82","Central","Tracking",0.1,59,0.01,21,8.2,17453.38264,1.3,1768,13098.2777219963,2118.8950819963
"83","Central","Tracking",0.1,59,0.01,22,8.2,16927.38264,1.2,1632,12572.2777219963,232.895081996303
"84","Central","Tracking",0.1,59,0.01,23,8.2,18559.38264,1.2,1632,14204.2777219963,504.895081996303
"85","Northern","Fixed",0.1,59,0.01,17,4.6,10381.38264,1.3,1768,7129.01045863228,1589.62781863228
"86","Northern","Fixed",0.1,59,0.01,18,4.6,10399.38264,1.2,1632,7147.01045863228,247.62781863228
"87","Northern","Fixed",0.1,59,0.01,19,4.6,12031.38264,1.2,1632,8779.01045863228,519.62781863228
"88","Northern","Fixed",0.1,59,0.01,20,4.6,13663.38264,1.2,1632,10411.0104586323,791.62781863228
"89","Northern","Fixed",0.1,59,0.01,21,4.6,15295.38264,1.2,1632,12043.0104586323,1063.62781863228
"90","Northern","Fixed",0.1,59,0.01,22,4.6,16927.38264,1.2,1632,13675.0104586323,1335.62781863228
"91","Northern","Fixed",0.1,59,0.01,23,4.6,18559.38264,1.2,1632,15307.0104586323,1607.62781863228
"92","Northern","Fixed",0.1,59,0.01,17,6.4,10381.38264,1.3,1768,6543.43155075505,1004.04891075505
"93","Northern","Fixed",0.1,59,0.01,18,6.4,12149.38264,1.3,1768,8311.43155075505,1412.04891075505
"94","Northern","Fixed",0.1,59,0.01,19,6.4,13917.38264,1.3,1768,10079.4315507551,1820.04891075505
"95","Northern","Fixed",0.1,59,0.01,20,6.4,13663.38264,1.2,1632,9825.43155075505,206.048910755053
"96","Northern","Fixed",0.1,59,0.01,21,6.4,15295.38264,1.2,1632,11457.4315507551,478.048910755053
"97","Northern","Fixed",0.1,59,0.01,22,6.4,16927.38264,1.2,1632,13089.4315507551,750.048910755053
"98","Northern","Fixed",0.1,59,0.01,23,6.4,18559.38264,1.2,1632,14721.4315507551,1022.04891075505
"99","Northern","Fixed",0.1,59,0.01,17,8.2,11995.38264,1.4,1904,7062.32294381582,1522.94030381582
"100","Northern","Fixed",0.1,59,0.01,18,8.2,12149.38264,1.3,1768,7216.32294381582,316.940303815823
"101","Northern","Fixed",0.1,59,0.01,19,8.2,13917.38264,1.3,1768,8984.32294381582,724.940303815823
"102","Northern","Fixed",0.1,59,0.01,20,8.2,15685.38264,1.3,1768,10752.3229438158,1132.94030381582
"103","Northern","Fixed",0.1,59,0.01,21,8.2,17453.38264,1.3,1768,12520.3229438158,1540.94030381582
"104","Northern","Fixed",0.1,59,0.01,22,8.2,19221.38264,1.3,1768,14288.3229438158,1948.94030381582
"105","Northern","Fixed",0.1,59,0.01,23,8.2,20989.38264,1.3,1768,16056.3229438158,2356.94030381582
"106","Northern","Tracking",0.1,59,0.01,17,4.6,10381.38264,1.3,1768,6864.85378160834,1325.47114160834
"107","Northern","Tracking",0.1,59,0.01,18,4.6,12149.38264,1.3,1768,8632.85378160834,1733.47114160834
"108","Northern","Tracking",0.1,59,0.01,19,4.6,12031.38264,1.2,1632,8514.85378160834,255.471141608339
"109","Northern","Tracking",0.1,59,0.01,20,4.6,13663.38264,1.2,1632,10146.8537816083,527.471141608339
"110","Northern","Tracking",0.1,59,0.01,21,4.6,15295.38264,1.2,1632,11778.8537816083,799.471141608339
"111","Northern","Tracking",0.1,59,0.01,22,4.6,16927.38264,1.2,1632,13410.8537816083,1071.47114160834
"112","Northern","Tracking",0.1,59,0.01,23,4.6,18559.38264,1.2,1632,15042.8537816083,1343.47114160834
"113","Northern","Tracking",0.1,59,0.01,17,6.4,10381.38264,1.3,1768,6435.17575180232,895.793111802321
"114","Northern","Tracking",0.1,59,0.01,18,6.4,12149.38264,1.3,1768,8203.17575180232,1303.79311180232
"115","Northern","Tracking",0.1,59,0.01,19,6.4,13917.38264,1.3,1768,9971.17575180232,1711.79311180232
"116","Northern","Tracking",0.1,59,0.01,20,6.4,13663.38264,1.2,1632,9717.17575180232,97.7931118023207
"117","Northern","Tracking",0.1,59,0.01,21,6.4,15295.38264,1.2,1632,11349.1757518023,369.793111802321
"118","Northern","Tracking",0.1,59,0.01,22,6.4,16927.38264,1.2,1632,12981.1757518023,641.793111802321
"119","Northern","Tracking",0.1,59,0.01,23,6.4,18559.38264,1.2,1632,14613.1757518023,913.793111802321
"120","Northern","Tracking",0.1,59,0.01,17,8.2,10381.38264,1.3,1768,6005.4977219963,466.115081996303
"121","Northern","Tracking",0.1,59,0.01,18,8.2,12149.38264,1.3,1768,7773.4977219963,874.115081996303
"122","Northern","Tracking",0.1,59,0.01,19,8.2,13917.38264,1.3,1768,9541.4977219963,1282.1150819963
"123","Northern","Tracking",0.1,59,0.01,20,8.2,15685.38264,1.3,1768,11309.4977219963,1690.1150819963
"124","Northern","Tracking",0.1,59,0.01,21,8.2,17453.38264,1.3,1768,13077.4977219963,2098.1150819963
"125","Northern","Tracking",0.1,59,0.01,22,8.2,16927.38264,1.2,1632,12551.4977219963,212.115081996304
"126","Northern","Tracking",0.1,59,0.01,23,8.2,18559.38264,1.2,1632,14183.4977219963,484.115081996304
"127","Southern","Fixed",0.1,59,0.01,17,4.6,8767.38264,1.2,1632,5541.25045863228,1.86781863227952
"128","Southern","Fixed",0.1,59,0.01,18,4.6,10399.38264,1.2,1632,7173.25045863228,273.86781863228
"129","Southern","Fixed",0.1,59,0.01,19,4.6,12031.38264,1.2,1632,8805.25045863228,545.86781863228
"130","Southern","Fixed",0.1,59,0.01,20,4.6,13663.38264,1.2,1632,10437.2504586323,817.86781863228
"131","Southern","Fixed",0.1,59,0.01,21,4.6,15295.38264,1.2,1632,12069.2504586323,1089.86781863228
"132","Southern","Fixed",0.1,59,0.01,22,4.6,16927.38264,1.2,1632,13701.2504586323,1361.86781863228
"133","Southern","Fixed",0.1,59,0.01,23,4.6,18559.38264,1.2,1632,15333.2504586323,1633.86781863228
"134","Southern","Fixed",0.1,59,0.01,17,6.4,10381.38264,1.3,1768,6569.67155075505,1030.28891075505
"135","Southern","Fixed",0.1,59,0.01,18,6.4,12149.38264,1.3,1768,8337.67155075505,1438.28891075505
"136","Southern","Fixed",0.1,59,0.01,19,6.4,13917.38264,1.3,1768,10105.6715507551,1846.28891075505
"137","Southern","Fixed",0.1,59,0.01,20,6.4,13663.38264,1.2,1632,9851.67155075505,232.288910755053
"138","Southern","Fixed",0.1,59,0.01,21,6.4,15295.38264,1.2,1632,11483.6715507551,504.288910755053
"139","Southern","Fixed",0.1,59,0.01,22,6.4,16927.38264,1.2,1632,13115.6715507551,776.288910755053
"140","Southern","Fixed",0.1,59,0.01,23,6.4,18559.38264,1.2,1632,14747.6715507551,1048.28891075505
"141","Southern","Fixed",0.1,59,0.01,17,8.2,11995.38264,1.4,1904,7088.56294381582,1549.18030381582
"142","Southern","Fixed",0.1,59,0.01,18,8.2,12149.38264,1.3,1768,7242.56294381582,343.180303815823
"143","Southern","Fixed",0.1,59,0.01,19,8.2,13917.38264,1.3,1768,9010.56294381582,751.180303815823
"144","Southern","Fixed",0.1,59,0.01,20,8.2,15685.38264,1.3,1768,10778.5629438158,1159.18030381582
"145","Southern","Fixed",0.1,59,0.01,21,8.2,17453.38264,1.3,1768,12546.5629438158,1567.18030381582
"146","Southern","Fixed",0.1,59,0.01,22,8.2,19221.38264,1.3,1768,14314.5629438158,1975.18030381582
"147","Southern","Fixed",0.1,59,0.01,23,8.2,20989.38264,1.3,1768,16082.5629438158,2383.18030381582
"148","Southern","Tracking",0.1,59,0.01,17,4.6,10381.38264,1.3,1768,6902.19378160834,1362.81114160834
"149","Southern","Tracking",0.1,59,0.01,18,4.6,10399.38264,1.2,1632,6920.19378160834,20.8111416083384
"150","Southern","Tracking",0.1,59,0.01,19,4.6,12031.38264,1.2,1632,8552.19378160834,292.811141608337
"151","Southern","Tracking",0.1,59,0.01,20,4.6,13663.38264,1.2,1632,10184.1937816083,564.811141608337
"152","Southern","Tracking",0.1,59,0.01,21,4.6,15295.38264,1.2,1632,11816.1937816083,836.811141608337
"153","Southern","Tracking",0.1,59,0.01,22,4.6,16927.38264,1.2,1632,13448.1937816083,1108.81114160834
"154","Southern","Tracking",0.1,59,0.01,23,4.6,18559.38264,1.2,1632,15080.1937816083,1380.81114160834
"155","Southern","Tracking",0.1,59,0.01,17,6.4,10381.38264,1.3,1768,6472.51575180232,933.133111802321
"156","Southern","Tracking",0.1,59,0.01,18,6.4,12149.38264,1.3,1768,8240.51575180232,1341.13311180232
"157","Southern","Tracking",0.1,59,0.01,19,6.4,13917.38264,1.3,1768,10008.5157518023,1749.13311180232
"158","Southern","Tracking",0.1,59,0.01,20,6.4,13663.38264,1.2,1632,9754.51575180232,135.133111802321
"159","Southern","Tracking",0.1,59,0.01,21,6.4,15295.38264,1.2,1632,11386.5157518023,407.133111802321
"160","Southern","Tracking",0.1,59,0.01,22,6.4,16927.38264,1.2,1632,13018.5157518023,679.133111802321
"161","Southern","Tracking",0.1,59,0.01,23,6.4,18559.38264,1.2,1632,14650.5157518023,951.133111802321
"162","Southern","Tracking",0.1,59,0.01,17,8.2,10381.38264,1.3,1768,6042.8377219963,503.455081996303
"163","Southern","Tracking",0.1,59,0.01,18,8.2,12149.38264,1.3,1768,7810.8377219963,911.455081996303
"164","Southern","Tracking",0.1,59,0.01,19,8.2,13917.38264,1.3,1768,9578.8377219963,1319.4550819963
"165","Southern","Tracking",0.1,59,0.01,20,8.2,15685.38264,1.3,1768,11346.8377219963,1727.4550819963
"166","Southern","Tracking",0.1,59,0.01,21,8.2,17453.38264,1.3,1768,13114.8377219963,2135.4550819963
"167","Southern","Tracking",0.1,59,0.01,22,8.2,16927.38264,1.2,1632,12588.8377219963,249.455081996304
"168","Southern","Tracking",0.1,59,0.01,23,8.2,18559.38264,1.2,1632,14220.8377219963,521.455081996304
"169","Black Belt","Fixed",0.15,118,0.01,17,4.6,13609.38264,1.5,2040,7150.51827726456,1611.13563726456
"170","Black Belt","Fixed",0.15,118,0.01,18,4.6,13899.38264,1.4,1904,7440.51827726455,541.135637264553
"171","Black Belt","Fixed",0.15,118,0.01,19,4.6,15803.38264,1.4,1904,9344.51827726455,1085.13563726455
"172","Black Belt","Fixed",0.15,118,0.01,20,4.6,17707.38264,1.4,1904,11248.5182772646,1629.13563726455
"173","Black Belt","Fixed",0.15,118,0.01,21,4.6,17453.38264,1.3,1768,10994.5182772646,15.1356372645605
"174","Black Belt","Fixed",0.15,118,0.01,22,4.6,19221.38264,1.3,1768,12762.5182772646,423.135637264561
"175","Black Belt","Fixed",0.15,118,0.01,23,4.6,20989.38264,1.3,1768,14530.5182772646,831.135637264561
"176","Black Belt","Fixed",0.15,118,0.01,17,6.4,13609.38264,1.5,2040,5979.36046151011,439.977821510107
"177","Black Belt","Fixed",0.15,118,0.01,18,6.4,15649.38264,1.5,2040,8019.36046151011,1119.97782151011
"178","Black Belt","Fixed",0.15,118,0.01,19,6.4,17689.38264,1.5,2040,10059.3604615101,1799.97782151011
"179","Black Belt","Fixed",0.15,118,0.01,20,6.4,17707.38264,1.4,1904,10077.3604615101,457.9778215101
"180","Black Belt","Fixed",0.15,118,0.01,21,6.4,19611.38264,1.4,1904,11981.3604615101,1001.9778215101
"181","Black Belt","Fixed",0.15,118,0.01,22,6.4,21515.38264,1.4,1904,13885.3604615101,1545.9778215101
"182","Black Belt","Fixed",0.15,118,0.01,23,6.4,23419.38264,1.4,1904,15789.3604615101,2089.9778215101
"183","Black Belt","Fixed",0.15,118,0.01,17,8.2,16837.38264,1.7,2312,7017.14324763165,1477.76060763165
"184","Black Belt","Fixed",0.15,118,0.01,18,8.2,17399.38264,1.6,2176,7579.14324763165,679.760607631648
"185","Black Belt","Fixed",0.15,118,0.01,19,8.2,19575.38264,1.6,2176,9755.14324763165,1495.76060763165
"186","Black Belt","Fixed",0.15,118,0.01,20,8.2,19729.38264,1.5,2040,9909.14324763165,289.760607631648
"187","Black Belt","Fixed",0.15,118,0.01,21,8.2,21769.38264,1.5,2040,11949.1432476316,969.760607631648
"188","Black Belt","Fixed",0.15,118,0.01,22,8.2,23809.38264,1.5,2040,13989.1432476316,1649.76060763165
"189","Black Belt","Fixed",0.15,118,0.01,23,8.2,25849.38264,1.5,2040,16029.1432476316,2329.76060763165
"190","Black Belt","Tracking",0.15,118,0.01,17,4.6,13609.38264,1.5,2040,6638.28492321668,1098.90228321668
"191","Black Belt","Tracking",0.15,118,0.01,18,4.6,13899.38264,1.4,1904,6928.28492321667,28.9022832166702
"192","Black Belt","Tracking",0.15,118,0.01,19,4.6,15803.38264,1.4,1904,8832.28492321667,572.90228321667
"193","Black Belt","Tracking",0.15,118,0.01,20,4.6,17707.38264,1.4,1904,10736.2849232167,1116.90228321667
"194","Black Belt","Tracking",0.15,118,0.01,21,4.6,19611.38264,1.4,1904,12640.2849232167,1660.90228321667
"195","Black Belt","Tracking",0.15,118,0.01,22,4.6,21515.38264,1.4,1904,14544.2849232167,2204.90228321667
"196","Black Belt","Tracking",0.15,118,0.01,23,4.6,20989.38264,1.3,1768,14018.2849232167,318.902283216677
"197","Black Belt","Tracking",0.15,118,0.01,17,6.4,13609.38264,1.5,2040,5778.92886360464,239.546223604642
"198","Black Belt","Tracking",0.15,118,0.01,18,6.4,15649.38264,1.5,2040,7818.92886360464,919.546223604642
"199","Black Belt","Tracking",0.15,118,0.01,19,6.4,17689.38264,1.5,2040,9858.92886360464,1599.54622360464
"200","Black Belt","Tracking",0.15,118,0.01,20,6.4,17707.38264,1.4,1904,9876.92886360463,257.546223604635
"201","Black Belt","Tracking",0.15,118,0.01,21,6.4,19611.38264,1.4,1904,11780.9288636046,801.546223604635
"202","Black Belt","Tracking",0.15,118,0.01,22,6.4,21515.38264,1.4,1904,13684.9288636046,1345.54622360464
"203","Black Belt","Tracking",0.15,118,0.01,23,6.4,23419.38264,1.4,1904,15588.9288636046,1889.54622360464
"204","Black Belt","Tracking",0.15,118,0.01,17,8.2,15223.38264,1.6,2176,6533.57280399261,994.190163992607
"205","Black Belt","Tracking",0.15,118,0.01,18,8.2,15649.38264,1.5,2040,6959.57280399261,60.1901639926073
"206","Black Belt","Tracking",0.15,118,0.01,19,8.2,17689.38264,1.5,2040,8999.57280399261,740.190163992607
"207","Black Belt","Tracking",0.15,118,0.01,20,8.2,19729.38264,1.5,2040,11039.5728039926,1420.19016399261
"208","Black Belt","Tracking",0.15,118,0.01,21,8.2,21769.38264,1.5,2040,13079.5728039926,2100.19016399261
"209","Black Belt","Tracking",0.15,118,0.01,22,8.2,21515.38264,1.4,1904,12825.5728039926,486.1901639926
"210","Black Belt","Tracking",0.15,118,0.01,23,8.2,23419.38264,1.4,1904,14729.5728039926,1030.1901639926
"211","Central","Fixed",0.15,118,0.01,17,4.6,13609.38264,1.5,2040,7132.36827726456,1592.98563726456
"212","Central","Fixed",0.15,118,0.01,18,4.6,13899.38264,1.4,1904,7422.36827726455,522.985637264553
"213","Central","Fixed",0.15,118,0.01,19,4.6,15803.38264,1.4,1904,9326.36827726455,1066.98563726455
"214","Central","Fixed",0.15,118,0.01,20,4.6,17707.38264,1.4,1904,11230.3682772646,1610.98563726455
"215","Central","Fixed",0.15,118,0.01,21,4.6,19611.38264,1.4,1904,13134.3682772646,2154.98563726455
"216","Central","Fixed",0.15,118,0.01,22,4.6,19221.38264,1.3,1768,12744.3682772646,404.985637264559
"217","Central","Fixed",0.15,118,0.01,23,4.6,20989.38264,1.3,1768,14512.3682772646,812.985637264559
"218","Central","Fixed",0.15,118,0.01,17,6.4,13609.38264,1.5,2040,5961.21046151011,421.827821510106
"219","Central","Fixed",0.15,118,0.01,18,6.4,15649.38264,1.5,2040,8001.21046151011,1101.82782151011
"220","Central","Fixed",0.15,118,0.01,19,6.4,17689.38264,1.5,2040,10041.2104615101,1781.82782151011
"221","Central","Fixed",0.15,118,0.01,20,6.4,17707.38264,1.4,1904,10059.2104615101,439.827821510098
"222","Central","Fixed",0.15,118,0.01,21,6.4,19611.38264,1.4,1904,11963.2104615101,983.827821510098
"223","Central","Fixed",0.15,118,0.01,22,6.4,21515.38264,1.4,1904,13867.2104615101,1527.8278215101
"224","Central","Fixed",0.15,118,0.01,23,6.4,23419.38264,1.4,1904,15771.2104615101,2071.8278215101
"225","Central","Fixed",0.15,118,0.01,17,8.2,16837.38264,1.7,2312,6998.99324763165,1459.61060763165
"226","Central","Fixed",0.15,118,0.01,18,8.2,17399.38264,1.6,2176,7560.99324763165,661.610607631646
"227","Central","Fixed",0.15,118,0.01,19,8.2,19575.38264,1.6,2176,9736.99324763165,1477.61060763165
"228","Central","Fixed",0.15,118,0.01,20,8.2,19729.38264,1.5,2040,9890.99324763165,271.610607631646
"229","Central","Fixed",0.15,118,0.01,21,8.2,21769.38264,1.5,2040,11930.9932476316,951.610607631646
"230","Central","Fixed",0.15,118,0.01,22,8.2,23809.38264,1.5,2040,13970.9932476316,1631.61060763165
"231","Central","Fixed",0.15,118,0.01,23,8.2,25849.38264,1.5,2040,16010.9932476316,2311.61060763165
"232","Central","Tracking",0.15,118,0.01,17,4.6,13609.38264,1.5,2040,6617.79492321668,1078.41228321668
"233","Central","Tracking",0.15,118,0.01,18,4.6,13899.38264,1.4,1904,6907.79492321667,8.41228321666949
"234","Central","Tracking",0.15,118,0.01,19,4.6,15803.38264,1.4,1904,8811.79492321667,552.412283216669
"235","Central","Tracking",0.15,118,0.01,20,4.6,17707.38264,1.4,1904,10715.7949232167,1096.41228321667
"236","Central","Tracking",0.15,118,0.01,21,4.6,19611.38264,1.4,1904,12619.7949232167,1640.41228321667
"237","Central","Tracking",0.15,118,0.01,22,4.6,21515.38264,1.4,1904,14523.7949232167,2184.41228321667
"238","Central","Tracking",0.15,118,0.01,23,4.6,20989.38264,1.3,1768,13997.7949232167,298.412283216676
"239","Central","Tracking",0.15,118,0.01,17,6.4,13609.38264,1.5,2040,5758.43886360464,219.056223604642
"240","Central","Tracking",0.15,118,0.01,18,6.4,15649.38264,1.5,2040,7798.43886360464,899.056223604642
"241","Central","Tracking",0.15,118,0.01,19,6.4,17689.38264,1.5,2040,9838.43886360464,1579.05622360464
"242","Central","Tracking",0.15,118,0.01,20,6.4,17707.38264,1.4,1904,9856.43886360464,237.056223604635
"243","Central","Tracking",0.15,118,0.01,21,6.4,19611.38264,1.4,1904,11760.4388636046,781.056223604635
"244","Central","Tracking",0.15,118,0.01,22,6.4,21515.38264,1.4,1904,13664.4388636046,1325.05622360464
"245","Central","Tracking",0.15,118,0.01,23,6.4,23419.38264,1.4,1904,15568.4388636046,1869.05622360464
