"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","sqav_profit","sqavp_wocp"
"3824","Southern","Fixed",0.3,236,0.04,15,6.4,19029.11702,2,2180,8688.87266302021,1037.25564302021
"3825","Southern","Fixed",0.3,236,0.04,16,6.4,19962.36702,1.9,2071,9622.12266302021,880.505643020211
"3826","Southern","Fixed",0.3,236,0.04,17,6.4,20677.61702,1.8,1962,10337.3726630202,505.755643020211
"3827","Southern","Tracking",0.3,236,0.04,13,4.6,13749.36702,1.9,2071,5535.89158643335,64.2745664333543
"3828","Southern","Tracking",0.3,236,0.04,14,4.6,14791.61702,1.8,1962,6578.14158643335,16.5245664333524
"3829","Southern","Tracking",0.3,236,0.04,15,4.6,16753.61702,1.8,1962,8540.14158643335,888.524566433352
"3830","Southern","Tracking",0.3,236,0.04,16,4.6,17468.86702,1.7,1853,9255.39158643335,513.774566433352
"3831","Southern","Tracking",0.3,236,0.04,17,4.6,19321.86702,1.7,1853,11108.3915864334,1276.77456643335
"3832","Southern","Tracking",0.3,236,0.04,14,6.4,16849.11702,2,2180,6916.92946720928,355.312447209282
"3833","Southern","Tracking",0.3,236,0.04,15,6.4,17891.36702,1.9,2071,7959.17946720928,307.562447209282
"3834","Southern","Tracking",0.3,236,0.04,16,6.4,18715.61702,1.8,1962,8783.42946720928,41.8124472092823
"3835","Southern","Tracking",0.3,236,0.04,17,6.4,20677.61702,1.8,1962,10745.4294672093,913.812447209282
"3836","Southern","Tracking",0.3,236,0.04,16,8.2,21209.11702,2,2180,9558.21734798521,816.600327985212
"3837","Southern","Tracking",0.3,236,0.04,17,8.2,22033.36702,1.9,2071,10382.4673479852,550.850327985212
"3838","Black Belt","Fixed",0.35,295,0.04,14,4.6,16849.11702,2,2180,6785.7561131614,224.139093161399
"3839","Black Belt","Fixed",0.35,295,0.04,15,4.6,17891.36702,1.9,2071,7828.0061131614,176.389093161399
"3840","Black Belt","Fixed",0.35,295,0.04,16,4.6,19962.36702,1.9,2071,9899.0061131614,1157.3890931614
"3841","Black Belt","Fixed",0.35,295,0.04,17,4.6,20677.61702,1.8,1962,10614.2561131614,782.639093161399
"3842","Black Belt","Fixed",0.35,295,0.04,17,6.4,23389.11702,2,2180,10397.8615737753,566.24455377527
"3843","Black Belt","Tracking",0.35,295,0.04,15,4.6,19029.11702,2,2180,8635.72272804169,984.105708041687
"3844","Black Belt","Tracking",0.35,295,0.04,16,4.6,19962.36702,1.9,2071,9568.97272804169,827.355708041687
"3845","Black Belt","Tracking",0.35,295,0.04,17,4.6,20677.61702,1.8,1962,10284.2227280417,452.605708041687
"3846","Black Belt","Tracking",0.35,295,0.04,17,6.4,23389.11702,2,2180,10847.3325790116,1015.71555901161
"3847","Central","Fixed",0.35,295,0.04,14,4.6,16849.11702,2,2180,6604.7161131614,43.0990931613978
"3848","Central","Fixed",0.35,295,0.04,15,4.6,19029.11702,2,2180,8784.7161131614,1133.0990931614
"3849","Central","Fixed",0.35,295,0.04,16,4.6,19962.36702,1.9,2071,9717.9661131614,976.349093161398
"3850","Central","Fixed",0.35,295,0.04,17,4.6,20677.61702,1.8,1962,10433.2161131614,601.599093161398
"3851","Central","Fixed",0.35,295,0.04,17,6.4,23389.11702,2,2180,10216.8215737753,385.204553775269
"3852","Central","Tracking",0.35,295,0.04,15,4.6,19029.11702,2,2180,8430.92272804169,779.305708041687
"3853","Central","Tracking",0.35,295,0.04,16,4.6,19962.36702,1.9,2071,9364.17272804169,622.555708041687
"3854","Central","Tracking",0.35,295,0.04,17,4.6,20677.61702,1.8,1962,10079.4227280417,247.805708041687
"3855","Central","Tracking",0.35,295,0.04,17,6.4,23389.11702,2,2180,10642.5325790116,810.915559011606
"3856","Northern","Fixed",0.35,295,0.04,15,4.6,19029.11702,2,2180,8507.3161131614,855.699093161396
"3857","Northern","Fixed",0.35,295,0.04,16,4.6,19962.36702,1.9,2071,9440.5661131614,698.949093161396
"3858","Northern","Fixed",0.35,295,0.04,17,4.6,20677.61702,1.8,1962,10155.8161131614,324.199093161396
"3859","Northern","Fixed",0.35,295,0.04,17,6.4,23389.11702,2,2180,9939.42157377527,107.804553775268
"3860","Northern","Tracking",0.35,295,0.04,15,4.6,19029.11702,2,2180,8015.52272804169,363.905708041688
"3861","Northern","Tracking",0.35,295,0.04,16,4.6,19962.36702,1.9,2071,8948.77272804169,207.155708041688
"3862","Northern","Tracking",0.35,295,0.04,17,4.6,22033.36702,1.9,2071,11019.7727280417,1188.15570804169
"3863","Northern","Tracking",0.35,295,0.04,17,6.4,23389.11702,2,2180,10227.1325790116,395.515559011606
"3864","Southern","Fixed",0.35,295,0.04,14,4.6,16849.11702,2,2180,6851.6361131614,290.019093161396
"3865","Southern","Fixed",0.35,295,0.04,15,4.6,17891.36702,1.9,2071,7893.8861131614,242.269093161396
"3866","Southern","Fixed",0.35,295,0.04,16,4.6,19962.36702,1.9,2071,9964.8861131614,1223.2690931614
"3867","Southern","Fixed",0.35,295,0.04,17,4.6,20677.61702,1.8,1962,10680.1361131614,848.519093161396
"3868","Southern","Fixed",0.35,295,0.04,17,6.4,23389.11702,2,2180,10463.7415737753,632.124553775267
"3869","Southern","Tracking",0.35,295,0.04,14,4.6,16849.11702,2,2180,6582.12272804169,20.5057080416882
"3870","Southern","Tracking",0.35,295,0.04,15,4.6,19029.11702,2,2180,8762.12272804169,1110.50570804169
"3871","Southern","Tracking",0.35,295,0.04,16,4.6,19962.36702,1.9,2071,9695.37272804169,953.755708041688
"3872","Southern","Tracking",0.35,295,0.04,17,4.6,20677.61702,1.8,1962,10410.6227280417,579.005708041688
"3873","Southern","Tracking",0.35,295,0.04,16,6.4,21209.11702,2,2180,8793.73257901161,52.1155590116068
"3874","Southern","Tracking",0.35,295,0.04,17,6.4,23389.11702,2,2180,10973.7325790116,1142.11555901161
"3875","Black Belt","Fixed",0.4,354,0.04,16,4.6,21209.11702,2,2180,9132.48393179368,390.866911793681
"3876","Black Belt","Fixed",0.4,354,0.04,17,4.6,22033.36702,1.9,2071,9956.73393179368,125.116911793681
"3877","Black Belt","Tracking",0.4,354,0.04,17,4.6,23389.11702,2,2180,10916.24386965,1084.62684965003
"3878","Central","Fixed",0.4,354,0.04,16,4.6,21209.11702,2,2180,8915.24393179368,173.626911793681
"3879","Central","Fixed",0.4,354,0.04,17,4.6,23389.11702,2,2180,11095.2439317937,1263.62691179368
"3880","Central","Tracking",0.4,354,0.04,17,4.6,23389.11702,2,2180,10670.48386965,838.866849650029
"3881","Northern","Fixed",0.4,354,0.04,17,4.6,23389.11702,2,2180,10762.3639317937,930.74691179368
"3882","Northern","Tracking",0.4,354,0.04,17,4.6,23389.11702,2,2180,10172.08386965,340.466849650029
"3883","Southern","Fixed",0.4,354,0.04,16,4.6,21209.11702,2,2180,9211.52393179368,469.90691179368
"3884","Southern","Fixed",0.4,354,0.04,17,4.6,22033.36702,1.9,2071,10035.7739317937,204.15691179368
"3885","Southern","Tracking",0.4,354,0.04,16,4.6,21209.11702,2,2180,8887.92386965003,146.306849650029
"3886","Southern","Tracking",0.4,354,0.04,17,4.6,23389.11702,2,2180,11067.92386965,1236.30684965003
"3887","Black Belt","Fixed",0.45,354,0.04,16,4.6,21209.11702,2,2180,9132.48393179368,390.866911793681
"3888","Black Belt","Fixed",0.45,354,0.04,17,4.6,22033.36702,1.9,2071,9956.73393179368,125.116911793681
"3889","Black Belt","Tracking",0.45,354,0.04,17,4.6,23389.11702,2,2180,10916.24386965,1084.62684965003
"3890","Central","Fixed",0.45,354,0.04,16,4.6,21209.11702,2,2180,8915.24393179368,173.626911793681
"3891","Central","Fixed",0.45,354,0.04,17,4.6,23389.11702,2,2180,11095.2439317937,1263.62691179368
"3892","Central","Tracking",0.45,354,0.04,17,4.6,23389.11702,2,2180,10670.48386965,838.866849650029
"3893","Northern","Fixed",0.45,354,0.04,17,4.6,23389.11702,2,2180,10762.3639317937,930.74691179368
"3894","Northern","Tracking",0.45,354,0.04,17,4.6,23389.11702,2,2180,10172.08386965,340.466849650029
"3895","Southern","Fixed",0.45,354,0.04,16,4.6,21209.11702,2,2180,9211.52393179368,469.90691179368
"3896","Southern","Fixed",0.45,354,0.04,17,4.6,22033.36702,1.9,2071,10035.7739317937,204.15691179368
"3897","Southern","Tracking",0.45,354,0.04,16,4.6,21209.11702,2,2180,8887.92386965003,146.306849650029
"3898","Southern","Tracking",0.45,354,0.04,17,4.6,23389.11702,2,2180,11067.92386965,1236.30684965003
"3899","Black Belt","Fixed",0.1,59,0.045,11,4.6,5396.86702,1.3,1417,3587.49983863228,295.882818632282
"3900","Black Belt","Fixed",0.1,59,0.045,12,4.6,6813.86702,1.3,1417,5004.49983863228,622.882818632282
"3901","Black Belt","Fixed",0.1,59,0.045,13,4.6,7311.11702,1.2,1308,5501.74983863228,30.1328186322799
"3902","Black Belt","Fixed",0.1,59,0.045,14,4.6,8619.11702,1.2,1308,6809.74983863228,248.13281863228
"3903","Black Belt","Fixed",0.1,59,0.045,15,4.6,9927.11702,1.2,1308,8117.74983863228,466.13281863228
"3904","Black Belt","Fixed",0.1,59,0.045,16,4.6,11235.11702,1.2,1308,9425.74983863228,684.132818632281
"3905","Black Belt","Fixed",0.1,59,0.045,17,4.6,12543.11702,1.2,1308,10733.7498386323,902.132818632281
"3906","Black Belt","Fixed",0.1,59,0.045,11,6.4,6098.61702,1.4,1526,3703.67093075505,412.053910755053
"3907","Black Belt","Fixed",0.1,59,0.045,12,6.4,6813.86702,1.3,1417,4418.92093075505,37.3039107550549
"3908","Black Belt","Fixed",0.1,59,0.045,13,6.4,8230.86702,1.3,1417,5835.92093075505,364.303910755055
"3909","Black Belt","Fixed",0.1,59,0.045,14,6.4,9647.86702,1.3,1417,7252.92093075505,691.303910755055
"3910","Black Belt","Fixed",0.1,59,0.045,15,6.4,11064.86702,1.3,1417,8669.92093075506,1018.30391075506
"3911","Black Belt","Fixed",0.1,59,0.045,16,6.4,11235.11702,1.2,1308,8840.17093075505,98.5539107550521
"3912","Black Belt","Fixed",0.1,59,0.045,17,6.4,12543.11702,1.2,1308,10148.1709307551,316.553910755052
"3913","Black Belt","Fixed",0.1,59,0.045,11,8.2,6800.36702,1.5,1635,3310.31232381582,18.6953038158235
"3914","Black Belt","Fixed",0.1,59,0.045,12,8.2,8435.36702,1.5,1635,4945.31232381582,563.695303815824
"3915","Black Belt","Fixed",0.1,59,0.045,13,8.2,9150.61702,1.4,1526,5660.56232381582,188.945303815824
"3916","Black Belt","Fixed",0.1,59,0.045,14,8.2,10676.61702,1.4,1526,7186.56232381582,624.945303815824
"3917","Black Belt","Fixed",0.1,59,0.045,15,8.2,12202.61702,1.4,1526,8712.56232381582,1060.94530381582
"3918","Black Belt","Fixed",0.1,59,0.045,16,8.2,12481.86702,1.3,1417,8991.81232381583,250.195303815826
"3919","Black Belt","Fixed",0.1,59,0.045,17,8.2,13898.86702,1.3,1417,10408.8123238158,577.195303815826
"3920","Black Belt","Tracking",0.1,59,0.045,11,4.6,5396.86702,1.3,1417,3553.03316160834,261.41614160834
"3921","Black Belt","Tracking",0.1,59,0.045,12,4.6,6813.86702,1.3,1417,4970.03316160834,588.416141608341
"3922","Black Belt","Tracking",0.1,59,0.045,13,4.6,8230.86702,1.3,1417,6387.03316160834,915.416141608341
"3923","Black Belt","Tracking",0.1,59,0.045,14,4.6,8619.11702,1.2,1308,6775.28316160834,213.666141608339
"3924","Black Belt","Tracking",0.1,59,0.045,15,4.6,9927.11702,1.2,1308,8083.28316160834,431.666141608339
"3925","Black Belt","Tracking",0.1,59,0.045,16,4.6,11235.11702,1.2,1308,9391.28316160834,649.666141608339
"3926","Black Belt","Tracking",0.1,59,0.045,17,4.6,12543.11702,1.2,1308,10699.2831616083,867.666141608339
"3927","Black Belt","Tracking",0.1,59,0.045,11,6.4,6098.61702,1.4,1526,3825.10513180232,533.488111802321
"3928","Black Belt","Tracking",0.1,59,0.045,12,6.4,6813.86702,1.3,1417,4540.35513180232,158.738111802322
"3929","Black Belt","Tracking",0.1,59,0.045,13,6.4,8230.86702,1.3,1417,5957.35513180232,485.738111802322
"3930","Black Belt","Tracking",0.1,59,0.045,14,6.4,9647.86702,1.3,1417,7374.35513180232,812.738111802322
"3931","Black Belt","Tracking",0.1,59,0.045,15,6.4,9927.11702,1.2,1308,7653.60513180232,1.98811180232042
"3932","Black Belt","Tracking",0.1,59,0.045,16,6.4,11235.11702,1.2,1308,8961.60513180232,219.98811180232
"3933","Black Belt","Tracking",0.1,59,0.045,17,6.4,12543.11702,1.2,1308,10269.6051318023,437.98811180232
"3934","Black Belt","Tracking",0.1,59,0.045,11,8.2,6098.61702,1.4,1526,3395.4271019963,103.810081996303
"3935","Black Belt","Tracking",0.1,59,0.045,12,8.2,7624.61702,1.4,1526,4921.4271019963,539.810081996304
"3936","Black Belt","Tracking",0.1,59,0.045,13,8.2,8230.86702,1.3,1417,5527.67710199631,56.0600819963056
"3937","Black Belt","Tracking",0.1,59,0.045,14,8.2,9647.86702,1.3,1417,6944.67710199631,383.060081996306
"3938","Black Belt","Tracking",0.1,59,0.045,15,8.2,11064.86702,1.3,1417,8361.67710199631,710.060081996306
"3939","Black Belt","Tracking",0.1,59,0.045,16,8.2,12481.86702,1.3,1417,9778.67710199631,1037.06008199631
"3940","Black Belt","Tracking",0.1,59,0.045,17,8.2,12543.11702,1.2,1308,9839.9271019963,8.31008199630378
"3941","Central","Fixed",0.1,59,0.045,11,4.6,5396.86702,1.3,1417,3546.68483863228,255.067818632282
"3942","Central","Fixed",0.1,59,0.045,12,4.6,6813.86702,1.3,1417,4963.68483863228,582.067818632282
"3943","Central","Fixed",0.1,59,0.045,13,4.6,8230.86702,1.3,1417,6380.68483863228,909.067818632282
"3944","Central","Fixed",0.1,59,0.045,14,4.6,8619.11702,1.2,1308,6768.93483863228,207.31781863228
"3945","Central","Fixed",0.1,59,0.045,15,4.6,9927.11702,1.2,1308,8076.93483863228,425.31781863228
"3946","Central","Fixed",0.1,59,0.045,16,4.6,11235.11702,1.2,1308,9384.93483863228,643.31781863228
"3947","Central","Fixed",0.1,59,0.045,17,4.6,12543.11702,1.2,1308,10692.9348386323,861.31781863228
"3948","Central","Fixed",0.1,59,0.045,11,6.4,6098.61702,1.4,1526,3662.85593075505,371.238910755053
"3949","Central","Fixed",0.1,59,0.045,12,6.4,7624.61702,1.4,1526,5188.85593075505,807.238910755053
"3950","Central","Fixed",0.1,59,0.045,13,6.4,8230.86702,1.3,1417,5795.10593075505,323.488910755055
"3951","Central","Fixed",0.1,59,0.045,14,6.4,9647.86702,1.3,1417,7212.10593075505,650.488910755055
"3952","Central","Fixed",0.1,59,0.045,15,6.4,11064.86702,1.3,1417,8629.10593075505,977.488910755055
"3953","Central","Fixed",0.1,59,0.045,16,6.4,11235.11702,1.2,1308,8799.35593075505,57.7389107550534
"3954","Central","Fixed",0.1,59,0.045,17,6.4,12543.11702,1.2,1308,10107.3559307551,275.738910755053
"3955","Central","Fixed",0.1,59,0.045,11,8.2,7502.11702,1.6,1744,3971.24732381582,679.630303815824
"3956","Central","Fixed",0.1,59,0.045,12,8.2,8435.36702,1.5,1635,4904.49732381582,522.880303815824
"3957","Central","Fixed",0.1,59,0.045,13,8.2,9150.61702,1.4,1526,5619.74732381582,148.130303815824
"3958","Central","Fixed",0.1,59,0.045,14,8.2,10676.61702,1.4,1526,7145.74732381582,584.130303815824
"3959","Central","Fixed",0.1,59,0.045,15,8.2,12202.61702,1.4,1526,8671.74732381582,1020.13030381582
"3960","Central","Fixed",0.1,59,0.045,16,8.2,12481.86702,1.3,1417,8950.99732381583,209.380303815826
"3961","Central","Fixed",0.1,59,0.045,17,8.2,13898.86702,1.3,1417,10367.9973238158,536.380303815826
"3962","Central","Tracking",0.1,59,0.045,11,4.6,5396.86702,1.3,1417,3506.95316160834,215.33614160834
"3963","Central","Tracking",0.1,59,0.045,12,4.6,6813.86702,1.3,1417,4923.95316160834,542.336141608341
"3964","Central","Tracking",0.1,59,0.045,13,4.6,8230.86702,1.3,1417,6340.95316160834,869.336141608341
"3965","Central","Tracking",0.1,59,0.045,14,4.6,8619.11702,1.2,1308,6729.20316160834,167.586141608339
"3966","Central","Tracking",0.1,59,0.045,15,4.6,9927.11702,1.2,1308,8037.20316160834,385.586141608339
"3967","Central","Tracking",0.1,59,0.045,16,4.6,11235.11702,1.2,1308,9345.20316160834,603.586141608339
"3968","Central","Tracking",0.1,59,0.045,17,4.6,12543.11702,1.2,1308,10653.2031616083,821.586141608339
"3969","Central","Tracking",0.1,59,0.045,11,6.4,6098.61702,1.4,1526,3779.02513180232,487.408111802321
"3970","Central","Tracking",0.1,59,0.045,12,6.4,6813.86702,1.3,1417,4494.27513180232,112.658111802322
"3971","Central","Tracking",0.1,59,0.045,13,6.4,8230.86702,1.3,1417,5911.27513180232,439.658111802322
"3972","Central","Tracking",0.1,59,0.045,14,6.4,9647.86702,1.3,1417,7328.27513180232,766.658111802322
"3973","Central","Tracking",0.1,59,0.045,15,6.4,11064.86702,1.3,1417,8745.27513180232,1093.65811180232
"3974","Central","Tracking",0.1,59,0.045,16,6.4,11235.11702,1.2,1308,8915.52513180232,173.90811180232
"3975","Central","Tracking",0.1,59,0.045,17,6.4,12543.11702,1.2,1308,10223.5251318023,391.90811180232
"3976","Central","Tracking",0.1,59,0.045,11,8.2,6098.61702,1.4,1526,3349.3471019963,57.7300819963034
"3977","Central","Tracking",0.1,59,0.045,12,8.2,7624.61702,1.4,1526,4875.3471019963,493.730081996304
"3978","Central","Tracking",0.1,59,0.045,13,8.2,8230.86702,1.3,1417,5481.59710199631,9.98008199630567
"3979","Central","Tracking",0.1,59,0.045,14,8.2,9647.86702,1.3,1417,6898.59710199631,336.980081996306
"3980","Central","Tracking",0.1,59,0.045,15,8.2,11064.86702,1.3,1417,8315.59710199631,663.980081996306
"3981","Central","Tracking",0.1,59,0.045,16,8.2,12481.86702,1.3,1417,9732.59710199631,990.980081996306
"3982","Central","Tracking",0.1,59,0.045,17,8.2,13898.86702,1.3,1417,11149.5971019963,1317.98008199631
"3983","Northern","Fixed",0.1,59,0.045,11,4.6,5396.86702,1.3,1417,3484.22483863228,192.607818632282
"3984","Northern","Fixed",0.1,59,0.045,12,4.6,6813.86702,1.3,1417,4901.22483863228,519.607818632282
"3985","Northern","Fixed",0.1,59,0.045,13,4.6,8230.86702,1.3,1417,6318.22483863228,846.607818632282
"3986","Northern","Fixed",0.1,59,0.045,14,4.6,8619.11702,1.2,1308,6706.47483863228,144.85781863228
"3987","Northern","Fixed",0.1,59,0.045,15,4.6,9927.11702,1.2,1308,8014.47483863228,362.85781863228
"3988","Northern","Fixed",0.1,59,0.045,16,4.6,11235.11702,1.2,1308,9322.47483863228,580.857818632279
"3989","Northern","Fixed",0.1,59,0.045,17,4.6,12543.11702,1.2,1308,10630.4748386323,798.857818632279
"3990","Northern","Fixed",0.1,59,0.045,11,6.4,6098.61702,1.4,1526,3600.39593075505,308.778910755053
"3991","Northern","Fixed",0.1,59,0.045,12,6.4,7624.61702,1.4,1526,5126.39593075505,744.778910755053
"3992","Northern","Fixed",0.1,59,0.045,13,6.4,8230.86702,1.3,1417,5732.64593075505,261.028910755055
"3993","Northern","Fixed",0.1,59,0.045,14,6.4,9647.86702,1.3,1417,7149.64593075505,588.028910755055
"3994","Northern","Fixed",0.1,59,0.045,15,6.4,11064.86702,1.3,1417,8566.64593075505,915.028910755054
"3995","Northern","Fixed",0.1,59,0.045,16,6.4,12481.86702,1.3,1417,9983.64593075505,1242.02891075505
"3996","Northern","Fixed",0.1,59,0.045,17,6.4,12543.11702,1.2,1308,10044.8959307551,213.278910755054
"3997","Northern","Fixed",0.1,59,0.045,11,8.2,7502.11702,1.6,1744,3908.78732381582,617.170303815824
"3998","Northern","Fixed",0.1,59,0.045,12,8.2,8435.36702,1.5,1635,4842.03732381582,460.420303815824
"3999","Northern","Fixed",0.1,59,0.045,13,8.2,9150.61702,1.4,1526,5557.28732381582,85.6703038158239
"4000","Northern","Fixed",0.1,59,0.045,14,8.2,10676.61702,1.4,1526,7083.28732381582,521.670303815824
"4001","Northern","Fixed",0.1,59,0.045,15,8.2,12202.61702,1.4,1526,8609.28732381582,957.670303815825
"4002","Northern","Fixed",0.1,59,0.045,16,8.2,12481.86702,1.3,1417,8888.53732381582,146.920303815825
"4003","Northern","Fixed",0.1,59,0.045,17,8.2,13898.86702,1.3,1417,10305.5373238158,473.920303815825
"4004","Northern","Tracking",0.1,59,0.045,11,4.6,5396.86702,1.3,1417,3413.44316160834,121.826141608341
"4005","Northern","Tracking",0.1,59,0.045,12,4.6,6813.86702,1.3,1417,4830.44316160834,448.826141608341
"4006","Northern","Tracking",0.1,59,0.045,13,4.6,8230.86702,1.3,1417,6247.44316160834,775.826141608341
"4007","Northern","Tracking",0.1,59,0.045,14,4.6,8619.11702,1.2,1308,6635.69316160834,74.0761416083387
"4008","Northern","Tracking",0.1,59,0.045,15,4.6,9927.11702,1.2,1308,7943.69316160834,292.076141608339
"4009","Northern","Tracking",0.1,59,0.045,16,4.6,11235.11702,1.2,1308,9251.69316160834,510.076141608339
"4010","Northern","Tracking",0.1,59,0.045,17,4.6,12543.11702,1.2,1308,10559.6931616083,728.076141608339
"4011","Northern","Tracking",0.1,59,0.045,11,6.4,6098.61702,1.4,1526,3685.51513180232,393.898111802321
"4012","Northern","Tracking",0.1,59,0.045,12,6.4,6813.86702,1.3,1417,4400.76513180232,19.148111802323
"4013","Northern","Tracking",0.1,59,0.045,13,6.4,8230.86702,1.3,1417,5817.76513180232,346.148111802323
"4014","Northern","Tracking",0.1,59,0.045,14,6.4,9647.86702,1.3,1417,7234.76513180232,673.148111802323
"4015","Northern","Tracking",0.1,59,0.045,15,6.4,11064.86702,1.3,1417,8651.76513180232,1000.14811180232
"4016","Northern","Tracking",0.1,59,0.045,16,6.4,11235.11702,1.2,1308,8822.01513180232,80.3981118023203
"4017","Northern","Tracking",0.1,59,0.045,17,6.4,12543.11702,1.2,1308,10130.0151318023,298.39811180232
"4018","Northern","Tracking",0.1,59,0.045,11,8.2,6800.36702,1.5,1635,3957.5871019963,665.970081996304
"4019","Northern","Tracking",0.1,59,0.045,12,8.2,7624.61702,1.4,1526,4781.8371019963,400.220081996304
"4020","Northern","Tracking",0.1,59,0.045,13,8.2,9150.61702,1.4,1526,6307.8371019963,836.220081996304
"4021","Northern","Tracking",0.1,59,0.045,14,8.2,9647.86702,1.3,1417,6805.08710199631,243.470081996305
"4022","Northern","Tracking",0.1,59,0.045,15,8.2,11064.86702,1.3,1417,8222.08710199631,570.470081996305
"4023","Northern","Tracking",0.1,59,0.045,16,8.2,12481.86702,1.3,1417,9639.08710199631,897.470081996305
"4024","Northern","Tracking",0.1,59,0.045,17,8.2,13898.86702,1.3,1417,11056.0871019963,1224.47008199631
"4025","Southern","Fixed",0.1,59,0.045,11,4.6,5396.86702,1.3,1417,3602.30483863228,310.687818632282
"4026","Southern","Fixed",0.1,59,0.045,12,4.6,6813.86702,1.3,1417,5019.30483863228,637.687818632282
"4027","Southern","Fixed",0.1,59,0.045,13,4.6,7311.11702,1.2,1308,5516.55483863228,44.9378186322801
"4028","Southern","Fixed",0.1,59,0.045,14,4.6,8619.11702,1.2,1308,6824.55483863228,262.93781863228
"4029","Southern","Fixed",0.1,59,0.045,15,4.6,9927.11702,1.2,1308,8132.55483863228,480.93781863228
"4030","Southern","Fixed",0.1,59,0.045,16,4.6,11235.11702,1.2,1308,9440.55483863228,698.937818632279
"4031","Southern","Fixed",0.1,59,0.045,17,4.6,12543.11702,1.2,1308,10748.5548386323,916.937818632279
"4032","Southern","Fixed",0.1,59,0.045,11,6.4,6098.61702,1.4,1526,3718.47593075505,426.858910755053
"4033","Southern","Fixed",0.1,59,0.045,12,6.4,6813.86702,1.3,1417,4433.72593075505,52.1089107550551
"4034","Southern","Fixed",0.1,59,0.045,13,6.4,8230.86702,1.3,1417,5850.72593075505,379.108910755055
"4035","Southern","Fixed",0.1,59,0.045,14,6.4,9647.86702,1.3,1417,7267.72593075505,706.108910755055
"4036","Southern","Fixed",0.1,59,0.045,15,6.4,11064.86702,1.3,1417,8684.72593075506,1033.10891075506
"4037","Southern","Fixed",0.1,59,0.045,16,6.4,11235.11702,1.2,1308,8854.97593075505,113.358910755052
"4038","Southern","Fixed",0.1,59,0.045,17,6.4,12543.11702,1.2,1308,10162.9759307551,331.358910755052
"4039","Southern","Fixed",0.1,59,0.045,11,8.2,6800.36702,1.5,1635,3325.11732381582,33.5003038158238
"4040","Southern","Fixed",0.1,59,0.045,12,8.2,8435.36702,1.5,1635,4960.11732381582,578.500303815824
"4041","Southern","Fixed",0.1,59,0.045,13,8.2,9150.61702,1.4,1526,5675.36732381582,203.750303815824
"4042","Southern","Fixed",0.1,59,0.045,14,8.2,10676.61702,1.4,1526,7201.36732381582,639.750303815824
"4043","Southern","Fixed",0.1,59,0.045,15,8.2,12202.61702,1.4,1526,8727.36732381582,1075.75030381582
"4044","Southern","Fixed",0.1,59,0.045,16,8.2,12481.86702,1.3,1417,9006.61732381583,265.000303815827
"4045","Southern","Fixed",0.1,59,0.045,17,8.2,13898.86702,1.3,1417,10423.6173238158,592.000303815827
"4046","Southern","Tracking",0.1,59,0.045,11,4.6,5396.86702,1.3,1417,3581.47316160834,289.85614160834
"4047","Southern","Tracking",0.1,59,0.045,12,4.6,6813.86702,1.3,1417,4998.47316160834,616.85614160834
"4048","Southern","Tracking",0.1,59,0.045,13,4.6,7311.11702,1.2,1308,5495.72316160834,24.1061416083385
"4049","Southern","Tracking",0.1,59,0.045,14,4.6,8619.11702,1.2,1308,6803.72316160834,242.106141608338
"4050","Southern","Tracking",0.1,59,0.045,15,4.6,9927.11702,1.2,1308,8111.72316160834,460.106141608338
"4051","Southern","Tracking",0.1,59,0.045,16,4.6,11235.11702,1.2,1308,9419.72316160834,678.106141608338
"4052","Southern","Tracking",0.1,59,0.045,17,4.6,12543.11702,1.2,1308,10727.7231616083,896.106141608338
"4053","Southern","Tracking",0.1,59,0.045,11,6.4,6098.61702,1.4,1526,3853.54513180232,561.928111802321
"4054","Southern","Tracking",0.1,59,0.045,12,6.4,6813.86702,1.3,1417,4568.79513180232,187.178111802323
"4055","Southern","Tracking",0.1,59,0.045,13,6.4,8230.86702,1.3,1417,5985.79513180232,514.178111802323
"4056","Southern","Tracking",0.1,59,0.045,14,6.4,9647.86702,1.3,1417,7402.79513180232,841.178111802323
"4057","Southern","Tracking",0.1,59,0.045,15,6.4,9927.11702,1.2,1308,7682.04513180232,30.4281118023209
"4058","Southern","Tracking",0.1,59,0.045,16,6.4,11235.11702,1.2,1308,8990.04513180232,248.428111802321
"4059","Southern","Tracking",0.1,59,0.045,17,6.4,12543.11702,1.2,1308,10298.0451318023,466.428111802321
"4060","Southern","Tracking",0.1,59,0.045,11,8.2,6098.61702,1.4,1526,3423.8671019963,132.250081996303
"4061","Southern","Tracking",0.1,59,0.045,12,8.2,7624.61702,1.4,1526,4949.8671019963,568.250081996303
"4062","Southern","Tracking",0.1,59,0.045,13,8.2,8230.86702,1.3,1417,5556.1171019963,84.5000819963052
"4063","Southern","Tracking",0.1,59,0.045,14,8.2,9647.86702,1.3,1417,6973.1171019963,411.500081996305
"4064","Southern","Tracking",0.1,59,0.045,15,8.2,11064.86702,1.3,1417,8390.1171019963,738.500081996304
"4065","Southern","Tracking",0.1,59,0.045,16,8.2,12481.86702,1.3,1417,9807.1171019963,1065.5000819963
"4066","Southern","Tracking",0.1,59,0.045,17,8.2,12543.11702,1.2,1308,9868.3671019963,36.7500819963043
"4067","Black Belt","Fixed",0.15,118,0.045,11,4.6,7502.11702,1.6,1744,3883.29265726456,591.67563726456
