"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","sqav_profit","sqavp_wocp"
"1","Black Belt","Fixed",0.1,59,0.01,11,4.6,6800.36702,1.5,1635,3570.94483863228,279.32781863228
"2","Black Belt","Fixed",0.1,59,0.01,12,4.6,7624.61702,1.4,1526,4395.19483863228,13.5778186322805
"3","Black Belt","Fixed",0.1,59,0.01,13,4.6,9150.61702,1.4,1526,5921.19483863228,449.57781863228
"4","Black Belt","Fixed",0.1,59,0.01,14,4.6,10676.61702,1.4,1526,7447.19483863228,885.57781863228
"5","Black Belt","Fixed",0.1,59,0.01,15,4.6,11064.86702,1.3,1417,7835.44483863228,183.827818632282
"6","Black Belt","Fixed",0.1,59,0.01,16,4.6,12481.86702,1.3,1417,9252.44483863228,510.827818632282
"7","Black Belt","Fixed",0.1,59,0.01,17,4.6,13898.86702,1.3,1417,10669.4448386323,837.827818632282
"8","Black Belt","Fixed",0.1,59,0.01,11,6.4,7502.11702,1.6,1744,3687.11593075505,395.498910755053
"9","Black Belt","Fixed",0.1,59,0.01,12,6.4,8435.36702,1.5,1635,4620.36593075505,238.748910755054
"10","Black Belt","Fixed",0.1,59,0.01,13,6.4,10070.36702,1.5,1635,6255.36593075505,783.748910755054
"11","Black Belt","Fixed",0.1,59,0.01,14,6.4,10676.61702,1.4,1526,6861.61593075505,299.998910755054
"12","Black Belt","Fixed",0.1,59,0.01,15,6.4,12202.61702,1.4,1526,8387.61593075505,735.998910755054
"13","Black Belt","Fixed",0.1,59,0.01,16,6.4,13728.61702,1.4,1526,9913.61593075505,1171.99891075505
"14","Black Belt","Fixed",0.1,59,0.01,17,6.4,13898.86702,1.3,1417,10083.8659307551,252.248910755055
"15","Black Belt","Fixed",0.1,59,0.01,11,8.2,8203.86702,1.7,1853,3293.75732381582,2.14030381582234
"16","Black Belt","Fixed",0.1,59,0.01,12,8.2,10056.86702,1.7,1853,5146.75732381582,765.140303815822
"17","Black Belt","Fixed",0.1,59,0.01,13,8.2,10990.11702,1.6,1744,6080.00732381582,608.390303815824
"18","Black Belt","Fixed",0.1,59,0.01,14,8.2,11705.36702,1.5,1635,6795.25732381582,233.640303815824
"19","Black Belt","Fixed",0.1,59,0.01,15,8.2,13340.36702,1.5,1635,8430.25732381582,778.640303815824
"20","Black Belt","Fixed",0.1,59,0.01,16,8.2,13728.61702,1.4,1526,8818.50732381582,76.8903038158242
"21","Black Belt","Fixed",0.1,59,0.01,17,8.2,15254.61702,1.4,1526,10344.5073238158,512.890303815824
"22","Black Belt","Tracking",0.1,59,0.01,11,4.6,6800.36702,1.5,1635,3314.85816160834,23.2411416083387
"23","Black Belt","Tracking",0.1,59,0.01,12,4.6,8435.36702,1.5,1635,4949.85816160834,568.241141608339
"24","Black Belt","Tracking",0.1,59,0.01,13,4.6,9150.61702,1.4,1526,5665.10816160834,193.491141608339
"25","Black Belt","Tracking",0.1,59,0.01,14,4.6,10676.61702,1.4,1526,7191.10816160834,629.491141608339
"26","Black Belt","Tracking",0.1,59,0.01,15,4.6,12202.61702,1.4,1526,8717.10816160834,1065.49114160834
"27","Black Belt","Tracking",0.1,59,0.01,16,4.6,12481.86702,1.3,1417,8996.35816160834,254.74114160834
"28","Black Belt","Tracking",0.1,59,0.01,17,4.6,13898.86702,1.3,1417,10413.3581616083,581.74114160834
"29","Black Belt","Tracking",0.1,59,0.01,11,6.4,7502.11702,1.6,1744,3586.93013180232,295.313111802321
"30","Black Belt","Tracking",0.1,59,0.01,12,6.4,8435.36702,1.5,1635,4520.18013180232,138.563111802321
"31","Black Belt","Tracking",0.1,59,0.01,13,6.4,10070.36702,1.5,1635,6155.18013180232,683.563111802321
"32","Black Belt","Tracking",0.1,59,0.01,14,6.4,10676.61702,1.4,1526,6761.43013180232,199.813111802321
"33","Black Belt","Tracking",0.1,59,0.01,15,6.4,12202.61702,1.4,1526,8287.43013180232,635.813111802321
"34","Black Belt","Tracking",0.1,59,0.01,16,6.4,13728.61702,1.4,1526,9813.43013180232,1071.81311180232
"35","Black Belt","Tracking",0.1,59,0.01,17,6.4,13898.86702,1.3,1417,9983.68013180232,152.063111802323
"36","Black Belt","Tracking",0.1,59,0.01,11,8.2,8203.86702,1.7,1853,3859.0021019963,567.385081996302
"37","Black Belt","Tracking",0.1,59,0.01,12,8.2,9246.11702,1.6,1744,4901.2521019963,519.635081996304
"38","Black Belt","Tracking",0.1,59,0.01,13,8.2,10070.36702,1.5,1635,5725.5021019963,253.885081996304
"39","Black Belt","Tracking",0.1,59,0.01,14,8.2,11705.36702,1.5,1635,7360.5021019963,798.885081996304
"40","Black Belt","Tracking",0.1,59,0.01,15,8.2,12202.61702,1.4,1526,7857.7521019963,206.135081996304
"41","Black Belt","Tracking",0.1,59,0.01,16,8.2,13728.61702,1.4,1526,9383.7521019963,642.135081996303
"42","Black Belt","Tracking",0.1,59,0.01,17,8.2,15254.61702,1.4,1526,10909.7521019963,1078.1350819963
"43","Central","Fixed",0.1,59,0.01,11,4.6,6800.36702,1.5,1635,3561.87483863228,270.25781863228
"44","Central","Fixed",0.1,59,0.01,12,4.6,7624.61702,1.4,1526,4386.12483863228,4.50781863227985
"45","Central","Fixed",0.1,59,0.01,13,4.6,9150.61702,1.4,1526,5912.12483863228,440.50781863228
"46","Central","Fixed",0.1,59,0.01,14,4.6,10676.61702,1.4,1526,7438.12483863228,876.50781863228
"47","Central","Fixed",0.1,59,0.01,15,4.6,11064.86702,1.3,1417,7826.37483863228,174.757818632282
"48","Central","Fixed",0.1,59,0.01,16,4.6,12481.86702,1.3,1417,9243.37483863228,501.757818632281
"49","Central","Fixed",0.1,59,0.01,17,4.6,13898.86702,1.3,1417,10660.3748386323,828.757818632281
"50","Central","Fixed",0.1,59,0.01,11,6.4,7502.11702,1.6,1744,3678.04593075505,386.428910755053
"51","Central","Fixed",0.1,59,0.01,12,6.4,8435.36702,1.5,1635,4611.29593075505,229.678910755053
"52","Central","Fixed",0.1,59,0.01,13,6.4,10070.36702,1.5,1635,6246.29593075505,774.678910755053
"53","Central","Fixed",0.1,59,0.01,14,6.4,10676.61702,1.4,1526,6852.54593075505,290.928910755053
"54","Central","Fixed",0.1,59,0.01,15,6.4,12202.61702,1.4,1526,8378.54593075505,726.928910755052
"55","Central","Fixed",0.1,59,0.01,16,6.4,13728.61702,1.4,1526,9904.54593075505,1162.92891075505
"56","Central","Fixed",0.1,59,0.01,17,6.4,13898.86702,1.3,1417,10074.7959307551,243.178910755056
"57","Central","Fixed",0.1,59,0.01,11,8.2,8905.61702,1.8,1962,3986.43732381582,694.820303815822
"58","Central","Fixed",0.1,59,0.01,12,8.2,10056.86702,1.7,1853,5137.68732381582,756.070303815822
"59","Central","Fixed",0.1,59,0.01,13,8.2,10990.11702,1.6,1744,6070.93732381582,599.320303815824
"60","Central","Fixed",0.1,59,0.01,14,8.2,11705.36702,1.5,1635,6786.18732381582,224.570303815824
"61","Central","Fixed",0.1,59,0.01,15,8.2,13340.36702,1.5,1635,8421.18732381582,769.570303815823
"62","Central","Fixed",0.1,59,0.01,16,8.2,13728.61702,1.4,1526,8809.43732381582,67.8203038158226
"63","Central","Fixed",0.1,59,0.01,17,8.2,15254.61702,1.4,1526,10335.4373238158,503.820303815823
"64","Central","Tracking",0.1,59,0.01,11,4.6,6800.36702,1.5,1635,3304.61816160834,13.0011416083385
"65","Central","Tracking",0.1,59,0.01,12,4.6,8435.36702,1.5,1635,4939.61816160834,558.001141608338
"66","Central","Tracking",0.1,59,0.01,13,4.6,9150.61702,1.4,1526,5654.86816160834,183.251141608338
"67","Central","Tracking",0.1,59,0.01,14,4.6,10676.61702,1.4,1526,7180.86816160834,619.251141608338
"68","Central","Tracking",0.1,59,0.01,15,4.6,12202.61702,1.4,1526,8706.86816160834,1055.25114160834
"69","Central","Tracking",0.1,59,0.01,16,4.6,12481.86702,1.3,1417,8986.11816160834,244.50114160834
"70","Central","Tracking",0.1,59,0.01,17,4.6,13898.86702,1.3,1417,10403.1181616083,571.50114160834
"71","Central","Tracking",0.1,59,0.01,11,6.4,7502.11702,1.6,1744,3576.69013180232,285.073111802321
"72","Central","Tracking",0.1,59,0.01,12,6.4,8435.36702,1.5,1635,4509.94013180232,128.323111802321
"73","Central","Tracking",0.1,59,0.01,13,6.4,10070.36702,1.5,1635,6144.94013180232,673.323111802321
"74","Central","Tracking",0.1,59,0.01,14,6.4,10676.61702,1.4,1526,6751.19013180232,189.573111802321
"75","Central","Tracking",0.1,59,0.01,15,6.4,12202.61702,1.4,1526,8277.19013180232,625.573111802321
"76","Central","Tracking",0.1,59,0.01,16,6.4,13728.61702,1.4,1526,9803.19013180232,1061.57311180232
"77","Central","Tracking",0.1,59,0.01,17,6.4,13898.86702,1.3,1417,9973.44013180232,141.823111802323
"78","Central","Tracking",0.1,59,0.01,11,8.2,8203.86702,1.7,1853,3848.7621019963,557.145081996302
"79","Central","Tracking",0.1,59,0.01,12,8.2,9246.11702,1.6,1744,4891.0121019963,509.395081996304
"80","Central","Tracking",0.1,59,0.01,13,8.2,10070.36702,1.5,1635,5715.2621019963,243.645081996304
"81","Central","Tracking",0.1,59,0.01,14,8.2,11705.36702,1.5,1635,7350.2621019963,788.645081996304
"82","Central","Tracking",0.1,59,0.01,15,8.2,12202.61702,1.4,1526,7847.5121019963,195.895081996304
"83","Central","Tracking",0.1,59,0.01,16,8.2,13728.61702,1.4,1526,9373.5121019963,631.895081996305
"84","Central","Tracking",0.1,59,0.01,17,8.2,15254.61702,1.4,1526,10899.5121019963,1067.8950819963
"85","Northern","Fixed",0.1,59,0.01,11,4.6,6800.36702,1.5,1635,3547.99483863228,256.37781863228
"86","Northern","Fixed",0.1,59,0.01,12,4.6,8435.36702,1.5,1635,5182.99483863228,801.37781863228
"87","Northern","Fixed",0.1,59,0.01,13,4.6,9150.61702,1.4,1526,5898.24483863228,426.62781863228
"88","Northern","Fixed",0.1,59,0.01,14,4.6,10676.61702,1.4,1526,7424.24483863228,862.62781863228
"89","Northern","Fixed",0.1,59,0.01,15,4.6,11064.86702,1.3,1417,7812.49483863228,160.877818632282
"90","Northern","Fixed",0.1,59,0.01,16,4.6,12481.86702,1.3,1417,9229.49483863228,487.877818632282
"91","Northern","Fixed",0.1,59,0.01,17,4.6,13898.86702,1.3,1417,10646.4948386323,814.877818632282
"92","Northern","Fixed",0.1,59,0.01,11,6.4,7502.11702,1.6,1744,3664.16593075505,372.548910755053
"93","Northern","Fixed",0.1,59,0.01,12,6.4,8435.36702,1.5,1635,4597.41593075505,215.798910755053
"94","Northern","Fixed",0.1,59,0.01,13,6.4,10070.36702,1.5,1635,6232.41593075505,760.798910755053
"95","Northern","Fixed",0.1,59,0.01,14,6.4,10676.61702,1.4,1526,6838.66593075505,277.048910755053
"96","Northern","Fixed",0.1,59,0.01,15,6.4,12202.61702,1.4,1526,8364.66593075505,713.048910755053
"97","Northern","Fixed",0.1,59,0.01,16,6.4,13728.61702,1.4,1526,9890.66593075505,1149.04891075505
"98","Northern","Fixed",0.1,59,0.01,17,6.4,13898.86702,1.3,1417,10060.9159307551,229.298910755055
"99","Northern","Fixed",0.1,59,0.01,11,8.2,8905.61702,1.8,1962,3972.55732381582,680.940303815822
"100","Northern","Fixed",0.1,59,0.01,12,8.2,10056.86702,1.7,1853,5123.80732381582,742.190303815822
"101","Northern","Fixed",0.1,59,0.01,13,8.2,10990.11702,1.6,1744,6057.05732381582,585.440303815823
"102","Northern","Fixed",0.1,59,0.01,14,8.2,11705.36702,1.5,1635,6772.30732381582,210.690303815823
"103","Northern","Fixed",0.1,59,0.01,15,8.2,13340.36702,1.5,1635,8407.30732381582,755.690303815823
"104","Northern","Fixed",0.1,59,0.01,16,8.2,13728.61702,1.4,1526,8795.55732381582,53.9403038158234
"105","Northern","Fixed",0.1,59,0.01,17,8.2,15254.61702,1.4,1526,10321.5573238158,489.940303815823
"106","Northern","Tracking",0.1,59,0.01,11,4.6,7502.11702,1.6,1744,3985.58816160834,693.971141608339
"107","Northern","Tracking",0.1,59,0.01,12,4.6,8435.36702,1.5,1635,4918.83816160834,537.221141608339
"108","Northern","Tracking",0.1,59,0.01,13,4.6,9150.61702,1.4,1526,5634.08816160834,162.471141608339
"109","Northern","Tracking",0.1,59,0.01,14,4.6,10676.61702,1.4,1526,7160.08816160834,598.471141608339
"110","Northern","Tracking",0.1,59,0.01,15,4.6,12202.61702,1.4,1526,8686.08816160834,1034.47114160834
"111","Northern","Tracking",0.1,59,0.01,16,4.6,12481.86702,1.3,1417,8965.33816160834,223.721141608341
"112","Northern","Tracking",0.1,59,0.01,17,4.6,13898.86702,1.3,1417,10382.3381616083,550.721141608341
"113","Northern","Tracking",0.1,59,0.01,11,6.4,7502.11702,1.6,1744,3555.91013180232,264.293111802321
"114","Northern","Tracking",0.1,59,0.01,12,6.4,8435.36702,1.5,1635,4489.16013180232,107.543111802321
"115","Northern","Tracking",0.1,59,0.01,13,6.4,10070.36702,1.5,1635,6124.16013180232,652.543111802321
"116","Northern","Tracking",0.1,59,0.01,14,6.4,10676.61702,1.4,1526,6730.41013180232,168.793111802321
"117","Northern","Tracking",0.1,59,0.01,15,6.4,12202.61702,1.4,1526,8256.41013180232,604.793111802321
"118","Northern","Tracking",0.1,59,0.01,16,6.4,13728.61702,1.4,1526,9782.41013180232,1040.79311180232
"119","Northern","Tracking",0.1,59,0.01,17,6.4,13898.86702,1.3,1417,9952.66013180232,121.043111802323
"120","Northern","Tracking",0.1,59,0.01,11,8.2,8203.86702,1.7,1853,3827.9821019963,536.365081996301
"121","Northern","Tracking",0.1,59,0.01,12,8.2,9246.11702,1.6,1744,4870.2321019963,488.615081996303
"122","Northern","Tracking",0.1,59,0.01,13,8.2,10070.36702,1.5,1635,5694.4821019963,222.865081996303
"123","Northern","Tracking",0.1,59,0.01,14,8.2,11705.36702,1.5,1635,7329.4821019963,767.865081996303
"124","Northern","Tracking",0.1,59,0.01,15,8.2,12202.61702,1.4,1526,7826.7321019963,175.115081996303
"125","Northern","Tracking",0.1,59,0.01,16,8.2,13728.61702,1.4,1526,9352.7321019963,611.115081996302
"126","Northern","Tracking",0.1,59,0.01,17,8.2,15254.61702,1.4,1526,10878.7321019963,1047.1150819963
"127","Southern","Fixed",0.1,59,0.01,11,4.6,6800.36702,1.5,1635,3574.23483863228,282.61781863228
"128","Southern","Fixed",0.1,59,0.01,12,4.6,7624.61702,1.4,1526,4398.48483863228,16.8678186322795
"129","Southern","Fixed",0.1,59,0.01,13,4.6,9150.61702,1.4,1526,5924.48483863228,452.86781863228
"130","Southern","Fixed",0.1,59,0.01,14,4.6,10676.61702,1.4,1526,7450.48483863228,888.86781863228
"131","Southern","Fixed",0.1,59,0.01,15,4.6,11064.86702,1.3,1417,7838.73483863228,187.117818632281
"132","Southern","Fixed",0.1,59,0.01,16,4.6,12481.86702,1.3,1417,9255.73483863228,514.117818632281
"133","Southern","Fixed",0.1,59,0.01,17,4.6,13898.86702,1.3,1417,10672.7348386323,841.117818632281
"134","Southern","Fixed",0.1,59,0.01,11,6.4,7502.11702,1.6,1744,3690.40593075505,398.788910755053
"135","Southern","Fixed",0.1,59,0.01,12,6.4,8435.36702,1.5,1635,4623.65593075505,242.038910755053
"136","Southern","Fixed",0.1,59,0.01,13,6.4,10070.36702,1.5,1635,6258.65593075505,787.038910755053
"137","Southern","Fixed",0.1,59,0.01,14,6.4,10676.61702,1.4,1526,6864.90593075505,303.288910755053
"138","Southern","Fixed",0.1,59,0.01,15,6.4,12202.61702,1.4,1526,8390.90593075505,739.288910755053
"139","Southern","Fixed",0.1,59,0.01,16,6.4,13728.61702,1.4,1526,9916.90593075505,1175.28891075505
"140","Southern","Fixed",0.1,59,0.01,17,6.4,13898.86702,1.3,1417,10087.1559307551,255.538910755055
"141","Southern","Fixed",0.1,59,0.01,11,8.2,8203.86702,1.7,1853,3297.04732381582,5.43030381582139
"142","Southern","Fixed",0.1,59,0.01,12,8.2,10056.86702,1.7,1853,5150.04732381582,768.430303815821
"143","Southern","Fixed",0.1,59,0.01,13,8.2,10990.11702,1.6,1744,6083.29732381582,611.680303815823
"144","Southern","Fixed",0.1,59,0.01,14,8.2,11705.36702,1.5,1635,6798.54732381582,236.930303815823
"145","Southern","Fixed",0.1,59,0.01,15,8.2,13340.36702,1.5,1635,8433.54732381582,781.930303815823
"146","Southern","Fixed",0.1,59,0.01,16,8.2,13728.61702,1.4,1526,8821.79732381582,80.1803038158232
"147","Southern","Fixed",0.1,59,0.01,17,8.2,15254.61702,1.4,1526,10347.7973238158,516.180303815823
"148","Southern","Tracking",0.1,59,0.01,11,4.6,6800.36702,1.5,1635,3321.17816160834,29.5611416083384
"149","Southern","Tracking",0.1,59,0.01,12,4.6,8435.36702,1.5,1635,4956.17816160834,574.561141608338
"150","Southern","Tracking",0.1,59,0.01,13,4.6,9150.61702,1.4,1526,5671.42816160834,199.811141608338
"151","Southern","Tracking",0.1,59,0.01,14,4.6,10676.61702,1.4,1526,7197.42816160834,635.811141608338
"152","Southern","Tracking",0.1,59,0.01,15,4.6,12202.61702,1.4,1526,8723.42816160834,1071.81114160834
"153","Southern","Tracking",0.1,59,0.01,16,4.6,12481.86702,1.3,1417,9002.67816160834,261.061141608339
"154","Southern","Tracking",0.1,59,0.01,17,4.6,13898.86702,1.3,1417,10419.6781616083,588.061141608339
"155","Southern","Tracking",0.1,59,0.01,11,6.4,7502.11702,1.6,1744,3593.25013180232,301.633111802321
"156","Southern","Tracking",0.1,59,0.01,12,6.4,8435.36702,1.5,1635,4526.50013180232,144.883111802321
"157","Southern","Tracking",0.1,59,0.01,13,6.4,10070.36702,1.5,1635,6161.50013180232,689.883111802321
"158","Southern","Tracking",0.1,59,0.01,14,6.4,10676.61702,1.4,1526,6767.75013180232,206.133111802321
"159","Southern","Tracking",0.1,59,0.01,15,6.4,12202.61702,1.4,1526,8293.75013180232,642.133111802321
"160","Southern","Tracking",0.1,59,0.01,16,6.4,13728.61702,1.4,1526,9819.75013180232,1078.13311180232
"161","Southern","Tracking",0.1,59,0.01,17,6.4,13898.86702,1.3,1417,9990.00013180232,158.383111802323
"162","Southern","Tracking",0.1,59,0.01,11,8.2,8203.86702,1.7,1853,3865.3221019963,573.705081996301
"163","Southern","Tracking",0.1,59,0.01,12,8.2,9246.11702,1.6,1744,4907.5721019963,525.955081996303
"164","Southern","Tracking",0.1,59,0.01,13,8.2,10070.36702,1.5,1635,5731.8221019963,260.205081996303
"165","Southern","Tracking",0.1,59,0.01,14,8.2,11705.36702,1.5,1635,7366.8221019963,805.205081996303
"166","Southern","Tracking",0.1,59,0.01,15,8.2,12202.61702,1.4,1526,7864.0721019963,212.455081996303
"167","Southern","Tracking",0.1,59,0.01,16,8.2,13728.61702,1.4,1526,9390.0721019963,648.455081996302
"168","Southern","Tracking",0.1,59,0.01,17,8.2,15254.61702,1.4,1526,10916.0721019963,1084.4550819963
"169","Black Belt","Fixed",0.15,118,0.01,11,4.6,10309.11702,2,2180,3850.25265726456,558.635637264561
"170","Black Belt","Fixed",0.15,118,0.01,12,4.6,10867.61702,1.8,1962,4408.75265726456,27.1356372645587
"171","Black Belt","Fixed",0.15,118,0.01,13,4.6,12829.61702,1.8,1962,6370.75265726456,899.135637264559
"172","Black Belt","Fixed",0.15,118,0.01,14,4.6,13762.86702,1.7,1853,7304.00265726456,742.385637264559
"173","Black Belt","Fixed",0.15,118,0.01,15,4.6,14478.11702,1.6,1744,8019.25265726456,367.635637264561
"174","Black Belt","Fixed",0.15,118,0.01,16,4.6,16222.11702,1.6,1744,9763.25265726456,1021.63563726456
"175","Black Belt","Fixed",0.15,118,0.01,17,4.6,16610.36702,1.5,1635,10151.5026572646,319.885637264559
"176","Black Belt","Fixed",0.15,118,0.01,12,6.4,12489.11702,2,2180,4859.09484151011,477.477821510107
"177","Black Belt","Fixed",0.15,118,0.01,13,6.4,13749.36702,1.9,2071,6119.34484151011,647.727821510107
"178","Black Belt","Fixed",0.15,118,0.01,14,6.4,14791.61702,1.8,1962,7161.5948415101,599.977821510105
"179","Black Belt","Fixed",0.15,118,0.01,15,6.4,15615.86702,1.7,1853,7985.8448415101,334.227821510105
"180","Black Belt","Fixed",0.15,118,0.01,16,6.4,17468.86702,1.7,1853,9838.8448415101,1097.22782151011
"181","Black Belt","Fixed",0.15,118,0.01,17,6.4,17966.11702,1.6,1744,10336.0948415101,504.477821510105
"182","Black Belt","Fixed",0.15,118,0.01,14,8.2,16849.11702,2,2180,7028.87762763165,467.260607631646
"183","Black Belt","Fixed",0.15,118,0.01,15,8.2,17891.36702,1.9,2071,8071.12762763165,419.510607631646
"184","Black Belt","Fixed",0.15,118,0.01,16,8.2,18715.61702,1.8,1962,8895.37762763165,153.760607631646
"185","Black Belt","Fixed",0.15,118,0.01,17,8.2,20677.61702,1.8,1962,10857.3776276316,1025.76060763165
"186","Black Belt","Tracking",0.15,118,0.01,11,4.6,10309.11702,2,2180,3338.01930321668,46.4022832166775
"187","Black Belt","Tracking",0.15,118,0.01,12,4.6,11678.36702,1.9,2071,4707.26930321668,325.652283216677
"188","Black Belt","Tracking",0.15,118,0.01,13,4.6,12829.61702,1.8,1962,5858.51930321668,386.902283216676
"189","Black Belt","Tracking",0.15,118,0.01,14,4.6,13762.86702,1.7,1853,6791.76930321668,230.152283216676
"190","Black Belt","Tracking",0.15,118,0.01,15,4.6,15615.86702,1.7,1853,8644.76930321668,993.152283216676
"191","Black Belt","Tracking",0.15,118,0.01,16,4.6,16222.11702,1.6,1744,9251.01930321668,509.402283216677
"192","Black Belt","Tracking",0.15,118,0.01,17,4.6,17966.11702,1.6,1744,10995.0193032167,1163.40228321668
"193","Black Belt","Tracking",0.15,118,0.01,12,6.4,12489.11702,2,2180,4658.66324360464,277.046223604642
"194","Black Belt","Tracking",0.15,118,0.01,13,6.4,13749.36702,1.9,2071,5918.91324360464,447.296223604642
"195","Black Belt","Tracking",0.15,118,0.01,14,6.4,14791.61702,1.8,1962,6961.16324360464,399.546223604641
"196","Black Belt","Tracking",0.15,118,0.01,15,6.4,15615.86702,1.7,1853,7785.41324360464,133.796223604641
"197","Black Belt","Tracking",0.15,118,0.01,16,6.4,17468.86702,1.7,1853,9638.41324360464,896.796223604641
"198","Black Belt","Tracking",0.15,118,0.01,17,6.4,17966.11702,1.6,1744,10135.6632436046,304.046223604641
"199","Black Belt","Tracking",0.15,118,0.01,13,8.2,14669.11702,2,2180,5979.30718399261,507.690163992607
"200","Black Belt","Tracking",0.15,118,0.01,14,8.2,15820.36702,1.9,2071,7130.55718399261,568.940163992607
"201","Black Belt","Tracking",0.15,118,0.01,15,8.2,16753.61702,1.8,1962,8063.80718399261,412.190163992605
"202","Black Belt","Tracking",0.15,118,0.01,16,8.2,17468.86702,1.7,1853,8779.05718399261,37.4401639926054
"203","Black Belt","Tracking",0.15,118,0.01,17,8.2,19321.86702,1.7,1853,10632.0571839926,800.440163992605
"204","Central","Fixed",0.15,118,0.01,11,4.6,10309.11702,2,2180,3832.10265726456,540.48563726456
"205","Central","Fixed",0.15,118,0.01,12,4.6,10867.61702,1.8,1962,4390.60265726456,8.98563726455814
"206","Central","Fixed",0.15,118,0.01,13,4.6,12829.61702,1.8,1962,6352.60265726456,880.985637264558
"207","Central","Fixed",0.15,118,0.01,14,4.6,13762.86702,1.7,1853,7285.85265726456,724.235637264558
"208","Central","Fixed",0.15,118,0.01,15,4.6,14478.11702,1.6,1744,8001.10265726456,349.48563726456
"209","Central","Fixed",0.15,118,0.01,16,4.6,16222.11702,1.6,1744,9745.10265726456,1003.48563726456
"210","Central","Fixed",0.15,118,0.01,17,4.6,16610.36702,1.5,1635,10133.3526572646,301.735637264557
"211","Central","Fixed",0.15,118,0.01,12,6.4,12489.11702,2,2180,4840.94484151011,459.327821510106
"212","Central","Fixed",0.15,118,0.01,13,6.4,13749.36702,1.9,2071,6101.19484151011,629.577821510106
"213","Central","Fixed",0.15,118,0.01,14,6.4,14791.61702,1.8,1962,7143.4448415101,581.827821510105
"214","Central","Fixed",0.15,118,0.01,15,6.4,15615.86702,1.7,1853,7967.6948415101,316.077821510105
"215","Central","Fixed",0.15,118,0.01,16,6.4,17468.86702,1.7,1853,9820.6948415101,1079.0778215101
"216","Central","Fixed",0.15,118,0.01,17,6.4,17966.11702,1.6,1744,10317.9448415101,486.327821510104
"217","Central","Fixed",0.15,118,0.01,14,8.2,16849.11702,2,2180,7010.72762763164,449.110607631645
"218","Central","Fixed",0.15,118,0.01,15,8.2,17891.36702,1.9,2071,8052.97762763164,401.360607631645
"219","Central","Fixed",0.15,118,0.01,16,8.2,18715.61702,1.8,1962,8877.22762763164,135.610607631645
"220","Central","Fixed",0.15,118,0.01,17,8.2,20677.61702,1.8,1962,10839.2276276316,1007.61060763164
"221","Central","Tracking",0.15,118,0.01,11,4.6,10309.11702,2,2180,3317.52930321668,25.9122832166768
"222","Central","Tracking",0.15,118,0.01,12,4.6,11678.36702,1.9,2071,4686.77930321668,305.162283216677
"223","Central","Tracking",0.15,118,0.01,13,4.6,12829.61702,1.8,1962,5838.02930321667,366.412283216675
"224","Central","Tracking",0.15,118,0.01,14,4.6,13762.86702,1.7,1853,6771.27930321667,209.662283216675
"225","Central","Tracking",0.15,118,0.01,15,4.6,15615.86702,1.7,1853,8624.27930321667,972.662283216674
"226","Central","Tracking",0.15,118,0.01,16,4.6,16222.11702,1.6,1744,9230.52930321668,488.912283216678
"227","Central","Tracking",0.15,118,0.01,17,4.6,17966.11702,1.6,1744,10974.5293032167,1142.91228321667
"228","Central","Tracking",0.15,118,0.01,12,6.4,12489.11702,2,2180,4638.17324360464,256.556223604642
"229","Central","Tracking",0.15,118,0.01,13,6.4,13749.36702,1.9,2071,5898.42324360464,426.806223604642
"230","Central","Tracking",0.15,118,0.01,14,6.4,14791.61702,1.8,1962,6940.67324360464,379.05622360464
"231","Central","Tracking",0.15,118,0.01,15,6.4,15615.86702,1.7,1853,7764.92324360464,113.30622360464
"232","Central","Tracking",0.15,118,0.01,16,6.4,17468.86702,1.7,1853,9617.92324360464,876.306223604641
"233","Central","Tracking",0.15,118,0.01,17,6.4,17966.11702,1.6,1744,10115.1732436046,283.556223604641
"234","Central","Tracking",0.15,118,0.01,13,8.2,14669.11702,2,2180,5958.81718399261,487.200163992607
"235","Central","Tracking",0.15,118,0.01,14,8.2,15820.36702,1.9,2071,7110.06718399261,548.450163992607
"236","Central","Tracking",0.15,118,0.01,15,8.2,16753.61702,1.8,1962,8043.31718399261,391.700163992606
"237","Central","Tracking",0.15,118,0.01,16,8.2,17468.86702,1.7,1853,8758.56718399261,16.9501639926057
"238","Central","Tracking",0.15,118,0.01,17,8.2,19321.86702,1.7,1853,10611.5671839926,779.950163992606
"239","Northern","Fixed",0.15,118,0.01,11,4.6,10309.11702,2,2180,3804.34265726456,512.72563726456
"240","Northern","Fixed",0.15,118,0.01,12,4.6,11678.36702,1.9,2071,5173.59265726456,791.97563726456
"241","Northern","Fixed",0.15,118,0.01,13,4.6,12829.61702,1.8,1962,6324.84265726456,853.225637264558
"242","Northern","Fixed",0.15,118,0.01,14,4.6,13762.86702,1.7,1853,7258.09265726456,696.475637264558
"243","Northern","Fixed",0.15,118,0.01,15,4.6,14478.11702,1.6,1744,7973.34265726456,321.72563726456
"244","Northern","Fixed",0.15,118,0.01,16,4.6,16222.11702,1.6,1744,9717.34265726456,975.725637264559
"245","Northern","Fixed",0.15,118,0.01,17,4.6,16610.36702,1.5,1635,10105.5926572646,273.975637264559
"246","Northern","Fixed",0.15,118,0.01,12,6.4,12489.11702,2,2180,4813.18484151011,431.567821510106
"247","Northern","Fixed",0.15,118,0.01,13,6.4,13749.36702,1.9,2071,6073.43484151011,601.817821510106
