"","al_regs","array","sprop","panels","elcprc","price","height","profit","yldvar","yield","sbav_profit","sbavp_wocp"
"600","Southern","Tracking",0.3,236,0.01,7,4.6,19245.79503,1.8,5535,5328.74959643336,537.794566433355
"601","Southern","Tracking",0.3,236,0.01,8,4.6,22666.44003,1.7,5227.5,8749.39459643336,883.439566433355
"602","Southern","Tracking",0.3,236,0.01,9,4.6,25472.08503,1.6,4920,11555.0395964334,614.084566433356
"603","Southern","Tracking",0.3,236,0.01,7,6.4,21052.65003,1.9,5842.5,5416.89247720929,625.937447209288
"604","Southern","Tracking",0.3,236,0.01,8,6.4,24780.79503,1.8,5535,9145.03747720929,1279.08244720928
"605","Southern","Tracking",0.3,236,0.01,9,6.4,27893.94003,1.7,5227.5,12258.1824772093,1317.22744720928
"606","Southern","Tracking",0.3,236,0.01,7,8.2,22859.50503,2,6150,5505.03535798521,714.080327985212
"607","Southern","Tracking",0.3,236,0.01,8,8.2,26895.15003,1.9,5842.5,9540.68035798522,1674.72532798522
"608","Southern","Tracking",0.3,236,0.01,9,8.2,30315.79503,1.8,5535,12961.3253579852,2020.37032798521
"609","Black Belt","Fixed",0.35,295,0.01,7,4.6,21052.65003,1.9,5842.5,4904.9891231614,114.034093161403
"610","Black Belt","Fixed",0.35,295,0.01,8,4.6,24780.79503,1.8,5535,8633.1341231614,767.1790931614
"611","Black Belt","Fixed",0.35,295,0.01,9,4.6,27893.94003,1.7,5227.5,11746.2791231614,805.3240931614
"612","Black Belt","Fixed",0.35,295,0.01,8,6.4,29009.50503,2,6150,9933.94958377527,2067.99455377527
"613","Black Belt","Fixed",0.35,295,0.01,9,6.4,30315.79503,1.8,5535,11240.2395837753,299.284553775269
"614","Black Belt","Tracking",0.35,295,0.01,7,4.6,22859.50503,2,6150,5431.56073804169,640.605708041687
"615","Black Belt","Tracking",0.35,295,0.01,8,4.6,26895.15003,1.9,5842.5,9467.20573804169,1601.25070804169
"616","Black Belt","Tracking",0.35,295,0.01,9,4.6,30315.79503,1.8,5535,12887.8507380417,1946.89570804169
"617","Black Belt","Tracking",0.35,295,0.01,8,6.4,29009.50503,2,6150,9433.17058901161,1567.21555901161
"618","Black Belt","Tracking",0.35,295,0.01,9,6.4,32737.65003,1.9,5842.5,13161.3155890116,2220.36055901161
"619","Black Belt","Tracking",0.35,295,0.01,9,8.2,32737.65003,1.9,5842.5,11012.9254399815,71.9704099815208
"620","Central","Fixed",0.35,295,0.01,7,4.6,21052.65003,1.9,5842.5,4859.7291231614,68.7740931614026
"621","Central","Fixed",0.35,295,0.01,8,4.6,24780.79503,1.8,5535,8587.8741231614,721.919093161399
"622","Central","Fixed",0.35,295,0.01,9,4.6,27893.94003,1.7,5227.5,11701.0191231614,760.0640931614
"623","Central","Fixed",0.35,295,0.01,8,6.4,29009.50503,2,6150,9888.68958377527,2022.73455377527
"624","Central","Fixed",0.35,295,0.01,9,6.4,30315.79503,1.8,5535,11194.9795837753,254.024553775271
"625","Central","Tracking",0.35,295,0.01,7,4.6,22859.50503,2,6150,5380.36073804169,589.40570804169
"626","Central","Tracking",0.35,295,0.01,8,4.6,26895.15003,1.9,5842.5,9416.00573804169,1550.05070804169
"627","Central","Tracking",0.35,295,0.01,9,4.6,30315.79503,1.8,5535,12836.6507380417,1895.69570804169
"628","Central","Tracking",0.35,295,0.01,8,6.4,29009.50503,2,6150,9381.97058901161,1516.01555901161
"629","Central","Tracking",0.35,295,0.01,9,6.4,32737.65003,1.9,5842.5,13110.1155890116,2169.16055901161
"630","Central","Tracking",0.35,295,0.01,9,8.2,32737.65003,1.9,5842.5,10961.7254399815,20.7704099815237
"631","Northern","Fixed",0.35,295,0.01,7,4.6,22859.50503,2,6150,6597.2341231614,1806.2790931614
"632","Northern","Fixed",0.35,295,0.01,8,4.6,24780.79503,1.8,5535,8518.5241231614,652.569093161399
"633","Northern","Fixed",0.35,295,0.01,9,4.6,27893.94003,1.7,5227.5,11631.6691231614,690.714093161399
"634","Northern","Fixed",0.35,295,0.01,8,6.4,29009.50503,2,6150,9819.33958377527,1953.38455377527
"635","Northern","Fixed",0.35,295,0.01,9,6.4,30315.79503,1.8,5535,11125.6295837753,184.674553775272
"636","Northern","Tracking",0.35,295,0.01,7,4.6,22859.50503,2,6150,5276.51073804169,485.555708041687
"637","Northern","Tracking",0.35,295,0.01,8,4.6,26895.15003,1.9,5842.5,9312.15573804169,1446.20070804169
"638","Northern","Tracking",0.35,295,0.01,9,4.6,30315.79503,1.8,5535,12732.8007380417,1791.84570804169
"639","Northern","Tracking",0.35,295,0.01,8,6.4,29009.50503,2,6150,9278.12058901161,1412.16555901161
"640","Northern","Tracking",0.35,295,0.01,9,6.4,32737.65003,1.9,5842.5,13006.2655890116,2065.31055901161
"641","Northern","Tracking",0.35,295,0.01,9,8.2,35159.50503,2,6150,13279.7304399815,2338.77540998152
"642","Southern","Fixed",0.35,295,0.01,7,4.6,21052.65003,1.9,5842.5,4921.4591231614,130.504093161402
"643","Southern","Fixed",0.35,295,0.01,8,4.6,24780.79503,1.8,5535,8649.6041231614,783.649093161399
"644","Southern","Fixed",0.35,295,0.01,9,4.6,27893.94003,1.7,5227.5,11762.7491231614,821.794093161399
"645","Southern","Fixed",0.35,295,0.01,8,6.4,29009.50503,2,6150,9950.41958377527,2084.46455377527
"646","Southern","Fixed",0.35,295,0.01,9,6.4,30315.79503,1.8,5535,11256.7095837753,315.75455377527
"647","Southern","Tracking",0.35,295,0.01,7,4.6,22859.50503,2,6150,5463.16073804169,672.205708041689
"648","Southern","Tracking",0.35,295,0.01,8,4.6,26895.15003,1.9,5842.5,9498.80573804169,1632.85070804169
"649","Southern","Tracking",0.35,295,0.01,9,4.6,30315.79503,1.8,5535,12919.4507380417,1978.49570804169
"650","Southern","Tracking",0.35,295,0.01,8,6.4,29009.50503,2,6150,9464.77058901161,1598.81555901161
"651","Southern","Tracking",0.35,295,0.01,9,6.4,32737.65003,1.9,5842.5,13192.9155890116,2251.96055901161
"652","Southern","Tracking",0.35,295,0.01,9,8.2,32737.65003,1.9,5842.5,11044.5254399815,103.570409981523
"653","Black Belt","Fixed",0.4,354,0.01,8,4.6,29009.50503,2,6150,9632.16194179368,1766.20691179368
"654","Black Belt","Fixed",0.4,354,0.01,9,4.6,32737.65003,1.9,5842.5,13360.3069417937,2419.35191179368
"655","Black Belt","Fixed",0.4,354,0.01,9,6.4,35159.50503,2,6150,12268.6884945303,1327.73346453032
"656","Black Belt","Tracking",0.4,354,0.01,8,4.6,29009.50503,2,6150,8095.77187965003,229.816849650029
"657","Black Belt","Tracking",0.4,354,0.01,9,4.6,32737.65003,1.9,5842.5,11823.91687965,882.961849650033
"658","Black Belt","Tracking",0.4,354,0.01,9,6.4,35159.50503,2,6150,11667.7037008139,726.748670813926
"659","Central","Fixed",0.4,354,0.01,8,4.6,29009.50503,2,6150,9577.85194179368,1711.89691179368
"660","Central","Fixed",0.4,354,0.01,9,4.6,32737.65003,1.9,5842.5,13305.9969417937,2365.04191179369
"661","Central","Fixed",0.4,354,0.01,9,6.4,35159.50503,2,6150,12214.3784945303,1273.42346453032
"662","Central","Tracking",0.4,354,0.01,8,4.6,29009.50503,2,6150,8034.33187965003,168.376849650031
"663","Central","Tracking",0.4,354,0.01,9,4.6,32737.65003,1.9,5842.5,11762.47687965,821.521849650035
"664","Central","Tracking",0.4,354,0.01,9,6.4,35159.50503,2,6150,11606.2637008139,665.308670813927
"665","Northern","Fixed",0.4,354,0.01,8,4.6,29009.50503,2,6150,9494.63194179368,1628.67691179368
"666","Northern","Fixed",0.4,354,0.01,9,4.6,32737.65003,1.9,5842.5,13222.7769417937,2281.82191179369
"667","Northern","Fixed",0.4,354,0.01,9,6.4,35159.50503,2,6150,12131.1584945303,1190.20346453032
"668","Northern","Tracking",0.4,354,0.01,8,4.6,29009.50503,2,6150,7909.73187965003,43.7768496500321
"669","Northern","Tracking",0.4,354,0.01,9,4.6,32737.65003,1.9,5842.5,11637.87687965,696.921849650036
"670","Northern","Tracking",0.4,354,0.01,9,6.4,35159.50503,2,6150,11481.6637008139,540.708670813929
"671","Southern","Fixed",0.4,354,0.01,8,4.6,29009.50503,2,6150,9651.92194179368,1785.96691179368
"672","Southern","Fixed",0.4,354,0.01,9,4.6,30315.79503,1.8,5535,10958.2119417937,17.2569117936837
"673","Southern","Fixed",0.4,354,0.01,9,6.4,35159.50503,2,6150,12288.4484945303,1347.49346453032
"674","Southern","Tracking",0.4,354,0.01,8,4.6,29009.50503,2,6150,8133.69187965003,267.736849650031
"675","Southern","Tracking",0.4,354,0.01,9,4.6,32737.65003,1.9,5842.5,11861.83687965,920.881849650035
"676","Southern","Tracking",0.4,354,0.01,9,6.4,35159.50503,2,6150,11705.6237008139,764.668670813928
"677","Black Belt","Fixed",0.45,354,0.01,8,4.6,29009.50503,2,6150,9632.16194179368,1766.20691179368
"678","Black Belt","Fixed",0.45,354,0.01,9,4.6,32737.65003,1.9,5842.5,13360.3069417937,2419.35191179368
"679","Black Belt","Fixed",0.45,354,0.01,9,6.4,35159.50503,2,6150,12268.6884945303,1327.73346453032
"680","Black Belt","Tracking",0.45,354,0.01,8,4.6,29009.50503,2,6150,8095.77187965003,229.816849650029
"681","Black Belt","Tracking",0.45,354,0.01,9,4.6,32737.65003,1.9,5842.5,11823.91687965,882.961849650033
"682","Black Belt","Tracking",0.45,354,0.01,9,6.4,35159.50503,2,6150,11667.7037008139,726.748670813926
"683","Central","Fixed",0.45,354,0.01,8,4.6,29009.50503,2,6150,9577.85194179368,1711.89691179368
"684","Central","Fixed",0.45,354,0.01,9,4.6,32737.65003,1.9,5842.5,13305.9969417937,2365.04191179369
"685","Central","Fixed",0.45,354,0.01,9,6.4,35159.50503,2,6150,12214.3784945303,1273.42346453032
"686","Central","Tracking",0.45,354,0.01,8,4.6,29009.50503,2,6150,8034.33187965003,168.376849650031
"687","Central","Tracking",0.45,354,0.01,9,4.6,32737.65003,1.9,5842.5,11762.47687965,821.521849650035
"688","Central","Tracking",0.45,354,0.01,9,6.4,35159.50503,2,6150,11606.2637008139,665.308670813927
"689","Northern","Fixed",0.45,354,0.01,8,4.6,29009.50503,2,6150,9494.63194179368,1628.67691179368
"690","Northern","Fixed",0.45,354,0.01,9,4.6,32737.65003,1.9,5842.5,13222.7769417937,2281.82191179369
"691","Northern","Fixed",0.45,354,0.01,9,6.4,35159.50503,2,6150,12131.1584945303,1190.20346453032
"692","Northern","Tracking",0.45,354,0.01,8,4.6,29009.50503,2,6150,7909.73187965003,43.7768496500321
"693","Northern","Tracking",0.45,354,0.01,9,4.6,32737.65003,1.9,5842.5,11637.87687965,696.921849650036
"694","Northern","Tracking",0.45,354,0.01,9,6.4,35159.50503,2,6150,11481.6637008139,540.708670813929
"695","Southern","Fixed",0.45,354,0.01,8,4.6,29009.50503,2,6150,9651.92194179368,1785.96691179368
"696","Southern","Fixed",0.45,354,0.01,9,4.6,30315.79503,1.8,5535,10958.2119417937,17.2569117936837
"697","Southern","Fixed",0.45,354,0.01,9,6.4,35159.50503,2,6150,12288.4484945303,1347.49346453032
"698","Southern","Tracking",0.45,354,0.01,8,4.6,29009.50503,2,6150,8133.69187965003,267.736849650031
"699","Southern","Tracking",0.45,354,0.01,9,4.6,32737.65003,1.9,5842.5,11861.83687965,920.881849650035
"700","Southern","Tracking",0.45,354,0.01,9,6.4,35159.50503,2,6150,11705.6237008139,764.668670813928
"701","Black Belt","Fixed",0.5,413,0.01,9,4.6,35159.50503,2,6150,12552.609760426,1611.65473042595
"702","Central","Fixed",0.5,413,0.01,9,4.6,35159.50503,2,6150,12489.249760426,1548.29473042596
"703","Northern","Fixed",0.5,413,0.01,9,4.6,35159.50503,2,6150,12392.159760426,1451.20473042596
"704","Southern","Fixed",0.5,413,0.01,9,4.6,35159.50503,2,6150,12575.669760426,1634.71473042596
"705","Black Belt","Fixed",0.1,59,0.015,3,4.6,-4047.91497,1.6,4920,-7074.47215136772,434.572818632281
"706","Black Belt","Fixed",0.1,59,0.015,4,4.6,-896.624969999997,1.4,4305,-3923.18215136772,510.862818632282
"707","Black Belt","Fixed",0.1,59,0.015,5,4.6,2216.52003,1.3,3997.5,-810.03715136772,549.007818632279
"708","Black Belt","Fixed",0.1,59,0.015,6,4.6,6214.02003,1.3,3997.5,3187.46284863228,1471.50781863228
"709","Black Belt","Fixed",0.1,59,0.015,7,4.6,8404.66503,1.2,3690,5378.10784863228,587.152818632283
"710","Black Belt","Fixed",0.1,59,0.015,8,4.6,12094.66503,1.2,3690,9068.10784863228,1202.15281863228
"711","Black Belt","Fixed",0.1,59,0.015,9,4.6,15784.66503,1.2,3690,12758.1078486323,1817.15281863228
"712","Black Belt","Fixed",0.1,59,0.015,3,6.4,-3471.05997,1.7,5227.5,-7083.19605924494,425.848910755054
"713","Black Belt","Fixed",0.1,59,0.015,4,6.4,-12.2699699999976,1.5,4612.5,-3624.40605924494,809.638910755055
"714","Black Belt","Fixed",0.1,59,0.015,5,6.4,3408.37503,1.4,4305,-203.761059244944,1155.28391075506
"715","Black Belt","Fixed",0.1,59,0.015,6,6.4,6214.02003,1.3,3997.5,2601.88394075505,885.928910755052
"716","Black Belt","Fixed",0.1,59,0.015,7,6.4,8404.66503,1.2,3690,4792.52894075506,1.5739107550562
"717","Black Belt","Fixed",0.1,59,0.015,8,6.4,12094.66503,1.2,3690,8482.52894075506,616.573910755056
"718","Black Belt","Fixed",0.1,59,0.015,9,6.4,15784.66503,1.2,3690,12172.5289407551,1231.57391075506
"719","Black Belt","Fixed",0.1,59,0.015,3,8.2,-2317.34997,1.9,5842.5,-7024.59466618417,484.450303815827
"720","Black Belt","Fixed",0.1,59,0.015,4,8.2,872.085030000002,1.6,4920,-3835.15966618417,598.885303815825
"721","Black Belt","Fixed",0.1,59,0.015,5,8.2,3408.37503,1.4,4305,-1298.86966618417,60.1753038158258
"722","Black Belt","Fixed",0.1,59,0.015,6,8.2,7713.37503,1.4,4305,3006.13033381583,1290.17530381583
"723","Black Belt","Fixed",0.1,59,0.015,7,8.2,10211.52003,1.3,3997.5,5504.27533381582,713.320303815823
"724","Black Belt","Fixed",0.1,59,0.015,8,8.2,14209.02003,1.3,3997.5,9501.77533381582,1635.82030381582
"725","Black Belt","Fixed",0.1,59,0.015,9,8.2,15784.66503,1.2,3690,11077.4203338158,136.465303815827
"726","Black Belt","Tracking",0.1,59,0.015,3,4.6,-4047.91497,1.6,4920,-7298.89882839166,210.146141608339
"727","Black Belt","Tracking",0.1,59,0.015,4,4.6,-896.624969999997,1.4,4305,-4147.60882839166,286.43614160834
"728","Black Belt","Tracking",0.1,59,0.015,5,4.6,2216.52003,1.3,3997.5,-1034.46382839166,324.581141608337
"729","Black Belt","Tracking",0.1,59,0.015,6,4.6,6214.02003,1.3,3997.5,2963.03617160834,1247.08114160834
"730","Black Belt","Tracking",0.1,59,0.015,7,4.6,8404.66503,1.2,3690,5153.68117160834,362.726141608341
"731","Black Belt","Tracking",0.1,59,0.015,8,4.6,12094.66503,1.2,3690,8843.68117160834,977.726141608342
"732","Black Belt","Tracking",0.1,59,0.015,9,4.6,15784.66503,1.2,3690,12533.6811716083,1592.72614160834
"733","Black Belt","Tracking",0.1,59,0.015,3,6.4,-3471.05997,1.7,5227.5,-7151.72185819768,357.323111802321
"734","Black Belt","Tracking",0.1,59,0.015,4,6.4,-12.2699699999976,1.5,4612.5,-3692.93185819768,741.113111802322
"735","Black Belt","Tracking",0.1,59,0.015,5,6.4,3408.37503,1.4,4305,-272.286858197676,1086.75811180232
"736","Black Belt","Tracking",0.1,59,0.015,6,6.4,6214.02003,1.3,3997.5,2533.35814180232,817.403111802319
"737","Black Belt","Tracking",0.1,59,0.015,7,6.4,10211.52003,1.3,3997.5,6530.85814180232,1739.90311180232
"738","Black Belt","Tracking",0.1,59,0.015,8,6.4,12094.66503,1.2,3690,8414.00314180232,548.048111802324
"739","Black Belt","Tracking",0.1,59,0.015,9,6.4,15784.66503,1.2,3690,12104.0031418023,1163.04811180232
"740","Black Belt","Tracking",0.1,59,0.015,3,8.2,-2894.20497,1.8,5535,-7004.5448880037,504.500081996303
"741","Black Belt","Tracking",0.1,59,0.015,4,8.2,-12.2699699999976,1.5,4612.5,-4122.60988800369,311.435081996305
"742","Black Belt","Tracking",0.1,59,0.015,5,8.2,3408.37503,1.4,4305,-701.964888003694,657.080081996305
"743","Black Belt","Tracking",0.1,59,0.015,6,8.2,6214.02003,1.3,3997.5,2103.6801119963,387.725081996302
"744","Black Belt","Tracking",0.1,59,0.015,7,8.2,10211.52003,1.3,3997.5,6101.1801119963,1310.2250819963
"745","Black Belt","Tracking",0.1,59,0.015,8,8.2,12094.66503,1.2,3690,7984.32511199631,118.370081996306
"746","Black Belt","Tracking",0.1,59,0.015,9,8.2,15784.66503,1.2,3690,11674.3251119963,733.370081996305
"747","Central","Fixed",0.1,59,0.015,3,4.6,-4047.91497,1.6,4920,-7088.07715136772,420.967818632281
"748","Central","Fixed",0.1,59,0.015,4,4.6,-896.624969999997,1.4,4305,-3936.78715136772,497.257818632282
"749","Central","Fixed",0.1,59,0.015,5,4.6,2216.52003,1.3,3997.5,-823.642151367721,535.402818632278
"750","Central","Fixed",0.1,59,0.015,6,4.6,6214.02003,1.3,3997.5,3173.85784863228,1457.90281863228
"751","Central","Fixed",0.1,59,0.015,7,4.6,8404.66503,1.2,3690,5364.50284863228,573.547818632283
"752","Central","Fixed",0.1,59,0.015,8,4.6,12094.66503,1.2,3690,9054.50284863228,1188.54781863228
"753","Central","Fixed",0.1,59,0.015,9,4.6,15784.66503,1.2,3690,12744.5028486323,1803.54781863228
"754","Central","Fixed",0.1,59,0.015,3,6.4,-3471.05997,1.7,5227.5,-7096.80105924495,412.243910755054
"755","Central","Fixed",0.1,59,0.015,4,6.4,-12.2699699999976,1.5,4612.5,-3638.01105924494,796.033910755054
"756","Central","Fixed",0.1,59,0.015,5,6.4,3408.37503,1.4,4305,-217.366059244944,1141.67891075505
"757","Central","Fixed",0.1,59,0.015,6,6.4,6214.02003,1.3,3997.5,2588.27894075505,872.323910755052
"758","Central","Fixed",0.1,59,0.015,7,6.4,10211.52003,1.3,3997.5,6585.77894075505,1794.82391075505
"759","Central","Fixed",0.1,59,0.015,8,6.4,12094.66503,1.2,3690,8468.92394075506,602.968910755055
"760","Central","Fixed",0.1,59,0.015,9,6.4,15784.66503,1.2,3690,12158.9239407551,1217.96891075505
"761","Central","Fixed",0.1,59,0.015,3,8.2,-2317.34997,1.9,5842.5,-7038.19966618417,470.845303815827
"762","Central","Fixed",0.1,59,0.015,4,8.2,872.085030000002,1.6,4920,-3848.76466618417,585.280303815824
"763","Central","Fixed",0.1,59,0.015,5,8.2,3408.37503,1.4,4305,-1312.47466618417,46.5703038158254
"764","Central","Fixed",0.1,59,0.015,6,8.2,7713.37503,1.4,4305,2992.52533381583,1276.57030381583
"765","Central","Fixed",0.1,59,0.015,7,8.2,10211.52003,1.3,3997.5,5490.67033381582,699.715303815822
"766","Central","Fixed",0.1,59,0.015,8,8.2,14209.02003,1.3,3997.5,9488.17033381582,1622.21530381582
"767","Central","Fixed",0.1,59,0.015,9,8.2,15784.66503,1.2,3690,11063.8153338158,122.860303815825
"768","Central","Tracking",0.1,59,0.015,3,4.6,-4047.91497,1.6,4920,-7314.25882839166,194.78614160834
"769","Central","Tracking",0.1,59,0.015,4,4.6,-896.624969999997,1.4,4305,-4162.96882839166,271.076141608341
"770","Central","Tracking",0.1,59,0.015,5,4.6,2216.52003,1.3,3997.5,-1049.82382839166,309.221141608337
"771","Central","Tracking",0.1,59,0.015,6,4.6,6214.02003,1.3,3997.5,2947.67617160834,1231.72114160834
"772","Central","Tracking",0.1,59,0.015,7,4.6,8404.66503,1.2,3690,5138.32117160834,347.366141608341
"773","Central","Tracking",0.1,59,0.015,8,4.6,12094.66503,1.2,3690,8828.32117160834,962.366141608341
"774","Central","Tracking",0.1,59,0.015,9,4.6,15784.66503,1.2,3690,12518.3211716083,1577.36614160834
"775","Central","Tracking",0.1,59,0.015,3,6.4,-3471.05997,1.7,5227.5,-7167.08185819768,341.963111802322
"776","Central","Tracking",0.1,59,0.015,4,6.4,-12.2699699999976,1.5,4612.5,-3708.29185819768,725.753111802323
"777","Central","Tracking",0.1,59,0.015,5,6.4,3408.37503,1.4,4305,-287.646858197676,1071.39811180232
"778","Central","Tracking",0.1,59,0.015,6,6.4,6214.02003,1.3,3997.5,2517.99814180232,802.04311180232
"779","Central","Tracking",0.1,59,0.015,7,6.4,10211.52003,1.3,3997.5,6515.49814180232,1724.54311180232
"780","Central","Tracking",0.1,59,0.015,8,6.4,12094.66503,1.2,3690,8398.64314180232,532.688111802323
"781","Central","Tracking",0.1,59,0.015,9,6.4,15784.66503,1.2,3690,12088.6431418023,1147.68811180232
"782","Central","Tracking",0.1,59,0.015,3,8.2,-2894.20497,1.8,5535,-7019.9048880037,489.140081996304
"783","Central","Tracking",0.1,59,0.015,4,8.2,-12.2699699999976,1.5,4612.5,-4137.96988800369,296.075081996305
"784","Central","Tracking",0.1,59,0.015,5,8.2,3408.37503,1.4,4305,-717.324888003694,641.720081996305
"785","Central","Tracking",0.1,59,0.015,6,8.2,6214.02003,1.3,3997.5,2088.3201119963,372.365081996302
"786","Central","Tracking",0.1,59,0.015,7,8.2,10211.52003,1.3,3997.5,6085.8201119963,1294.8650819963
"787","Central","Tracking",0.1,59,0.015,8,8.2,12094.66503,1.2,3690,7968.96511199631,103.010081996306
"788","Central","Tracking",0.1,59,0.015,9,8.2,15784.66503,1.2,3690,11658.9651119963,718.010081996306
"789","Northern","Fixed",0.1,59,0.015,3,4.6,-4047.91497,1.6,4920,-7108.89715136772,400.147818632281
"790","Northern","Fixed",0.1,59,0.015,4,4.6,-896.624969999997,1.4,4305,-3957.60715136772,476.437818632282
"791","Northern","Fixed",0.1,59,0.015,5,4.6,2216.52003,1.3,3997.5,-844.46215136772,514.582818632279
"792","Northern","Fixed",0.1,59,0.015,6,4.6,6214.02003,1.3,3997.5,3153.03784863228,1437.08281863228
"793","Northern","Fixed",0.1,59,0.015,7,4.6,8404.66503,1.2,3690,5343.68284863228,552.727818632283
"794","Northern","Fixed",0.1,59,0.015,8,4.6,12094.66503,1.2,3690,9033.68284863228,1167.72781863228
"795","Northern","Fixed",0.1,59,0.015,9,4.6,15784.66503,1.2,3690,12723.6828486323,1782.72781863228
"796","Northern","Fixed",0.1,59,0.015,3,6.4,-3471.05997,1.7,5227.5,-7117.62105924495,391.423910755054
"797","Northern","Fixed",0.1,59,0.015,4,6.4,-12.2699699999976,1.5,4612.5,-3658.83105924494,775.213910755055
"798","Northern","Fixed",0.1,59,0.015,5,6.4,3408.37503,1.4,4305,-238.186059244944,1120.85891075506
"799","Northern","Fixed",0.1,59,0.015,6,6.4,6214.02003,1.3,3997.5,2567.45894075505,851.503910755052
"800","Northern","Fixed",0.1,59,0.015,7,6.4,10211.52003,1.3,3997.5,6564.95894075505,1774.00391075505
"801","Northern","Fixed",0.1,59,0.015,8,6.4,12094.66503,1.2,3690,8448.10394075506,582.148910755055
"802","Northern","Fixed",0.1,59,0.015,9,6.4,15784.66503,1.2,3690,12138.1039407551,1197.14891075506
"803","Northern","Fixed",0.1,59,0.015,3,8.2,-2317.34997,1.9,5842.5,-7059.01966618417,450.025303815827
"804","Northern","Fixed",0.1,59,0.015,4,8.2,872.085030000002,1.6,4920,-3869.58466618417,564.460303815825
"805","Northern","Fixed",0.1,59,0.015,5,8.2,3408.37503,1.4,4305,-1333.29466618417,25.7503038158256
"806","Northern","Fixed",0.1,59,0.015,6,8.2,7713.37503,1.4,4305,2971.70533381583,1255.75030381583
"807","Northern","Fixed",0.1,59,0.015,7,8.2,10211.52003,1.3,3997.5,5469.85033381582,678.895303815822
"808","Northern","Fixed",0.1,59,0.015,8,8.2,14209.02003,1.3,3997.5,9467.35033381582,1601.39530381582
"809","Northern","Fixed",0.1,59,0.015,9,8.2,15784.66503,1.2,3690,11042.9953338158,102.040303815826
"810","Northern","Tracking",0.1,59,0.015,3,4.6,-4047.91497,1.6,4920,-7345.42882839166,163.61614160834
"811","Northern","Tracking",0.1,59,0.015,4,4.6,-896.624969999997,1.4,4305,-4194.13882839166,239.90614160834
"812","Northern","Tracking",0.1,59,0.015,5,4.6,2216.52003,1.3,3997.5,-1080.99382839166,278.051141608337
"813","Northern","Tracking",0.1,59,0.015,6,4.6,6214.02003,1.3,3997.5,2916.50617160834,1200.55114160834
"814","Northern","Tracking",0.1,59,0.015,7,4.6,8404.66503,1.2,3690,5107.15117160834,316.196141608341
"815","Northern","Tracking",0.1,59,0.015,8,4.6,12094.66503,1.2,3690,8797.15117160834,931.196141608341
"816","Northern","Tracking",0.1,59,0.015,9,4.6,15784.66503,1.2,3690,12487.1511716083,1546.19614160834
"817","Northern","Tracking",0.1,59,0.015,3,6.4,-3471.05997,1.7,5227.5,-7198.25185819768,310.793111802322
"818","Northern","Tracking",0.1,59,0.015,4,6.4,-12.2699699999976,1.5,4612.5,-3739.46185819768,694.583111802322
"819","Northern","Tracking",0.1,59,0.015,5,6.4,3408.37503,1.4,4305,-318.816858197676,1040.22811180232
"820","Northern","Tracking",0.1,59,0.015,6,6.4,6214.02003,1.3,3997.5,2486.82814180232,770.87311180232
"821","Northern","Tracking",0.1,59,0.015,7,6.4,10211.52003,1.3,3997.5,6484.32814180232,1693.37311180232
"822","Northern","Tracking",0.1,59,0.015,8,6.4,12094.66503,1.2,3690,8367.47314180233,501.518111802325
"823","Northern","Tracking",0.1,59,0.015,9,6.4,15784.66503,1.2,3690,12057.4731418023,1116.51811180232
"824","Northern","Tracking",0.1,59,0.015,3,8.2,-2894.20497,1.8,5535,-7051.0748880037,457.970081996304
"825","Northern","Tracking",0.1,59,0.015,4,8.2,-12.2699699999976,1.5,4612.5,-4169.13988800369,264.905081996305
"826","Northern","Tracking",0.1,59,0.015,5,8.2,3408.37503,1.4,4305,-748.494888003694,610.550081996305
"827","Northern","Tracking",0.1,59,0.015,6,8.2,6214.02003,1.3,3997.5,2057.1501119963,341.195081996302
"828","Northern","Tracking",0.1,59,0.015,7,8.2,10211.52003,1.3,3997.5,6054.6501119963,1263.6950819963
"829","Northern","Tracking",0.1,59,0.015,8,8.2,12094.66503,1.2,3690,7937.79511199631,71.8400819963063
"830","Northern","Tracking",0.1,59,0.015,9,8.2,15784.66503,1.2,3690,11627.7951119963,686.840081996306
"831","Southern","Fixed",0.1,59,0.015,3,4.6,-4047.91497,1.6,4920,-7069.53715136772,439.507818632281
"832","Southern","Fixed",0.1,59,0.015,4,4.6,-896.624969999997,1.4,4305,-3918.24715136772,515.797818632282
"833","Southern","Fixed",0.1,59,0.015,5,4.6,2216.52003,1.3,3997.5,-805.102151367721,553.942818632278
"834","Southern","Fixed",0.1,59,0.015,6,4.6,6214.02003,1.3,3997.5,3192.39784863228,1476.44281863228
"835","Southern","Fixed",0.1,59,0.015,7,4.6,8404.66503,1.2,3690,5383.04284863228,592.087818632283
"836","Southern","Fixed",0.1,59,0.015,8,4.6,12094.66503,1.2,3690,9073.04284863228,1207.08781863228
"837","Southern","Fixed",0.1,59,0.015,9,4.6,15784.66503,1.2,3690,12763.0428486323,1822.08781863228
"838","Southern","Fixed",0.1,59,0.015,3,6.4,-3471.05997,1.7,5227.5,-7078.26105924495,430.783910755054
"839","Southern","Fixed",0.1,59,0.015,4,6.4,-12.2699699999976,1.5,4612.5,-3619.47105924494,814.573910755054
"840","Southern","Fixed",0.1,59,0.015,5,6.4,3408.37503,1.4,4305,-198.826059244944,1160.21891075505
"841","Southern","Fixed",0.1,59,0.015,6,6.4,6214.02003,1.3,3997.5,2606.81894075505,890.863910755052
