"","0.00Fixed4.6","0.00Fixed6.4","0.00Fixed8.2","0.00Tracking4.6","0.00Tracking6.4","0.00Tracking8.2","0.05Fixed4.6","0.05Fixed6.4","0.05Fixed8.2","0.05Tracking4.6","0.05Tracking6.4","0.05Tracking8.2","0.10Fixed4.6","0.10Fixed6.4","0.10Fixed8.2","0.10Tracking4.6","0.10Tracking6.4","0.10Tracking8.2","0.15Fixed4.6","0.15Fixed6.4","0.15Fixed8.2","0.15Tracking4.6","0.15Tracking6.4","0.15Tracking8.2","0.20Fixed4.6","0.20Fixed6.4","0.20Fixed8.2","0.20Tracking4.6","0.20Tracking6.4","0.20Tracking8.2","0.25Fixed4.6","0.25Fixed6.4","0.25Fixed8.2","0.25Tracking4.6","0.25Tracking6.4","0.25Tracking8.2","0.30Fixed4.6","0.30Fixed6.4","0.30Fixed8.2","0.30Tracking4.6","0.30Tracking6.4","0.30Tracking8.2","0.35Fixed4.6","0.35Fixed6.4","0.35Fixed8.2","0.35Tracking4.6","0.35Tracking6.4","0.35Tracking8.2","0.40Fixed4.6","0.40Fixed6.4","0.40Fixed8.2","0.40Tracking4.6","0.40Tracking6.4","0.40Tracking8.2","0.45Fixed4.6","0.45Fixed6.4","0.45Fixed8.2","0.45Tracking4.6","0.45Tracking6.4","0.45Tracking8.2","0.50Fixed4.6","0.50Fixed6.4","0.50Fixed8.2","0.50Tracking4.6","0.50Tracking6.4","0.50Tracking8.2","0.55Fixed4.6","0.55Fixed6.4","0.55Fixed8.2","0.55Tracking4.6","0.55Tracking6.4","0.55Tracking8.2","0.60Fixed4.6","0.60Fixed6.4","0.60Fixed8.2","0.60Tracking4.6","0.60Tracking6.4","0.60Tracking8.2","0.65Fixed4.6","0.65Fixed6.4","0.65Fixed8.2","0.65Tracking4.6","0.65Tracking6.4","0.65Tracking8.2","0.70Fixed4.6","0.70Fixed6.4","0.70Fixed8.2","0.70Tracking4.6","0.70Tracking6.4","0.70Tracking8.2","0.75Fixed4.6","0.75Fixed6.4","0.75Fixed8.2","0.75Tracking4.6","0.75Tracking6.4","0.75Tracking8.2","0.80Fixed4.6","0.80Fixed6.4","0.80Fixed8.2","0.80Tracking4.6","0.80Tracking6.4","0.80Tracking8.2","0.85Fixed4.6","0.85Fixed6.4","0.85Fixed8.2","0.85Tracking4.6","0.85Tracking6.4","0.85Tracking8.2","0.90Fixed4.6","0.90Fixed6.4","0.90Fixed8.2","0.90Tracking4.6","0.90Tracking6.4","0.90Tracking8.2","0.95Fixed4.6","0.95Fixed6.4","0.95Fixed8.2","0.95Tracking4.6","0.95Tracking6.4","0.95Tracking8.2","1.00Fixed4.6","1.00Fixed6.4","1.00Fixed8.2","1.00Tracking4.6","1.00Tracking6.4","1.00Tracking8.2"
"0.0330.0Northern",-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5401.49,-5568.05,-5879.52,-5290.13,-5412.34,-5534.55,-5034.55,-5367.65,-5990.6,-4813.42,-5057.84,-5302.26,-4667.64,-5167.3,-6101.72,-4333.86,-4700.5,-5067.13,-4667.64,-5167.3,-6101.72,-4333.86,-4700.5,-5067.13,-4301.5,-4967.71,-6213.6,-3855.77,-4344.61,-4833.45,-3934.78,-4767.53,-6324.9,-3377.71,-3988.76,-4599.82,-3568.56,-4567.87,-6436.72,-2900.2,-3633.47,-4366.73,-3568.56,-4567.87,-6436.72,-2900.2,-3633.47,-4366.73,-3201.87,-4367.74,-6548.05,-2422.15,-3277.62,-4133.09,-2835.15,-4167.56,-6659.35,-1944.13,-2921.81,-3899.49,-2468.42,-3967.39,-6770.65,-1466.11,-2566,-3665.89,-2468.42,-3967.39,-6770.65,-1466.11,-2566,-3665.89,-2101.73,-3767.25,-6881.99,-988.05,-2210.15,-3432.25,-1735.01,-3567.08,-6993.29,-510.03,-1854.34,-3198.65,-1368.32,-3366.94,-7104.63,-31.97,-1498.49,-2965.01,-1368.32,-3366.94,-7104.63,-31.97,-1498.49,-2965.01,-1001.59,-3166.77,-7215.93,446.05,-1142.68,-2731.41,-634.9,-2966.63,-7327.26,924.07,-786.87,-2497.81,-268.21,-2766.49,-7438.6,1402.09,-431.06,-2264.21
"0.0430.0Northern",-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5018.71,-5185.27,-5496.74,-4852.1,-4974.31,-5096.52,-4269.02,-4602.12,-5225.07,-3937.83,-4182.25,-4426.67,-3519.37,-4019.03,-4953.45,-3019.93,-3386.57,-3753.2,-3519.37,-4019.03,-4953.45,-3019.93,-3386.57,-3753.2,-2770.7,-3436.91,-4682.8,-2103.9,-2592.74,-3081.58,-2021.29,-2854.04,-4411.41,-1187.91,-1798.96,-2410.02,-1272.52,-2271.83,-4140.68,-272.62,-1005.89,-1739.15,-1272.52,-2271.83,-4140.68,-272.62,-1005.89,-1739.15,-523.15,-1689.02,-3869.33,643.36,-212.11,-1067.58,226.26,-1106.15,-3597.94,1559.3,581.62,-396.06,975.68,-523.29,-3326.55,2475.24,1375.35,275.46,975.68,-523.29,-3326.55,2475.24,1375.35,275.46,1725.05,59.53,-3055.21,3391.23,2169.13,947.03,2474.46,642.39,-2783.82,4307.17,2962.86,1618.55,3223.83,1225.21,-2512.48,5223.16,3756.64,2290.12,3223.83,1225.21,-2512.48,5223.16,3756.64,2290.12,3973.25,1808.07,-2241.09,6139.1,4550.37,2961.64,4722.62,2390.89,-1969.74,7055.04,5344.1,3633.16,5471.99,2973.71,-1698.4,7970.98,6137.83,4304.68
"0.0530.0Northern",-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-5768.55,-4635.93,-4802.49,-5113.96,-4414.07,-4536.28,-4658.49,-3503.49,-3836.59,-4459.54,-3062.24,-3306.66,-3551.08,-2371.1,-2870.76,-3805.18,-1706,-2072.64,-2439.27,-2371.1,-2870.76,-3805.18,-1706,-2072.64,-2439.27,-1239.9,-1906.11,-3152,-352.03,-840.87,-1329.71,-107.8,-940.55,-2497.92,1001.89,390.84,-220.22,1023.52,24.21,-1844.64,2354.96,1621.69,888.43,1023.52,24.21,-1844.64,2354.96,1621.69,888.43,2155.57,989.7,-1190.61,3708.87,2853.4,1997.93,3287.67,1955.26,-536.53,5062.73,4085.05,3107.37,4419.78,2920.81,117.55,6416.59,5316.7,4216.81,4419.78,2920.81,117.55,6416.59,5316.7,4216.81,5551.83,3886.31,771.57,7770.51,6548.41,5326.31,6683.93,4851.86,1425.65,9124.37,7780.06,6435.75,7815.98,5817.36,2079.67,10478.29,9011.77,7545.25,7815.98,5817.36,2079.67,10478.29,9011.77,7545.25,8948.09,6782.91,2733.75,11832.15,10243.42,8654.69,10080.14,7748.41,3387.78,13186.01,11475.07,9764.13,11212.19,8713.91,4041.8,14539.87,12706.72,10873.57
"0.0340.0Northern",-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8476.49,-8643.05,-8954.52,-8365.13,-8487.34,-8609.55,-8109.55,-8442.65,-9065.6,-7888.42,-8132.84,-8377.26,-7742.64,-8242.3,-9176.72,-7408.86,-7775.5,-8142.13,-7742.64,-8242.3,-9176.72,-7408.86,-7775.5,-8142.13,-7376.5,-8042.71,-9288.6,-6930.77,-7419.61,-7908.45,-7009.78,-7842.53,-9399.9,-6452.71,-7063.76,-7674.82,-6643.56,-7642.87,-9511.72,-5975.2,-6708.47,-7441.73,-6643.56,-7642.87,-9511.72,-5975.2,-6708.47,-7441.73,-6276.87,-7442.74,-9623.05,-5497.15,-6352.62,-7208.09,-5910.15,-7242.56,-9734.35,-5019.13,-5996.81,-6974.49,-5543.42,-7042.39,-9845.65,-4541.11,-5641,-6740.89,-5543.42,-7042.39,-9845.65,-4541.11,-5641,-6740.89,-5176.73,-6842.25,-9956.99,-4063.05,-5285.15,-6507.25,-4810.01,-6642.08,-10068.29,-3585.03,-4929.34,-6273.65,-4443.32,-6441.94,-10179.63,-3106.97,-4573.49,-6040.01,-4443.32,-6441.94,-10179.63,-3106.97,-4573.49,-6040.01,-4076.59,-6241.77,-10290.93,-2628.95,-4217.68,-5806.41,-3709.9,-6041.63,-10402.26,-2150.93,-3861.87,-5572.81,-3343.21,-5841.49,-10513.6,-1672.91,-3506.06,-5339.21
"0.0440.0Northern",-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8093.71,-8260.27,-8571.74,-7927.1,-8049.31,-8171.52,-7344.02,-7677.12,-8300.07,-7012.83,-7257.25,-7501.67,-6594.37,-7094.03,-8028.45,-6094.93,-6461.57,-6828.2,-6594.37,-7094.03,-8028.45,-6094.93,-6461.57,-6828.2,-5845.7,-6511.91,-7757.8,-5178.9,-5667.74,-6156.58,-5096.29,-5929.04,-7486.41,-4262.91,-4873.96,-5485.02,-4347.52,-5346.83,-7215.68,-3347.62,-4080.89,-4814.15,-4347.52,-5346.83,-7215.68,-3347.62,-4080.89,-4814.15,-3598.15,-4764.02,-6944.33,-2431.64,-3287.11,-4142.58,-2848.74,-4181.15,-6672.94,-1515.7,-2493.38,-3471.06,-2099.32,-3598.29,-6401.55,-599.76,-1699.65,-2799.54,-2099.32,-3598.29,-6401.55,-599.76,-1699.65,-2799.54,-1349.95,-3015.47,-6130.21,316.23,-905.87,-2127.97,-600.54,-2432.61,-5858.82,1232.17,-112.14,-1456.45,148.83,-1849.79,-5587.48,2148.16,681.64,-784.88,148.83,-1849.79,-5587.48,2148.16,681.64,-784.88,898.25,-1266.93,-5316.09,3064.1,1475.37,-113.36,1647.62,-684.11,-5044.74,3980.04,2269.1,558.16,2396.99,-101.29,-4773.4,4895.98,3062.83,1229.68
"0.0540.0Northern",-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-8843.55,-7710.93,-7877.49,-8188.96,-7489.07,-7611.28,-7733.49,-6578.49,-6911.59,-7534.54,-6137.24,-6381.66,-6626.08,-5446.1,-5945.76,-6880.18,-4781,-5147.64,-5514.27,-5446.1,-5945.76,-6880.18,-4781,-5147.64,-5514.27,-4314.9,-4981.11,-6227,-3427.03,-3915.87,-4404.71,-3182.8,-4015.55,-5572.92,-2073.11,-2684.16,-3295.22,-2051.48,-3050.79,-4919.64,-720.04,-1453.31,-2186.57,-2051.48,-3050.79,-4919.64,-720.04,-1453.31,-2186.57,-919.43,-2085.3,-4265.61,633.87,-221.6,-1077.07,212.67,-1119.74,-3611.53,1987.73,1010.05,32.37,1344.78,-154.19,-2957.45,3341.59,2241.7,1141.81,1344.78,-154.19,-2957.45,3341.59,2241.7,1141.81,2476.83,811.31,-2303.43,4695.51,3473.41,2251.31,3608.93,1776.86,-1649.35,6049.37,4705.06,3360.75,4740.98,2742.36,-995.33,7403.29,5936.77,4470.25,4740.98,2742.36,-995.33,7403.29,5936.77,4470.25,5873.09,3707.91,-341.25,8757.15,7168.42,5579.69,7005.14,4673.41,312.78,10111.01,8400.07,6689.13,8137.19,5638.91,966.8,11464.87,9631.72,7798.57
"0.0350.0Northern",-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11551.49,-11718.05,-12029.52,-11440.13,-11562.34,-11684.55,-11184.55,-11517.65,-12140.6,-10963.42,-11207.84,-11452.26,-10817.64,-11317.3,-12251.72,-10483.86,-10850.5,-11217.13,-10817.64,-11317.3,-12251.72,-10483.86,-10850.5,-11217.13,-10451.5,-11117.71,-12363.6,-10005.77,-10494.61,-10983.45,-10084.78,-10917.53,-12474.9,-9527.71,-10138.76,-10749.82,-9718.56,-10717.87,-12586.72,-9050.2,-9783.47,-10516.73,-9718.56,-10717.87,-12586.72,-9050.2,-9783.47,-10516.73,-9351.87,-10517.74,-12698.05,-8572.15,-9427.62,-10283.09,-8985.15,-10317.56,-12809.35,-8094.13,-9071.81,-10049.49,-8618.42,-10117.39,-12920.65,-7616.11,-8716,-9815.89,-8618.42,-10117.39,-12920.65,-7616.11,-8716,-9815.89,-8251.73,-9917.25,-13031.99,-7138.05,-8360.15,-9582.25,-7885.01,-9717.08,-13143.29,-6660.03,-8004.34,-9348.65,-7518.32,-9516.94,-13254.63,-6181.97,-7648.49,-9115.01,-7518.32,-9516.94,-13254.63,-6181.97,-7648.49,-9115.01,-7151.59,-9316.77,-13365.93,-5703.95,-7292.68,-8881.41,-6784.9,-9116.63,-13477.26,-5225.93,-6936.87,-8647.81,-6418.21,-8916.49,-13588.6,-4747.91,-6581.06,-8414.21
"0.0450.0Northern",-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11168.71,-11335.27,-11646.74,-11002.1,-11124.31,-11246.52,-10419.02,-10752.12,-11375.07,-10087.83,-10332.25,-10576.67,-9669.37,-10169.03,-11103.45,-9169.93,-9536.57,-9903.2,-9669.37,-10169.03,-11103.45,-9169.93,-9536.57,-9903.2,-8920.7,-9586.91,-10832.8,-8253.9,-8742.74,-9231.58,-8171.29,-9004.04,-10561.41,-7337.91,-7948.96,-8560.02,-7422.52,-8421.83,-10290.68,-6422.62,-7155.89,-7889.15,-7422.52,-8421.83,-10290.68,-6422.62,-7155.89,-7889.15,-6673.15,-7839.02,-10019.33,-5506.64,-6362.11,-7217.58,-5923.74,-7256.15,-9747.94,-4590.7,-5568.38,-6546.06,-5174.32,-6673.29,-9476.55,-3674.76,-4774.65,-5874.54,-5174.32,-6673.29,-9476.55,-3674.76,-4774.65,-5874.54,-4424.95,-6090.47,-9205.21,-2758.77,-3980.87,-5202.97,-3675.54,-5507.61,-8933.82,-1842.83,-3187.14,-4531.45,-2926.17,-4924.79,-8662.48,-926.84,-2393.36,-3859.88,-2926.17,-4924.79,-8662.48,-926.84,-2393.36,-3859.88,-2176.75,-4341.93,-8391.09,-10.9,-1599.63,-3188.36,-1427.38,-3759.11,-8119.74,905.04,-805.9,-2516.84,-678.01,-3176.29,-7848.4,1820.98,-12.17,-1845.32
"0.0550.0Northern",-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-11918.55,-10785.93,-10952.49,-11263.96,-10564.07,-10686.28,-10808.49,-9653.49,-9986.59,-10609.54,-9212.24,-9456.66,-9701.08,-8521.1,-9020.76,-9955.18,-7856,-8222.64,-8589.27,-8521.1,-9020.76,-9955.18,-7856,-8222.64,-8589.27,-7389.9,-8056.11,-9302,-6502.03,-6990.87,-7479.71,-6257.8,-7090.55,-8647.92,-5148.11,-5759.16,-6370.22,-5126.48,-6125.79,-7994.64,-3795.04,-4528.31,-5261.57,-5126.48,-6125.79,-7994.64,-3795.04,-4528.31,-5261.57,-3994.43,-5160.3,-7340.61,-2441.13,-3296.6,-4152.07,-2862.33,-4194.74,-6686.53,-1087.27,-2064.95,-3042.63,-1730.22,-3229.19,-6032.45,266.59,-833.3,-1933.19,-1730.22,-3229.19,-6032.45,266.59,-833.3,-1933.19,-598.17,-2263.69,-5378.43,1620.51,398.41,-823.69,533.93,-1298.14,-4724.35,2974.37,1630.06,285.75,1665.98,-332.64,-4070.33,4328.29,2861.77,1395.25,1665.98,-332.64,-4070.33,4328.29,2861.77,1395.25,2798.09,632.91,-3416.25,5682.15,4093.42,2504.69,3930.14,1598.41,-2762.22,7036.01,5325.07,3614.13,5062.19,2563.91,-2108.2,8389.87,6556.72,4723.57
"0.0360.0Northern",-14993.55,-14993.55,-14993.55,-14993.55,-14993.55,-14993.55,-14993.55,-14993.55,-14993.55,-14993.55,-14993.55,-14993.55,-14626.49,-14793.05,-15104.52,-14515.13,-14637.34,-14759.55,-14259.55,-14592.65,-15215.6,-14038.42,-14282.84,-14527.26,-13892.64,-14392.3,-15326.72,-13558.86,-13925.5,-14292.13,-13892.64,-14392.3,-15326.72,-13558.86,-13925.5,-14292.13,-13526.5,-14192.71,-15438.6,-13080.77,-13569.61,-14058.45,-13159.78,-13992.53,-15549.9,-12602.71,-13213.76,-13824.82,-12793.56,-13792.87,-15661.72,-12125.2,-12858.47,-13591.73,-12793.56,-13792.87,-15661.72,-12125.2,-12858.47,-13591.73,-12426.87,-13592.74,-15773.05,-11647.15,-12502.62,-13358.09,-12060.15,-13392.56,-15884.35,-11169.13,-12146.81,-13124.49,-11693.42,-13192.39,-15995.65,-10691.11,-11791,-12890.89,-11693.42,-13192.39,-15995.65,-10691.11,-11791,-12890.89,-11326.73,-12992.25,-16106.99,-10213.05,-11435.15,-12657.25,-10960.01,-12792.08,-16218.29,-9735.03,-11079.34,-12423.65,-10593.32,-12591.94,-16329.63,-9256.97,-10723.49,-12190.01,-10593.32,-12591.94,-16329.63,-9256.97,-10723.49,-12190.01,-10226.59,-12391.77,-16440.93,-8778.95,-10367.68,-11956.41,-9859.9,-12191.63,-16552.26,-8300.93,-10011.87,-11722.81,-9493.21,-11991.49,-16663.6,-7822.91,-9656.06,-11489.21
