"","0.05Fixed4.6","0.05Fixed6.4","0.05Fixed8.2","0.05Tracking4.6","0.05Tracking6.4","0.05Tracking8.2","0.10Fixed4.6","0.10Fixed6.4","0.10Fixed8.2","0.10Tracking4.6","0.10Tracking6.4","0.10Tracking8.2","0.30Fixed4.6","0.30Fixed6.4","0.30Fixed8.2","0.30Tracking4.6","0.30Tracking6.4","0.30Tracking8.2","0.50Fixed4.6","0.50Fixed6.4","0.50Fixed8.2","0.50Tracking4.6","0.50Tracking6.4","0.50Tracking8.2","0.60Fixed4.6","0.60Fixed6.4","0.60Fixed8.2","0.60Tracking4.6","0.60Tracking6.4","0.60Tracking8.2","0.70Fixed4.6","0.70Fixed6.4","0.70Fixed8.2","0.70Tracking4.6","0.70Tracking6.4","0.70Tracking8.2","0.80Fixed4.6","0.80Fixed6.4","0.80Fixed8.2","0.80Tracking4.6","0.80Tracking6.4","0.80Tracking8.2","0.85Fixed4.6","0.85Fixed6.4","0.85Fixed8.2","0.85Tracking4.6","0.85Tracking6.4","0.85Tracking8.2"
"0.04231.8Central",33139,33139,33139,33139,33139,33139,31091,30505,29410,31020,30590,30161,24944,22602,18221,24661,22942,21224,18797,14698,7032,18301,15293,12285,14699,9428,-427,14061,10194,6327,12650,6794,-4157,11942,7645,3348,8552,1525,-11616,7702,2546,-2610,8552,1525,-11616,7702,2546,-2610
"0.02171.9Central",20065,20065,20065,20065,20065,20065,17224,16638,15543,17028,16599,16169,8697,6355,1975,7917,6198,4480,171,-3928,-11594,-1195,-4203,-7210,-5513,-10783,-20639,-7269,-11136,-15003,-8355,-14211,-25162,-10306,-14603,-18900,-14039,-21066,-34208,-16381,-21537,-26693,-14039,-21066,-34208,-16381,-21537,-26693
"0.03171.9Central",20065,20065,20065,20065,20065,20065,17620,17035,15940,17487,17058,16628,10284,7941,3561,9752,8033,6315,2947,-1152,-8818,2016,-992,-3999,-1944,-7214,-17070,-3141,-7008,-10875,-4390,-10246,-21197,-5719,-10016,-14313,-9281,-16308,-29449,-10876,-16033,-21189,-9281,-16308,-29449,-10876,-16033,-21189
"0.04171.9Central",20065,20065,20065,20065,20065,20065,18017,17431,16336,17946,17516,17087,11870,9528,5147,11587,9868,8150,5723,1624,-6042,5227,2219,-789,1625,-3646,-13501,987,-2880,-6747,-424,-6280,-17231,-1132,-5429,-9726,-4522,-11549,-24690,-5372,-10528,-15684,-4522,-11549,-24690,-5372,-10528,-15684
"0.02201.9Central",27817,27817,27817,27817,27817,27817,24976,24390,23295,24780,24351,23921,16449,14107,9727,15669,13950,12232,7923,3824,-3842,6557,3549,542,2239,-3031,-12887,483,-3384,-7251,-603,-6459,-17410,-2554,-6851,-11148,-6287,-13314,-26456,-8629,-13785,-18941,-6287,-13314,-26456,-8629,-13785,-18941
"0.03201.9Central",27817,27817,27817,27817,27817,27817,25372,24787,23692,25239,24810,24380,18036,15693,11313,17504,15785,14067,10699,6600,-1066,9768,6760,3753,5808,538,-9318,4611,744,-3123,3362,-2494,-13445,2033,-2264,-6561,-1529,-8556,-21697,-3124,-8281,-13437,-1529,-8556,-21697,-3124,-8281,-13437
"0.04201.9Central",27817,27817,27817,27817,27817,27817,25769,25183,24088,25698,25268,24839,19622,17280,12899,19339,17620,15902,13475,9376,1710,12979,9971,6963,9377,4106,-5749,8739,4872,1005,7328,1472,-9479,6620,2323,-1974,3230,-3797,-16938,2380,-2776,-7932,3230,-3797,-16938,2380,-2776,-7932
"0.02231.9Central",35569,35569,35569,35569,35569,35569,32728,32142,31047,32532,32103,31673,24201,21859,17479,23421,21702,19984,15675,11576,3910,14309,11301,8294,9991,4721,-5135,8235,4368,501,7149,1293,-9658,5198,901,-3396,1465,-5562,-18704,-877,-6033,-11189,1465,-5562,-18704,-877,-6033,-11189
"0.03231.9Central",35569,35569,35569,35569,35569,35569,33124,32539,31444,32991,32562,32132,25788,23445,19065,25256,23537,21819,18451,14352,6686,17520,14512,11505,13560,8290,-1566,12363,8496,4629,11114,5258,-5693,9785,5488,1191,6223,-804,-13945,4628,-529,-5685,6223,-804,-13945,4628,-529,-5685
"0.04231.9Central",35569,35569,35569,35569,35569,35569,33521,32935,31840,33450,33020,32591,27374,25032,20651,27091,25372,23654,21227,17128,9462,20731,17723,14715,17129,11858,2003,16491,12624,8757,15080,9224,-1727,14372,10075,5778,10982,3955,-9186,10132,4976,-180,10982,3955,-9186,10132,4976,-180
"0.02172.0Central",21679,21679,21679,21679,21679,21679,18838,18252,17157,18642,18213,17783,10311,7969,3589,9531,7812,6094,1785,-2314,-9980,419,-2589,-5596,-3899,-9169,-19025,-5655,-9522,-13389,-6741,-12597,-23548,-8692,-12989,-17286,-12425,-19452,-32594,-14767,-19923,-25079,-12425,-19452,-32594,-14767,-19923,-25079
"0.03172.0Central",21679,21679,21679,21679,21679,21679,19234,18649,17554,19101,18672,18242,11898,9555,5175,11366,9647,7929,4561,462,-7204,3630,622,-2385,-330,-5600,-15456,-1527,-5394,-9261,-2776,-8632,-19583,-4105,-8402,-12699,-7667,-14694,-27835,-9262,-14419,-19575,-7667,-14694,-27835,-9262,-14419,-19575
"0.04172.0Central",21679,21679,21679,21679,21679,21679,19631,19045,17950,19560,19130,18701,13484,11142,6761,13201,11482,9764,7337,3238,-4428,6841,3833,825,3239,-2032,-11887,2601,-1266,-5133,1190,-4666,-15617,482,-3815,-8112,-2908,-9935,-23076,-3758,-8914,-14070,-2908,-9935,-23076,-3758,-8914,-14070
"0.02202.0Central",29839,29839,29839,29839,29839,29839,26998,26412,25317,26802,26373,25943,18471,16129,11749,17691,15972,14254,9945,5846,-1820,8579,5571,2564,4261,-1009,-10865,2505,-1362,-5229,1419,-4437,-15388,-532,-4829,-9126,-4265,-11292,-24434,-6607,-11763,-16919,-4265,-11292,-24434,-6607,-11763,-16919
"0.03202.0Central",29839,29839,29839,29839,29839,29839,27394,26809,25714,27261,26832,26402,20058,17715,13335,19526,17807,16089,12721,8622,956,11790,8782,5775,7830,2560,-7296,6633,2766,-1101,5384,-472,-11423,4055,-242,-4539,493,-6534,-19675,-1102,-6259,-11415,493,-6534,-19675,-1102,-6259,-11415
"0.04202.0Central",29839,29839,29839,29839,29839,29839,27791,27205,26110,27720,27290,26861,21644,19302,14921,21361,19642,17924,15497,11398,3732,15001,11993,8985,11399,6128,-3727,10761,6894,3027,9350,3494,-7457,8642,4345,48,5252,-1775,-14916,4402,-754,-5910,5252,-1775,-14916,4402,-754,-5910
"0.02232.0Central",37999,37999,37999,37999,37999,37999,35158,34572,33477,34962,34533,34103,26631,24289,19909,25851,24132,22414,18105,14006,6340,16739,13731,10724,12421,7151,-2705,10665,6798,2931,9579,3723,-7228,7628,3331,-966,3895,-3132,-16274,1553,-3603,-8759,3895,-3132,-16274,1553,-3603,-8759
"0.03232.0Central",37999,37999,37999,37999,37999,37999,35554,34969,33874,35421,34992,34562,28218,25875,21495,27686,25967,24249,20881,16782,9116,19950,16942,13935,15990,10720,864,14793,10926,7059,13544,7688,-3263,12215,7918,3621,8653,1626,-11515,7058,1901,-3255,8653,1626,-11515,7058,1901,-3255
"0.04232.0Central",37999,37999,37999,37999,37999,37999,35951,35365,34270,35880,35450,35021,29804,27462,23081,29521,27802,26084,23657,19558,11892,23161,20153,17145,19559,14288,4433,18921,15054,11187,17510,11654,703,16802,12505,8208,13412,6385,-6756,12562,7406,2250,13412,6385,-6756,12562,7406,2250
"0.02170.0Black Belt",-10601,-10601,-10601,-10601,-10601,-10601,-13424,-14010,-15105,-13617,-14047,-14476,-21896,-24239,-28619,-22667,-24386,-26104,-30368,-34467,-42133,-31717,-34725,-37733,-36016,-41286,-51142,-37751,-41618,-45485,-38840,-44696,-55647,-40768,-45064,-49361,-44488,-51515,-64656,-46801,-51957,-57113,-44488,-51515,-64656,-46801,-51957,-57113
"0.03170.0Black Belt",-10601,-10601,-10601,-10601,-10601,-10601,-13019,-13604,-14699,-13148,-13578,-14007,-20274,-22616,-26996,-20791,-22510,-24229,-27529,-31628,-39294,-28435,-31443,-34450,-32366,-37636,-47492,-33530,-37398,-41265,-34784,-40640,-51591,-36078,-40375,-44672,-39621,-46648,-59789,-41174,-46330,-51486,-39621,-46648,-59789,-41174,-46330,-51486
"0.04170.0Black Belt",-10601,-10601,-10601,-10601,-10601,-10601,-12613,-13198,-14294,-12679,-13109,-13538,-18651,-20994,-25374,-18915,-20634,-22353,-24690,-28789,-36455,-25152,-28160,-31168,-28715,-33986,-43842,-29310,-33177,-37044,-30728,-36584,-47535,-31389,-35686,-39982,-34754,-41781,-54922,-35547,-40703,-45859,-34754,-41781,-54922,-35547,-40703,-45859
"0.02200.0Black Belt",-10601,-10601,-10601,-10601,-10601,-10601,-13424,-14010,-15105,-13617,-14047,-14476,-21896,-24239,-28619,-22667,-24386,-26104,-30368,-34467,-42133,-31717,-34725,-37733,-36016,-41286,-51142,-37751,-41618,-45485,-38840,-44696,-55647,-40768,-45064,-49361,-44488,-51515,-64656,-46801,-51957,-57113,-44488,-51515,-64656,-46801,-51957,-57113
"0.03200.0Black Belt",-10601,-10601,-10601,-10601,-10601,-10601,-13019,-13604,-14699,-13148,-13578,-14007,-20274,-22616,-26996,-20791,-22510,-24229,-27529,-31628,-39294,-28435,-31443,-34450,-32366,-37636,-47492,-33530,-37398,-41265,-34784,-40640,-51591,-36078,-40375,-44672,-39621,-46648,-59789,-41174,-46330,-51486,-39621,-46648,-59789,-41174,-46330,-51486
"0.04200.0Black Belt",-10601,-10601,-10601,-10601,-10601,-10601,-12613,-13198,-14294,-12679,-13109,-13538,-18651,-20994,-25374,-18915,-20634,-22353,-24690,-28789,-36455,-25152,-28160,-31168,-28715,-33986,-43842,-29310,-33177,-37044,-30728,-36584,-47535,-31389,-35686,-39982,-34754,-41781,-54922,-35547,-40703,-45859,-34754,-41781,-54922,-35547,-40703,-45859
"0.02230.0Black Belt",-10601,-10601,-10601,-10601,-10601,-10601,-13424,-14010,-15105,-13617,-14047,-14476,-21896,-24239,-28619,-22667,-24386,-26104,-30368,-34467,-42133,-31717,-34725,-37733,-36016,-41286,-51142,-37751,-41618,-45485,-38840,-44696,-55647,-40768,-45064,-49361,-44488,-51515,-64656,-46801,-51957,-57113,-44488,-51515,-64656,-46801,-51957,-57113
"0.03230.0Black Belt",-10601,-10601,-10601,-10601,-10601,-10601,-13019,-13604,-14699,-13148,-13578,-14007,-20274,-22616,-26996,-20791,-22510,-24229,-27529,-31628,-39294,-28435,-31443,-34450,-32366,-37636,-47492,-33530,-37398,-41265,-34784,-40640,-51591,-36078,-40375,-44672,-39621,-46648,-59789,-41174,-46330,-51486,-39621,-46648,-59789,-41174,-46330,-51486
"0.04230.0Black Belt",-10601,-10601,-10601,-10601,-10601,-10601,-12613,-13198,-14294,-12679,-13109,-13538,-18651,-20994,-25374,-18915,-20634,-22353,-24690,-28789,-36455,-25152,-28160,-31168,-28715,-33986,-43842,-29310,-33177,-37044,-30728,-36584,-47535,-31389,-35686,-39982,-34754,-41781,-54922,-35547,-40703,-45859,-34754,-41781,-54922,-35547,-40703,-45859
"0.02170.1Black Belt",-8987,-8987,-8987,-8987,-8987,-8987,-11810,-12396,-13491,-12003,-12433,-12862,-20282,-22625,-27005,-21053,-22772,-24490,-28754,-32853,-40519,-30103,-33111,-36119,-34402,-39672,-49528,-36137,-40004,-43871,-37226,-43082,-54033,-39154,-43450,-47747,-42874,-49901,-63042,-45187,-50343,-55499,-42874,-49901,-63042,-45187,-50343,-55499
"0.03170.1Black Belt",-8987,-8987,-8987,-8987,-8987,-8987,-11405,-11990,-13085,-11534,-11964,-12393,-18660,-21002,-25382,-19177,-20896,-22615,-25915,-30014,-37680,-26821,-29829,-32836,-30752,-36022,-45878,-31916,-35784,-39651,-33170,-39026,-49977,-34464,-38761,-43058,-38007,-45034,-58175,-39560,-44716,-49872,-38007,-45034,-58175,-39560,-44716,-49872
"0.04170.1Black Belt",-8987,-8987,-8987,-8987,-8987,-8987,-10999,-11584,-12680,-11065,-11495,-11924,-17037,-19380,-23760,-17301,-19020,-20739,-23076,-27175,-34841,-23538,-26546,-29554,-27101,-32372,-42228,-27696,-31563,-35430,-29114,-34970,-45921,-29775,-34072,-38368,-33140,-40167,-53308,-33933,-39089,-44245,-33140,-40167,-53308,-33933,-39089,-44245
"0.02200.1Black Belt",-8579,-8579,-8579,-8579,-8579,-8579,-11402,-11988,-13083,-11595,-12025,-12454,-19874,-22217,-26597,-20645,-22364,-24082,-28346,-32445,-40111,-29695,-32703,-35711,-33994,-39264,-49120,-35729,-39596,-43463,-36818,-42674,-53625,-38746,-43042,-47339,-42466,-49493,-62634,-44779,-49935,-55091,-42466,-49493,-62634,-44779,-49935,-55091
"0.03200.1Black Belt",-8579,-8579,-8579,-8579,-8579,-8579,-10997,-11582,-12677,-11126,-11556,-11985,-18252,-20594,-24974,-18769,-20488,-22207,-25507,-29606,-37272,-26413,-29421,-32428,-30344,-35614,-45470,-31508,-35376,-39243,-32762,-38618,-49569,-34056,-38353,-42650,-37599,-44626,-57767,-39152,-44308,-49464,-37599,-44626,-57767,-39152,-44308,-49464
"0.04200.1Black Belt",-8579,-8579,-8579,-8579,-8579,-8579,-10591,-11176,-12272,-10657,-11087,-11516,-16629,-18972,-23352,-16893,-18612,-20331,-22668,-26767,-34433,-23130,-26138,-29146,-26693,-31964,-41820,-27288,-31155,-35022,-28706,-34562,-45513,-29367,-33664,-37960,-32732,-39759,-52900,-33525,-38681,-43837,-32732,-39759,-52900,-33525,-38681,-43837
"0.02230.1Black Belt",-8171,-8171,-8171,-8171,-8171,-8171,-10994,-11580,-12675,-11187,-11617,-12046,-19466,-21809,-26189,-20237,-21956,-23674,-27938,-32037,-39703,-29287,-32295,-35303,-33586,-38856,-48712,-35321,-39188,-43055,-36410,-42266,-53217,-38338,-42634,-46931,-42058,-49085,-62226,-44371,-49527,-54683,-42058,-49085,-62226,-44371,-49527,-54683
"0.03230.1Black Belt",-8171,-8171,-8171,-8171,-8171,-8171,-10589,-11174,-12269,-10718,-11148,-11577,-17844,-20186,-24566,-18361,-20080,-21799,-25099,-29198,-36864,-26005,-29013,-32020,-29936,-35206,-45062,-31100,-34968,-38835,-32354,-38210,-49161,-33648,-37945,-42242,-37191,-44218,-57359,-38744,-43900,-49056,-37191,-44218,-57359,-38744,-43900,-49056
"0.04230.1Black Belt",-8171,-8171,-8171,-8171,-8171,-8171,-10183,-10768,-11864,-10249,-10679,-11108,-16221,-18564,-22944,-16485,-18204,-19923,-22260,-26359,-34025,-22722,-25730,-28738,-26285,-31556,-41412,-26880,-30747,-34614,-28298,-34154,-45105,-28959,-33256,-37552,-32324,-39351,-52492,-33117,-38273,-43429,-32324,-39351,-52492,-33117,-38273,-43429
"0.02170.2Black Belt",-7373,-7373,-7373,-7373,-7373,-7373,-10196,-10782,-11877,-10389,-10819,-11248,-18668,-21011,-25391,-19439,-21158,-22876,-27140,-31239,-38905,-28489,-31497,-34505,-32788,-38058,-47914,-34523,-38390,-42257,-35612,-41468,-52419,-37540,-41836,-46133,-41260,-48287,-61428,-43573,-48729,-53885,-41260,-48287,-61428,-43573,-48729,-53885
"0.03170.2Black Belt",-7373,-7373,-7373,-7373,-7373,-7373,-9791,-10376,-11471,-9920,-10350,-10779,-17046,-19388,-23768,-17563,-19282,-21001,-24301,-28400,-36066,-25207,-28215,-31222,-29138,-34408,-44264,-30302,-34170,-38037,-31556,-37412,-48363,-32850,-37147,-41444,-36393,-43420,-56561,-37946,-43102,-48258,-36393,-43420,-56561,-37946,-43102,-48258
"0.04170.2Black Belt",-7373,-7373,-7373,-7373,-7373,-7373,-9385,-9970,-11066,-9451,-9881,-10310,-15423,-17766,-22146,-15687,-17406,-19125,-21462,-25561,-33227,-21924,-24932,-27940,-25487,-30758,-40614,-26082,-29949,-33816,-27500,-33356,-44307,-28161,-32458,-36754,-31526,-38553,-51694,-32319,-37475,-42631,-31526,-38553,-51694,-32319,-37475,-42631
"0.02200.2Black Belt",-6557,-6557,-6557,-6557,-6557,-6557,-9380,-9966,-11061,-9573,-10003,-10432,-17852,-20195,-24575,-18623,-20342,-22060,-26324,-30423,-38089,-27673,-30681,-33689,-31972,-37242,-47098,-33707,-37574,-41441,-34796,-40652,-51603,-36724,-41020,-45317,-40444,-47471,-60612,-42757,-47913,-53069,-40444,-47471,-60612,-42757,-47913,-53069
"0.03200.2Black Belt",-6557,-6557,-6557,-6557,-6557,-6557,-8975,-9560,-10655,-9104,-9534,-9963,-16230,-18572,-22952,-16747,-18466,-20185,-23485,-27584,-35250,-24391,-27399,-30406,-28322,-33592,-43448,-29486,-33354,-37221,-30740,-36596,-47547,-32034,-36331,-40628,-35577,-42604,-55745,-37130,-42286,-47442,-35577,-42604,-55745,-37130,-42286,-47442
"0.04200.2Black Belt",-6557,-6557,-6557,-6557,-6557,-6557,-8569,-9154,-10250,-8635,-9065,-9494,-14607,-16950,-21330,-14871,-16590,-18309,-20646,-24745,-32411,-21108,-24116,-27124,-24671,-29942,-39798,-25266,-29133,-33000,-26684,-32540,-43491,-27345,-31642,-35938,-30710,-37737,-50878,-31503,-36659,-41815,-30710,-37737,-50878,-31503,-36659,-41815
"0.02230.2Black Belt",-5741,-5741,-5741,-5741,-5741,-5741,-8564,-9150,-10245,-8757,-9187,-9616,-17036,-19379,-23759,-17807,-19526,-21244,-25508,-29607,-37273,-26857,-29865,-32873,-31156,-36426,-46282,-32891,-36758,-40625,-33980,-39836,-50787,-35908,-40204,-44501,-39628,-46655,-59796,-41941,-47097,-52253,-39628,-46655,-59796,-41941,-47097,-52253
"0.03230.2Black Belt",-5741,-5741,-5741,-5741,-5741,-5741,-8159,-8744,-9839,-8288,-8718,-9147,-15414,-17756,-22136,-15931,-17650,-19369,-22669,-26768,-34434,-23575,-26583,-29590,-27506,-32776,-42632,-28670,-32538,-36405,-29924,-35780,-46731,-31218,-35515,-39812,-34761,-41788,-54929,-36314,-41470,-46626,-34761,-41788,-54929,-36314,-41470,-46626
"0.04230.2Black Belt",-5741,-5741,-5741,-5741,-5741,-5741,-7753,-8338,-9434,-7819,-8249,-8678,-13791,-16134,-20514,-14055,-15774,-17493,-19830,-23929,-31595,-20292,-23300,-26308,-23855,-29126,-38982,-24450,-28317,-32184,-25868,-31724,-42675,-26529,-30826,-35122,-29894,-36921,-50062,-30687,-35843,-40999,-29894,-36921,-50062,-30687,-35843,-40999
"0.02170.3Black Belt",-5759,-5759,-5759,-5759,-5759,-5759,-8582,-9168,-10263,-8775,-9205,-9634,-17054,-19397,-23777,-17825,-19544,-21262,-25526,-29625,-37291,-26875,-29883,-32891,-31174,-36444,-46300,-32909,-36776,-40643,-33998,-39854,-50805,-35926,-40222,-44519,-39646,-46673,-59814,-41959,-47115,-52271,-39646,-46673,-59814,-41959,-47115,-52271
"0.03170.3Black Belt",-5759,-5759,-5759,-5759,-5759,-5759,-8177,-8762,-9857,-8306,-8736,-9165,-15432,-17774,-22154,-15949,-17668,-19387,-22687,-26786,-34452,-23593,-26601,-29608,-27524,-32794,-42650,-28688,-32556,-36423,-29942,-35798,-46749,-31236,-35533,-39830,-34779,-41806,-54947,-36332,-41488,-46644,-34779,-41806,-54947,-36332,-41488,-46644
"0.04170.3Black Belt",-5759,-5759,-5759,-5759,-5759,-5759,-7771,-8356,-9452,-7837,-8267,-8696,-13809,-16152,-20532,-14073,-15792,-17511,-19848,-23947,-31613,-20310,-23318,-26326,-23873,-29144,-39000,-24468,-28335,-32202,-25886,-31742,-42693,-26547,-30844,-35140,-29912,-36939,-50080,-30705,-35861,-41017,-29912,-36939,-50080,-30705,-35861,-41017
"0.02200.3Black Belt",-4535,-4535,-4535,-4535,-4535,-4535,-7358,-7944,-9039,-7551,-7981,-8410,-15830,-18173,-22553,-16601,-18320,-20038,-24302,-28401,-36067,-25651,-28659,-31667,-29950,-35220,-45076,-31685,-35552,-39419,-32774,-38630,-49581,-34702,-38998,-43295,-38422,-45449,-58590,-40735,-45891,-51047,-38422,-45449,-58590,-40735,-45891,-51047
"0.03200.3Black Belt",-4535,-4535,-4535,-4535,-4535,-4535,-6953,-7538,-8633,-7082,-7512,-7941,-14208,-16550,-20930,-14725,-16444,-18163,-21463,-25562,-33228,-22369,-25377,-28384,-26300,-31570,-41426,-27464,-31332,-35199,-28718,-34574,-45525,-30012,-34309,-38606,-33555,-40582,-53723,-35108,-40264,-45420,-33555,-40582,-53723,-35108,-40264,-45420
"0.04200.3Black Belt",-4535,-4535,-4535,-4535,-4535,-4535,-6547,-7132,-8228,-6613,-7043,-7472,-12585,-14928,-19308,-12849,-14568,-16287,-18624,-22723,-30389,-19086,-22094,-25102,-22649,-27920,-37776,-23244,-27111,-30978,-24662,-30518,-41469,-25323,-29620,-33916,-28688,-35715,-48856,-29481,-34637,-39793,-28688,-35715,-48856,-29481,-34637,-39793
"0.02230.3Black Belt",-3311,-3311,-3311,-3311,-3311,-3311,-6134,-6720,-7815,-6327,-6757,-7186,-14606,-16949,-21329,-15377,-17096,-18814,-23078,-27177,-34843,-24427,-27435,-30443,-28726,-33996,-43852,-30461,-34328,-38195,-31550,-37406,-48357,-33478,-37774,-42071,-37198,-44225,-57366,-39511,-44667,-49823,-37198,-44225,-57366,-39511,-44667,-49823
"0.03230.3Black Belt",-3311,-3311,-3311,-3311,-3311,-3311,-5729,-6314,-7409,-5858,-6288,-6717,-12984,-15326,-19706,-13501,-15220,-16939,-20239,-24338,-32004,-21145,-24153,-27160,-25076,-30346,-40202,-26240,-30108,-33975,-27494,-33350,-44301,-28788,-33085,-37382,-32331,-39358,-52499,-33884,-39040,-44196,-32331,-39358,-52499,-33884,-39040,-44196
"0.04230.3Black Belt",-3311,-3311,-3311,-3311,-3311,-3311,-5323,-5908,-7004,-5389,-5819,-6248,-11361,-13704,-18084,-11625,-13344,-15063,-17400,-21499,-29165,-17862,-20870,-23878,-21425,-26696,-36552,-22020,-25887,-29754,-23438,-29294,-40245,-24099,-28396,-32692,-27464,-34491,-47632,-28257,-33413,-38569,-27464,-34491,-47632,-28257,-33413,-38569
"0.02170.4Black Belt",-4145,-4145,-4145,-4145,-4145,-4145,-6968,-7554,-8649,-7161,-7591,-8020,-15440,-17783,-22163,-16211,-17930,-19648,-23912,-28011,-35677,-25261,-28269,-31277,-29560,-34830,-44686,-31295,-35162,-39029,-32384,-38240,-49191,-34312,-38608,-42905,-38032,-45059,-58200,-40345,-45501,-50657,-38032,-45059,-58200,-40345,-45501,-50657
"0.03170.4Black Belt",-4145,-4145,-4145,-4145,-4145,-4145,-6563,-7148,-8243,-6692,-7122,-7551,-13818,-16160,-20540,-14335,-16054,-17773,-21073,-25172,-32838,-21979,-24987,-27994,-25910,-31180,-41036,-27074,-30942,-34809,-28328,-34184,-45135,-29622,-33919,-38216,-33165,-40192,-53333,-34718,-39874,-45030,-33165,-40192,-53333,-34718,-39874,-45030
"0.04170.4Black Belt",-4145,-4145,-4145,-4145,-4145,-4145,-6157,-6742,-7838,-6223,-6653,-7082,-12195,-14538,-18918,-12459,-14178,-15897,-18234,-22333,-29999,-18696,-21704,-24712,-22259,-27530,-37386,-22854,-26721,-30588,-24272,-30128,-41079,-24933,-29230,-33526,-28298,-35325,-48466,-29091,-34247,-39403,-28298,-35325,-48466,-29091,-34247,-39403
"0.02200.4Black Belt",-2513,-2513,-2513,-2513,-2513,-2513,-5336,-5922,-7017,-5529,-5959,-6388,-13808,-16151,-20531,-14579,-16298,-18016,-22280,-26379,-34045,-23629,-26637,-29645,-27928,-33198,-43054,-29663,-33530,-37397,-30752,-36608,-47559,-32680,-36976,-41273,-36400,-43427,-56568,-38713,-43869,-49025,-36400,-43427,-56568,-38713,-43869,-49025
"0.03200.4Black Belt",-2513,-2513,-2513,-2513,-2513,-2513,-4931,-5516,-6611,-5060,-5490,-5919,-12186,-14528,-18908,-12703,-14422,-16141,-19441,-23540,-31206,-20347,-23355,-26362,-24278,-29548,-39404,-25442,-29310,-33177,-26696,-32552,-43503,-27990,-32287,-36584,-31533,-38560,-51701,-33086,-38242,-43398,-31533,-38560,-51701,-33086,-38242,-43398
"0.04200.4Black Belt",-2513,-2513,-2513,-2513,-2513,-2513,-4525,-5110,-6206,-4591,-5021,-5450,-10563,-12906,-17286,-10827,-12546,-14265,-16602,-20701,-28367,-17064,-20072,-23080,-20627,-25898,-35754,-21222,-25089,-28956,-22640,-28496,-39447,-23301,-27598,-31894,-26666,-33693,-46834,-27459,-32615,-37771,-26666,-33693,-46834,-27459,-32615,-37771
"0.02230.4Black Belt",-881,-881,-881,-881,-881,-881,-3704,-4290,-5385,-3897,-4327,-4756,-12176,-14519,-18899,-12947,-14666,-16384,-20648,-24747,-32413,-21997,-25005,-28013,-26296,-31566,-41422,-28031,-31898,-35765,-29120,-34976,-45927,-31048,-35344,-39641,-34768,-41795,-54936,-37081,-42237,-47393,-34768,-41795,-54936,-37081,-42237,-47393
"0.03230.4Black Belt",-881,-881,-881,-881,-881,-881,-3299,-3884,-4979,-3428,-3858,-4287,-10554,-12896,-17276,-11071,-12790,-14509,-17809,-21908,-29574,-18715,-21723,-24730,-22646,-27916,-37772,-23810,-27678,-31545,-25064,-30920,-41871,-26358,-30655,-34952,-29901,-36928,-50069,-31454,-36610,-41766,-29901,-36928,-50069,-31454,-36610,-41766
"0.04230.4Black Belt",-881,-881,-881,-881,-881,-881,-2893,-3478,-4574,-2959,-3389,-3818,-8931,-11274,-15654,-9195,-10914,-12633,-14970,-19069,-26735,-15432,-18440,-21448,-18995,-24266,-34122,-19590,-23457,-27324,-21008,-26864,-37815,-21669,-25966,-30262,-25034,-32061,-45202,-25827,-30983,-36139,-25034,-32061,-45202,-25827,-30983,-36139
"0.02170.5Black Belt",-2531,-2531,-2531,-2531,-2531,-2531,-5354,-5940,-7035,-5547,-5977,-6406,-13826,-16169,-20549,-14597,-16316,-18034,-22298,-26397,-34063,-23647,-26655,-29663,-27946,-33216,-43072,-29681,-33548,-37415,-30770,-36626,-47577,-32698,-36994,-41291,-36418,-43445,-56586,-38731,-43887,-49043,-36418,-43445,-56586,-38731,-43887,-49043
"0.03170.5Black Belt",-2531,-2531,-2531,-2531,-2531,-2531,-4949,-5534,-6629,-5078,-5508,-5937,-12204,-14546,-18926,-12721,-14440,-16159,-19459,-23558,-31224,-20365,-23373,-26380,-24296,-29566,-39422,-25460,-29328,-33195,-26714,-32570,-43521,-28008,-32305,-36602,-31551,-38578,-51719,-33104,-38260,-43416,-31551,-38578,-51719,-33104,-38260,-43416
"0.04170.5Black Belt",-2531,-2531,-2531,-2531,-2531,-2531,-4543,-5128,-6224,-4609,-5039,-5468,-10581,-12924,-17304,-10845,-12564,-14283,-16620,-20719,-28385,-17082,-20090,-23098,-20645,-25916,-35772,-21240,-25107,-28974,-22658,-28514,-39465,-23319,-27616,-31912,-26684,-33711,-46852,-27477,-32633,-37789,-26684,-33711,-46852,-27477,-32633,-37789
"0.02200.5Black Belt",-491,-491,-491,-491,-491,-491,-3314,-3900,-4995,-3507,-3937,-4366,-11786,-14129,-18509,-12557,-14276,-15994,-20258,-24357,-32023,-21607,-24615,-27623,-25906,-31176,-41032,-27641,-31508,-35375,-28730,-34586,-45537,-30658,-34954,-39251,-34378,-41405,-54546,-36691,-41847,-47003,-34378,-41405,-54546,-36691,-41847,-47003
"0.03200.5Black Belt",-491,-491,-491,-491,-491,-491,-2909,-3494,-4589,-3038,-3468,-3897,-10164,-12506,-16886,-10681,-12400,-14119,-17419,-21518,-29184,-18325,-21333,-24340,-22256,-27526,-37382,-23420,-27288,-31155,-24674,-30530,-41481,-25968,-30265,-34562,-29511,-36538,-49679,-31064,-36220,-41376,-29511,-36538,-49679,-31064,-36220,-41376
