"","0.05Fixed4.6","0.05Fixed6.4","0.05Fixed8.2","0.05Tracking4.6","0.05Tracking6.4","0.05Tracking8.2","0.10Fixed4.6","0.10Fixed6.4","0.10Fixed8.2","0.10Tracking4.6","0.10Tracking6.4","0.10Tracking8.2","0.30Fixed4.6","0.30Fixed6.4","0.30Fixed8.2","0.30Tracking4.6","0.30Tracking6.4","0.30Tracking8.2","0.50Fixed4.6","0.50Fixed6.4","0.50Fixed8.2","0.50Tracking4.6","0.50Tracking6.4","0.50Tracking8.2","0.60Fixed4.6","0.60Fixed6.4","0.60Fixed8.2","0.60Tracking4.6","0.60Tracking6.4","0.60Tracking8.2","0.70Fixed4.6","0.70Fixed6.4","0.70Fixed8.2","0.70Tracking4.6","0.70Tracking6.4","0.70Tracking8.2","0.80Fixed4.6","0.80Fixed6.4","0.80Fixed8.2","0.80Tracking4.6","0.80Tracking6.4","0.80Tracking8.2","0.85Fixed4.6","0.85Fixed6.4","0.85Fixed8.2","0.85Tracking4.6","0.85Tracking6.4","0.85Tracking8.2"
"0.02170.0Northern",-10601,-10601,-10601,-10601,-10601,-10601,-13470,-14056,-15151,-13679,-14109,-14538,-22080,-24422,-28802,-22915,-24634,-26353,-30689,-34788,-42454,-32152,-35159,-38167,-36429,-41699,-51555,-38309,-42176,-46043,-39299,-45154,-56105,-41388,-45684,-49981,-45038,-52065,-65206,-47545,-52701,-57857,-45038,-52065,-65206,-47545,-52701,-57857
"0.03170.0Northern",-10601,-10601,-10601,-10601,-10601,-10601,-13087,-13673,-14768,-13241,-13671,-14100,-20549,-22891,-27272,-21163,-22882,-24601,-28011,-32110,-39775,-29086,-32094,-35101,-32985,-38255,-48111,-34368,-38235,-42102,-35472,-41328,-52279,-37008,-41305,-45602,-40446,-47473,-60614,-42290,-47446,-52602,-40446,-47473,-60614,-42290,-47446,-52602
"0.04170.0Northern",-10601,-10601,-10601,-10601,-10601,-10601,-12705,-13290,-14385,-12803,-13233,-13662,-19018,-21360,-25741,-19411,-21130,-22849,-25332,-29431,-37097,-26020,-29028,-32036,-29541,-34811,-44667,-30426,-34293,-38160,-31645,-37501,-48452,-32629,-36926,-41223,-35854,-42881,-56022,-37035,-42191,-47347,-35854,-42881,-56022,-37035,-42191,-47347
"0.02200.0Northern",-10601,-10601,-10601,-10601,-10601,-10601,-13470,-14056,-15151,-13679,-14109,-14538,-22080,-24422,-28802,-22915,-24634,-26353,-30689,-34788,-42454,-32152,-35159,-38167,-36429,-41699,-51555,-38309,-42176,-46043,-39299,-45154,-56105,-41388,-45684,-49981,-45038,-52065,-65206,-47545,-52701,-57857,-45038,-52065,-65206,-47545,-52701,-57857
"0.03200.0Northern",-10601,-10601,-10601,-10601,-10601,-10601,-13087,-13673,-14768,-13241,-13671,-14100,-20549,-22891,-27272,-21163,-22882,-24601,-28011,-32110,-39775,-29086,-32094,-35101,-32985,-38255,-48111,-34368,-38235,-42102,-35472,-41328,-52279,-37008,-41305,-45602,-40446,-47473,-60614,-42290,-47446,-52602,-40446,-47473,-60614,-42290,-47446,-52602
"0.04200.0Northern",-10601,-10601,-10601,-10601,-10601,-10601,-12705,-13290,-14385,-12803,-13233,-13662,-19018,-21360,-25741,-19411,-21130,-22849,-25332,-29431,-37097,-26020,-29028,-32036,-29541,-34811,-44667,-30426,-34293,-38160,-31645,-37501,-48452,-32629,-36926,-41223,-35854,-42881,-56022,-37035,-42191,-47347,-35854,-42881,-56022,-37035,-42191,-47347
"0.02230.0Northern",-10601,-10601,-10601,-10601,-10601,-10601,-13470,-14056,-15151,-13679,-14109,-14538,-22080,-24422,-28802,-22915,-24634,-26353,-30689,-34788,-42454,-32152,-35159,-38167,-36429,-41699,-51555,-38309,-42176,-46043,-39299,-45154,-56105,-41388,-45684,-49981,-45038,-52065,-65206,-47545,-52701,-57857,-45038,-52065,-65206,-47545,-52701,-57857
"0.03230.0Northern",-10601,-10601,-10601,-10601,-10601,-10601,-13087,-13673,-14768,-13241,-13671,-14100,-20549,-22891,-27272,-21163,-22882,-24601,-28011,-32110,-39775,-29086,-32094,-35101,-32985,-38255,-48111,-34368,-38235,-42102,-35472,-41328,-52279,-37008,-41305,-45602,-40446,-47473,-60614,-42290,-47446,-52602,-40446,-47473,-60614,-42290,-47446,-52602
"0.04230.0Northern",-10601,-10601,-10601,-10601,-10601,-10601,-12705,-13290,-14385,-12803,-13233,-13662,-19018,-21360,-25741,-19411,-21130,-22849,-25332,-29431,-37097,-26020,-29028,-32036,-29541,-34811,-44667,-30426,-34293,-38160,-31645,-37501,-48452,-32629,-36926,-41223,-35854,-42881,-56022,-37035,-42191,-47347,-35854,-42881,-56022,-37035,-42191,-47347
"0.02170.1Northern",-8987,-8987,-8987,-8987,-8987,-8987,-11856,-12442,-13537,-12065,-12495,-12924,-20466,-22808,-27188,-21301,-23020,-24739,-29075,-33174,-40840,-30538,-33545,-36553,-34815,-40085,-49941,-36695,-40562,-44429,-37685,-43540,-54491,-39774,-44070,-48367,-43424,-50451,-63592,-45931,-51087,-56243,-43424,-50451,-63592,-45931,-51087,-56243
"0.03170.1Northern",-8987,-8987,-8987,-8987,-8987,-8987,-11473,-12059,-13154,-11627,-12057,-12486,-18935,-21277,-25658,-19549,-21268,-22987,-26397,-30496,-38161,-27472,-30480,-33487,-31371,-36641,-46497,-32754,-36621,-40488,-33858,-39714,-50665,-35394,-39691,-43988,-38832,-45859,-59000,-40676,-45832,-50988,-38832,-45859,-59000,-40676,-45832,-50988
"0.04170.1Northern",-8987,-8987,-8987,-8987,-8987,-8987,-11091,-11676,-12771,-11189,-11619,-12048,-17404,-19746,-24127,-17797,-19516,-21235,-23718,-27817,-35483,-24406,-27414,-30422,-27927,-33197,-43053,-28812,-32679,-36546,-30031,-35887,-46838,-31015,-35312,-39609,-34240,-41267,-54408,-35421,-40577,-45733,-34240,-41267,-54408,-35421,-40577,-45733
"0.02200.1Northern",-8579,-8579,-8579,-8579,-8579,-8579,-11448,-12034,-13129,-11657,-12087,-12516,-20058,-22400,-26780,-20893,-22612,-24331,-28667,-32766,-40432,-30130,-33137,-36145,-34407,-39677,-49533,-36287,-40154,-44021,-37277,-43132,-54083,-39366,-43662,-47959,-43016,-50043,-63184,-45523,-50679,-55835,-43016,-50043,-63184,-45523,-50679,-55835
"0.03200.1Northern",-8579,-8579,-8579,-8579,-8579,-8579,-11065,-11651,-12746,-11219,-11649,-12078,-18527,-20869,-25250,-19141,-20860,-22579,-25989,-30088,-37753,-27064,-30072,-33079,-30963,-36233,-46089,-32346,-36213,-40080,-33450,-39306,-50257,-34986,-39283,-43580,-38424,-45451,-58592,-40268,-45424,-50580,-38424,-45451,-58592,-40268,-45424,-50580
"0.04200.1Northern",-8579,-8579,-8579,-8579,-8579,-8579,-10683,-11268,-12363,-10781,-11211,-11640,-16996,-19338,-23719,-17389,-19108,-20827,-23310,-27409,-35075,-23998,-27006,-30014,-27519,-32789,-42645,-28404,-32271,-36138,-29623,-35479,-46430,-30607,-34904,-39201,-33832,-40859,-54000,-35013,-40169,-45325,-33832,-40859,-54000,-35013,-40169,-45325
"0.02230.1Northern",-8171,-8171,-8171,-8171,-8171,-8171,-11040,-11626,-12721,-11249,-11679,-12108,-19650,-21992,-26372,-20485,-22204,-23923,-28259,-32358,-40024,-29722,-32729,-35737,-33999,-39269,-49125,-35879,-39746,-43613,-36869,-42724,-53675,-38958,-43254,-47551,-42608,-49635,-62776,-45115,-50271,-55427,-42608,-49635,-62776,-45115,-50271,-55427
"0.03230.1Northern",-8171,-8171,-8171,-8171,-8171,-8171,-10657,-11243,-12338,-10811,-11241,-11670,-18119,-20461,-24842,-18733,-20452,-22171,-25581,-29680,-37345,-26656,-29664,-32671,-30555,-35825,-45681,-31938,-35805,-39672,-33042,-38898,-49849,-34578,-38875,-43172,-38016,-45043,-58184,-39860,-45016,-50172,-38016,-45043,-58184,-39860,-45016,-50172
"0.04230.1Northern",-8171,-8171,-8171,-8171,-8171,-8171,-10275,-10860,-11955,-10373,-10803,-11232,-16588,-18930,-23311,-16981,-18700,-20419,-22902,-27001,-34667,-23590,-26598,-29606,-27111,-32381,-42237,-27996,-31863,-35730,-29215,-35071,-46022,-30199,-34496,-38793,-33424,-40451,-53592,-34605,-39761,-44917,-33424,-40451,-53592,-34605,-39761,-44917
"0.02170.2Northern",-7373,-7373,-7373,-7373,-7373,-7373,-10242,-10828,-11923,-10451,-10881,-11310,-18852,-21194,-25574,-19687,-21406,-23125,-27461,-31560,-39226,-28924,-31931,-34939,-33201,-38471,-48327,-35081,-38948,-42815,-36071,-41926,-52877,-38160,-42456,-46753,-41810,-48837,-61978,-44317,-49473,-54629,-41810,-48837,-61978,-44317,-49473,-54629
"0.03170.2Northern",-7373,-7373,-7373,-7373,-7373,-7373,-9859,-10445,-11540,-10013,-10443,-10872,-17321,-19663,-24044,-17935,-19654,-21373,-24783,-28882,-36547,-25858,-28866,-31873,-29757,-35027,-44883,-31140,-35007,-38874,-32244,-38100,-49051,-33780,-38077,-42374,-37218,-44245,-57386,-39062,-44218,-49374,-37218,-44245,-57386,-39062,-44218,-49374
"0.04170.2Northern",-7373,-7373,-7373,-7373,-7373,-7373,-9477,-10062,-11157,-9575,-10005,-10434,-15790,-18132,-22513,-16183,-17902,-19621,-22104,-26203,-33869,-22792,-25800,-28808,-26313,-31583,-41439,-27198,-31065,-34932,-28417,-34273,-45224,-29401,-33698,-37995,-32626,-39653,-52794,-33807,-38963,-44119,-32626,-39653,-52794,-33807,-38963,-44119
"0.02200.2Northern",-6557,-6557,-6557,-6557,-6557,-6557,-9426,-10012,-11107,-9635,-10065,-10494,-18036,-20378,-24758,-18871,-20590,-22309,-26645,-30744,-38410,-28108,-31115,-34123,-32385,-37655,-47511,-34265,-38132,-41999,-35255,-41110,-52061,-37344,-41640,-45937,-40994,-48021,-61162,-43501,-48657,-53813,-40994,-48021,-61162,-43501,-48657,-53813
"0.03200.2Northern",-6557,-6557,-6557,-6557,-6557,-6557,-9043,-9629,-10724,-9197,-9627,-10056,-16505,-18847,-23228,-17119,-18838,-20557,-23967,-28066,-35731,-25042,-28050,-31057,-28941,-34211,-44067,-30324,-34191,-38058,-31428,-37284,-48235,-32964,-37261,-41558,-36402,-43429,-56570,-38246,-43402,-48558,-36402,-43429,-56570,-38246,-43402,-48558
"0.04200.2Northern",-6557,-6557,-6557,-6557,-6557,-6557,-8661,-9246,-10341,-8759,-9189,-9618,-14974,-17316,-21697,-15367,-17086,-18805,-21288,-25387,-33053,-21976,-24984,-27992,-25497,-30767,-40623,-26382,-30249,-34116,-27601,-33457,-44408,-28585,-32882,-37179,-31810,-38837,-51978,-32991,-38147,-43303,-31810,-38837,-51978,-32991,-38147,-43303
"0.02230.2Northern",-5741,-5741,-5741,-5741,-5741,-5741,-8610,-9196,-10291,-8819,-9249,-9678,-17220,-19562,-23942,-18055,-19774,-21493,-25829,-29928,-37594,-27292,-30299,-33307,-31569,-36839,-46695,-33449,-37316,-41183,-34439,-40294,-51245,-36528,-40824,-45121,-40178,-47205,-60346,-42685,-47841,-52997,-40178,-47205,-60346,-42685,-47841,-52997
"0.03230.2Northern",-5741,-5741,-5741,-5741,-5741,-5741,-8227,-8813,-9908,-8381,-8811,-9240,-15689,-18031,-22412,-16303,-18022,-19741,-23151,-27250,-34915,-24226,-27234,-30241,-28125,-33395,-43251,-29508,-33375,-37242,-30612,-36468,-47419,-32148,-36445,-40742,-35586,-42613,-55754,-37430,-42586,-47742,-35586,-42613,-55754,-37430,-42586,-47742
"0.04230.2Northern",-5741,-5741,-5741,-5741,-5741,-5741,-7845,-8430,-9525,-7943,-8373,-8802,-14158,-16500,-20881,-14551,-16270,-17989,-20472,-24571,-32237,-21160,-24168,-27176,-24681,-29951,-39807,-25566,-29433,-33300,-26785,-32641,-43592,-27769,-32066,-36363,-30994,-38021,-51162,-32175,-37331,-42487,-30994,-38021,-51162,-32175,-37331,-42487
"0.02170.3Northern",-5759,-5759,-5759,-5759,-5759,-5759,-8628,-9214,-10309,-8837,-9267,-9696,-17238,-19580,-23960,-18073,-19792,-21511,-25847,-29946,-37612,-27310,-30317,-33325,-31587,-36857,-46713,-33467,-37334,-41201,-34457,-40312,-51263,-36546,-40842,-45139,-40196,-47223,-60364,-42703,-47859,-53015,-40196,-47223,-60364,-42703,-47859,-53015
"0.03170.3Northern",-5759,-5759,-5759,-5759,-5759,-5759,-8245,-8831,-9926,-8399,-8829,-9258,-15707,-18049,-22430,-16321,-18040,-19759,-23169,-27268,-34933,-24244,-27252,-30259,-28143,-33413,-43269,-29526,-33393,-37260,-30630,-36486,-47437,-32166,-36463,-40760,-35604,-42631,-55772,-37448,-42604,-47760,-35604,-42631,-55772,-37448,-42604,-47760
"0.04170.3Northern",-5759,-5759,-5759,-5759,-5759,-5759,-7863,-8448,-9543,-7961,-8391,-8820,-14176,-16518,-20899,-14569,-16288,-18007,-20490,-24589,-32255,-21178,-24186,-27194,-24699,-29969,-39825,-25584,-29451,-33318,-26803,-32659,-43610,-27787,-32084,-36381,-31012,-38039,-51180,-32193,-37349,-42505,-31012,-38039,-51180,-32193,-37349,-42505
"0.02200.3Northern",-4535,-4535,-4535,-4535,-4535,-4535,-7404,-7990,-9085,-7613,-8043,-8472,-16014,-18356,-22736,-16849,-18568,-20287,-24623,-28722,-36388,-26086,-29093,-32101,-30363,-35633,-45489,-32243,-36110,-39977,-33233,-39088,-50039,-35322,-39618,-43915,-38972,-45999,-59140,-41479,-46635,-51791,-38972,-45999,-59140,-41479,-46635,-51791
"0.03200.3Northern",-4535,-4535,-4535,-4535,-4535,-4535,-7021,-7607,-8702,-7175,-7605,-8034,-14483,-16825,-21206,-15097,-16816,-18535,-21945,-26044,-33709,-23020,-26028,-29035,-26919,-32189,-42045,-28302,-32169,-36036,-29406,-35262,-46213,-30942,-35239,-39536,-34380,-41407,-54548,-36224,-41380,-46536,-34380,-41407,-54548,-36224,-41380,-46536
"0.04200.3Northern",-4535,-4535,-4535,-4535,-4535,-4535,-6639,-7224,-8319,-6737,-7167,-7596,-12952,-15294,-19675,-13345,-15064,-16783,-19266,-23365,-31031,-19954,-22962,-25970,-23475,-28745,-38601,-24360,-28227,-32094,-25579,-31435,-42386,-26563,-30860,-35157,-29788,-36815,-49956,-30969,-36125,-41281,-29788,-36815,-49956,-30969,-36125,-41281
"0.02230.3Northern",-3311,-3311,-3311,-3311,-3311,-3311,-6180,-6766,-7861,-6389,-6819,-7248,-14790,-17132,-21512,-15625,-17344,-19063,-23399,-27498,-35164,-24862,-27869,-30877,-29139,-34409,-44265,-31019,-34886,-38753,-32009,-37864,-48815,-34098,-38394,-42691,-37748,-44775,-57916,-40255,-45411,-50567,-37748,-44775,-57916,-40255,-45411,-50567
"0.03230.3Northern",-3311,-3311,-3311,-3311,-3311,-3311,-5797,-6383,-7478,-5951,-6381,-6810,-13259,-15601,-19982,-13873,-15592,-17311,-20721,-24820,-32485,-21796,-24804,-27811,-25695,-30965,-40821,-27078,-30945,-34812,-28182,-34038,-44989,-29718,-34015,-38312,-33156,-40183,-53324,-35000,-40156,-45312,-33156,-40183,-53324,-35000,-40156,-45312
"0.04230.3Northern",-3311,-3311,-3311,-3311,-3311,-3311,-5415,-6000,-7095,-5513,-5943,-6372,-11728,-14070,-18451,-12121,-13840,-15559,-18042,-22141,-29807,-18730,-21738,-24746,-22251,-27521,-37377,-23136,-27003,-30870,-24355,-30211,-41162,-25339,-29636,-33933,-28564,-35591,-48732,-29745,-34901,-40057,-28564,-35591,-48732,-29745,-34901,-40057
"0.02170.4Northern",-4145,-4145,-4145,-4145,-4145,-4145,-7014,-7600,-8695,-7223,-7653,-8082,-15624,-17966,-22346,-16459,-18178,-19897,-24233,-28332,-35998,-25696,-28703,-31711,-29973,-35243,-45099,-31853,-35720,-39587,-32843,-38698,-49649,-34932,-39228,-43525,-38582,-45609,-58750,-41089,-46245,-51401,-38582,-45609,-58750,-41089,-46245,-51401
"0.03170.4Northern",-4145,-4145,-4145,-4145,-4145,-4145,-6631,-7217,-8312,-6785,-7215,-7644,-14093,-16435,-20816,-14707,-16426,-18145,-21555,-25654,-33319,-22630,-25638,-28645,-26529,-31799,-41655,-27912,-31779,-35646,-29016,-34872,-45823,-30552,-34849,-39146,-33990,-41017,-54158,-35834,-40990,-46146,-33990,-41017,-54158,-35834,-40990,-46146
"0.04170.4Northern",-4145,-4145,-4145,-4145,-4145,-4145,-6249,-6834,-7929,-6347,-6777,-7206,-12562,-14904,-19285,-12955,-14674,-16393,-18876,-22975,-30641,-19564,-22572,-25580,-23085,-28355,-38211,-23970,-27837,-31704,-25189,-31045,-41996,-26173,-30470,-34767,-29398,-36425,-49566,-30579,-35735,-40891,-29398,-36425,-49566,-30579,-35735,-40891
"0.02200.4Northern",-2513,-2513,-2513,-2513,-2513,-2513,-5382,-5968,-7063,-5591,-6021,-6450,-13992,-16334,-20714,-14827,-16546,-18265,-22601,-26700,-34366,-24064,-27071,-30079,-28341,-33611,-43467,-30221,-34088,-37955,-31211,-37066,-48017,-33300,-37596,-41893,-36950,-43977,-57118,-39457,-44613,-49769,-36950,-43977,-57118,-39457,-44613,-49769
"0.03200.4Northern",-2513,-2513,-2513,-2513,-2513,-2513,-4999,-5585,-6680,-5153,-5583,-6012,-12461,-14803,-19184,-13075,-14794,-16513,-19923,-24022,-31687,-20998,-24006,-27013,-24897,-30167,-40023,-26280,-30147,-34014,-27384,-33240,-44191,-28920,-33217,-37514,-32358,-39385,-52526,-34202,-39358,-44514,-32358,-39385,-52526,-34202,-39358,-44514
"0.04200.4Northern",-2513,-2513,-2513,-2513,-2513,-2513,-4617,-5202,-6297,-4715,-5145,-5574,-10930,-13272,-17653,-11323,-13042,-14761,-17244,-21343,-29009,-17932,-20940,-23948,-21453,-26723,-36579,-22338,-26205,-30072,-23557,-29413,-40364,-24541,-28838,-33135,-27766,-34793,-47934,-28947,-34103,-39259,-27766,-34793,-47934,-28947,-34103,-39259
"0.02230.4Northern",-881,-881,-881,-881,-881,-881,-3750,-4336,-5431,-3959,-4389,-4818,-12360,-14702,-19082,-13195,-14914,-16633,-20969,-25068,-32734,-22432,-25439,-28447,-26709,-31979,-41835,-28589,-32456,-36323,-29579,-35434,-46385,-31668,-35964,-40261,-35318,-42345,-55486,-37825,-42981,-48137,-35318,-42345,-55486,-37825,-42981,-48137
"0.03230.4Northern",-881,-881,-881,-881,-881,-881,-3367,-3953,-5048,-3521,-3951,-4380,-10829,-13171,-17552,-11443,-13162,-14881,-18291,-22390,-30055,-19366,-22374,-25381,-23265,-28535,-38391,-24648,-28515,-32382,-25752,-31608,-42559,-27288,-31585,-35882,-30726,-37753,-50894,-32570,-37726,-42882,-30726,-37753,-50894,-32570,-37726,-42882
"0.04230.4Northern",-881,-881,-881,-881,-881,-881,-2985,-3570,-4665,-3083,-3513,-3942,-9298,-11640,-16021,-9691,-11410,-13129,-15612,-19711,-27377,-16300,-19308,-22316,-19821,-25091,-34947,-20706,-24573,-28440,-21925,-27781,-38732,-22909,-27206,-31503,-26134,-33161,-46302,-27315,-32471,-37627,-26134,-33161,-46302,-27315,-32471,-37627
"0.02170.5Northern",-2531,-2531,-2531,-2531,-2531,-2531,-5400,-5986,-7081,-5609,-6039,-6468,-14010,-16352,-20732,-14845,-16564,-18283,-22619,-26718,-34384,-24082,-27089,-30097,-28359,-33629,-43485,-30239,-34106,-37973,-31229,-37084,-48035,-33318,-37614,-41911,-36968,-43995,-57136,-39475,-44631,-49787,-36968,-43995,-57136,-39475,-44631,-49787
"0.03170.5Northern",-2531,-2531,-2531,-2531,-2531,-2531,-5017,-5603,-6698,-5171,-5601,-6030,-12479,-14821,-19202,-13093,-14812,-16531,-19941,-24040,-31705,-21016,-24024,-27031,-24915,-30185,-40041,-26298,-30165,-34032,-27402,-33258,-44209,-28938,-33235,-37532,-32376,-39403,-52544,-34220,-39376,-44532,-32376,-39403,-52544,-34220,-39376,-44532
"0.04170.5Northern",-2531,-2531,-2531,-2531,-2531,-2531,-4635,-5220,-6315,-4733,-5163,-5592,-10948,-13290,-17671,-11341,-13060,-14779,-17262,-21361,-29027,-17950,-20958,-23966,-21471,-26741,-36597,-22356,-26223,-30090,-23575,-29431,-40382,-24559,-28856,-33153,-27784,-34811,-47952,-28965,-34121,-39277,-27784,-34811,-47952,-28965,-34121,-39277
"0.02200.5Northern",-491,-491,-491,-491,-491,-491,-3360,-3946,-5041,-3569,-3999,-4428,-11970,-14312,-18692,-12805,-14524,-16243,-20579,-24678,-32344,-22042,-25049,-28057,-26319,-31589,-41445,-28199,-32066,-35933,-29189,-35044,-45995,-31278,-35574,-39871,-34928,-41955,-55096,-37435,-42591,-47747,-34928,-41955,-55096,-37435,-42591,-47747
"0.03200.5Northern",-491,-491,-491,-491,-491,-491,-2977,-3563,-4658,-3131,-3561,-3990,-10439,-12781,-17162,-11053,-12772,-14491,-17901,-22000,-29665,-18976,-21984,-24991,-22875,-28145,-38001,-24258,-28125,-31992,-25362,-31218,-42169,-26898,-31195,-35492,-30336,-37363,-50504,-32180,-37336,-42492,-30336,-37363,-50504,-32180,-37336,-42492
"0.04200.5Northern",-491,-491,-491,-491,-491,-491,-2595,-3180,-4275,-2693,-3123,-3552,-8908,-11250,-15631,-9301,-11020,-12739,-15222,-19321,-26987,-15910,-18918,-21926,-19431,-24701,-34557,-20316,-24183,-28050,-21535,-27391,-38342,-22519,-26816,-31113,-25744,-32771,-45912,-26925,-32081,-37237,-25744,-32771,-45912,-26925,-32081,-37237
"0.02230.5Northern",1549,1549,1549,1549,1549,1549,-1320,-1906,-3001,-1529,-1959,-2388,-9930,-12272,-16652,-10765,-12484,-14203,-18539,-22638,-30304,-20002,-23009,-26017,-24279,-29549,-39405,-26159,-30026,-33893,-27149,-33004,-43955,-29238,-33534,-37831,-32888,-39915,-53056,-35395,-40551,-45707,-32888,-39915,-53056,-35395,-40551,-45707
"0.03230.5Northern",1549,1549,1549,1549,1549,1549,-937,-1523,-2618,-1091,-1521,-1950,-8399,-10741,-15122,-9013,-10732,-12451,-15861,-19960,-27625,-16936,-19944,-22951,-20835,-26105,-35961,-22218,-26085,-29952,-23322,-29178,-40129,-24858,-29155,-33452,-28296,-35323,-48464,-30140,-35296,-40452,-28296,-35323,-48464,-30140,-35296,-40452
"0.04230.5Northern",1549,1549,1549,1549,1549,1549,-555,-1140,-2235,-653,-1083,-1512,-6868,-9210,-13591,-7261,-8980,-10699,-13182,-17281,-24947,-13870,-16878,-19886,-17391,-22661,-32517,-18276,-22143,-26010,-19495,-25351,-36302,-20479,-24776,-29073,-23704,-30731,-43872,-24885,-30041,-35197,-23704,-30731,-43872,-24885,-30041,-35197
"0.02170.6Northern",-917,-917,-917,-917,-917,-917,-3786,-4372,-5467,-3995,-4425,-4854,-12396,-14738,-19118,-13231,-14950,-16669,-21005,-25104,-32770,-22468,-25475,-28483,-26745,-32015,-41871,-28625,-32492,-36359,-29615,-35470,-46421,-31704,-36000,-40297,-35354,-42381,-55522,-37861,-43017,-48173,-35354,-42381,-55522,-37861,-43017,-48173
"0.03170.6Northern",-917,-917,-917,-917,-917,-917,-3403,-3989,-5084,-3557,-3987,-4416,-10865,-13207,-17588,-11479,-13198,-14917,-18327,-22426,-30091,-19402,-22410,-25417,-23301,-28571,-38427,-24684,-28551,-32418,-25788,-31644,-42595,-27324,-31621,-35918,-30762,-37789,-50930,-32606,-37762,-42918,-30762,-37789,-50930,-32606,-37762,-42918
"0.04170.6Northern",-917,-917,-917,-917,-917,-917,-3021,-3606,-4701,-3119,-3549,-3978,-9334,-11676,-16057,-9727,-11446,-13165,-15648,-19747,-27413,-16336,-19344,-22352,-19857,-25127,-34983,-20742,-24609,-28476,-21961,-27817,-38768,-22945,-27242,-31539,-26170,-33197,-46338,-27351,-32507,-37663,-26170,-33197,-46338,-27351,-32507,-37663
"0.02200.6Northern",1531,1531,1531,1531,1531,1531,-1338,-1924,-3019,-1547,-1977,-2406,-9948,-12290,-16670,-10783,-12502,-14221,-18557,-22656,-30322,-20020,-23027,-26035,-24297,-29567,-39423,-26177,-30044,-33911,-27167,-33022,-43973,-29256,-33552,-37849,-32906,-39933,-53074,-35413,-40569,-45725,-32906,-39933,-53074,-35413,-40569,-45725
"0.03200.6Northern",1531,1531,1531,1531,1531,1531,-955,-1541,-2636,-1109,-1539,-1968,-8417,-10759,-15140,-9031,-10750,-12469,-15879,-19978,-27643,-16954,-19962,-22969,-20853,-26123,-35979,-22236,-26103,-29970,-23340,-29196,-40147,-24876,-29173,-33470,-28314,-35341,-48482,-30158,-35314,-40470,-28314,-35341,-48482,-30158,-35314,-40470
"0.04200.6Northern",1531,1531,1531,1531,1531,1531,-573,-1158,-2253,-671,-1101,-1530,-6886,-9228,-13609,-7279,-8998,-10717,-13200,-17299,-24965,-13888,-16896,-19904,-17409,-22679,-32535,-18294,-22161,-26028,-19513,-25369,-36320,-20497,-24794,-29091,-23722,-30749,-43890,-24903,-30059,-35215,-23722,-30749,-43890,-24903,-30059,-35215
"0.02230.6Northern",3979,3979,3979,3979,3979,3979,1110,524,-571,901,471,42,-7500,-9842,-14222,-8335,-10054,-11773,-16109,-20208,-27874,-17572,-20579,-23587,-21849,-27119,-36975,-23729,-27596,-31463,-24719,-30574,-41525,-26808,-31104,-35401,-30458,-37485,-50626,-32965,-38121,-43277,-30458,-37485,-50626,-32965,-38121,-43277
"0.03230.6Northern",3979,3979,3979,3979,3979,3979,1493,907,-188,1339,909,480,-5969,-8311,-12692,-6583,-8302,-10021,-13431,-17530,-25195,-14506,-17514,-20521,-18405,-23675,-33531,-19788,-23655,-27522,-20892,-26748,-37699,-22428,-26725,-31022,-25866,-32893,-46034,-27710,-32866,-38022,-25866,-32893,-46034,-27710,-32866,-38022
"0.04230.6Northern",3979,3979,3979,3979,3979,3979,1875,1290,195,1777,1347,918,-4438,-6780,-11161,-4831,-6550,-8269,-10752,-14851,-22517,-11440,-14448,-17456,-14961,-20231,-30087,-15846,-19713,-23580,-17065,-22921,-33872,-18049,-22346,-26643,-21274,-28301,-41442,-22455,-27611,-32767,-21274,-28301,-41442,-22455,-27611,-32767
"0.02170.7Northern",697,697,697,697,697,697,-2172,-2758,-3853,-2381,-2811,-3240,-10782,-13124,-17504,-11617,-13336,-15055,-19391,-23490,-31156,-20854,-23861,-26869,-25131,-30401,-40257,-27011,-30878,-34745,-28001,-33856,-44807,-30090,-34386,-38683,-33740,-40767,-53908,-36247,-41403,-46559,-33740,-40767,-53908,-36247,-41403,-46559
"0.03170.7Northern",697,697,697,697,697,697,-1789,-2375,-3470,-1943,-2373,-2802,-9251,-11593,-15974,-9865,-11584,-13303,-16713,-20812,-28477,-17788,-20796,-23803,-21687,-26957,-36813,-23070,-26937,-30804,-24174,-30030,-40981,-25710,-30007,-34304,-29148,-36175,-49316,-30992,-36148,-41304,-29148,-36175,-49316,-30992,-36148,-41304
"0.04170.7Northern",697,697,697,697,697,697,-1407,-1992,-3087,-1505,-1935,-2364,-7720,-10062,-14443,-8113,-9832,-11551,-14034,-18133,-25799,-14722,-17730,-20738,-18243,-23513,-33369,-19128,-22995,-26862,-20347,-26203,-37154,-21331,-25628,-29925,-24556,-31583,-44724,-25737,-30893,-36049,-24556,-31583,-44724,-25737,-30893,-36049
"0.02200.7Northern",3553,3553,3553,3553,3553,3553,684,98,-997,475,45,-384,-7926,-10268,-14648,-8761,-10480,-12199,-16535,-20634,-28300,-17998,-21005,-24013,-22275,-27545,-37401,-24155,-28022,-31889,-25145,-31000,-41951,-27234,-31530,-35827,-30884,-37911,-51052,-33391,-38547,-43703,-30884,-37911,-51052,-33391,-38547,-43703
