"","0.00%_Fixed_4.6","0.00%_Fixed_6.4","0.00%_Fixed_8.2","0.00%_Tracking_4.6","0.00%_Tracking_6.4","0.00%_Tracking_8.2","0.25%_Fixed_4.6","0.25%_Fixed_6.4","0.25%_Fixed_8.2","0.25%_Tracking_4.6","0.25%_Tracking_6.4","0.25%_Tracking_8.2","0.50%_Fixed_4.6","0.50%_Fixed_6.4","0.50%_Fixed_8.2","0.50%_Tracking_4.6","0.50%_Tracking_6.4","0.50%_Tracking_8.2","0.75%_Fixed_4.6","0.75%_Fixed_6.4","0.75%_Fixed_8.2","0.75%_Tracking_4.6","0.75%_Tracking_6.4","0.75%_Tracking_8.2","1.00%_Fixed_4.6","1.00%_Fixed_6.4","1.00%_Fixed_8.2","1.00%_Tracking_4.6","1.00%_Tracking_6.4","1.00%_Tracking_8.2"
"0.06_6_0.7_Central",-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,-2782.11,4257.32,4255.78,4252.89,5350.1,5348.96,5347.83,13639.47,13635.86,13629.13,16190.83,16188.19,16185.55,23023.5,23017.84,23007.26,27032.28,27028.13,27023.98,32407.45,32399.73,32385.3,37873.74,37868.07,37862.41
"0.01_9_0.7_Central",3675.39,3675.39,3675.39,3675.39,3675.39,3675.39,4840.64,4839.1,4836.21,5022.07,5020.94,5019.81,6393.69,6390.09,6383.35,6817.28,6814.64,6812,7947.05,7941.39,7930.81,8612.61,8608.46,8604.3,9500.4,9492.68,9478.25,10407.94,10402.27,10396.61
"0.03_9_0.7_Central",3675.39,3675.39,3675.39,3675.39,3675.39,3675.39,7190.31,7188.77,7185.88,7736.28,7735.15,7734.02,11875,11871.4,11864.66,13149.7,13147.06,13144.42,16560.63,16554.97,16544.39,18563.48,18559.33,18555.17,21246.22,21238.5,21224.07,23977.26,23971.59,23965.93
"0.06_9_0.7_Central",3675.39,3675.39,3675.39,3675.39,3675.39,3675.39,10714.82,10713.28,10710.39,11807.6,11806.46,11805.33,20096.97,20093.36,20086.63,22648.33,22645.69,22643.05,29481,29475.34,29464.76,33489.78,33485.63,33481.48,38864.95,38857.23,38842.8,44331.24,44325.57,44319.91
"0.01_3_1.0_Central",-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-6343.79,-6345.33,-6348.22,-6162.36,-6163.5,-6164.63,-4790.74,-4794.35,-4801.08,-4367.15,-4369.8,-4372.44,-3237.38,-3243.04,-3253.63,-2571.83,-2575.98,-2580.13,-1684.04,-1691.76,-1706.19,-776.5,-782.16,-787.82
"0.03_3_1.0_Central",-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-3994.12,-3995.66,-3998.55,-3448.15,-3449.29,-3450.42,690.57,686.96,680.23,1965.27,1962.62,1959.98,5376.2,5370.54,5359.95,7379.04,7374.89,7370.74,10061.78,10054.06,10039.63,12792.82,12787.16,12781.5
"0.06_3_1.0_Central",-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-7509.04,-469.62,-471.16,-474.05,623.16,622.03,620.9,8912.53,8908.93,8902.19,11463.9,11461.25,11458.61,18296.57,18290.91,18280.32,22305.35,22301.2,22297.04,27680.51,27672.79,27658.36,33146.8,33141.14,33135.48
"0.01_6_1.0_Central",1715.96,1715.96,1715.96,1715.96,1715.96,1715.96,2881.21,2879.67,2876.78,3062.64,3061.5,3060.37,4434.26,4430.65,4423.92,4857.85,4855.2,4852.56,5987.62,5981.96,5971.37,6653.17,6649.02,6644.87,7540.96,7533.24,7518.81,8448.5,8442.84,8437.18
"0.03_6_1.0_Central",1715.96,1715.96,1715.96,1715.96,1715.96,1715.96,5230.88,5229.34,5226.45,5776.85,5775.71,5774.58,9915.57,9911.96,9905.23,11190.27,11187.62,11184.98,14601.2,14595.54,14584.95,16604.04,16599.89,16595.74,19286.78,19279.06,19264.63,22017.82,22012.16,22006.5
"0.06_6_1.0_Central",1715.96,1715.96,1715.96,1715.96,1715.96,1715.96,8755.38,8753.84,8750.95,9848.16,9847.03,9845.9,18137.53,18133.93,18127.19,20688.9,20686.25,20683.61,27521.57,27515.91,27505.32,31530.35,31526.2,31522.04,36905.51,36897.79,36883.36,42371.8,42366.14,42360.48
"0.01_9_1.0_Central",10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,12106.21,12104.67,12101.78,12287.64,12286.5,12285.37,13659.26,13655.65,13648.92,14082.85,14080.2,14077.56,15212.62,15206.96,15196.37,15878.17,15874.02,15869.87,16765.96,16758.24,16743.81,17673.5,17667.84,17662.18
"0.03_9_1.0_Central",10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,14455.88,14454.34,14451.45,15001.85,15000.71,14999.58,19140.57,19136.96,19130.23,20415.27,20412.62,20409.98,23826.2,23820.54,23809.95,25829.04,25824.89,25820.74,28511.78,28504.06,28489.63,31242.82,31237.16,31231.5
"0.06_9_1.0_Central",10940.96,10940.96,10940.96,10940.96,10940.96,10940.96,17980.38,17978.84,17975.95,19073.16,19072.03,19070.9,27362.53,27358.93,27352.19,29913.9,29911.25,29908.61,36746.57,36740.91,36730.32,40755.35,40751.2,40747.04,46130.51,46122.79,46108.36,51596.8,51591.14,51585.48
"0.01_3_1.2_Central",-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-5190.08,-5191.62,-5194.51,-5008.65,-5009.79,-5010.92,-3637.03,-3640.64,-3647.37,-3213.44,-3216.09,-3218.73,-2083.67,-2089.33,-2099.92,-1418.12,-1422.27,-1426.42,-530.33,-538.05,-552.48,377.21,371.55,365.89
"0.03_3_1.2_Central",-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-2840.41,-2841.95,-2844.84,-2294.44,-2295.58,-2296.71,1844.28,1840.67,1833.94,3118.98,3116.33,3113.69,6529.91,6524.25,6513.66,8532.75,8528.6,8524.45,11215.49,11207.77,11193.34,13946.53,13940.87,13935.21
"0.06_3_1.2_Central",-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,-6355.33,684.09,682.55,679.66,1776.87,1775.74,1774.61,10066.24,10062.64,10055.9,12617.61,12614.96,12612.32,19450.28,19444.62,19434.03,23459.06,23454.91,23450.75,28834.22,28826.5,28812.07,34300.51,34294.85,34289.19
"0.01_6_1.2_Central",4714.67,4714.67,4714.67,4714.67,4714.67,4714.67,5879.92,5878.38,5875.49,6061.35,6060.21,6059.08,7432.97,7429.36,7422.63,7856.56,7853.91,7851.27,8986.33,8980.67,8970.08,9651.88,9647.73,9643.58,10539.67,10531.95,10517.52,11447.21,11441.55,11435.89
"0.03_6_1.2_Central",4714.67,4714.67,4714.67,4714.67,4714.67,4714.67,8229.59,8228.05,8225.16,8775.56,8774.42,8773.29,12914.28,12910.67,12903.94,14188.98,14186.33,14183.69,17599.91,17594.25,17583.66,19602.75,19598.6,19594.45,22285.49,22277.77,22263.34,25016.53,25010.87,25005.21
"0.06_6_1.2_Central",4714.67,4714.67,4714.67,4714.67,4714.67,4714.67,11754.09,11752.55,11749.66,12846.87,12845.74,12844.61,21136.24,21132.64,21125.9,23687.61,23684.96,23682.32,30520.28,30514.62,30504.03,34529.06,34524.91,34520.75,39904.22,39896.5,39882.07,45370.51,45364.85,45359.19
"0.01_9_1.2_Central",15784.67,15784.67,15784.67,15784.67,15784.67,15784.67,16949.92,16948.38,16945.49,17131.35,17130.21,17129.08,18502.97,18499.36,18492.63,18926.56,18923.91,18921.27,20056.33,20050.67,20040.08,20721.88,20717.73,20713.58,21609.67,21601.95,21587.52,22517.21,22511.55,22505.89
"0.03_9_1.2_Central",15784.67,15784.67,15784.67,15784.67,15784.67,15784.67,19299.59,19298.05,19295.16,19845.56,19844.42,19843.29,23984.28,23980.67,23973.94,25258.98,25256.33,25253.69,28669.91,28664.25,28653.66,30672.75,30668.6,30664.45,33355.49,33347.77,33333.34,36086.53,36080.87,36075.21
"0.06_9_1.2_Central",15784.67,15784.67,15784.67,15784.67,15784.67,15784.67,22824.09,22822.55,22819.66,23916.87,23915.74,23914.61,32206.24,32202.64,32195.9,34757.61,34754.96,34752.32,41590.28,41584.62,41574.03,45599.06,45594.91,45590.75,50974.22,50966.5,50952.07,56440.51,56434.85,56429.19
"0.01_3_1.5_Central",-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-3459.52,-3461.06,-3463.95,-3278.09,-3279.22,-3280.35,-1906.47,-1910.07,-1916.81,-1482.88,-1485.52,-1488.16,-353.11,-358.77,-369.35,312.45,308.3,304.14,1200.24,1192.52,1178.09,2107.78,2102.11,2096.45
"0.03_3_1.5_Central",-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-1109.85,-1111.39,-1114.28,-563.88,-565.01,-566.14,3574.84,3571.24,3564.5,4849.54,4846.9,4844.26,8260.47,8254.81,8244.23,10263.32,10259.17,10255.01,12946.06,12938.34,12923.91,15677.1,15671.43,15665.77
"0.06_3_1.5_Central",-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,2414.66,2413.12,2410.23,3507.44,3506.3,3505.17,11796.81,11793.2,11786.47,14348.17,14345.53,14342.89,21180.84,21175.18,21164.6,25189.62,25185.47,25181.32,30564.79,30557.07,30542.64,36031.08,36025.41,36019.75
"0.01_6_1.5_Central",9212.73,9212.73,9212.73,9212.73,9212.73,9212.73,10377.98,10376.44,10373.55,10559.41,10558.28,10557.15,11931.03,11927.43,11920.69,12354.62,12351.98,12349.34,13484.39,13478.73,13468.15,14149.95,14145.8,14141.64,15037.74,15030.02,15015.59,15945.28,15939.61,15933.95
"0.03_6_1.5_Central",9212.73,9212.73,9212.73,9212.73,9212.73,9212.73,12727.65,12726.11,12723.22,13273.62,13272.49,13271.36,17412.34,17408.74,17402,18687.04,18684.4,18681.76,22097.97,22092.31,22081.73,24100.82,24096.67,24092.51,26783.56,26775.84,26761.41,29514.6,29508.93,29503.27
"0.06_6_1.5_Central",9212.73,9212.73,9212.73,9212.73,9212.73,9212.73,16252.16,16250.62,16247.73,17344.94,17343.8,17342.67,25634.31,25630.7,25623.97,28185.67,28183.03,28180.39,35018.34,35012.68,35002.1,39027.12,39022.97,39018.82,44402.29,44394.57,44380.14,49868.58,49862.91,49857.25
"0.01_9_1.5_Central",23050.23,23050.23,23050.23,23050.23,23050.23,23050.23,24215.48,24213.94,24211.05,24396.91,24395.78,24394.65,25768.53,25764.93,25758.19,26192.12,26189.48,26186.84,27321.89,27316.23,27305.65,27987.45,27983.3,27979.14,28875.24,28867.52,28853.09,29782.78,29777.11,29771.45
"0.03_9_1.5_Central",23050.23,23050.23,23050.23,23050.23,23050.23,23050.23,26565.15,26563.61,26560.72,27111.12,27109.99,27108.86,31249.84,31246.24,31239.5,32524.54,32521.9,32519.26,35935.47,35929.81,35919.23,37938.32,37934.17,37930.01,40621.06,40613.34,40598.91,43352.1,43346.43,43340.77
"0.06_9_1.5_Central",23050.23,23050.23,23050.23,23050.23,23050.23,23050.23,30089.66,30088.12,30085.23,31182.44,31181.3,31180.17,39471.81,39468.2,39461.47,42023.17,42020.53,42017.89,48855.84,48850.18,48839.6,52864.62,52860.47,52856.32,58239.79,58232.07,58217.64,63706.08,63700.41,63694.75
"0.01_3_1.8_Central",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-1728.95,-1730.49,-1733.38,-1547.52,-1548.66,-1549.79,-175.9,-179.51,-186.24,247.69,245.04,242.4,1377.46,1371.8,1361.21,2043.01,2038.86,2034.71,2930.8,2923.08,2908.65,3838.34,3832.68,3827.02
"0.03_3_1.8_Central",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,620.72,619.18,616.29,1166.69,1165.55,1164.42,5305.41,5301.8,5295.07,6580.11,6577.46,6574.82,9991.04,9985.38,9974.79,11993.88,11989.73,11985.58,14676.62,14668.9,14654.47,17407.66,17402,17396.34
"0.06_3_1.8_Central",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,4145.22,4143.68,4140.79,5238,5236.87,5235.74,13527.37,13523.77,13517.03,16078.74,16076.09,16073.45,22911.41,22905.75,22895.16,26920.19,26916.04,26911.88,32295.35,32287.63,32273.2,37761.64,37755.98,37750.32
"0.01_6_1.8_Central",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,14876.05,14874.51,14871.62,15057.48,15056.34,15055.21,16429.1,16425.49,16418.76,16852.69,16850.04,16847.4,17982.46,17976.8,17966.21,18648.01,18643.86,18639.71,19535.8,19528.08,19513.65,20443.34,20437.68,20432.02
"0.03_6_1.8_Central",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,17225.72,17224.18,17221.29,17771.69,17770.55,17769.42,21910.41,21906.8,21900.07,23185.11,23182.46,23179.82,26596.04,26590.38,26579.79,28598.88,28594.73,28590.58,31281.62,31273.9,31259.47,34012.66,34007,34001.34
"0.06_6_1.8_Central",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,20750.22,20748.68,20745.79,21843,21841.87,21840.74,30132.37,30128.77,30122.03,32683.74,32681.09,32678.45,39516.41,39510.75,39500.16,43525.19,43521.04,43516.88,48900.35,48892.63,48878.2,54366.64,54360.98,54355.32
"0.01_9_1.8_Central",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,31481.05,31479.51,31476.62,31662.48,31661.34,31660.21,33034.1,33030.49,33023.76,33457.69,33455.04,33452.4,34587.46,34581.8,34571.21,35253.01,35248.86,35244.71,36140.8,36133.08,36118.65,37048.34,37042.68,37037.02
"0.03_9_1.8_Central",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,33830.72,33829.18,33826.29,34376.69,34375.55,34374.42,38515.41,38511.8,38505.07,39790.11,39787.46,39784.82,43201.04,43195.38,43184.79,45203.88,45199.73,45195.58,47886.62,47878.9,47864.47,50617.66,50612,50606.34
"0.06_9_1.8_Central",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,37355.22,37353.68,37350.79,38448,38446.87,38445.74,46737.37,46733.77,46727.03,49288.74,49286.09,49283.45,56121.41,56115.75,56105.16,60130.19,60126.04,60121.88,65505.35,65497.63,65483.2,70971.64,70965.98,70960.32
"0.01_3_2.0_Central",-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-575.24,-576.78,-579.67,-393.81,-394.95,-396.08,977.81,974.2,967.47,1401.4,1398.75,1396.11,2531.17,2525.51,2514.92,3196.72,3192.57,3188.42,4084.51,4076.79,4062.36,4992.05,4986.39,4980.73
"0.03_3_2.0_Central",-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,1774.43,1772.89,1770,2320.4,2319.26,2318.13,6459.12,6455.51,6448.78,7733.82,7731.17,7728.53,11144.75,11139.09,11128.5,13147.59,13143.44,13139.29,15830.33,15822.61,15808.18,18561.37,18555.71,18550.05
"0.06_3_2.0_Central",-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,-1740.49,5298.93,5297.39,5294.5,6391.71,6390.58,6389.45,14681.08,14677.48,14670.74,17232.45,17229.8,17227.16,24065.12,24059.46,24048.87,28073.9,28069.75,28065.59,33449.06,33441.34,33426.91,38915.35,38909.69,38904.03
"0.01_6_2.0_Central",16709.51,16709.51,16709.51,16709.51,16709.51,16709.51,17874.76,17873.22,17870.33,18056.19,18055.05,18053.92,19427.81,19424.2,19417.47,19851.4,19848.75,19846.11,20981.17,20975.51,20964.92,21646.72,21642.57,21638.42,22534.51,22526.79,22512.36,23442.05,23436.39,23430.73
"0.03_6_2.0_Central",16709.51,16709.51,16709.51,16709.51,16709.51,16709.51,20224.43,20222.89,20220,20770.4,20769.26,20768.13,24909.12,24905.51,24898.78,26183.82,26181.17,26178.53,29594.75,29589.09,29578.5,31597.59,31593.44,31589.29,34280.33,34272.61,34258.18,37011.37,37005.71,37000.05
"0.06_6_2.0_Central",16709.51,16709.51,16709.51,16709.51,16709.51,16709.51,23748.93,23747.39,23744.5,24841.71,24840.58,24839.45,33131.08,33127.48,33120.74,35682.45,35679.8,35677.16,42515.12,42509.46,42498.87,46523.9,46519.75,46515.59,51899.06,51891.34,51876.91,57365.35,57359.69,57354.03
"0.01_9_2.0_Central",35159.51,35159.51,35159.51,35159.51,35159.51,35159.51,36324.76,36323.22,36320.33,36506.19,36505.05,36503.92,37877.81,37874.2,37867.47,38301.4,38298.75,38296.11,39431.17,39425.51,39414.92,40096.72,40092.57,40088.42,40984.51,40976.79,40962.36,41892.05,41886.39,41880.73
"0.03_9_2.0_Central",35159.51,35159.51,35159.51,35159.51,35159.51,35159.51,38674.43,38672.89,38670,39220.4,39219.26,39218.13,43359.12,43355.51,43348.78,44633.82,44631.17,44628.53,48044.75,48039.09,48028.5,50047.59,50043.44,50039.29,52730.33,52722.61,52708.18,55461.37,55455.71,55450.05
"0.06_9_2.0_Central",35159.51,35159.51,35159.51,35159.51,35159.51,35159.51,42198.93,42197.39,42194.5,43291.71,43290.58,43289.45,51581.08,51577.48,51570.74,54132.45,54129.8,54127.16,60965.12,60959.46,60948.87,64973.9,64969.75,64965.59,70349.06,70341.34,70326.91,75815.35,75809.69,75804.03
"0.01_3_0.1_Black Belt",-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-11472.09,-11473.63,-11476.52,-11279.4,-11280.53,-11281.66,-9834.64,-9838.24,-9844.98,-9384.67,-9387.32,-9389.96,-8196.82,-8202.48,-8213.07,-7489.83,-7493.98,-7498.13,-6559.02,-6566.74,-6581.17,-5594.98,-5600.65,-5606.31
"0.03_3_0.1_Black Belt",-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-8995.63,-8997.17,-9000.06,-8415.87,-8417,-8418.13,-4057.73,-4061.33,-4068.07,-2703.9,-2706.55,-2709.19,881.27,875.61,865.02,3008.43,3004.28,3000.13,5820.23,5812.51,5798.08,8720.76,8715.09,8709.43
"0.06_3_0.1_Black Belt",-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-12700.74,-5280.94,-5282.48,-5285.37,-4120.57,-4121.71,-4122.84,4607.64,4604.03,4597.3,7317.25,7314.61,7311.97,14498.4,14492.74,14482.16,18755.82,18751.67,18747.52,24389.11,24381.39,24366.96,30194.37,30188.7,30183.04
"0.01_6_0.1_Black Belt",-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-10549.59,-10551.13,-10554.02,-10356.9,-10358.03,-10359.16,-8912.14,-8915.74,-8922.48,-8462.17,-8464.82,-8467.46,-7274.32,-7279.98,-7290.57,-6567.33,-6571.48,-6575.63,-5636.52,-5644.24,-5658.67,-4672.48,-4678.15,-4683.81
"0.03_6_0.1_Black Belt",-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-8073.13,-8074.67,-8077.56,-7493.37,-7494.5,-7495.63,-3135.23,-3138.83,-3145.57,-1781.4,-1784.05,-1786.69,1803.77,1798.11,1787.52,3930.93,3926.78,3922.63,6742.73,6735.01,6720.58,9643.26,9637.59,9631.93
"0.06_6_0.1_Black Belt",-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-11778.24,-4358.44,-4359.98,-4362.87,-3198.07,-3199.21,-3200.34,5530.14,5526.53,5519.8,8239.75,8237.11,8234.47,15420.9,15415.24,15404.66,19678.32,19674.17,19670.02,25311.61,25303.89,25289.46,31116.87,31111.2,31105.54
"0.01_9_0.1_Black Belt",-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-9627.09,-9628.63,-9631.52,-9434.4,-9435.53,-9436.66,-7989.64,-7993.24,-7999.98,-7539.67,-7542.32,-7544.96,-6351.82,-6357.48,-6368.07,-5644.83,-5648.98,-5653.13,-4714.02,-4721.74,-4736.17,-3749.98,-3755.65,-3761.31
"0.03_9_0.1_Black Belt",-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-7150.63,-7152.17,-7155.06,-6570.87,-6572,-6573.13,-2212.73,-2216.33,-2223.07,-858.9,-861.55,-864.19,2726.27,2720.61,2710.02,4853.43,4849.28,4845.13,7665.23,7657.51,7643.08,10565.76,10560.09,10554.43
"0.06_9_0.1_Black Belt",-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-10855.74,-3435.94,-3437.48,-3440.37,-2275.57,-2276.71,-2277.84,6452.64,6449.03,6442.3,9162.25,9159.61,9156.97,16343.4,16337.74,16327.16,20600.82,20596.67,20592.52,26234.11,26226.39,26211.96,32039.37,32033.7,32028.04
"0.01_3_0.3_Black Belt",-11547.03,-11547.03,-11547.03,-11547.03,-11547.03,-11547.03,-10318.38,-10319.92,-10322.81,-10125.69,-10126.82,-10127.95,-8680.93,-8684.53,-8691.27,-8230.96,-8233.61,-8236.25,-7043.11,-7048.77,-7059.36,-6336.12,-6340.27,-6344.42,-5405.31,-5413.03,-5427.46,-4441.27,-4446.94,-4452.6
"0.03_3_0.3_Black Belt",-11547.03,-11547.03,-11547.03,-11547.03,-11547.03,-11547.03,-7841.92,-7843.46,-7846.35,-7262.16,-7263.29,-7264.42,-2904.02,-2907.62,-2914.36,-1550.19,-1552.84,-1555.48,2034.98,2029.32,2018.73,4162.14,4157.99,4153.84,6973.94,6966.22,6951.79,9874.47,9868.8,9863.14
"0.06_3_0.3_Black Belt",-11547.03,-11547.03,-11547.03,-11547.03,-11547.03,-11547.03,-4127.23,-4128.77,-4131.66,-2966.86,-2968,-2969.13,5761.35,5757.74,5751.01,8470.96,8468.32,8465.68,15652.11,15646.45,15635.87,19909.53,19905.38,19901.23,25542.82,25535.1,25520.67,31348.08,31342.41,31336.75
"0.01_6_0.3_Black Belt",-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-7550.88,-7552.42,-7555.31,-7358.19,-7359.32,-7360.45,-5913.43,-5917.03,-5923.77,-5463.46,-5466.11,-5468.75,-4275.61,-4281.27,-4291.86,-3568.62,-3572.77,-3576.92,-2637.81,-2645.53,-2659.96,-1673.77,-1679.44,-1685.1
"0.03_6_0.3_Black Belt",-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-5074.42,-5075.96,-5078.85,-4494.66,-4495.79,-4496.92,-136.52,-140.12,-146.86,1217.31,1214.66,1212.02,4802.48,4796.82,4786.23,6929.64,6925.49,6921.34,9741.44,9733.72,9719.29,12641.97,12636.3,12630.64
"0.06_6_0.3_Black Belt",-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-8779.53,-1359.73,-1361.27,-1364.16,-199.36,-200.5,-201.63,8528.85,8525.24,8518.51,11238.46,11235.82,11233.18,18419.61,18413.95,18403.37,22677.03,22672.88,22668.73,28310.32,28302.6,28288.17,34115.58,34109.91,34104.25
"0.01_9_0.3_Black Belt",-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-4783.38,-4784.92,-4787.81,-4590.69,-4591.82,-4592.95,-3145.93,-3149.53,-3156.27,-2695.96,-2698.61,-2701.25,-1508.11,-1513.77,-1524.36,-801.12,-805.27,-809.42,129.69,121.97,107.54,1093.73,1088.06,1082.4
"0.03_9_0.3_Black Belt",-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-2306.92,-2308.46,-2311.35,-1727.16,-1728.29,-1729.42,2630.98,2627.38,2620.64,3984.81,3982.16,3979.52,7569.98,7564.32,7553.73,9697.14,9692.99,9688.84,12508.94,12501.22,12486.79,15409.47,15403.8,15398.14
"0.06_9_0.3_Black Belt",-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,-6012.03,1407.77,1406.23,1403.34,2568.14,2567,2565.87,11296.35,11292.74,11286.01,14005.96,14003.32,14000.68,21187.11,21181.45,21170.87,25444.53,25440.38,25436.23,31077.82,31070.1,31055.67,36883.08,36877.41,36871.75
"0.01_3_0.5_Black Belt",-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-9164.67,-9166.21,-9169.1,-8971.98,-8973.11,-8974.24,-7527.22,-7530.82,-7537.56,-7077.25,-7079.9,-7082.54,-5889.4,-5895.06,-5905.65,-5182.41,-5186.56,-5190.71,-4251.6,-4259.32,-4273.75,-3287.56,-3293.23,-3298.89
"0.03_3_0.5_Black Belt",-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-6688.21,-6689.75,-6692.64,-6108.45,-6109.58,-6110.71,-1750.31,-1753.91,-1760.65,-396.48,-399.13,-401.77,3188.69,3183.03,3172.44,5315.85,5311.7,5307.55,8127.65,8119.93,8105.5,11028.18,11022.51,11016.85
"0.06_3_0.5_Black Belt",-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-10393.32,-2973.52,-2975.06,-2977.95,-1813.15,-1814.29,-1815.42,6915.06,6911.45,6904.72,9624.67,9622.03,9619.39,16805.82,16800.16,16789.58,21063.24,21059.09,21054.94,26696.53,26688.81,26674.38,32501.79,32496.12,32490.46
"0.01_6_0.5_Black Belt",-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-4552.17,-4553.71,-4556.6,-4359.48,-4360.61,-4361.74,-2914.72,-2918.32,-2925.06,-2464.75,-2467.4,-2470.04,-1276.9,-1282.56,-1293.15,-569.91,-574.06,-578.21,360.9,353.18,338.75,1324.94,1319.27,1313.61
"0.03_6_0.5_Black Belt",-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-2075.71,-2077.25,-2080.14,-1495.95,-1497.08,-1498.21,2862.19,2858.59,2851.85,4216.02,4213.37,4210.73,7801.19,7795.53,7784.94,9928.35,9924.2,9920.05,12740.15,12732.43,12718,15640.68,15635.01,15629.35
"0.06_6_0.5_Black Belt",-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,-5780.82,1638.98,1637.44,1634.55,2799.35,2798.21,2797.08,11527.56,11523.95,11517.22,14237.17,14234.53,14231.89,21418.32,21412.66,21402.08,25675.74,25671.59,25667.44,31309.03,31301.31,31286.88,37114.29,37108.62,37102.96
"0.01_9_0.5_Black Belt",-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,60.33,58.79,55.9,253.02,251.89,250.76,1697.78,1694.18,1687.44,2147.75,2145.1,2142.46,3335.6,3329.94,3319.35,4042.59,4038.44,4034.29,4973.4,4965.68,4951.25,5937.44,5931.77,5926.11
"0.03_9_0.5_Black Belt",-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,2536.79,2535.25,2532.36,3116.55,3115.42,3114.29,7474.69,7471.09,7464.35,8828.52,8825.87,8823.23,12413.69,12408.03,12397.44,14540.85,14536.7,14532.55,17352.65,17344.93,17330.5,20253.18,20247.51,20241.85
"0.06_9_0.5_Black Belt",-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,-1168.32,6251.48,6249.94,6247.05,7411.85,7410.71,7409.58,16140.06,16136.45,16129.72,18849.67,18847.03,18844.39,26030.82,26025.16,26014.58,30288.24,30284.09,30279.94,35921.53,35913.81,35899.38,41726.79,41721.12,41715.46
"0.01_3_0.7_Black Belt",-9239.61,-9239.61,-9239.61,-9239.61,-9239.61,-9239.61,-8010.96,-8012.5,-8015.39,-7818.27,-7819.4,-7820.53,-6373.51,-6377.11,-6383.85,-5923.54,-5926.19,-5928.83,-4735.69,-4741.35,-4751.94,-4028.7,-4032.85,-4037,-3097.89,-3105.61,-3120.04,-2133.85,-2139.52,-2145.18
"0.03_3_0.7_Black Belt",-9239.61,-9239.61,-9239.61,-9239.61,-9239.61,-9239.61,-5534.5,-5536.04,-5538.93,-4954.74,-4955.87,-4957,-596.6,-600.2,-606.94,757.23,754.58,751.94,4342.4,4336.74,4326.15,6469.56,6465.41,6461.26,9281.36,9273.64,9259.21,12181.89,12176.22,12170.56
