,0.00Fixed4.6,0.00Fixed6.4,0.00Fixed8.2,0.00Tracking4.6,0.00Tracking6.4,0.00Tracking8.2,0.25Fixed4.6,0.25Fixed6.4,0.25Fixed8.2,0.25Tracking4.6,0.25Tracking6.4,0.25Tracking8.2,0.50Fixed4.6,0.50Fixed6.4,0.50Fixed8.2,0.50Tracking4.6,0.50Tracking6.4,0.50Tracking8.2,0.75Fixed4.6,0.75Fixed6.4,0.75Fixed8.2,0.75Tracking4.6,0.75Tracking6.4,0.75Tracking8.2,1.00Fixed4.6,1.00Fixed6.4,1.00Fixed8.2,1.00Tracking4.6,1.00Tracking6.4,1.00Tracking8.2
0.04170.5Black Belt,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-1919.85,-1921.39,-1924.28,-1161.29,-1162.43,-1163.56,4555.58,4551.97,4545.24,6327.09,6324.45,6321.81,11032.52,11026.86,11016.28,13815.99,13811.84,13807.69,17509.43,17501.71,17487.28,21304.86,21299.19,21293.53
0.02110.7Black Belt,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,319.41,317.87,314.98,698.27,697.13,696,3550.74,3547.13,3540.4,4435.51,4432.87,4430.23,6782.82,6777.16,6766.58,8173.01,8168.86,8164.71,10014.89,10007.17,9992.74,11910.5,11904.83,11899.17
0.03110.7Black Belt,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,1536.53,1534.99,1532.1,2105.24,2104.1,2102.97,6389.91,6386.3,6379.57,7718.05,7715.41,7712.77,11244.42,11238.76,11228.18,13331.25,13327.1,13322.95,16098.91,16091.19,16076.76,18944.43,18938.76,18933.1
0.04110.7Black Belt,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,2753.65,2752.11,2749.22,3512.21,3511.07,3509.94,9229.08,9225.47,9218.74,11000.59,10997.95,10995.31,15706.02,15700.36,15689.78,18489.49,18485.34,18481.19,22182.93,22175.21,22160.78,25978.36,25972.69,25967.03
0.02140.7Black Belt,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,-661.59,-663.13,-666.02,-282.73,-283.87,-285,2569.74,2566.13,2559.4,3454.51,3451.87,3449.23,5801.82,5796.16,5785.58,7192.01,7187.86,7183.71,9033.89,9026.17,9011.74,10929.5,10923.83,10918.17
0.03140.7Black Belt,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,555.53,553.99,551.1,1124.24,1123.1,1121.97,5408.91,5405.3,5398.57,6737.05,6734.41,6731.77,10263.42,10257.76,10247.18,12350.25,12346.1,12341.95,15117.91,15110.19,15095.76,17963.43,17957.76,17952.1
0.04140.7Black Belt,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,1772.65,1771.11,1768.22,2531.21,2530.07,2528.94,8248.08,8244.47,8237.74,10019.59,10016.95,10014.31,14725.02,14719.36,14708.78,17508.49,17504.34,17500.19,21201.93,21194.21,21179.78,24997.36,24991.69,24986.03
0.02170.7Black Belt,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-1642.59,-1644.13,-1647.02,-1263.73,-1264.87,-1266,1588.74,1585.13,1578.4,2473.51,2470.87,2468.23,4820.82,4815.16,4804.58,6211.01,6206.86,6202.71,8052.89,8045.17,8030.74,9948.5,9942.83,9937.17
0.03170.7Black Belt,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-425.47,-427.01,-429.9,143.24,142.1,140.97,4427.91,4424.3,4417.57,5756.05,5753.41,5750.77,9282.42,9276.76,9266.18,11369.25,11365.1,11360.95,14136.91,14129.19,14114.76,16982.43,16976.76,16971.1
0.04170.7Black Belt,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,791.65,790.11,787.22,1550.21,1549.07,1547.94,7267.08,7263.47,7256.74,9038.59,9035.95,9033.31,13744.02,13738.36,13727.78,16527.49,16523.34,16519.19,20220.93,20213.21,20198.78,24016.36,24010.69,24005.03
0.02111.0Black Belt,0,0,0,0,0,0,2424.66,2423.12,2420.23,2803.52,2802.38,2801.25,5655.99,5652.38,5645.65,6540.76,6538.12,6535.48,8888.07,8882.41,8871.83,10278.26,10274.11,10269.96,12120.14,12112.42,12097.99,14015.75,14010.08,14004.42
0.03111.0Black Belt,0,0,0,0,0,0,3641.78,3640.24,3637.35,4210.49,4209.35,4208.22,8495.16,8491.55,8484.82,9823.3,9820.66,9818.02,13349.67,13344.01,13333.43,15436.5,15432.35,15428.2,18204.16,18196.44,18182.01,21049.68,21044.01,21038.35
0.04111.0Black Belt,0,0,0,0,0,0,4858.9,4857.36,4854.47,5617.46,5616.32,5615.19,11334.33,11330.72,11323.99,13105.84,13103.2,13100.56,17811.27,17805.61,17795.03,20594.74,20590.59,20586.44,24288.18,24280.46,24266.03,28083.61,28077.94,28072.28
0.02141.0Black Belt,0,0,0,0,0,0,2424.66,2423.12,2420.23,2803.52,2802.38,2801.25,5655.99,5652.38,5645.65,6540.76,6538.12,6535.48,8888.07,8882.41,8871.83,10278.26,10274.11,10269.96,12120.14,12112.42,12097.99,14015.75,14010.08,14004.42
0.03141.0Black Belt,0,0,0,0,0,0,3641.78,3640.24,3637.35,4210.49,4209.35,4208.22,8495.16,8491.55,8484.82,9823.3,9820.66,9818.02,13349.67,13344.01,13333.43,15436.5,15432.35,15428.2,18204.16,18196.44,18182.01,21049.68,21044.01,21038.35
0.04141.0Black Belt,0,0,0,0,0,0,4858.9,4857.36,4854.47,5617.46,5616.32,5615.19,11334.33,11330.72,11323.99,13105.84,13103.2,13100.56,17811.27,17805.61,17795.03,20594.74,20590.59,20586.44,24288.18,24280.46,24266.03,28083.61,28077.94,28072.28
0.02171.0Black Belt,0,0,0,0,0,0,2424.66,2423.12,2420.23,2803.52,2802.38,2801.25,5655.99,5652.38,5645.65,6540.76,6538.12,6535.48,8888.07,8882.41,8871.83,10278.26,10274.11,10269.96,12120.14,12112.42,12097.99,14015.75,14010.08,14004.42
0.03171.0Black Belt,0,0,0,0,0,0,3641.78,3640.24,3637.35,4210.49,4209.35,4208.22,8495.16,8491.55,8484.82,9823.3,9820.66,9818.02,13349.67,13344.01,13333.43,15436.5,15432.35,15428.2,18204.16,18196.44,18182.01,21049.68,21044.01,21038.35
0.04171.0Black Belt,0,0,0,0,0,0,4858.9,4857.36,4854.47,5617.46,5616.32,5615.19,11334.33,11330.72,11323.99,13105.84,13103.2,13100.56,17811.27,17805.61,17795.03,20594.74,20590.59,20586.44,24288.18,24280.46,24266.03,28083.61,28077.94,28072.28
0.02111.2Black Belt,1403.5,1403.5,1403.5,1403.5,1403.5,1403.5,3828.16,3826.62,3823.73,4207.02,4205.88,4204.75,7059.49,7055.88,7049.15,7944.26,7941.62,7938.98,10291.57,10285.91,10275.33,11681.76,11677.61,11673.46,13523.64,13515.92,13501.49,15419.25,15413.58,15407.92
0.03111.2Black Belt,1403.5,1403.5,1403.5,1403.5,1403.5,1403.5,5045.28,5043.74,5040.85,5613.99,5612.85,5611.72,9898.66,9895.05,9888.32,11226.8,11224.16,11221.52,14753.17,14747.51,14736.93,16840,16835.85,16831.7,19607.66,19599.94,19585.51,22453.18,22447.51,22441.85
0.04111.2Black Belt,1403.5,1403.5,1403.5,1403.5,1403.5,1403.5,6262.4,6260.86,6257.97,7020.96,7019.82,7018.69,12737.83,12734.22,12727.49,14509.34,14506.7,14504.06,19214.77,19209.11,19198.53,21998.24,21994.09,21989.94,25691.68,25683.96,25669.53,29487.11,29481.44,29475.78
0.02141.2Black Belt,2057.5,2057.5,2057.5,2057.5,2057.5,2057.5,4482.16,4480.62,4477.73,4861.02,4859.88,4858.75,7713.49,7709.88,7703.15,8598.26,8595.62,8592.98,10945.57,10939.91,10929.33,12335.76,12331.61,12327.46,14177.64,14169.92,14155.49,16073.25,16067.58,16061.92
0.03141.2Black Belt,2057.5,2057.5,2057.5,2057.5,2057.5,2057.5,5699.28,5697.74,5694.85,6267.99,6266.85,6265.72,10552.66,10549.05,10542.32,11880.8,11878.16,11875.52,15407.17,15401.51,15390.93,17494,17489.85,17485.7,20261.66,20253.94,20239.51,23107.18,23101.51,23095.85
0.04141.2Black Belt,2057.5,2057.5,2057.5,2057.5,2057.5,2057.5,6916.4,6914.86,6911.97,7674.96,7673.82,7672.69,13391.83,13388.22,13381.49,15163.34,15160.7,15158.06,19868.77,19863.11,19852.53,22652.24,22648.09,22643.94,26345.68,26337.96,26323.53,30141.11,30135.44,30129.78
0.02171.2Black Belt,2711.5,2711.5,2711.5,2711.5,2711.5,2711.5,5136.16,5134.62,5131.73,5515.02,5513.88,5512.75,8367.49,8363.88,8357.15,9252.26,9249.62,9246.98,11599.57,11593.91,11583.33,12989.76,12985.61,12981.46,14831.64,14823.92,14809.49,16727.25,16721.58,16715.92
0.03171.2Black Belt,2711.5,2711.5,2711.5,2711.5,2711.5,2711.5,6353.28,6351.74,6348.85,6921.99,6920.85,6919.72,11206.66,11203.05,11196.32,12534.8,12532.16,12529.52,16061.17,16055.51,16044.93,18148,18143.85,18139.7,20915.66,20907.94,20893.51,23761.18,23755.51,23749.85
0.04171.2Black Belt,2711.5,2711.5,2711.5,2711.5,2711.5,2711.5,7570.4,7568.86,7565.97,8328.96,8327.82,8326.69,14045.83,14042.22,14035.49,15817.34,15814.7,15812.06,20522.77,20517.11,20506.53,23306.24,23302.09,23297.94,26999.68,26991.96,26977.53,30795.11,30789.44,30783.78
0.02111.5Black Belt,3508.75,3508.75,3508.75,3508.75,3508.75,3508.75,5933.41,5931.87,5928.98,6312.27,6311.13,6310,9164.74,9161.13,9154.4,10049.51,10046.87,10044.23,12396.82,12391.16,12380.58,13787.01,13782.86,13778.71,15628.89,15621.17,15606.74,17524.5,17518.83,17513.17
0.03111.5Black Belt,3508.75,3508.75,3508.75,3508.75,3508.75,3508.75,7150.53,7148.99,7146.1,7719.24,7718.1,7716.97,12003.91,12000.3,11993.57,13332.05,13329.41,13326.77,16858.42,16852.76,16842.18,18945.25,18941.1,18936.95,21712.91,21705.19,21690.76,24558.43,24552.76,24547.1
0.04111.5Black Belt,3508.75,3508.75,3508.75,3508.75,3508.75,3508.75,8367.65,8366.11,8363.22,9126.21,9125.07,9123.94,14843.08,14839.47,14832.74,16614.59,16611.95,16609.31,21320.02,21314.36,21303.78,24103.49,24099.34,24095.19,27796.93,27789.21,27774.78,31592.36,31586.69,31581.03
0.02141.5Black Belt,5143.75,5143.75,5143.75,5143.75,5143.75,5143.75,7568.41,7566.87,7563.98,7947.27,7946.13,7945,10799.74,10796.13,10789.4,11684.51,11681.87,11679.23,14031.82,14026.16,14015.58,15422.01,15417.86,15413.71,17263.89,17256.17,17241.74,19159.5,19153.83,19148.17
0.03141.5Black Belt,5143.75,5143.75,5143.75,5143.75,5143.75,5143.75,8785.53,8783.99,8781.1,9354.24,9353.1,9351.97,13638.91,13635.3,13628.57,14967.05,14964.41,14961.77,18493.42,18487.76,18477.18,20580.25,20576.1,20571.95,23347.91,23340.19,23325.76,26193.43,26187.76,26182.1
0.04141.5Black Belt,5143.75,5143.75,5143.75,5143.75,5143.75,5143.75,10002.65,10001.11,9998.22,10761.21,10760.07,10758.94,16478.08,16474.47,16467.74,18249.59,18246.95,18244.31,22955.02,22949.36,22938.78,25738.49,25734.34,25730.19,29431.93,29424.21,29409.78,33227.36,33221.69,33216.03
0.02171.5Black Belt,6778.75,6778.75,6778.75,6778.75,6778.75,6778.75,9203.41,9201.87,9198.98,9582.27,9581.13,9580,12434.74,12431.13,12424.4,13319.51,13316.87,13314.23,15666.82,15661.16,15650.58,17057.01,17052.86,17048.71,18898.89,18891.17,18876.74,20794.5,20788.83,20783.17
0.03171.5Black Belt,6778.75,6778.75,6778.75,6778.75,6778.75,6778.75,10420.53,10418.99,10416.1,10989.24,10988.1,10986.97,15273.91,15270.3,15263.57,16602.05,16599.41,16596.77,20128.42,20122.76,20112.18,22215.25,22211.1,22206.95,24982.91,24975.19,24960.76,27828.43,27822.76,27817.1
0.04171.5Black Belt,6778.75,6778.75,6778.75,6778.75,6778.75,6778.75,11637.65,11636.11,11633.22,12396.21,12395.07,12393.94,18113.08,18109.47,18102.74,19884.59,19881.95,19879.31,24590.02,24584.36,24573.78,27373.49,27369.34,27365.19,31066.93,31059.21,31044.78,34862.36,34856.69,34851.03
0.02111.8Black Belt,5614,5614,5614,5614,5614,5614,8038.66,8037.12,8034.23,8417.52,8416.38,8415.25,11269.99,11266.38,11259.65,12154.76,12152.12,12149.48,14502.07,14496.41,14485.83,15892.26,15888.11,15883.96,17734.14,17726.42,17711.99,19629.75,19624.08,19618.42
0.03111.8Black Belt,5614,5614,5614,5614,5614,5614,9255.78,9254.24,9251.35,9824.49,9823.35,9822.22,14109.16,14105.55,14098.82,15437.3,15434.66,15432.02,18963.67,18958.01,18947.43,21050.5,21046.35,21042.2,23818.16,23810.44,23796.01,26663.68,26658.01,26652.35
0.04111.8Black Belt,5614,5614,5614,5614,5614,5614,10472.9,10471.36,10468.47,11231.46,11230.32,11229.19,16948.33,16944.72,16937.99,18719.84,18717.2,18714.56,23425.27,23419.61,23409.03,26208.74,26204.59,26200.44,29902.18,29894.46,29880.03,33697.61,33691.94,33686.28
0.02141.8Black Belt,8230,8230,8230,8230,8230,8230,10654.66,10653.12,10650.23,11033.52,11032.38,11031.25,13885.99,13882.38,13875.65,14770.76,14768.12,14765.48,17118.07,17112.41,17101.83,18508.26,18504.11,18499.96,20350.14,20342.42,20327.99,22245.75,22240.08,22234.42
0.03141.8Black Belt,8230,8230,8230,8230,8230,8230,11871.78,11870.24,11867.35,12440.49,12439.35,12438.22,16725.16,16721.55,16714.82,18053.3,18050.66,18048.02,21579.67,21574.01,21563.43,23666.5,23662.35,23658.2,26434.16,26426.44,26412.01,29279.68,29274.01,29268.35
0.04141.8Black Belt,8230,8230,8230,8230,8230,8230,13088.9,13087.36,13084.47,13847.46,13846.32,13845.19,19564.33,19560.72,19553.99,21335.84,21333.2,21330.56,26041.27,26035.61,26025.03,28824.74,28820.59,28816.44,32518.18,32510.46,32496.03,36313.61,36307.94,36302.28
0.02171.8Black Belt,10846,10846,10846,10846,10846,10846,13270.66,13269.12,13266.23,13649.52,13648.38,13647.25,16501.99,16498.38,16491.65,17386.76,17384.12,17381.48,19734.07,19728.41,19717.83,21124.26,21120.11,21115.96,22966.14,22958.42,22943.99,24861.75,24856.08,24850.42
0.03171.8Black Belt,10846,10846,10846,10846,10846,10846,14487.78,14486.24,14483.35,15056.49,15055.35,15054.22,19341.16,19337.55,19330.82,20669.3,20666.66,20664.02,24195.67,24190.01,24179.43,26282.5,26278.35,26274.2,29050.16,29042.44,29028.01,31895.68,31890.01,31884.35
0.04171.8Black Belt,10846,10846,10846,10846,10846,10846,15704.9,15703.36,15700.47,16463.46,16462.32,16461.19,22180.33,22176.72,22169.99,23951.84,23949.2,23946.56,28657.27,28651.61,28641.03,31440.74,31436.59,31432.44,35134.18,35126.46,35112.03,38929.61,38923.94,38918.28
0.02112.0Black Belt,7017.5,7017.5,7017.5,7017.5,7017.5,7017.5,9442.16,9440.62,9437.73,9821.02,9819.88,9818.75,12673.49,12669.88,12663.15,13558.26,13555.62,13552.98,15905.57,15899.91,15889.33,17295.76,17291.61,17287.46,19137.64,19129.92,19115.49,21033.25,21027.58,21021.92
0.03112.0Black Belt,7017.5,7017.5,7017.5,7017.5,7017.5,7017.5,10659.28,10657.74,10654.85,11227.99,11226.85,11225.72,15512.66,15509.05,15502.32,16840.8,16838.16,16835.52,20367.17,20361.51,20350.93,22454,22449.85,22445.7,25221.66,25213.94,25199.51,28067.18,28061.51,28055.85
0.04112.0Black Belt,7017.5,7017.5,7017.5,7017.5,7017.5,7017.5,11876.4,11874.86,11871.97,12634.96,12633.82,12632.69,18351.83,18348.22,18341.49,20123.34,20120.7,20118.06,24828.77,24823.11,24812.53,27612.24,27608.09,27603.94,31305.68,31297.96,31283.53,35101.11,35095.44,35089.78
0.02142.0Black Belt,10287.5,10287.5,10287.5,10287.5,10287.5,10287.5,12712.16,12710.62,12707.73,13091.02,13089.88,13088.75,15943.49,15939.88,15933.15,16828.26,16825.62,16822.98,19175.57,19169.91,19159.33,20565.76,20561.61,20557.46,22407.64,22399.92,22385.49,24303.25,24297.58,24291.92
0.03142.0Black Belt,10287.5,10287.5,10287.5,10287.5,10287.5,10287.5,13929.28,13927.74,13924.85,14497.99,14496.85,14495.72,18782.66,18779.05,18772.32,20110.8,20108.16,20105.52,23637.17,23631.51,23620.93,25724,25719.85,25715.7,28491.66,28483.94,28469.51,31337.18,31331.51,31325.85
0.04142.0Black Belt,10287.5,10287.5,10287.5,10287.5,10287.5,10287.5,15146.4,15144.86,15141.97,15904.96,15903.82,15902.69,21621.83,21618.22,21611.49,23393.34,23390.7,23388.06,28098.77,28093.11,28082.53,30882.24,30878.09,30873.94,34575.68,34567.96,34553.53,38371.11,38365.44,38359.78
0.02172.0Black Belt,13557.5,13557.5,13557.5,13557.5,13557.5,13557.5,15982.16,15980.62,15977.73,16361.02,16359.88,16358.75,19213.49,19209.88,19203.15,20098.26,20095.62,20092.98,22445.57,22439.91,22429.33,23835.76,23831.61,23827.46,25677.64,25669.92,25655.49,27573.25,27567.58,27561.92
0.03172.0Black Belt,13557.5,13557.5,13557.5,13557.5,13557.5,13557.5,17199.28,17197.74,17194.85,17767.99,17766.85,17765.72,22052.66,22049.05,22042.32,23380.8,23378.16,23375.52,26907.17,26901.51,26890.93,28994,28989.85,28985.7,31761.66,31753.94,31739.51,34607.18,34601.51,34595.85
0.04172.0Black Belt,13557.5,13557.5,13557.5,13557.5,13557.5,13557.5,18416.4,18414.86,18411.97,19174.96,19173.82,19172.69,24891.83,24888.22,24881.49,26663.34,26660.7,26658.06,31368.77,31363.11,31352.53,34152.24,34148.09,34143.94,37845.68,37837.96,37823.53,41641.11,41635.44,41629.78
0.02110.1Southern,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-3871.39,-3872.93,-3875.82,-3474.31,-3475.45,-3476.58,-613.64,-617.25,-623.98,313.49,310.85,308.21,2644.78,2639.12,2628.54,4101.55,4097.4,4093.25,5903.19,5895.47,5881.04,7889.6,7883.93,7878.27
0.03110.1Southern,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-2644.42,-2645.96,-2648.85,-2048.38,-2049.52,-2050.65,2248.59,2244.98,2238.25,3640.27,3637.63,3634.99,7142.61,7136.95,7126.37,9329.31,9325.16,9321.01,12036.61,12028.89,12014.46,15018.33,15012.66,15007
0.04110.1Southern,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-1417.45,-1418.99,-1421.88,-622.45,-623.59,-624.72,5110.82,5107.21,5100.48,6967.05,6964.41,6961.77,11640.44,11634.78,11624.2,14557.07,14552.92,14548.77,18170.03,18162.31,18147.88,22147.06,22141.39,22135.73
0.02140.1Southern,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-6814.39,-6815.93,-6818.82,-6417.31,-6418.45,-6419.58,-3556.64,-3560.25,-3566.98,-2629.51,-2632.15,-2634.79,-298.22,-303.88,-314.46,1158.55,1154.4,1150.25,2960.19,2952.47,2938.04,4946.6,4940.93,4935.27
0.03140.1Southern,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-5587.42,-5588.96,-5591.85,-4991.38,-4992.52,-4993.65,-694.41,-698.02,-704.75,697.27,694.63,691.99,4199.61,4193.95,4183.37,6386.31,6382.16,6378.01,9093.61,9085.89,9071.46,12075.33,12069.66,12064
0.04140.1Southern,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-4360.45,-4361.99,-4364.88,-3565.45,-3566.59,-3567.72,2167.82,2164.21,2157.48,4024.05,4021.41,4018.77,8697.44,8691.78,8681.2,11614.07,11609.92,11605.77,15227.03,15219.31,15204.88,19204.06,19198.39,19192.73
0.02170.1Southern,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-9757.39,-9758.93,-9761.82,-9360.31,-9361.45,-9362.58,-6499.64,-6503.25,-6509.98,-5572.51,-5575.15,-5577.79,-3241.22,-3246.88,-3257.46,-1784.45,-1788.6,-1792.75,17.19,9.47,-4.96,2003.6,1997.93,1992.27
0.03170.1Southern,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-8530.42,-8531.96,-8534.85,-7934.38,-7935.52,-7936.65,-3637.41,-3641.02,-3647.75,-2245.73,-2248.37,-2251.01,1256.61,1250.95,1240.37,3443.31,3439.16,3435.01,6150.61,6142.89,6128.46,9132.33,9126.66,9121
0.04170.1Southern,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-7303.45,-7304.99,-7307.88,-6508.45,-6509.59,-6510.72,-775.18,-778.79,-785.52,1081.05,1078.41,1075.77,5754.44,5748.78,5738.2,8671.07,8666.92,8662.77,12284.03,12276.31,12261.88,16261.06,16255.39,16249.73
0.02110.3Southern,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-2467.89,-2469.43,-2472.32,-2070.81,-2071.95,-2073.08,789.86,786.25,779.52,1716.99,1714.35,1711.71,4048.28,4042.62,4032.04,5505.05,5500.9,5496.75,7306.69,7298.97,7284.54,9293.1,9287.43,9281.77
0.03110.3Southern,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-1240.92,-1242.46,-1245.35,-644.88,-646.02,-647.15,3652.09,3648.48,3641.75,5043.77,5041.13,5038.49,8546.11,8540.45,8529.87,10732.81,10728.66,10724.51,13440.11,13432.39,13417.96,16421.83,16416.16,16410.5
0.04110.3Southern,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-13.95,-15.49,-18.38,781.05,779.91,778.78,6514.32,6510.71,6503.98,8370.55,8367.91,8365.27,13043.94,13038.28,13027.7,15960.57,15956.42,15952.27,19573.53,19565.81,19551.38,23550.56,23544.89,23539.23
0.02140.3Southern,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-4756.89,-4758.43,-4761.32,-4359.81,-4360.95,-4362.08,-1499.14,-1502.75,-1509.48,-572.01,-574.65,-577.29,1759.28,1753.62,1743.04,3216.05,3211.9,3207.75,5017.69,5009.97,4995.54,7004.1,6998.43,6992.77
0.03140.3Southern,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-3529.92,-3531.46,-3534.35,-2933.88,-2935.02,-2936.15,1363.09,1359.48,1352.75,2754.77,2752.13,2749.49,6257.11,6251.45,6240.87,8443.81,8439.66,8435.51,11151.11,11143.39,11128.96,14132.83,14127.16,14121.5
0.04140.3Southern,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-2302.95,-2304.49,-2307.38,-1507.95,-1509.09,-1510.22,4225.32,4221.71,4214.98,6081.55,6078.91,6076.27,10754.94,10749.28,10738.7,13671.57,13667.42,13663.27,17284.53,17276.81,17262.38,21261.56,21255.89,21250.23
0.02170.3Southern,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-7045.89,-7047.43,-7050.32,-6648.81,-6649.95,-6651.08,-3788.14,-3791.75,-3798.48,-2861.01,-2863.65,-2866.29,-529.72,-535.38,-545.96,927.05,922.9,918.75,2728.69,2720.97,2706.54,4715.1,4709.43,4703.77
0.03170.3Southern,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-5818.92,-5820.46,-5823.35,-5222.88,-5224.02,-5225.15,-925.91,-929.52,-936.25,465.77,463.13,460.49,3968.11,3962.45,3951.87,6154.81,6150.66,6146.51,8862.11,8854.39,8839.96,11843.83,11838.16,11832.5
0.04170.3Southern,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-4591.95,-4593.49,-4596.38,-3796.95,-3798.09,-3799.22,1936.32,1932.71,1925.98,3792.55,3789.91,3787.27,8465.94,8460.28,8449.7,11382.57,11378.42,11374.27,14995.53,14987.81,14973.38,18972.56,18966.89,18961.23
0.02110.5Southern,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-1064.39,-1065.93,-1068.82,-667.31,-668.45,-669.58,2193.36,2189.75,2183.02,3120.49,3117.85,3115.21,5451.78,5446.12,5435.54,6908.55,6904.4,6900.25,8710.19,8702.47,8688.04,10696.6,10690.93,10685.27
0.03110.5Southern,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,162.58,161.04,158.15,758.62,757.48,756.35,5055.59,5051.98,5045.25,6447.27,6444.63,6441.99,9949.61,9943.95,9933.37,12136.31,12132.16,12128.01,14843.61,14835.89,14821.46,17825.33,17819.66,17814
0.04110.5Southern,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,1389.55,1388.01,1385.12,2184.55,2183.41,2182.28,7917.82,7914.21,7907.48,9774.05,9771.41,9768.77,14447.44,14441.78,14431.2,17364.07,17359.92,17355.77,20977.03,20969.31,20954.88,24954.06,24948.39,24942.73
