,0.00Fixed4.6,0.00Fixed6.4,0.00Fixed8.2,0.00Tracking4.6,0.00Tracking6.4,0.00Tracking8.2,0.25Fixed4.6,0.25Fixed6.4,0.25Fixed8.2,0.25Tracking4.6,0.25Tracking6.4,0.25Tracking8.2,0.50Fixed4.6,0.50Fixed6.4,0.50Fixed8.2,0.50Tracking4.6,0.50Tracking6.4,0.50Tracking8.2,0.75Fixed4.6,0.75Fixed6.4,0.75Fixed8.2,0.75Tracking4.6,0.75Tracking6.4,0.75Tracking8.2,1.00Fixed4.6,1.00Fixed6.4,1.00Fixed8.2,1.00Tracking4.6,1.00Tracking6.4,1.00Tracking8.2
0.02110.5Northern,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-1221.79,-1223.33,-1226.22,-891.31,-892.45,-893.58,1826.34,1822.73,1816,2597.95,2595.31,2592.67,4875.06,4869.4,4858.82,6087.43,6083.28,6079.13,7923.75,7916.03,7901.6,9576.92,9571.25,9565.59
0.03110.5Northern,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-73.52,-75.06,-77.95,422.62,421.48,420.35,4505.06,4501.45,4494.72,5663.46,5660.82,5658.18,9084.53,9078.87,9068.29,10904.63,10900.48,10896.33,13663.95,13656.23,13641.8,16145.81,16140.14,16134.48
0.04110.5Northern,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,1074.75,1073.21,1070.32,1736.55,1735.41,1734.28,7183.78,7180.17,7173.44,8728.97,8726.33,8723.69,13294,13288.34,13277.76,15721.83,15717.68,15713.53,19404.15,19396.43,19382,22714.7,22709.03,22703.37
0.02140.5Northern,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-2856.79,-2858.33,-2861.22,-2526.31,-2527.45,-2528.58,191.34,187.73,181,962.95,960.31,957.67,3240.06,3234.4,3223.82,4452.43,4448.28,4444.13,6288.75,6281.03,6266.6,7941.92,7936.25,7930.59
0.03140.5Northern,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-1708.52,-1710.06,-1712.95,-1212.38,-1213.52,-1214.65,2870.06,2866.45,2859.72,4028.46,4025.82,4023.18,7449.53,7443.87,7433.29,9269.63,9265.48,9261.33,12028.95,12021.23,12006.8,14510.81,14505.14,14499.48
0.04140.5Northern,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-560.25,-561.79,-564.68,101.55,100.41,99.28,5548.78,5545.17,5538.44,7093.97,7091.33,7088.69,11659,11653.34,11642.76,14086.83,14082.68,14078.53,17769.15,17761.43,17747,21079.7,21074.03,21068.37
0.02170.5Northern,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-4491.79,-4493.33,-4496.22,-4161.31,-4162.45,-4163.58,-1443.66,-1447.27,-1454,-672.05,-674.69,-677.33,1605.06,1599.4,1588.82,2817.43,2813.28,2809.13,4653.75,4646.03,4631.6,6306.92,6301.25,6295.59
0.03170.5Northern,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-3343.52,-3345.06,-3347.95,-2847.38,-2848.52,-2849.65,1235.06,1231.45,1224.72,2393.46,2390.82,2388.18,5814.53,5808.87,5798.29,7634.63,7630.48,7626.33,10393.95,10386.23,10371.8,12875.81,12870.14,12864.48
0.04170.5Northern,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-6778.75,-2195.25,-2196.79,-2199.68,-1533.45,-1534.59,-1535.72,3913.78,3910.17,3903.44,5458.97,5456.33,5453.69,10024,10018.34,10007.76,12451.83,12447.68,12443.53,16134.15,16126.43,16112,19444.7,19439.03,19433.37
0.02110.7Northern,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,181.71,180.17,177.28,512.19,511.05,509.92,3229.84,3226.23,3219.5,4001.45,3998.81,3996.17,6278.56,6272.9,6262.32,7490.93,7486.78,7482.63,9327.25,9319.53,9305.1,10980.42,10974.75,10969.09
0.03110.7Northern,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,1329.98,1328.44,1325.55,1826.12,1824.98,1823.85,5908.56,5904.95,5898.22,7066.96,7064.32,7061.68,10488.03,10482.37,10471.79,12308.13,12303.98,12299.83,15067.45,15059.73,15045.3,17549.31,17543.64,17537.98
0.04110.7Northern,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,-2105.25,2478.25,2476.71,2473.82,3140.05,3138.91,3137.78,8587.28,8583.67,8576.94,10132.47,10129.83,10127.19,14697.5,14691.84,14681.26,17125.33,17121.18,17117.03,20807.65,20799.93,20785.5,24118.2,24112.53,24106.87
0.02140.7Northern,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,-799.29,-800.83,-803.72,-468.81,-469.95,-471.08,2248.84,2245.23,2238.5,3020.45,3017.81,3015.17,5297.56,5291.9,5281.32,6509.93,6505.78,6501.63,8346.25,8338.53,8324.1,9999.42,9993.75,9988.09
0.03140.7Northern,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,348.98,347.44,344.55,845.12,843.98,842.85,4927.56,4923.95,4917.22,6085.96,6083.32,6080.68,9507.03,9501.37,9490.79,11327.13,11322.98,11318.83,14086.45,14078.73,14064.3,16568.31,16562.64,16556.98
0.04140.7Northern,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,-3086.25,1497.25,1495.71,1492.82,2159.05,2157.91,2156.78,7606.28,7602.67,7595.94,9151.47,9148.83,9146.19,13716.5,13710.84,13700.26,16144.33,16140.18,16136.03,19826.65,19818.93,19804.5,23137.2,23131.53,23125.87
0.02170.7Northern,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-1780.29,-1781.83,-1784.72,-1449.81,-1450.95,-1452.08,1267.84,1264.23,1257.5,2039.45,2036.81,2034.17,4316.56,4310.9,4300.32,5528.93,5524.78,5520.63,7365.25,7357.53,7343.1,9018.42,9012.75,9007.09
0.03170.7Northern,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-632.02,-633.56,-636.45,-135.88,-137.02,-138.15,3946.56,3942.95,3936.22,5104.96,5102.32,5099.68,8526.03,8520.37,8509.79,10346.13,10341.98,10337.83,13105.45,13097.73,13083.3,15587.31,15581.64,15575.98
0.04170.7Northern,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,-4067.25,516.25,514.71,511.82,1178.05,1176.91,1175.78,6625.28,6621.67,6614.94,8170.47,8167.83,8165.19,12735.5,12729.84,12719.26,15163.33,15159.18,15155.03,18845.65,18837.93,18823.5,22156.2,22150.53,22144.87
0.02111.0Northern,0,0,0,0,0,0,2286.96,2285.42,2282.53,2617.44,2616.3,2615.17,5335.09,5331.48,5324.75,6106.7,6104.06,6101.42,8383.81,8378.15,8367.57,9596.18,9592.03,9587.88,11432.5,11424.78,11410.35,13085.67,13080,13074.34
0.03111.0Northern,0,0,0,0,0,0,3435.23,3433.69,3430.8,3931.37,3930.23,3929.1,8013.81,8010.2,8003.47,9172.21,9169.57,9166.93,12593.28,12587.62,12577.04,14413.38,14409.23,14405.08,17172.7,17164.98,17150.55,19654.56,19648.89,19643.23
0.04111.0Northern,0,0,0,0,0,0,4583.5,4581.96,4579.07,5245.3,5244.16,5243.03,10692.53,10688.92,10682.19,12237.72,12235.08,12232.44,16802.75,16797.09,16786.51,19230.58,19226.43,19222.28,22912.9,22905.18,22890.75,26223.45,26217.78,26212.12
0.02141.0Northern,0,0,0,0,0,0,2286.96,2285.42,2282.53,2617.44,2616.3,2615.17,5335.09,5331.48,5324.75,6106.7,6104.06,6101.42,8383.81,8378.15,8367.57,9596.18,9592.03,9587.88,11432.5,11424.78,11410.35,13085.67,13080,13074.34
0.03141.0Northern,0,0,0,0,0,0,3435.23,3433.69,3430.8,3931.37,3930.23,3929.1,8013.81,8010.2,8003.47,9172.21,9169.57,9166.93,12593.28,12587.62,12577.04,14413.38,14409.23,14405.08,17172.7,17164.98,17150.55,19654.56,19648.89,19643.23
0.04141.0Northern,0,0,0,0,0,0,4583.5,4581.96,4579.07,5245.3,5244.16,5243.03,10692.53,10688.92,10682.19,12237.72,12235.08,12232.44,16802.75,16797.09,16786.51,19230.58,19226.43,19222.28,22912.9,22905.18,22890.75,26223.45,26217.78,26212.12
0.02171.0Northern,0,0,0,0,0,0,2286.96,2285.42,2282.53,2617.44,2616.3,2615.17,5335.09,5331.48,5324.75,6106.7,6104.06,6101.42,8383.81,8378.15,8367.57,9596.18,9592.03,9587.88,11432.5,11424.78,11410.35,13085.67,13080,13074.34
0.03171.0Northern,0,0,0,0,0,0,3435.23,3433.69,3430.8,3931.37,3930.23,3929.1,8013.81,8010.2,8003.47,9172.21,9169.57,9166.93,12593.28,12587.62,12577.04,14413.38,14409.23,14405.08,17172.7,17164.98,17150.55,19654.56,19648.89,19643.23
0.04171.0Northern,0,0,0,0,0,0,4583.5,4581.96,4579.07,5245.3,5244.16,5243.03,10692.53,10688.92,10682.19,12237.72,12235.08,12232.44,16802.75,16797.09,16786.51,19230.58,19226.43,19222.28,22912.9,22905.18,22890.75,26223.45,26217.78,26212.12
0.02111.2Northern,1403.5,1403.5,1403.5,1403.5,1403.5,1403.5,3690.46,3688.92,3686.03,4020.94,4019.8,4018.67,6738.59,6734.98,6728.25,7510.2,7507.56,7504.92,9787.31,9781.65,9771.07,10999.68,10995.53,10991.38,12836,12828.28,12813.85,14489.17,14483.5,14477.84
0.03111.2Northern,1403.5,1403.5,1403.5,1403.5,1403.5,1403.5,4838.73,4837.19,4834.3,5334.87,5333.73,5332.6,9417.31,9413.7,9406.97,10575.71,10573.07,10570.43,13996.78,13991.12,13980.54,15816.88,15812.73,15808.58,18576.2,18568.48,18554.05,21058.06,21052.39,21046.73
0.04111.2Northern,1403.5,1403.5,1403.5,1403.5,1403.5,1403.5,5987,5985.46,5982.57,6648.8,6647.66,6646.53,12096.03,12092.42,12085.69,13641.22,13638.58,13635.94,18206.25,18200.59,18190.01,20634.08,20629.93,20625.78,24316.4,24308.68,24294.25,27626.95,27621.28,27615.62
0.02141.2Northern,2057.5,2057.5,2057.5,2057.5,2057.5,2057.5,4344.46,4342.92,4340.03,4674.94,4673.8,4672.67,7392.59,7388.98,7382.25,8164.2,8161.56,8158.92,10441.31,10435.65,10425.07,11653.68,11649.53,11645.38,13490,13482.28,13467.85,15143.17,15137.5,15131.84
0.03141.2Northern,2057.5,2057.5,2057.5,2057.5,2057.5,2057.5,5492.73,5491.19,5488.3,5988.87,5987.73,5986.6,10071.31,10067.7,10060.97,11229.71,11227.07,11224.43,14650.78,14645.12,14634.54,16470.88,16466.73,16462.58,19230.2,19222.48,19208.05,21712.06,21706.39,21700.73
0.04141.2Northern,2057.5,2057.5,2057.5,2057.5,2057.5,2057.5,6641,6639.46,6636.57,7302.8,7301.66,7300.53,12750.03,12746.42,12739.69,14295.22,14292.58,14289.94,18860.25,18854.59,18844.01,21288.08,21283.93,21279.78,24970.4,24962.68,24948.25,28280.95,28275.28,28269.62
0.02171.2Northern,2711.5,2711.5,2711.5,2711.5,2711.5,2711.5,4998.46,4996.92,4994.03,5328.94,5327.8,5326.67,8046.59,8042.98,8036.25,8818.2,8815.56,8812.92,11095.31,11089.65,11079.07,12307.68,12303.53,12299.38,14144,14136.28,14121.85,15797.17,15791.5,15785.84
0.03171.2Northern,2711.5,2711.5,2711.5,2711.5,2711.5,2711.5,6146.73,6145.19,6142.3,6642.87,6641.73,6640.6,10725.31,10721.7,10714.97,11883.71,11881.07,11878.43,15304.78,15299.12,15288.54,17124.88,17120.73,17116.58,19884.2,19876.48,19862.05,22366.06,22360.39,22354.73
0.04171.2Northern,2711.5,2711.5,2711.5,2711.5,2711.5,2711.5,7295,7293.46,7290.57,7956.8,7955.66,7954.53,13404.03,13400.42,13393.69,14949.22,14946.58,14943.94,19514.25,19508.59,19498.01,21942.08,21937.93,21933.78,25624.4,25616.68,25602.25,28934.95,28929.28,28923.62
0.02111.5Northern,3508.75,3508.75,3508.75,3508.75,3508.75,3508.75,5795.71,5794.17,5791.28,6126.19,6125.05,6123.92,8843.84,8840.23,8833.5,9615.45,9612.81,9610.17,11892.56,11886.9,11876.32,13104.93,13100.78,13096.63,14941.25,14933.53,14919.1,16594.42,16588.75,16583.09
0.03111.5Northern,3508.75,3508.75,3508.75,3508.75,3508.75,3508.75,6943.98,6942.44,6939.55,7440.12,7438.98,7437.85,11522.56,11518.95,11512.22,12680.96,12678.32,12675.68,16102.03,16096.37,16085.79,17922.13,17917.98,17913.83,20681.45,20673.73,20659.3,23163.31,23157.64,23151.98
0.04111.5Northern,3508.75,3508.75,3508.75,3508.75,3508.75,3508.75,8092.25,8090.71,8087.82,8754.05,8752.91,8751.78,14201.28,14197.67,14190.94,15746.47,15743.83,15741.19,20311.5,20305.84,20295.26,22739.33,22735.18,22731.03,26421.65,26413.93,26399.5,29732.2,29726.53,29720.87
0.02141.5Northern,5143.75,5143.75,5143.75,5143.75,5143.75,5143.75,7430.71,7429.17,7426.28,7761.19,7760.05,7758.92,10478.84,10475.23,10468.5,11250.45,11247.81,11245.17,13527.56,13521.9,13511.32,14739.93,14735.78,14731.63,16576.25,16568.53,16554.1,18229.42,18223.75,18218.09
0.03141.5Northern,5143.75,5143.75,5143.75,5143.75,5143.75,5143.75,8578.98,8577.44,8574.55,9075.12,9073.98,9072.85,13157.56,13153.95,13147.22,14315.96,14313.32,14310.68,17737.03,17731.37,17720.79,19557.13,19552.98,19548.83,22316.45,22308.73,22294.3,24798.31,24792.64,24786.98
0.04141.5Northern,5143.75,5143.75,5143.75,5143.75,5143.75,5143.75,9727.25,9725.71,9722.82,10389.05,10387.91,10386.78,15836.28,15832.67,15825.94,17381.47,17378.83,17376.19,21946.5,21940.84,21930.26,24374.33,24370.18,24366.03,28056.65,28048.93,28034.5,31367.2,31361.53,31355.87
0.02171.5Northern,6778.75,6778.75,6778.75,6778.75,6778.75,6778.75,9065.71,9064.17,9061.28,9396.19,9395.05,9393.92,12113.84,12110.23,12103.5,12885.45,12882.81,12880.17,15162.56,15156.9,15146.32,16374.93,16370.78,16366.63,18211.25,18203.53,18189.1,19864.42,19858.75,19853.09
0.03171.5Northern,6778.75,6778.75,6778.75,6778.75,6778.75,6778.75,10213.98,10212.44,10209.55,10710.12,10708.98,10707.85,14792.56,14788.95,14782.22,15950.96,15948.32,15945.68,19372.03,19366.37,19355.79,21192.13,21187.98,21183.83,23951.45,23943.73,23929.3,26433.31,26427.64,26421.98
0.04171.5Northern,6778.75,6778.75,6778.75,6778.75,6778.75,6778.75,11362.25,11360.71,11357.82,12024.05,12022.91,12021.78,17471.28,17467.67,17460.94,19016.47,19013.83,19011.19,23581.5,23575.84,23565.26,26009.33,26005.18,26001.03,29691.65,29683.93,29669.5,33002.2,32996.53,32990.87
0.02111.8Northern,5614,5614,5614,5614,5614,5614,7900.96,7899.42,7896.53,8231.44,8230.3,8229.17,10949.09,10945.48,10938.75,11720.7,11718.06,11715.42,13997.81,13992.15,13981.57,15210.18,15206.03,15201.88,17046.5,17038.78,17024.35,18699.67,18694,18688.34
0.03111.8Northern,5614,5614,5614,5614,5614,5614,9049.23,9047.69,9044.8,9545.37,9544.23,9543.1,13627.81,13624.2,13617.47,14786.21,14783.57,14780.93,18207.28,18201.62,18191.04,20027.38,20023.23,20019.08,22786.7,22778.98,22764.55,25268.56,25262.89,25257.23
0.04111.8Northern,5614,5614,5614,5614,5614,5614,10197.5,10195.96,10193.07,10859.3,10858.16,10857.03,16306.53,16302.92,16296.19,17851.72,17849.08,17846.44,22416.75,22411.09,22400.51,24844.58,24840.43,24836.28,28526.9,28519.18,28504.75,31837.45,31831.78,31826.12
0.02141.8Northern,8230,8230,8230,8230,8230,8230,10516.96,10515.42,10512.53,10847.44,10846.3,10845.17,13565.09,13561.48,13554.75,14336.7,14334.06,14331.42,16613.81,16608.15,16597.57,17826.18,17822.03,17817.88,19662.5,19654.78,19640.35,21315.67,21310,21304.34
0.03141.8Northern,8230,8230,8230,8230,8230,8230,11665.23,11663.69,11660.8,12161.37,12160.23,12159.1,16243.81,16240.2,16233.47,17402.21,17399.57,17396.93,20823.28,20817.62,20807.04,22643.38,22639.23,22635.08,25402.7,25394.98,25380.55,27884.56,27878.89,27873.23
0.04141.8Northern,8230,8230,8230,8230,8230,8230,12813.5,12811.96,12809.07,13475.3,13474.16,13473.03,18922.53,18918.92,18912.19,20467.72,20465.08,20462.44,25032.75,25027.09,25016.51,27460.58,27456.43,27452.28,31142.9,31135.18,31120.75,34453.45,34447.78,34442.12
0.02171.8Northern,10846,10846,10846,10846,10846,10846,13132.96,13131.42,13128.53,13463.44,13462.3,13461.17,16181.09,16177.48,16170.75,16952.7,16950.06,16947.42,19229.81,19224.15,19213.57,20442.18,20438.03,20433.88,22278.5,22270.78,22256.35,23931.67,23926,23920.34
0.03171.8Northern,10846,10846,10846,10846,10846,10846,14281.23,14279.69,14276.8,14777.37,14776.23,14775.1,18859.81,18856.2,18849.47,20018.21,20015.57,20012.93,23439.28,23433.62,23423.04,25259.38,25255.23,25251.08,28018.7,28010.98,27996.55,30500.56,30494.89,30489.23
0.04171.8Northern,10846,10846,10846,10846,10846,10846,15429.5,15427.96,15425.07,16091.3,16090.16,16089.03,21538.53,21534.92,21528.19,23083.72,23081.08,23078.44,27648.75,27643.09,27632.51,30076.58,30072.43,30068.28,33758.9,33751.18,33736.75,37069.45,37063.78,37058.12
0.02112.0Northern,7017.5,7017.5,7017.5,7017.5,7017.5,7017.5,9304.46,9302.92,9300.03,9634.94,9633.8,9632.67,12352.59,12348.98,12342.25,13124.2,13121.56,13118.92,15401.31,15395.65,15385.07,16613.68,16609.53,16605.38,18450,18442.28,18427.85,20103.17,20097.5,20091.84
0.03112.0Northern,7017.5,7017.5,7017.5,7017.5,7017.5,7017.5,10452.73,10451.19,10448.3,10948.87,10947.73,10946.6,15031.31,15027.7,15020.97,16189.71,16187.07,16184.43,19610.78,19605.12,19594.54,21430.88,21426.73,21422.58,24190.2,24182.48,24168.05,26672.06,26666.39,26660.73
0.04112.0Northern,7017.5,7017.5,7017.5,7017.5,7017.5,7017.5,11601,11599.46,11596.57,12262.8,12261.66,12260.53,17710.03,17706.42,17699.69,19255.22,19252.58,19249.94,23820.25,23814.59,23804.01,26248.08,26243.93,26239.78,29930.4,29922.68,29908.25,33240.95,33235.28,33229.62
0.02142.0Northern,10287.5,10287.5,10287.5,10287.5,10287.5,10287.5,12574.46,12572.92,12570.03,12904.94,12903.8,12902.67,15622.59,15618.98,15612.25,16394.2,16391.56,16388.92,18671.31,18665.65,18655.07,19883.68,19879.53,19875.38,21720,21712.28,21697.85,23373.17,23367.5,23361.84
0.03142.0Northern,10287.5,10287.5,10287.5,10287.5,10287.5,10287.5,13722.73,13721.19,13718.3,14218.87,14217.73,14216.6,18301.31,18297.7,18290.97,19459.71,19457.07,19454.43,22880.78,22875.12,22864.54,24700.88,24696.73,24692.58,27460.2,27452.48,27438.05,29942.06,29936.39,29930.73
0.04142.0Northern,10287.5,10287.5,10287.5,10287.5,10287.5,10287.5,14871,14869.46,14866.57,15532.8,15531.66,15530.53,20980.03,20976.42,20969.69,22525.22,22522.58,22519.94,27090.25,27084.59,27074.01,29518.08,29513.93,29509.78,33200.4,33192.68,33178.25,36510.95,36505.28,36499.62
0.02172.0Northern,13557.5,13557.5,13557.5,13557.5,13557.5,13557.5,15844.46,15842.92,15840.03,16174.94,16173.8,16172.67,18892.59,18888.98,18882.25,19664.2,19661.56,19658.92,21941.31,21935.65,21925.07,23153.68,23149.53,23145.38,24990,24982.28,24967.85,26643.17,26637.5,26631.84
0.03172.0Northern,13557.5,13557.5,13557.5,13557.5,13557.5,13557.5,16992.73,16991.19,16988.3,17488.87,17487.73,17486.6,21571.31,21567.7,21560.97,22729.71,22727.07,22724.43,26150.78,26145.12,26134.54,27970.88,27966.73,27962.58,30730.2,30722.48,30708.05,33212.06,33206.39,33200.73
0.04172.0Northern,13557.5,13557.5,13557.5,13557.5,13557.5,13557.5,18141,18139.46,18136.57,18802.8,18801.66,18800.53,24250.03,24246.42,24239.69,25795.22,25792.58,25789.94,30360.25,30354.59,30344.01,32788.08,32783.93,32779.78,36470.4,36462.68,36448.25,39780.95,39775.28,39769.62
0.02110.1Central,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-3945.53,-3947.07,-3949.96,-3573.67,-3574.81,-3575.94,-786.48,-790.09,-796.82,81.69,79.05,76.41,2373.18,2367.52,2356.94,3737.27,3733.12,3728.97,5532.83,5525.11,5510.68,7392.88,7387.21,7381.55
0.03110.1Central,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-2755.63,-2757.17,-2760.06,-2197.42,-2198.56,-2199.69,1989.33,1985.72,1978.99,3292.57,3289.93,3287.29,6735.21,6729.55,6718.97,8782.89,8778.74,8774.59,11481.07,11473.35,11458.92,14273.25,14267.58,14261.92
0.04110.1Central,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-6315.75,-1565.73,-1567.27,-1570.16,-821.17,-822.31,-823.44,4765.14,4761.53,4754.8,6503.45,6500.81,6498.17,11097.24,11091.58,11081,13828.51,13824.36,13820.21,17429.31,17421.59,17407.16,21153.62,21147.95,21142.29
0.02140.1Central,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-6888.53,-6890.07,-6892.96,-6516.67,-6517.81,-6518.94,-3729.48,-3733.09,-3739.82,-2861.31,-2863.95,-2866.59,-569.82,-575.48,-586.06,794.27,790.12,785.97,2589.83,2582.11,2567.68,4449.88,4444.21,4438.55
0.03140.1Central,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-5698.63,-5700.17,-5703.06,-5140.42,-5141.56,-5142.69,-953.67,-957.28,-964.01,349.57,346.93,344.29,3792.21,3786.55,3775.97,5839.89,5835.74,5831.59,8538.07,8530.35,8515.92,11330.25,11324.58,11318.92
0.04140.1Central,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-9258.75,-4508.73,-4510.27,-4513.16,-3764.17,-3765.31,-3766.44,1822.14,1818.53,1811.8,3560.45,3557.81,3555.17,8154.24,8148.58,8138,10885.51,10881.36,10877.21,14486.31,14478.59,14464.16,18210.62,18204.95,18199.29
0.02170.1Central,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-9831.53,-9833.07,-9835.96,-9459.67,-9460.81,-9461.94,-6672.48,-6676.09,-6682.82,-5804.31,-5806.95,-5809.59,-3512.82,-3518.48,-3529.06,-2148.73,-2152.88,-2157.03,-353.17,-360.89,-375.32,1506.88,1501.21,1495.55
0.03170.1Central,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-8641.63,-8643.17,-8646.06,-8083.42,-8084.56,-8085.69,-3896.67,-3900.28,-3907.01,-2593.43,-2596.07,-2598.71,849.21,843.55,832.97,2896.89,2892.74,2888.59,5595.07,5587.35,5572.92,8387.25,8381.58,8375.92
0.04170.1Central,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-12201.75,-7451.73,-7453.27,-7456.16,-6707.17,-6708.31,-6709.44,-1120.86,-1124.47,-1131.2,617.45,614.81,612.17,5211.24,5205.58,5195,7942.51,7938.36,7934.21,11543.31,11535.59,11521.16,15267.62,15261.95,15256.29
0.02110.3Central,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-2542.03,-2543.57,-2546.46,-2170.17,-2171.31,-2172.44,617.02,613.41,606.68,1485.19,1482.55,1479.91,3776.68,3771.02,3760.44,5140.77,5136.62,5132.47,6936.33,6928.61,6914.18,8796.38,8790.71,8785.05
0.03110.3Central,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-1352.13,-1353.67,-1356.56,-793.92,-795.06,-796.19,3392.83,3389.22,3382.49,4696.07,4693.43,4690.79,8138.71,8133.05,8122.47,10186.39,10182.24,10178.09,12884.57,12876.85,12862.42,15676.75,15671.08,15665.42
0.04110.3Central,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-4912.25,-162.23,-163.77,-166.66,582.33,581.19,580.06,6168.64,6165.03,6158.3,7906.95,7904.31,7901.67,12500.74,12495.08,12484.5,15232.01,15227.86,15223.71,18832.81,18825.09,18810.66,22557.12,22551.45,22545.79
0.02140.3Central,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-4831.03,-4832.57,-4835.46,-4459.17,-4460.31,-4461.44,-1671.98,-1675.59,-1682.32,-803.81,-806.45,-809.09,1487.68,1482.02,1471.44,2851.77,2847.62,2843.47,4647.33,4639.61,4625.18,6507.38,6501.71,6496.05
0.03140.3Central,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-3641.13,-3642.67,-3645.56,-3082.92,-3084.06,-3085.19,1103.83,1100.22,1093.49,2407.07,2404.43,2401.79,5849.71,5844.05,5833.47,7897.39,7893.24,7889.09,10595.57,10587.85,10573.42,13387.75,13382.08,13376.42
0.04140.3Central,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-7201.25,-2451.23,-2452.77,-2455.66,-1706.67,-1707.81,-1708.94,3879.64,3876.03,3869.3,5617.95,5615.31,5612.67,10211.74,10206.08,10195.5,12943.01,12938.86,12934.71,16543.81,16536.09,16521.66,20268.12,20262.45,20256.79
0.02170.3Central,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-7120.03,-7121.57,-7124.46,-6748.17,-6749.31,-6750.44,-3960.98,-3964.59,-3971.32,-3092.81,-3095.45,-3098.09,-801.32,-806.98,-817.56,562.77,558.62,554.47,2358.33,2350.61,2336.18,4218.38,4212.71,4207.05
0.03170.3Central,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-5930.13,-5931.67,-5934.56,-5371.92,-5373.06,-5374.19,-1185.17,-1188.78,-1195.51,118.07,115.43,112.79,3560.71,3555.05,3544.47,5608.39,5604.24,5600.09,8306.57,8298.85,8284.42,11098.75,11093.08,11087.42
0.04170.3Central,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-9490.25,-4740.23,-4741.77,-4744.66,-3995.67,-3996.81,-3997.94,1590.64,1587.03,1580.3,3328.95,3326.31,3323.67,7922.74,7917.08,7906.5,10654.01,10649.86,10645.71,14254.81,14247.09,14232.66,17979.12,17973.45,17967.79
0.02110.5Central,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-1138.53,-1140.07,-1142.96,-766.67,-767.81,-768.94,2020.52,2016.91,2010.18,2888.69,2886.05,2883.41,5180.18,5174.52,5163.94,6544.27,6540.12,6535.97,8339.83,8332.11,8317.68,10199.88,10194.21,10188.55
0.03110.5Central,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,51.37,49.83,46.94,609.58,608.44,607.31,4796.33,4792.72,4785.99,6099.57,6096.93,6094.29,9542.21,9536.55,9525.97,11589.89,11585.74,11581.59,14288.07,14280.35,14265.92,17080.25,17074.58,17068.92
0.04110.5Central,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,-3508.75,1241.27,1239.73,1236.84,1985.83,1984.69,1983.56,7572.14,7568.53,7561.8,9310.45,9307.81,9305.17,13904.24,13898.58,13888,16635.51,16631.36,16627.21,20236.31,20228.59,20214.16,23960.62,23954.95,23949.29
0.02140.5Central,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-5143.75,-2773.53,-2775.07,-2777.96,-2401.67,-2402.81,-2403.94,385.52,381.91,375.18,1253.69,1251.05,1248.41,3545.18,3539.52,3528.94,4909.27,4905.12,4900.97,6704.83,6697.11,6682.68,8564.88,8559.21,8553.55
