,0.00Fixed4.6,0.00Fixed6.4,0.00Fixed8.2,0.00Tracking4.6,0.00Tracking6.4,0.00Tracking8.2,0.25Fixed4.6,0.25Fixed6.4,0.25Fixed8.2,0.25Tracking4.6,0.25Tracking6.4,0.25Tracking8.2,0.50Fixed4.6,0.50Fixed6.4,0.50Fixed8.2,0.50Tracking4.6,0.50Tracking6.4,0.50Tracking8.2,0.75Fixed4.6,0.75Fixed6.4,0.75Fixed8.2,0.75Tracking4.6,0.75Tracking6.4,0.75Tracking8.2,1.00Fixed4.6,1.00Fixed6.4,1.00Fixed8.2,1.00Tracking4.6,1.00Tracking6.4,1.00Tracking8.2
0.04231.8Black Belt,19440,19440,19440,19440,19440,19440,24298.9,24297.36,24294.47,25057.46,25056.32,25055.19,30774.33,30770.72,30763.99,32545.84,32543.2,32540.56,37251.27,37245.61,37235.03,40034.74,40030.59,40026.44,43728.18,43720.46,43706.03,47523.61,47517.94,47512.28
0.02172.0Black Belt,16140,16140,16140,16140,16140,16140,18564.66,18563.12,18560.23,18943.52,18942.38,18941.25,21795.99,21792.38,21785.65,22680.76,22678.12,22675.48,25028.07,25022.41,25011.83,26418.26,26414.11,26409.96,28260.14,28252.42,28237.99,30155.75,30150.08,30144.42
0.03172.0Black Belt,16140,16140,16140,16140,16140,16140,19781.78,19780.24,19777.35,20350.49,20349.35,20348.22,24635.16,24631.55,24624.82,25963.3,25960.66,25958.02,29489.67,29484.01,29473.43,31576.5,31572.35,31568.2,34344.16,34336.44,34322.01,37189.68,37184.01,37178.35
0.04172.0Black Belt,16140,16140,16140,16140,16140,16140,20998.9,20997.36,20994.47,21757.46,21756.32,21755.19,27474.33,27470.72,27463.99,29245.84,29243.2,29240.56,33951.27,33945.61,33935.03,36734.74,36730.59,36726.44,40428.18,40420.46,40406.03,44223.61,44217.94,44212.28
0.02202.0Black Belt,20220,20220,20220,20220,20220,20220,22644.66,22643.12,22640.23,23023.52,23022.38,23021.25,25875.99,25872.38,25865.65,26760.76,26758.12,26755.48,29108.07,29102.41,29091.83,30498.26,30494.11,30489.96,32340.14,32332.42,32317.99,34235.75,34230.08,34224.42
0.03202.0Black Belt,20220,20220,20220,20220,20220,20220,23861.78,23860.24,23857.35,24430.49,24429.35,24428.22,28715.16,28711.55,28704.82,30043.3,30040.66,30038.02,33569.67,33564.01,33553.43,35656.5,35652.35,35648.2,38424.16,38416.44,38402.01,41269.68,41264.01,41258.35
0.04202.0Black Belt,20220,20220,20220,20220,20220,20220,25078.9,25077.36,25074.47,25837.46,25836.32,25835.19,31554.33,31550.72,31543.99,33325.84,33323.2,33320.56,38031.27,38025.61,38015.03,40814.74,40810.59,40806.44,44508.18,44500.46,44486.03,48303.61,48297.94,48292.28
0.02232.0Black Belt,24300,24300,24300,24300,24300,24300,26724.66,26723.12,26720.23,27103.52,27102.38,27101.25,29955.99,29952.38,29945.65,30840.76,30838.12,30835.48,33188.07,33182.41,33171.83,34578.26,34574.11,34569.96,36420.14,36412.42,36397.99,38315.75,38310.08,38304.42
0.03232.0Black Belt,24300,24300,24300,24300,24300,24300,27941.78,27940.24,27937.35,28510.49,28509.35,28508.22,32795.16,32791.55,32784.82,34123.3,34120.66,34118.02,37649.67,37644.01,37633.43,39736.5,39732.35,39728.2,42504.16,42496.44,42482.01,45349.68,45344.01,45338.35
0.04232.0Black Belt,24300,24300,24300,24300,24300,24300,29158.9,29157.36,29154.47,29917.46,29916.32,29915.19,35634.33,35630.72,35623.99,37405.84,37403.2,37400.56,42111.27,42105.61,42095.03,44894.74,44890.59,44886.44,48588.18,48580.46,48566.03,52383.61,52377.94,52372.28
0.02170.1Southern,-14526,-14526,-14526,-14526,-14526,-14526,-12081.64,-12083.18,-12086.07,-11684.56,-11685.7,-11686.83,-8823.89,-8827.5,-8834.23,-7896.76,-7899.4,-7902.04,-5565.47,-5571.13,-5581.71,-4108.7,-4112.85,-4117,-2307.06,-2314.78,-2329.21,-320.65,-326.32,-331.98
0.03170.1Southern,-14526,-14526,-14526,-14526,-14526,-14526,-10854.67,-10856.21,-10859.1,-10258.63,-10259.77,-10260.9,-5961.66,-5965.27,-5972,-4569.98,-4572.62,-4575.26,-1067.64,-1073.3,-1083.88,1119.06,1114.91,1110.76,3826.36,3818.64,3804.21,6808.08,6802.41,6796.75
0.04170.1Southern,-14526,-14526,-14526,-14526,-14526,-14526,-9627.7,-9629.24,-9632.13,-8832.7,-8833.84,-8834.97,-3099.43,-3103.04,-3109.77,-1243.2,-1245.84,-1248.48,3430.19,3424.53,3413.95,6346.82,6342.67,6338.52,9959.78,9952.06,9937.63,13936.81,13931.14,13925.48
0.02200.1Southern,-18198,-18198,-18198,-18198,-18198,-18198,-15753.64,-15755.18,-15758.07,-15356.56,-15357.7,-15358.83,-12495.89,-12499.5,-12506.23,-11568.76,-11571.4,-11574.04,-9237.47,-9243.13,-9253.71,-7780.7,-7784.85,-7789,-5979.06,-5986.78,-6001.21,-3992.65,-3998.32,-4003.98
0.03200.1Southern,-18198,-18198,-18198,-18198,-18198,-18198,-14526.67,-14528.21,-14531.1,-13930.63,-13931.77,-13932.9,-9633.66,-9637.27,-9644,-8241.98,-8244.62,-8247.26,-4739.64,-4745.3,-4755.88,-2552.94,-2557.09,-2561.24,154.36,146.64,132.21,3136.08,3130.41,3124.75
0.04200.1Southern,-18198,-18198,-18198,-18198,-18198,-18198,-13299.7,-13301.24,-13304.13,-12504.7,-12505.84,-12506.97,-6771.43,-6775.04,-6781.77,-4915.2,-4917.84,-4920.48,-241.81,-247.47,-258.05,2674.82,2670.67,2666.52,6287.78,6280.06,6265.63,10264.81,10259.14,10253.48
0.02230.1Southern,-21870,-21870,-21870,-21870,-21870,-21870,-19425.64,-19427.18,-19430.07,-19028.56,-19029.7,-19030.83,-16167.89,-16171.5,-16178.23,-15240.76,-15243.4,-15246.04,-12909.47,-12915.13,-12925.71,-11452.7,-11456.85,-11461,-9651.06,-9658.78,-9673.21,-7664.65,-7670.32,-7675.98
0.03230.1Southern,-21870,-21870,-21870,-21870,-21870,-21870,-18198.67,-18200.21,-18203.1,-17602.63,-17603.77,-17604.9,-13305.66,-13309.27,-13316,-11913.98,-11916.62,-11919.26,-8411.64,-8417.3,-8427.88,-6224.94,-6229.09,-6233.24,-3517.64,-3525.36,-3539.79,-535.92,-541.59,-547.25
0.04230.1Southern,-21870,-21870,-21870,-21870,-21870,-21870,-16971.7,-16973.24,-16976.13,-16176.7,-16177.84,-16178.97,-10443.43,-10447.04,-10453.77,-8587.2,-8589.84,-8592.48,-3913.81,-3919.47,-3930.05,-997.18,-1001.33,-1005.48,2615.78,2608.06,2593.63,6592.81,6587.14,6581.48
0.02170.3Southern,-11298,-11298,-11298,-11298,-11298,-11298,-8853.64,-8855.18,-8858.07,-8456.56,-8457.7,-8458.83,-5595.89,-5599.5,-5606.23,-4668.76,-4671.4,-4674.04,-2337.47,-2343.13,-2353.71,-880.7,-884.85,-889,920.94,913.22,898.79,2907.35,2901.68,2896.02
0.03170.3Southern,-11298,-11298,-11298,-11298,-11298,-11298,-7626.67,-7628.21,-7631.1,-7030.63,-7031.77,-7032.9,-2733.66,-2737.27,-2744,-1341.98,-1344.62,-1347.26,2160.36,2154.7,2144.12,4347.06,4342.91,4338.76,7054.36,7046.64,7032.21,10036.08,10030.41,10024.75
0.04170.3Southern,-11298,-11298,-11298,-11298,-11298,-11298,-6399.7,-6401.24,-6404.13,-5604.7,-5605.84,-5606.97,128.57,124.96,118.23,1984.8,1982.16,1979.52,6658.19,6652.53,6641.95,9574.82,9570.67,9566.52,13187.78,13180.06,13165.63,17164.81,17159.14,17153.48
0.02200.3Southern,-14154,-14154,-14154,-14154,-14154,-14154,-11709.64,-11711.18,-11714.07,-11312.56,-11313.7,-11314.83,-8451.89,-8455.5,-8462.23,-7524.76,-7527.4,-7530.04,-5193.47,-5199.13,-5209.71,-3736.7,-3740.85,-3745,-1935.06,-1942.78,-1957.21,51.35,45.68,40.02
0.03200.3Southern,-14154,-14154,-14154,-14154,-14154,-14154,-10482.67,-10484.21,-10487.1,-9886.63,-9887.77,-9888.9,-5589.66,-5593.27,-5600,-4197.98,-4200.62,-4203.26,-695.64,-701.3,-711.88,1491.06,1486.91,1482.76,4198.36,4190.64,4176.21,7180.08,7174.41,7168.75
0.04200.3Southern,-14154,-14154,-14154,-14154,-14154,-14154,-9255.7,-9257.24,-9260.13,-8460.7,-8461.84,-8462.97,-2727.43,-2731.04,-2737.77,-871.2,-873.84,-876.48,3802.19,3796.53,3785.95,6718.82,6714.67,6710.52,10331.78,10324.06,10309.63,14308.81,14303.14,14297.48
0.02230.3Southern,-17010,-17010,-17010,-17010,-17010,-17010,-14565.64,-14567.18,-14570.07,-14168.56,-14169.7,-14170.83,-11307.89,-11311.5,-11318.23,-10380.76,-10383.4,-10386.04,-8049.47,-8055.13,-8065.71,-6592.7,-6596.85,-6601,-4791.06,-4798.78,-4813.21,-2804.65,-2810.32,-2815.98
0.03230.3Southern,-17010,-17010,-17010,-17010,-17010,-17010,-13338.67,-13340.21,-13343.1,-12742.63,-12743.77,-12744.9,-8445.66,-8449.27,-8456,-7053.98,-7056.62,-7059.26,-3551.64,-3557.3,-3567.88,-1364.94,-1369.09,-1373.24,1342.36,1334.64,1320.21,4324.08,4318.41,4312.75
0.04230.3Southern,-17010,-17010,-17010,-17010,-17010,-17010,-12111.7,-12113.24,-12116.13,-11316.7,-11317.84,-11318.97,-5583.43,-5587.04,-5593.77,-3727.2,-3729.84,-3732.48,946.19,940.53,929.95,3862.82,3858.67,3854.52,7475.78,7468.06,7453.63,11452.81,11447.14,11441.48
0.02170.5Southern,-8070,-8070,-8070,-8070,-8070,-8070,-5625.64,-5627.18,-5630.07,-5228.56,-5229.7,-5230.83,-2367.89,-2371.5,-2378.23,-1440.76,-1443.4,-1446.04,890.53,884.87,874.29,2347.3,2343.15,2339,4148.94,4141.22,4126.79,6135.35,6129.68,6124.02
0.03170.5Southern,-8070,-8070,-8070,-8070,-8070,-8070,-4398.67,-4400.21,-4403.1,-3802.63,-3803.77,-3804.9,494.34,490.73,484,1886.02,1883.38,1880.74,5388.36,5382.7,5372.12,7575.06,7570.91,7566.76,10282.36,10274.64,10260.21,13264.08,13258.41,13252.75
0.04170.5Southern,-8070,-8070,-8070,-8070,-8070,-8070,-3171.7,-3173.24,-3176.13,-2376.7,-2377.84,-2378.97,3356.57,3352.96,3346.23,5212.8,5210.16,5207.52,9886.19,9880.53,9869.95,12802.82,12798.67,12794.52,16415.78,16408.06,16393.63,20392.81,20387.14,20381.48
0.02200.5Southern,-10110,-10110,-10110,-10110,-10110,-10110,-7665.64,-7667.18,-7670.07,-7268.56,-7269.7,-7270.83,-4407.89,-4411.5,-4418.23,-3480.76,-3483.4,-3486.04,-1149.47,-1155.13,-1165.71,307.3,303.15,299,2108.94,2101.22,2086.79,4095.35,4089.68,4084.02
0.03200.5Southern,-10110,-10110,-10110,-10110,-10110,-10110,-6438.67,-6440.21,-6443.1,-5842.63,-5843.77,-5844.9,-1545.66,-1549.27,-1556,-153.98,-156.62,-159.26,3348.36,3342.7,3332.12,5535.06,5530.91,5526.76,8242.36,8234.64,8220.21,11224.08,11218.41,11212.75
0.04200.5Southern,-10110,-10110,-10110,-10110,-10110,-10110,-5211.7,-5213.24,-5216.13,-4416.7,-4417.84,-4418.97,1316.57,1312.96,1306.23,3172.8,3170.16,3167.52,7846.19,7840.53,7829.95,10762.82,10758.67,10754.52,14375.78,14368.06,14353.63,18352.81,18347.14,18341.48
0.02230.5Southern,-12150,-12150,-12150,-12150,-12150,-12150,-9705.64,-9707.18,-9710.07,-9308.56,-9309.7,-9310.83,-6447.89,-6451.5,-6458.23,-5520.76,-5523.4,-5526.04,-3189.47,-3195.13,-3205.71,-1732.7,-1736.85,-1741,68.94,61.22,46.79,2055.35,2049.68,2044.02
0.03230.5Southern,-12150,-12150,-12150,-12150,-12150,-12150,-8478.67,-8480.21,-8483.1,-7882.63,-7883.77,-7884.9,-3585.66,-3589.27,-3596,-2193.98,-2196.62,-2199.26,1308.36,1302.7,1292.12,3495.06,3490.91,3486.76,6202.36,6194.64,6180.21,9184.08,9178.41,9172.75
0.04230.5Southern,-12150,-12150,-12150,-12150,-12150,-12150,-7251.7,-7253.24,-7256.13,-6456.7,-6457.84,-6458.97,-723.43,-727.04,-733.77,1132.8,1130.16,1127.52,5806.19,5800.53,5789.95,8722.82,8718.67,8714.52,12335.78,12328.06,12313.63,16312.81,16307.14,16301.48
0.02170.7Southern,-4842,-4842,-4842,-4842,-4842,-4842,-2397.64,-2399.18,-2402.07,-2000.56,-2001.7,-2002.83,860.11,856.5,849.77,1787.24,1784.6,1781.96,4118.53,4112.87,4102.29,5575.3,5571.15,5567,7376.94,7369.22,7354.79,9363.35,9357.68,9352.02
0.03170.7Southern,-4842,-4842,-4842,-4842,-4842,-4842,-1170.67,-1172.21,-1175.1,-574.63,-575.77,-576.9,3722.34,3718.73,3712,5114.02,5111.38,5108.74,8616.36,8610.7,8600.12,10803.06,10798.91,10794.76,13510.36,13502.64,13488.21,16492.08,16486.41,16480.75
0.04170.7Southern,-4842,-4842,-4842,-4842,-4842,-4842,56.3,54.76,51.87,851.3,850.16,849.03,6584.57,6580.96,6574.23,8440.8,8438.16,8435.52,13114.19,13108.53,13097.95,16030.82,16026.67,16022.52,19643.78,19636.06,19621.63,23620.81,23615.14,23609.48
0.02200.7Southern,-6066,-6066,-6066,-6066,-6066,-6066,-3621.64,-3623.18,-3626.07,-3224.56,-3225.7,-3226.83,-363.89,-367.5,-374.23,563.24,560.6,557.96,2894.53,2888.87,2878.29,4351.3,4347.15,4343,6152.94,6145.22,6130.79,8139.35,8133.68,8128.02
0.03200.7Southern,-6066,-6066,-6066,-6066,-6066,-6066,-2394.67,-2396.21,-2399.1,-1798.63,-1799.77,-1800.9,2498.34,2494.73,2488,3890.02,3887.38,3884.74,7392.36,7386.7,7376.12,9579.06,9574.91,9570.76,12286.36,12278.64,12264.21,15268.08,15262.41,15256.75
0.04200.7Southern,-6066,-6066,-6066,-6066,-6066,-6066,-1167.7,-1169.24,-1172.13,-372.7,-373.84,-374.97,5360.57,5356.96,5350.23,7216.8,7214.16,7211.52,11890.19,11884.53,11873.95,14806.82,14802.67,14798.52,18419.78,18412.06,18397.63,22396.81,22391.14,22385.48
0.02230.7Southern,-7290,-7290,-7290,-7290,-7290,-7290,-4845.64,-4847.18,-4850.07,-4448.56,-4449.7,-4450.83,-1587.89,-1591.5,-1598.23,-660.76,-663.4,-666.04,1670.53,1664.87,1654.29,3127.3,3123.15,3119,4928.94,4921.22,4906.79,6915.35,6909.68,6904.02
0.03230.7Southern,-7290,-7290,-7290,-7290,-7290,-7290,-3618.67,-3620.21,-3623.1,-3022.63,-3023.77,-3024.9,1274.34,1270.73,1264,2666.02,2663.38,2660.74,6168.36,6162.7,6152.12,8355.06,8350.91,8346.76,11062.36,11054.64,11040.21,14044.08,14038.41,14032.75
0.04230.7Southern,-7290,-7290,-7290,-7290,-7290,-7290,-2391.7,-2393.24,-2396.13,-1596.7,-1597.84,-1598.97,4136.57,4132.96,4126.23,5992.8,5990.16,5987.52,10666.19,10660.53,10649.95,13582.82,13578.67,13574.52,17195.78,17188.06,17173.63,21172.81,21167.14,21161.48
0.02171.0Southern,0,0,0,0,0,0,2444.36,2442.82,2439.93,2841.44,2840.3,2839.17,5702.11,5698.5,5691.77,6629.24,6626.6,6623.96,8960.53,8954.87,8944.29,10417.3,10413.15,10409,12218.94,12211.22,12196.79,14205.35,14199.68,14194.02
0.03171.0Southern,0,0,0,0,0,0,3671.33,3669.79,3666.9,4267.37,4266.23,4265.1,8564.34,8560.73,8554,9956.02,9953.38,9950.74,13458.36,13452.7,13442.12,15645.06,15640.91,15636.76,18352.36,18344.64,18330.21,21334.08,21328.41,21322.75
0.04171.0Southern,0,0,0,0,0,0,4898.3,4896.76,4893.87,5693.3,5692.16,5691.03,11426.57,11422.96,11416.23,13282.8,13280.16,13277.52,17956.19,17950.53,17939.95,20872.82,20868.67,20864.52,24485.78,24478.06,24463.63,28462.81,28457.14,28451.48
0.02201.0Southern,0,0,0,0,0,0,2444.36,2442.82,2439.93,2841.44,2840.3,2839.17,5702.11,5698.5,5691.77,6629.24,6626.6,6623.96,8960.53,8954.87,8944.29,10417.3,10413.15,10409,12218.94,12211.22,12196.79,14205.35,14199.68,14194.02
0.03201.0Southern,0,0,0,0,0,0,3671.33,3669.79,3666.9,4267.37,4266.23,4265.1,8564.34,8560.73,8554,9956.02,9953.38,9950.74,13458.36,13452.7,13442.12,15645.06,15640.91,15636.76,18352.36,18344.64,18330.21,21334.08,21328.41,21322.75
0.04201.0Southern,0,0,0,0,0,0,4898.3,4896.76,4893.87,5693.3,5692.16,5691.03,11426.57,11422.96,11416.23,13282.8,13280.16,13277.52,17956.19,17950.53,17939.95,20872.82,20868.67,20864.52,24485.78,24478.06,24463.63,28462.81,28457.14,28451.48
0.02231.0Southern,0,0,0,0,0,0,2444.36,2442.82,2439.93,2841.44,2840.3,2839.17,5702.11,5698.5,5691.77,6629.24,6626.6,6623.96,8960.53,8954.87,8944.29,10417.3,10413.15,10409,12218.94,12211.22,12196.79,14205.35,14199.68,14194.02
0.03231.0Southern,0,0,0,0,0,0,3671.33,3669.79,3666.9,4267.37,4266.23,4265.1,8564.34,8560.73,8554,9956.02,9953.38,9950.74,13458.36,13452.7,13442.12,15645.06,15640.91,15636.76,18352.36,18344.64,18330.21,21334.08,21328.41,21322.75
0.04231.0Southern,0,0,0,0,0,0,4898.3,4896.76,4893.87,5693.3,5692.16,5691.03,11426.57,11422.96,11416.23,13282.8,13280.16,13277.52,17956.19,17950.53,17939.95,20872.82,20868.67,20864.52,24485.78,24478.06,24463.63,28462.81,28457.14,28451.48
0.02171.2Southern,3228,3228,3228,3228,3228,3228,5672.36,5670.82,5667.93,6069.44,6068.3,6067.17,8930.11,8926.5,8919.77,9857.24,9854.6,9851.96,12188.53,12182.87,12172.29,13645.3,13641.15,13637,15446.94,15439.22,15424.79,17433.35,17427.68,17422.02
0.03171.2Southern,3228,3228,3228,3228,3228,3228,6899.33,6897.79,6894.9,7495.37,7494.23,7493.1,11792.34,11788.73,11782,13184.02,13181.38,13178.74,16686.36,16680.7,16670.12,18873.06,18868.91,18864.76,21580.36,21572.64,21558.21,24562.08,24556.41,24550.75
0.04171.2Southern,3228,3228,3228,3228,3228,3228,8126.3,8124.76,8121.87,8921.3,8920.16,8919.03,14654.57,14650.96,14644.23,16510.8,16508.16,16505.52,21184.19,21178.53,21167.95,24100.82,24096.67,24092.52,27713.78,27706.06,27691.63,31690.81,31685.14,31679.48
0.02201.2Southern,4044,4044,4044,4044,4044,4044,6488.36,6486.82,6483.93,6885.44,6884.3,6883.17,9746.11,9742.5,9735.77,10673.24,10670.6,10667.96,13004.53,12998.87,12988.29,14461.3,14457.15,14453,16262.94,16255.22,16240.79,18249.35,18243.68,18238.02
0.03201.2Southern,4044,4044,4044,4044,4044,4044,7715.33,7713.79,7710.9,8311.37,8310.23,8309.1,12608.34,12604.73,12598,14000.02,13997.38,13994.74,17502.36,17496.7,17486.12,19689.06,19684.91,19680.76,22396.36,22388.64,22374.21,25378.08,25372.41,25366.75
0.04201.2Southern,4044,4044,4044,4044,4044,4044,8942.3,8940.76,8937.87,9737.3,9736.16,9735.03,15470.57,15466.96,15460.23,17326.8,17324.16,17321.52,22000.19,21994.53,21983.95,24916.82,24912.67,24908.52,28529.78,28522.06,28507.63,32506.81,32501.14,32495.48
0.02231.2Southern,4860,4860,4860,4860,4860,4860,7304.36,7302.82,7299.93,7701.44,7700.3,7699.17,10562.11,10558.5,10551.77,11489.24,11486.6,11483.96,13820.53,13814.87,13804.29,15277.3,15273.15,15269,17078.94,17071.22,17056.79,19065.35,19059.68,19054.02
0.03231.2Southern,4860,4860,4860,4860,4860,4860,8531.33,8529.79,8526.9,9127.37,9126.23,9125.1,13424.34,13420.73,13414,14816.02,14813.38,14810.74,18318.36,18312.7,18302.12,20505.06,20500.91,20496.76,23212.36,23204.64,23190.21,26194.08,26188.41,26182.75
0.04231.2Southern,4860,4860,4860,4860,4860,4860,9758.3,9756.76,9753.87,10553.3,10552.16,10551.03,16286.57,16282.96,16276.23,18142.8,18140.16,18137.52,22816.19,22810.53,22799.95,25732.82,25728.67,25724.52,29345.78,29338.06,29323.63,33322.81,33317.14,33311.48
0.02171.5Southern,8070,8070,8070,8070,8070,8070,10514.36,10512.82,10509.93,10911.44,10910.3,10909.17,13772.11,13768.5,13761.77,14699.24,14696.6,14693.96,17030.53,17024.87,17014.29,18487.3,18483.15,18479,20288.94,20281.22,20266.79,22275.35,22269.68,22264.02
0.03171.5Southern,8070,8070,8070,8070,8070,8070,11741.33,11739.79,11736.9,12337.37,12336.23,12335.1,16634.34,16630.73,16624,18026.02,18023.38,18020.74,21528.36,21522.7,21512.12,23715.06,23710.91,23706.76,26422.36,26414.64,26400.21,29404.08,29398.41,29392.75
0.04171.5Southern,8070,8070,8070,8070,8070,8070,12968.3,12966.76,12963.87,13763.3,13762.16,13761.03,19496.57,19492.96,19486.23,21352.8,21350.16,21347.52,26026.19,26020.53,26009.95,28942.82,28938.67,28934.52,32555.78,32548.06,32533.63,36532.81,36527.14,36521.48
0.02201.5Southern,10110,10110,10110,10110,10110,10110,12554.36,12552.82,12549.93,12951.44,12950.3,12949.17,15812.11,15808.5,15801.77,16739.24,16736.6,16733.96,19070.53,19064.87,19054.29,20527.3,20523.15,20519,22328.94,22321.22,22306.79,24315.35,24309.68,24304.02
0.03201.5Southern,10110,10110,10110,10110,10110,10110,13781.33,13779.79,13776.9,14377.37,14376.23,14375.1,18674.34,18670.73,18664,20066.02,20063.38,20060.74,23568.36,23562.7,23552.12,25755.06,25750.91,25746.76,28462.36,28454.64,28440.21,31444.08,31438.41,31432.75
0.04201.5Southern,10110,10110,10110,10110,10110,10110,15008.3,15006.76,15003.87,15803.3,15802.16,15801.03,21536.57,21532.96,21526.23,23392.8,23390.16,23387.52,28066.19,28060.53,28049.95,30982.82,30978.67,30974.52,34595.78,34588.06,34573.63,38572.81,38567.14,38561.48
0.02231.5Southern,12150,12150,12150,12150,12150,12150,14594.36,14592.82,14589.93,14991.44,14990.3,14989.17,17852.11,17848.5,17841.77,18779.24,18776.6,18773.96,21110.53,21104.87,21094.29,22567.3,22563.15,22559,24368.94,24361.22,24346.79,26355.35,26349.68,26344.02
0.03231.5Southern,12150,12150,12150,12150,12150,12150,15821.33,15819.79,15816.9,16417.37,16416.23,16415.1,20714.34,20710.73,20704,22106.02,22103.38,22100.74,25608.36,25602.7,25592.12,27795.06,27790.91,27786.76,30502.36,30494.64,30480.21,33484.08,33478.41,33472.75
0.04231.5Southern,12150,12150,12150,12150,12150,12150,17048.3,17046.76,17043.87,17843.3,17842.16,17841.03,23576.57,23572.96,23566.23,25432.8,25430.16,25427.52,30106.19,30100.53,30089.95,33022.82,33018.67,33014.52,36635.78,36628.06,36613.63,40612.81,40607.14,40601.48
0.02171.8Southern,12912,12912,12912,12912,12912,12912,15356.36,15354.82,15351.93,15753.44,15752.3,15751.17,18614.11,18610.5,18603.77,19541.24,19538.6,19535.96,21872.53,21866.87,21856.29,23329.3,23325.15,23321,25130.94,25123.22,25108.79,27117.35,27111.68,27106.02
0.03171.8Southern,12912,12912,12912,12912,12912,12912,16583.33,16581.79,16578.9,17179.37,17178.23,17177.1,21476.34,21472.73,21466,22868.02,22865.38,22862.74,26370.36,26364.7,26354.12,28557.06,28552.91,28548.76,31264.36,31256.64,31242.21,34246.08,34240.41,34234.75
0.04171.8Southern,12912,12912,12912,12912,12912,12912,17810.3,17808.76,17805.87,18605.3,18604.16,18603.03,24338.57,24334.96,24328.23,26194.8,26192.16,26189.52,30868.19,30862.53,30851.95,33784.82,33780.67,33776.52,37397.78,37390.06,37375.63,41374.81,41369.14,41363.48
0.02201.8Southern,16176,16176,16176,16176,16176,16176,18620.36,18618.82,18615.93,19017.44,19016.3,19015.17,21878.11,21874.5,21867.77,22805.24,22802.6,22799.96,25136.53,25130.87,25120.29,26593.3,26589.15,26585,28394.94,28387.22,28372.79,30381.35,30375.68,30370.02
0.03201.8Southern,16176,16176,16176,16176,16176,16176,19847.33,19845.79,19842.9,20443.37,20442.23,20441.1,24740.34,24736.73,24730,26132.02,26129.38,26126.74,29634.36,29628.7,29618.12,31821.06,31816.91,31812.76,34528.36,34520.64,34506.21,37510.08,37504.41,37498.75
0.04201.8Southern,16176,16176,16176,16176,16176,16176,21074.3,21072.76,21069.87,21869.3,21868.16,21867.03,27602.57,27598.96,27592.23,29458.8,29456.16,29453.52,34132.19,34126.53,34115.95,37048.82,37044.67,37040.52,40661.78,40654.06,40639.63,44638.81,44633.14,44627.48
0.02231.8Southern,19440,19440,19440,19440,19440,19440,21884.36,21882.82,21879.93,22281.44,22280.3,22279.17,25142.11,25138.5,25131.77,26069.24,26066.6,26063.96,28400.53,28394.87,28384.29,29857.3,29853.15,29849,31658.94,31651.22,31636.79,33645.35,33639.68,33634.02
0.03231.8Southern,19440,19440,19440,19440,19440,19440,23111.33,23109.79,23106.9,23707.37,23706.23,23705.1,28004.34,28000.73,27994,29396.02,29393.38,29390.74,32898.36,32892.7,32882.12,35085.06,35080.91,35076.76,37792.36,37784.64,37770.21,40774.08,40768.41,40762.75
0.04231.8Southern,19440,19440,19440,19440,19440,19440,24338.3,24336.76,24333.87,25133.3,25132.16,25131.03,30866.57,30862.96,30856.23,32722.8,32720.16,32717.52,37396.19,37390.53,37379.95,40312.82,40308.67,40304.52,43925.78,43918.06,43903.63,47902.81,47897.14,47891.48
0.02172.0Southern,16140,16140,16140,16140,16140,16140,18584.36,18582.82,18579.93,18981.44,18980.3,18979.17,21842.11,21838.5,21831.77,22769.24,22766.6,22763.96,25100.53,25094.87,25084.29,26557.3,26553.15,26549,28358.94,28351.22,28336.79,30345.35,30339.68,30334.02
0.03172.0Southern,16140,16140,16140,16140,16140,16140,19811.33,19809.79,19806.9,20407.37,20406.23,20405.1,24704.34,24700.73,24694,26096.02,26093.38,26090.74,29598.36,29592.7,29582.12,31785.06,31780.91,31776.76,34492.36,34484.64,34470.21,37474.08,37468.41,37462.75
0.04172.0Southern,16140,16140,16140,16140,16140,16140,21038.3,21036.76,21033.87,21833.3,21832.16,21831.03,27566.57,27562.96,27556.23,29422.8,29420.16,29417.52,34096.19,34090.53,34079.95,37012.82,37008.67,37004.52,40625.78,40618.06,40603.63,44602.81,44597.14,44591.48
0.02202.0Southern,20220,20220,20220,20220,20220,20220,22664.36,22662.82,22659.93,23061.44,23060.3,23059.17,25922.11,25918.5,25911.77,26849.24,26846.6,26843.96,29180.53,29174.87,29164.29,30637.3,30633.15,30629,32438.94,32431.22,32416.79,34425.35,34419.68,34414.02
0.03202.0Southern,20220,20220,20220,20220,20220,20220,23891.33,23889.79,23886.9,24487.37,24486.23,24485.1,28784.34,28780.73,28774,30176.02,30173.38,30170.74,33678.36,33672.7,33662.12,35865.06,35860.91,35856.76,38572.36,38564.64,38550.21,41554.08,41548.41,41542.75
0.04202.0Southern,20220,20220,20220,20220,20220,20220,25118.3,25116.76,25113.87,25913.3,25912.16,25911.03,31646.57,31642.96,31636.23,33502.8,33500.16,33497.52,38176.19,38170.53,38159.95,41092.82,41088.67,41084.52,44705.78,44698.06,44683.63,48682.81,48677.14,48671.48
0.02232.0Southern,24300,24300,24300,24300,24300,24300,26744.36,26742.82,26739.93,27141.44,27140.3,27139.17,30002.11,29998.5,29991.77,30929.24,30926.6,30923.96,33260.53,33254.87,33244.29,34717.3,34713.15,34709,36518.94,36511.22,36496.79,38505.35,38499.68,38494.02
