,0.00Fixed4.6,0.00Fixed6.4,0.00Fixed8.2,0.00Tracking4.6,0.00Tracking6.4,0.00Tracking8.2,0.25Fixed4.6,0.25Fixed6.4,0.25Fixed8.2,0.25Tracking4.6,0.25Tracking6.4,0.25Tracking8.2,0.50Fixed4.6,0.50Fixed6.4,0.50Fixed8.2,0.50Tracking4.6,0.50Tracking6.4,0.50Tracking8.2,0.75Fixed4.6,0.75Fixed6.4,0.75Fixed8.2,0.75Tracking4.6,0.75Tracking6.4,0.75Tracking8.2,1.00Fixed4.6,1.00Fixed6.4,1.00Fixed8.2,1.00Tracking4.6,1.00Tracking6.4,1.00Tracking8.2
0.04171.8Central,12912,12912,12912,12912,12912,12912,17662.02,17660.48,17657.59,18406.58,18405.44,18404.31,23992.89,23989.28,23982.55,25731.2,25728.56,25725.92,30324.99,30319.33,30308.75,33056.26,33052.11,33047.96,36657.06,36649.34,36634.91,40381.37,40375.7,40370.04
0.02201.8Central,16176,16176,16176,16176,16176,16176,18546.22,18544.68,18541.79,18918.08,18916.94,18915.81,21705.27,21701.66,21694.93,22573.44,22570.8,22568.16,24864.93,24859.27,24848.69,26229.02,26224.87,26220.72,28024.58,28016.86,28002.43,29884.63,29878.96,29873.3
0.03201.8Central,16176,16176,16176,16176,16176,16176,19736.12,19734.58,19731.69,20294.33,20293.19,20292.06,24481.08,24477.47,24470.74,25784.32,25781.68,25779.04,29226.96,29221.3,29210.72,31274.64,31270.49,31266.34,33972.82,33965.1,33950.67,36765,36759.33,36753.67
0.04201.8Central,16176,16176,16176,16176,16176,16176,20926.02,20924.48,20921.59,21670.58,21669.44,21668.31,27256.89,27253.28,27246.55,28995.2,28992.56,28989.92,33588.99,33583.33,33572.75,36320.26,36316.11,36311.96,39921.06,39913.34,39898.91,43645.37,43639.7,43634.04
0.02231.8Central,19440,19440,19440,19440,19440,19440,21810.22,21808.68,21805.79,22182.08,22180.94,22179.81,24969.27,24965.66,24958.93,25837.44,25834.8,25832.16,28128.93,28123.27,28112.69,29493.02,29488.87,29484.72,31288.58,31280.86,31266.43,33148.63,33142.96,33137.3
0.03231.8Central,19440,19440,19440,19440,19440,19440,23000.12,22998.58,22995.69,23558.33,23557.19,23556.06,27745.08,27741.47,27734.74,29048.32,29045.68,29043.04,32490.96,32485.3,32474.72,34538.64,34534.49,34530.34,37236.82,37229.1,37214.67,40029,40023.33,40017.67
0.04231.8Central,19440,19440,19440,19440,19440,19440,24190.02,24188.48,24185.59,24934.58,24933.44,24932.31,30520.89,30517.28,30510.55,32259.2,32256.56,32253.92,36852.99,36847.33,36836.75,39584.26,39580.11,39575.96,43185.06,43177.34,43162.91,46909.37,46903.7,46898.04
0.02172.0Central,16140,16140,16140,16140,16140,16140,18510.22,18508.68,18505.79,18882.08,18880.94,18879.81,21669.27,21665.66,21658.93,22537.44,22534.8,22532.16,24828.93,24823.27,24812.69,26193.02,26188.87,26184.72,27988.58,27980.86,27966.43,29848.63,29842.96,29837.3
0.03172.0Central,16140,16140,16140,16140,16140,16140,19700.12,19698.58,19695.69,20258.33,20257.19,20256.06,24445.08,24441.47,24434.74,25748.32,25745.68,25743.04,29190.96,29185.3,29174.72,31238.64,31234.49,31230.34,33936.82,33929.1,33914.67,36729,36723.33,36717.67
0.04172.0Central,16140,16140,16140,16140,16140,16140,20890.02,20888.48,20885.59,21634.58,21633.44,21632.31,27220.89,27217.28,27210.55,28959.2,28956.56,28953.92,33552.99,33547.33,33536.75,36284.26,36280.11,36275.96,39885.06,39877.34,39862.91,43609.37,43603.7,43598.04
0.02202.0Central,20220,20220,20220,20220,20220,20220,22590.22,22588.68,22585.79,22962.08,22960.94,22959.81,25749.27,25745.66,25738.93,26617.44,26614.8,26612.16,28908.93,28903.27,28892.69,30273.02,30268.87,30264.72,32068.58,32060.86,32046.43,33928.63,33922.96,33917.3
0.03202.0Central,20220,20220,20220,20220,20220,20220,23780.12,23778.58,23775.69,24338.33,24337.19,24336.06,28525.08,28521.47,28514.74,29828.32,29825.68,29823.04,33270.96,33265.3,33254.72,35318.64,35314.49,35310.34,38016.82,38009.1,37994.67,40809,40803.33,40797.67
0.04202.0Central,20220,20220,20220,20220,20220,20220,24970.02,24968.48,24965.59,25714.58,25713.44,25712.31,31300.89,31297.28,31290.55,33039.2,33036.56,33033.92,37632.99,37627.33,37616.75,40364.26,40360.11,40355.96,43965.06,43957.34,43942.91,47689.37,47683.7,47678.04
0.02232.0Central,24300,24300,24300,24300,24300,24300,26670.22,26668.68,26665.79,27042.08,27040.94,27039.81,29829.27,29825.66,29818.93,30697.44,30694.8,30692.16,32988.93,32983.27,32972.69,34353.02,34348.87,34344.72,36148.58,36140.86,36126.43,38008.63,38002.96,37997.3
0.03232.0Central,24300,24300,24300,24300,24300,24300,27860.12,27858.58,27855.69,28418.33,28417.19,28416.06,32605.08,32601.47,32594.74,33908.32,33905.68,33903.04,37350.96,37345.3,37334.72,39398.64,39394.49,39390.34,42096.82,42089.1,42074.67,44889,44883.33,44877.67
0.04232.0Central,24300,24300,24300,24300,24300,24300,29050.02,29048.48,29045.59,29794.58,29793.44,29792.31,35380.89,35377.28,35370.55,37119.2,37116.56,37113.92,41712.99,41707.33,41696.75,44444.26,44440.11,44435.96,48045.06,48037.34,48022.91,51769.37,51763.7,51758.04
0.02170.1Black Belt,-14526,-14526,-14526,-14526,-14526,-14526,-12101.34,-12102.88,-12105.77,-11722.48,-11723.62,-11724.75,-8870.01,-8873.62,-8880.35,-7985.24,-7987.88,-7990.52,-5637.93,-5643.59,-5654.17,-4247.74,-4251.89,-4256.04,-2405.86,-2413.58,-2428.01,-510.25,-515.92,-521.58
0.03170.1Black Belt,-14526,-14526,-14526,-14526,-14526,-14526,-10884.22,-10885.76,-10888.65,-10315.51,-10316.65,-10317.78,-6030.84,-6034.45,-6041.18,-4702.7,-4705.34,-4707.98,-1176.33,-1181.99,-1192.57,910.5,906.35,902.2,3678.16,3670.44,3656.01,6523.68,6518.01,6512.35
0.04170.1Black Belt,-14526,-14526,-14526,-14526,-14526,-14526,-9667.1,-9668.64,-9671.53,-8908.54,-8909.68,-8910.81,-3191.67,-3195.28,-3202.01,-1420.16,-1422.8,-1425.44,3285.27,3279.61,3269.03,6068.74,6064.59,6060.44,9762.18,9754.46,9740.03,13557.61,13551.94,13546.28
0.02200.1Black Belt,-18198,-18198,-18198,-18198,-18198,-18198,-15773.34,-15774.88,-15777.77,-15394.48,-15395.62,-15396.75,-12542.01,-12545.62,-12552.35,-11657.24,-11659.88,-11662.52,-9309.93,-9315.59,-9326.17,-7919.74,-7923.89,-7928.04,-6077.86,-6085.58,-6100.01,-4182.25,-4187.92,-4193.58
0.03200.1Black Belt,-18198,-18198,-18198,-18198,-18198,-18198,-14556.22,-14557.76,-14560.65,-13987.51,-13988.65,-13989.78,-9702.84,-9706.45,-9713.18,-8374.7,-8377.34,-8379.98,-4848.33,-4853.99,-4864.57,-2761.5,-2765.65,-2769.8,6.16,-1.56,-15.99,2851.68,2846.01,2840.35
0.04200.1Black Belt,-18198,-18198,-18198,-18198,-18198,-18198,-13339.1,-13340.64,-13343.53,-12580.54,-12581.68,-12582.81,-6863.67,-6867.28,-6874.01,-5092.16,-5094.8,-5097.44,-386.73,-392.39,-402.97,2396.74,2392.59,2388.44,6090.18,6082.46,6068.03,9885.61,9879.94,9874.28
0.02230.1Black Belt,-21870,-21870,-21870,-21870,-21870,-21870,-19445.34,-19446.88,-19449.77,-19066.48,-19067.62,-19068.75,-16214.01,-16217.62,-16224.35,-15329.24,-15331.88,-15334.52,-12981.93,-12987.59,-12998.17,-11591.74,-11595.89,-11600.04,-9749.86,-9757.58,-9772.01,-7854.25,-7859.92,-7865.58
0.03230.1Black Belt,-21870,-21870,-21870,-21870,-21870,-21870,-18228.22,-18229.76,-18232.65,-17659.51,-17660.65,-17661.78,-13374.84,-13378.45,-13385.18,-12046.7,-12049.34,-12051.98,-8520.33,-8525.99,-8536.57,-6433.5,-6437.65,-6441.8,-3665.84,-3673.56,-3687.99,-820.32,-825.99,-831.65
0.04230.1Black Belt,-21870,-21870,-21870,-21870,-21870,-21870,-17011.1,-17012.64,-17015.53,-16252.54,-16253.68,-16254.81,-10535.67,-10539.28,-10546.01,-8764.16,-8766.8,-8769.44,-4058.73,-4064.39,-4074.97,-1275.26,-1279.41,-1283.56,2418.18,2410.46,2396.03,6213.61,6207.94,6202.28
0.02170.3Black Belt,-11298,-11298,-11298,-11298,-11298,-11298,-8873.34,-8874.88,-8877.77,-8494.48,-8495.62,-8496.75,-5642.01,-5645.62,-5652.35,-4757.24,-4759.88,-4762.52,-2409.93,-2415.59,-2426.17,-1019.74,-1023.89,-1028.04,822.14,814.42,799.99,2717.75,2712.08,2706.42
0.03170.3Black Belt,-11298,-11298,-11298,-11298,-11298,-11298,-7656.22,-7657.76,-7660.65,-7087.51,-7088.65,-7089.78,-2802.84,-2806.45,-2813.18,-1474.7,-1477.34,-1479.98,2051.67,2046.01,2035.43,4138.5,4134.35,4130.2,6906.16,6898.44,6884.01,9751.68,9746.01,9740.35
0.04170.3Black Belt,-11298,-11298,-11298,-11298,-11298,-11298,-6439.1,-6440.64,-6443.53,-5680.54,-5681.68,-5682.81,36.33,32.72,25.99,1807.84,1805.2,1802.56,6513.27,6507.61,6497.03,9296.74,9292.59,9288.44,12990.18,12982.46,12968.03,16785.61,16779.94,16774.28
0.02200.3Black Belt,-14154,-14154,-14154,-14154,-14154,-14154,-11729.34,-11730.88,-11733.77,-11350.48,-11351.62,-11352.75,-8498.01,-8501.62,-8508.35,-7613.24,-7615.88,-7618.52,-5265.93,-5271.59,-5282.17,-3875.74,-3879.89,-3884.04,-2033.86,-2041.58,-2056.01,-138.25,-143.92,-149.58
0.03200.3Black Belt,-14154,-14154,-14154,-14154,-14154,-14154,-10512.22,-10513.76,-10516.65,-9943.51,-9944.65,-9945.78,-5658.84,-5662.45,-5669.18,-4330.7,-4333.34,-4335.98,-804.33,-809.99,-820.57,1282.5,1278.35,1274.2,4050.16,4042.44,4028.01,6895.68,6890.01,6884.35
0.04200.3Black Belt,-14154,-14154,-14154,-14154,-14154,-14154,-9295.1,-9296.64,-9299.53,-8536.54,-8537.68,-8538.81,-2819.67,-2823.28,-2830.01,-1048.16,-1050.8,-1053.44,3657.27,3651.61,3641.03,6440.74,6436.59,6432.44,10134.18,10126.46,10112.03,13929.61,13923.94,13918.28
0.02230.3Black Belt,-17010,-17010,-17010,-17010,-17010,-17010,-14585.34,-14586.88,-14589.77,-14206.48,-14207.62,-14208.75,-11354.01,-11357.62,-11364.35,-10469.24,-10471.88,-10474.52,-8121.93,-8127.59,-8138.17,-6731.74,-6735.89,-6740.04,-4889.86,-4897.58,-4912.01,-2994.25,-2999.92,-3005.58
0.03230.3Black Belt,-17010,-17010,-17010,-17010,-17010,-17010,-13368.22,-13369.76,-13372.65,-12799.51,-12800.65,-12801.78,-8514.84,-8518.45,-8525.18,-7186.7,-7189.34,-7191.98,-3660.33,-3665.99,-3676.57,-1573.5,-1577.65,-1581.8,1194.16,1186.44,1172.01,4039.68,4034.01,4028.35
0.04230.3Black Belt,-17010,-17010,-17010,-17010,-17010,-17010,-12151.1,-12152.64,-12155.53,-11392.54,-11393.68,-11394.81,-5675.67,-5679.28,-5686.01,-3904.16,-3906.8,-3909.44,801.27,795.61,785.03,3584.74,3580.59,3576.44,7278.18,7270.46,7256.03,11073.61,11067.94,11062.28
0.02170.5Black Belt,-8070,-8070,-8070,-8070,-8070,-8070,-5645.34,-5646.88,-5649.77,-5266.48,-5267.62,-5268.75,-2414.01,-2417.62,-2424.35,-1529.24,-1531.88,-1534.52,818.07,812.41,801.83,2208.26,2204.11,2199.96,4050.14,4042.42,4027.99,5945.75,5940.08,5934.42
0.03170.5Black Belt,-8070,-8070,-8070,-8070,-8070,-8070,-4428.22,-4429.76,-4432.65,-3859.51,-3860.65,-3861.78,425.16,421.55,414.82,1753.3,1750.66,1748.02,5279.67,5274.01,5263.43,7366.5,7362.35,7358.2,10134.16,10126.44,10112.01,12979.68,12974.01,12968.35
0.04170.5Black Belt,-8070,-8070,-8070,-8070,-8070,-8070,-3211.1,-3212.64,-3215.53,-2452.54,-2453.68,-2454.81,3264.33,3260.72,3253.99,5035.84,5033.2,5030.56,9741.27,9735.61,9725.03,12524.74,12520.59,12516.44,16218.18,16210.46,16196.03,20013.61,20007.94,20002.28
0.02200.5Black Belt,-10110,-10110,-10110,-10110,-10110,-10110,-7685.34,-7686.88,-7689.77,-7306.48,-7307.62,-7308.75,-4454.01,-4457.62,-4464.35,-3569.24,-3571.88,-3574.52,-1221.93,-1227.59,-1238.17,168.26,164.11,159.96,2010.14,2002.42,1987.99,3905.75,3900.08,3894.42
0.03200.5Black Belt,-10110,-10110,-10110,-10110,-10110,-10110,-6468.22,-6469.76,-6472.65,-5899.51,-5900.65,-5901.78,-1614.84,-1618.45,-1625.18,-286.7,-289.34,-291.98,3239.67,3234.01,3223.43,5326.5,5322.35,5318.2,8094.16,8086.44,8072.01,10939.68,10934.01,10928.35
0.04200.5Black Belt,-10110,-10110,-10110,-10110,-10110,-10110,-5251.1,-5252.64,-5255.53,-4492.54,-4493.68,-4494.81,1224.33,1220.72,1213.99,2995.84,2993.2,2990.56,7701.27,7695.61,7685.03,10484.74,10480.59,10476.44,14178.18,14170.46,14156.03,17973.61,17967.94,17962.28
0.02230.5Black Belt,-12150,-12150,-12150,-12150,-12150,-12150,-9725.34,-9726.88,-9729.77,-9346.48,-9347.62,-9348.75,-6494.01,-6497.62,-6504.35,-5609.24,-5611.88,-5614.52,-3261.93,-3267.59,-3278.17,-1871.74,-1875.89,-1880.04,-29.86,-37.58,-52.01,1865.75,1860.08,1854.42
0.03230.5Black Belt,-12150,-12150,-12150,-12150,-12150,-12150,-8508.22,-8509.76,-8512.65,-7939.51,-7940.65,-7941.78,-3654.84,-3658.45,-3665.18,-2326.7,-2329.34,-2331.98,1199.67,1194.01,1183.43,3286.5,3282.35,3278.2,6054.16,6046.44,6032.01,8899.68,8894.01,8888.35
0.04230.5Black Belt,-12150,-12150,-12150,-12150,-12150,-12150,-7291.1,-7292.64,-7295.53,-6532.54,-6533.68,-6534.81,-815.67,-819.28,-826.01,955.84,953.2,950.56,5661.27,5655.61,5645.03,8444.74,8440.59,8436.44,12138.18,12130.46,12116.03,15933.61,15927.94,15922.28
0.02170.7Black Belt,-4842,-4842,-4842,-4842,-4842,-4842,-2417.34,-2418.88,-2421.77,-2038.48,-2039.62,-2040.75,813.99,810.38,803.65,1698.76,1696.12,1693.48,4046.07,4040.41,4029.83,5436.26,5432.11,5427.96,7278.14,7270.42,7255.99,9173.75,9168.08,9162.42
0.03170.7Black Belt,-4842,-4842,-4842,-4842,-4842,-4842,-1200.22,-1201.76,-1204.65,-631.51,-632.65,-633.78,3653.16,3649.55,3642.82,4981.3,4978.66,4976.02,8507.67,8502.01,8491.43,10594.5,10590.35,10586.2,13362.16,13354.44,13340.01,16207.68,16202.01,16196.35
0.04170.7Black Belt,-4842,-4842,-4842,-4842,-4842,-4842,16.9,15.36,12.47,775.46,774.32,773.19,6492.33,6488.72,6481.99,8263.84,8261.2,8258.56,12969.27,12963.61,12953.03,15752.74,15748.59,15744.44,19446.18,19438.46,19424.03,23241.61,23235.94,23230.28
0.02200.7Black Belt,-6066,-6066,-6066,-6066,-6066,-6066,-3641.34,-3642.88,-3645.77,-3262.48,-3263.62,-3264.75,-410.01,-413.62,-420.35,474.76,472.12,469.48,2822.07,2816.41,2805.83,4212.26,4208.11,4203.96,6054.14,6046.42,6031.99,7949.75,7944.08,7938.42
0.03200.7Black Belt,-6066,-6066,-6066,-6066,-6066,-6066,-2424.22,-2425.76,-2428.65,-1855.51,-1856.65,-1857.78,2429.16,2425.55,2418.82,3757.3,3754.66,3752.02,7283.67,7278.01,7267.43,9370.5,9366.35,9362.2,12138.16,12130.44,12116.01,14983.68,14978.01,14972.35
0.04200.7Black Belt,-6066,-6066,-6066,-6066,-6066,-6066,-1207.1,-1208.64,-1211.53,-448.54,-449.68,-450.81,5268.33,5264.72,5257.99,7039.84,7037.2,7034.56,11745.27,11739.61,11729.03,14528.74,14524.59,14520.44,18222.18,18214.46,18200.03,22017.61,22011.94,22006.28
0.02230.7Black Belt,-7290,-7290,-7290,-7290,-7290,-7290,-4865.34,-4866.88,-4869.77,-4486.48,-4487.62,-4488.75,-1634.01,-1637.62,-1644.35,-749.24,-751.88,-754.52,1598.07,1592.41,1581.83,2988.26,2984.11,2979.96,4830.14,4822.42,4807.99,6725.75,6720.08,6714.42
0.03230.7Black Belt,-7290,-7290,-7290,-7290,-7290,-7290,-3648.22,-3649.76,-3652.65,-3079.51,-3080.65,-3081.78,1205.16,1201.55,1194.82,2533.3,2530.66,2528.02,6059.67,6054.01,6043.43,8146.5,8142.35,8138.2,10914.16,10906.44,10892.01,13759.68,13754.01,13748.35
0.04230.7Black Belt,-7290,-7290,-7290,-7290,-7290,-7290,-2431.1,-2432.64,-2435.53,-1672.54,-1673.68,-1674.81,4044.33,4040.72,4033.99,5815.84,5813.2,5810.56,10521.27,10515.61,10505.03,13304.74,13300.59,13296.44,16998.18,16990.46,16976.03,20793.61,20787.94,20782.28
0.02171.0Black Belt,0,0,0,0,0,0,2424.66,2423.12,2420.23,2803.52,2802.38,2801.25,5655.99,5652.38,5645.65,6540.76,6538.12,6535.48,8888.07,8882.41,8871.83,10278.26,10274.11,10269.96,12120.14,12112.42,12097.99,14015.75,14010.08,14004.42
0.03171.0Black Belt,0,0,0,0,0,0,3641.78,3640.24,3637.35,4210.49,4209.35,4208.22,8495.16,8491.55,8484.82,9823.3,9820.66,9818.02,13349.67,13344.01,13333.43,15436.5,15432.35,15428.2,18204.16,18196.44,18182.01,21049.68,21044.01,21038.35
0.04171.0Black Belt,0,0,0,0,0,0,4858.9,4857.36,4854.47,5617.46,5616.32,5615.19,11334.33,11330.72,11323.99,13105.84,13103.2,13100.56,17811.27,17805.61,17795.03,20594.74,20590.59,20586.44,24288.18,24280.46,24266.03,28083.61,28077.94,28072.28
0.02201.0Black Belt,0,0,0,0,0,0,2424.66,2423.12,2420.23,2803.52,2802.38,2801.25,5655.99,5652.38,5645.65,6540.76,6538.12,6535.48,8888.07,8882.41,8871.83,10278.26,10274.11,10269.96,12120.14,12112.42,12097.99,14015.75,14010.08,14004.42
0.03201.0Black Belt,0,0,0,0,0,0,3641.78,3640.24,3637.35,4210.49,4209.35,4208.22,8495.16,8491.55,8484.82,9823.3,9820.66,9818.02,13349.67,13344.01,13333.43,15436.5,15432.35,15428.2,18204.16,18196.44,18182.01,21049.68,21044.01,21038.35
0.04201.0Black Belt,0,0,0,0,0,0,4858.9,4857.36,4854.47,5617.46,5616.32,5615.19,11334.33,11330.72,11323.99,13105.84,13103.2,13100.56,17811.27,17805.61,17795.03,20594.74,20590.59,20586.44,24288.18,24280.46,24266.03,28083.61,28077.94,28072.28
0.02231.0Black Belt,0,0,0,0,0,0,2424.66,2423.12,2420.23,2803.52,2802.38,2801.25,5655.99,5652.38,5645.65,6540.76,6538.12,6535.48,8888.07,8882.41,8871.83,10278.26,10274.11,10269.96,12120.14,12112.42,12097.99,14015.75,14010.08,14004.42
0.03231.0Black Belt,0,0,0,0,0,0,3641.78,3640.24,3637.35,4210.49,4209.35,4208.22,8495.16,8491.55,8484.82,9823.3,9820.66,9818.02,13349.67,13344.01,13333.43,15436.5,15432.35,15428.2,18204.16,18196.44,18182.01,21049.68,21044.01,21038.35
0.04231.0Black Belt,0,0,0,0,0,0,4858.9,4857.36,4854.47,5617.46,5616.32,5615.19,11334.33,11330.72,11323.99,13105.84,13103.2,13100.56,17811.27,17805.61,17795.03,20594.74,20590.59,20586.44,24288.18,24280.46,24266.03,28083.61,28077.94,28072.28
0.02171.2Black Belt,3228,3228,3228,3228,3228,3228,5652.66,5651.12,5648.23,6031.52,6030.38,6029.25,8883.99,8880.38,8873.65,9768.76,9766.12,9763.48,12116.07,12110.41,12099.83,13506.26,13502.11,13497.96,15348.14,15340.42,15325.99,17243.75,17238.08,17232.42
0.03171.2Black Belt,3228,3228,3228,3228,3228,3228,6869.78,6868.24,6865.35,7438.49,7437.35,7436.22,11723.16,11719.55,11712.82,13051.3,13048.66,13046.02,16577.67,16572.01,16561.43,18664.5,18660.35,18656.2,21432.16,21424.44,21410.01,24277.68,24272.01,24266.35
0.04171.2Black Belt,3228,3228,3228,3228,3228,3228,8086.9,8085.36,8082.47,8845.46,8844.32,8843.19,14562.33,14558.72,14551.99,16333.84,16331.2,16328.56,21039.27,21033.61,21023.03,23822.74,23818.59,23814.44,27516.18,27508.46,27494.03,31311.61,31305.94,31300.28
0.02201.2Black Belt,4044,4044,4044,4044,4044,4044,6468.66,6467.12,6464.23,6847.52,6846.38,6845.25,9699.99,9696.38,9689.65,10584.76,10582.12,10579.48,12932.07,12926.41,12915.83,14322.26,14318.11,14313.96,16164.14,16156.42,16141.99,18059.75,18054.08,18048.42
0.03201.2Black Belt,4044,4044,4044,4044,4044,4044,7685.78,7684.24,7681.35,8254.49,8253.35,8252.22,12539.16,12535.55,12528.82,13867.3,13864.66,13862.02,17393.67,17388.01,17377.43,19480.5,19476.35,19472.2,22248.16,22240.44,22226.01,25093.68,25088.01,25082.35
0.04201.2Black Belt,4044,4044,4044,4044,4044,4044,8902.9,8901.36,8898.47,9661.46,9660.32,9659.19,15378.33,15374.72,15367.99,17149.84,17147.2,17144.56,21855.27,21849.61,21839.03,24638.74,24634.59,24630.44,28332.18,28324.46,28310.03,32127.61,32121.94,32116.28
0.02231.2Black Belt,4860,4860,4860,4860,4860,4860,7284.66,7283.12,7280.23,7663.52,7662.38,7661.25,10515.99,10512.38,10505.65,11400.76,11398.12,11395.48,13748.07,13742.41,13731.83,15138.26,15134.11,15129.96,16980.14,16972.42,16957.99,18875.75,18870.08,18864.42
0.03231.2Black Belt,4860,4860,4860,4860,4860,4860,8501.78,8500.24,8497.35,9070.49,9069.35,9068.22,13355.16,13351.55,13344.82,14683.3,14680.66,14678.02,18209.67,18204.01,18193.43,20296.5,20292.35,20288.2,23064.16,23056.44,23042.01,25909.68,25904.01,25898.35
0.04231.2Black Belt,4860,4860,4860,4860,4860,4860,9718.9,9717.36,9714.47,10477.46,10476.32,10475.19,16194.33,16190.72,16183.99,17965.84,17963.2,17960.56,22671.27,22665.61,22655.03,25454.74,25450.59,25446.44,29148.18,29140.46,29126.03,32943.61,32937.94,32932.28
0.02171.5Black Belt,8070,8070,8070,8070,8070,8070,10494.66,10493.12,10490.23,10873.52,10872.38,10871.25,13725.99,13722.38,13715.65,14610.76,14608.12,14605.48,16958.07,16952.41,16941.83,18348.26,18344.11,18339.96,20190.14,20182.42,20167.99,22085.75,22080.08,22074.42
0.03171.5Black Belt,8070,8070,8070,8070,8070,8070,11711.78,11710.24,11707.35,12280.49,12279.35,12278.22,16565.16,16561.55,16554.82,17893.3,17890.66,17888.02,21419.67,21414.01,21403.43,23506.5,23502.35,23498.2,26274.16,26266.44,26252.01,29119.68,29114.01,29108.35
0.04171.5Black Belt,8070,8070,8070,8070,8070,8070,12928.9,12927.36,12924.47,13687.46,13686.32,13685.19,19404.33,19400.72,19393.99,21175.84,21173.2,21170.56,25881.27,25875.61,25865.03,28664.74,28660.59,28656.44,32358.18,32350.46,32336.03,36153.61,36147.94,36142.28
0.02201.5Black Belt,10110,10110,10110,10110,10110,10110,12534.66,12533.12,12530.23,12913.52,12912.38,12911.25,15765.99,15762.38,15755.65,16650.76,16648.12,16645.48,18998.07,18992.41,18981.83,20388.26,20384.11,20379.96,22230.14,22222.42,22207.99,24125.75,24120.08,24114.42
0.03201.5Black Belt,10110,10110,10110,10110,10110,10110,13751.78,13750.24,13747.35,14320.49,14319.35,14318.22,18605.16,18601.55,18594.82,19933.3,19930.66,19928.02,23459.67,23454.01,23443.43,25546.5,25542.35,25538.2,28314.16,28306.44,28292.01,31159.68,31154.01,31148.35
0.04201.5Black Belt,10110,10110,10110,10110,10110,10110,14968.9,14967.36,14964.47,15727.46,15726.32,15725.19,21444.33,21440.72,21433.99,23215.84,23213.2,23210.56,27921.27,27915.61,27905.03,30704.74,30700.59,30696.44,34398.18,34390.46,34376.03,38193.61,38187.94,38182.28
0.02231.5Black Belt,12150,12150,12150,12150,12150,12150,14574.66,14573.12,14570.23,14953.52,14952.38,14951.25,17805.99,17802.38,17795.65,18690.76,18688.12,18685.48,21038.07,21032.41,21021.83,22428.26,22424.11,22419.96,24270.14,24262.42,24247.99,26165.75,26160.08,26154.42
0.03231.5Black Belt,12150,12150,12150,12150,12150,12150,15791.78,15790.24,15787.35,16360.49,16359.35,16358.22,20645.16,20641.55,20634.82,21973.3,21970.66,21968.02,25499.67,25494.01,25483.43,27586.5,27582.35,27578.2,30354.16,30346.44,30332.01,33199.68,33194.01,33188.35
0.04231.5Black Belt,12150,12150,12150,12150,12150,12150,17008.9,17007.36,17004.47,17767.46,17766.32,17765.19,23484.33,23480.72,23473.99,25255.84,25253.2,25250.56,29961.27,29955.61,29945.03,32744.74,32740.59,32736.44,36438.18,36430.46,36416.03,40233.61,40227.94,40222.28
0.02171.8Black Belt,12912,12912,12912,12912,12912,12912,15336.66,15335.12,15332.23,15715.52,15714.38,15713.25,18567.99,18564.38,18557.65,19452.76,19450.12,19447.48,21800.07,21794.41,21783.83,23190.26,23186.11,23181.96,25032.14,25024.42,25009.99,26927.75,26922.08,26916.42
0.03171.8Black Belt,12912,12912,12912,12912,12912,12912,16553.78,16552.24,16549.35,17122.49,17121.35,17120.22,21407.16,21403.55,21396.82,22735.3,22732.66,22730.02,26261.67,26256.01,26245.43,28348.5,28344.35,28340.2,31116.16,31108.44,31094.01,33961.68,33956.01,33950.35
0.04171.8Black Belt,12912,12912,12912,12912,12912,12912,17770.9,17769.36,17766.47,18529.46,18528.32,18527.19,24246.33,24242.72,24235.99,26017.84,26015.2,26012.56,30723.27,30717.61,30707.03,33506.74,33502.59,33498.44,37200.18,37192.46,37178.03,40995.61,40989.94,40984.28
0.02201.8Black Belt,16176,16176,16176,16176,16176,16176,18600.66,18599.12,18596.23,18979.52,18978.38,18977.25,21831.99,21828.38,21821.65,22716.76,22714.12,22711.48,25064.07,25058.41,25047.83,26454.26,26450.11,26445.96,28296.14,28288.42,28273.99,30191.75,30186.08,30180.42
0.03201.8Black Belt,16176,16176,16176,16176,16176,16176,19817.78,19816.24,19813.35,20386.49,20385.35,20384.22,24671.16,24667.55,24660.82,25999.3,25996.66,25994.02,29525.67,29520.01,29509.43,31612.5,31608.35,31604.2,34380.16,34372.44,34358.01,37225.68,37220.01,37214.35
0.04201.8Black Belt,16176,16176,16176,16176,16176,16176,21034.9,21033.36,21030.47,21793.46,21792.32,21791.19,27510.33,27506.72,27499.99,29281.84,29279.2,29276.56,33987.27,33981.61,33971.03,36770.74,36766.59,36762.44,40464.18,40456.46,40442.03,44259.61,44253.94,44248.28
0.02231.8Black Belt,19440,19440,19440,19440,19440,19440,21864.66,21863.12,21860.23,22243.52,22242.38,22241.25,25095.99,25092.38,25085.65,25980.76,25978.12,25975.48,28328.07,28322.41,28311.83,29718.26,29714.11,29709.96,31560.14,31552.42,31537.99,33455.75,33450.08,33444.42
0.03231.8Black Belt,19440,19440,19440,19440,19440,19440,23081.78,23080.24,23077.35,23650.49,23649.35,23648.22,27935.16,27931.55,27924.82,29263.3,29260.66,29258.02,32789.67,32784.01,32773.43,34876.5,34872.35,34868.2,37644.16,37636.44,37622.01,40489.68,40484.01,40478.35
