"","0.00%_Fixed_4.6","0.00%_Fixed_6.4","0.00%_Fixed_8.2","0.00%_Tracking_4.6","0.00%_Tracking_6.4","0.00%_Tracking_8.2","0.25%_Fixed_4.6","0.25%_Fixed_6.4","0.25%_Fixed_8.2","0.25%_Tracking_4.6","0.25%_Tracking_6.4","0.25%_Tracking_8.2","0.50%_Fixed_4.6","0.50%_Fixed_6.4","0.50%_Fixed_8.2","0.50%_Tracking_4.6","0.50%_Tracking_6.4","0.50%_Tracking_8.2","0.75%_Fixed_4.6","0.75%_Fixed_6.4","0.75%_Fixed_8.2","0.75%_Tracking_4.6","0.75%_Tracking_6.4","0.75%_Tracking_8.2","1.00%_Fixed_4.6","1.00%_Fixed_6.4","1.00%_Fixed_8.2","1.00%_Tracking_4.6","1.00%_Tracking_6.4","1.00%_Tracking_8.2"
"0.02_17_2.0_Black Belt",21679.38,21679.38,21679.38,21679.38,21679.38,21679.38,24146.26,24144.72,24141.83,24532.49,24531.36,24530.22,27433.94,27430.34,27423.6,28335.83,28333.19,28330.55,30722.34,30716.68,30706.1,32139.43,32135.27,32131.12,34010.73,34003.01,33988.58,35943.01,35937.35,35931.68
"0.03_17_2.0_Black Belt",21679.38,21679.38,21679.38,21679.38,21679.38,21679.38,25384.49,25382.95,25380.06,25964.25,25963.12,25961.99,30322.39,30318.79,30312.06,31676.22,31673.58,31670.93,35261.39,35255.73,35245.15,37388.56,37384.4,37380.25,40200.35,40192.64,40178.21,43100.88,43095.22,43089.55
"0.04_17_2.0_Black Belt",21679.38,21679.38,21679.38,21679.38,21679.38,21679.38,26622.72,26621.18,26618.29,27396.02,27394.89,27393.75,33210.85,33207.25,33200.51,35016.6,35013.96,35011.32,39800.43,39794.77,39784.19,42637.69,42633.53,42629.38,46389.98,46382.26,46367.83,50258.75,50253.09,50247.42
"0.02_20_2.0_Black Belt",29839.38,29839.38,29839.38,29839.38,29839.38,29839.38,32306.26,32304.72,32301.83,32692.49,32691.36,32690.22,35593.94,35590.34,35583.6,36495.83,36493.19,36490.55,38882.34,38876.68,38866.1,40299.43,40295.27,40291.12,42170.73,42163.01,42148.58,44103.01,44097.35,44091.68
"0.03_20_2.0_Black Belt",29839.38,29839.38,29839.38,29839.38,29839.38,29839.38,33544.49,33542.95,33540.06,34124.25,34123.12,34121.99,38482.39,38478.79,38472.06,39836.22,39833.58,39830.93,43421.39,43415.73,43405.15,45548.56,45544.4,45540.25,48360.35,48352.64,48338.21,51260.88,51255.22,51249.55
"0.04_20_2.0_Black Belt",29839.38,29839.38,29839.38,29839.38,29839.38,29839.38,34782.72,34781.18,34778.29,35556.02,35554.89,35553.75,41370.85,41367.25,41360.51,43176.6,43173.96,43171.32,47960.43,47954.77,47944.19,50797.69,50793.53,50789.38,54549.98,54542.26,54527.83,58418.75,58413.09,58407.42
"0.02_23_2.0_Black Belt",37999.38,37999.38,37999.38,37999.38,37999.38,37999.38,40466.26,40464.72,40461.83,40852.49,40851.36,40850.22,43753.94,43750.34,43743.6,44655.83,44653.19,44650.55,47042.34,47036.68,47026.1,48459.43,48455.27,48451.12,50330.73,50323.01,50308.58,52263.01,52257.35,52251.68
"0.03_23_2.0_Black Belt",37999.38,37999.38,37999.38,37999.38,37999.38,37999.38,41704.49,41702.95,41700.06,42284.25,42283.12,42281.99,46642.39,46638.79,46632.06,47996.22,47993.58,47990.93,51581.39,51575.73,51565.15,53708.56,53704.4,53700.25,56520.35,56512.64,56498.21,59420.88,59415.22,59409.55
"0.04_23_2.0_Black Belt",37999.38,37999.38,37999.38,37999.38,37999.38,37999.38,42942.72,42941.18,42938.29,43716.02,43714.89,43713.75,49530.85,49527.25,49520.51,51336.6,51333.96,51331.32,56120.43,56114.77,56104.19,58957.69,58953.53,58949.38,62709.98,62702.26,62687.83,66578.75,66573.09,66567.42
"0.02_17_0.1_Southern",-8986.62,-8986.62,-8986.62,-8986.62,-8986.62,-8986.62,-6600.79,-6602.33,-6605.22,-6215.03,-6216.16,-6217.3,-3420.98,-3424.58,-3431.32,-2520.33,-2522.97,-2525.61,-240.54,-246.2,-256.78,1174.63,1170.47,1166.32,2939.89,2932.17,2917.74,4869.57,4863.91,4858.24
"0.03_17_0.1_Southern",-8986.62,-8986.62,-8986.62,-8986.62,-8986.62,-8986.62,-5403.08,-5404.63,-5407.51,-4824.03,-4825.16,-4826.29,-626.99,-630.59,-637.32,724.98,722.34,719.69,4150.07,4144.41,4133.83,6274.36,6270.2,6266.05,8927.09,8919.38,8904.95,11823.72,11818.06,11812.39
"0.04_17_0.1_Southern",-8986.62,-8986.62,-8986.62,-8986.62,-8986.62,-8986.62,-4205.38,-4206.92,-4209.81,-3433.02,-3434.15,-3435.29,2167.01,2163.41,2156.67,3970.28,3967.64,3965,8540.67,8535.01,8524.43,11374.09,11369.93,11365.78,14914.3,14906.58,14892.15,18777.87,18772.21,18766.54
"0.02_20_0.1_Southern",-8578.62,-8578.62,-8578.62,-8578.62,-8578.62,-8578.62,-6192.79,-6194.33,-6197.22,-5807.03,-5808.16,-5809.3,-3012.98,-3016.58,-3023.32,-2112.33,-2114.97,-2117.61,167.46,161.8,151.22,1582.63,1578.47,1574.32,3347.89,3340.17,3325.74,5277.57,5271.91,5266.24
"0.03_20_0.1_Southern",-8578.62,-8578.62,-8578.62,-8578.62,-8578.62,-8578.62,-4995.08,-4996.63,-4999.51,-4416.03,-4417.16,-4418.29,-218.99,-222.59,-229.32,1132.98,1130.34,1127.69,4558.07,4552.41,4541.83,6682.36,6678.2,6674.05,9335.09,9327.38,9312.95,12231.72,12226.06,12220.39
"0.04_20_0.1_Southern",-8578.62,-8578.62,-8578.62,-8578.62,-8578.62,-8578.62,-3797.38,-3798.92,-3801.81,-3025.02,-3026.15,-3027.29,2575.01,2571.41,2564.67,4378.28,4375.64,4373,8948.67,8943.01,8932.43,11782.09,11777.93,11773.78,15322.3,15314.58,15300.15,19185.87,19180.21,19174.54
"0.02_23_0.1_Southern",-8170.62,-8170.62,-8170.62,-8170.62,-8170.62,-8170.62,-5784.79,-5786.33,-5789.22,-5399.03,-5400.16,-5401.3,-2604.98,-2608.58,-2615.32,-1704.33,-1706.97,-1709.61,575.46,569.8,559.22,1990.63,1986.47,1982.32,3755.89,3748.17,3733.74,5685.57,5679.91,5674.24
"0.03_23_0.1_Southern",-8170.62,-8170.62,-8170.62,-8170.62,-8170.62,-8170.62,-4587.08,-4588.63,-4591.51,-4008.03,-4009.16,-4010.29,189.01,185.41,178.68,1540.98,1538.34,1535.69,4966.07,4960.41,4949.83,7090.36,7086.2,7082.05,9743.09,9735.38,9720.95,12639.72,12634.06,12628.39
"0.04_23_0.1_Southern",-8170.62,-8170.62,-8170.62,-8170.62,-8170.62,-8170.62,-3389.38,-3390.92,-3393.81,-2617.02,-2618.15,-2619.29,2983.01,2979.41,2972.67,4786.28,4783.64,4781,9356.67,9351.01,9340.43,12190.09,12185.93,12181.78,15730.3,15722.58,15708.15,19593.87,19588.21,19582.54
"0.02_17_0.3_Southern",-5758.62,-5758.62,-5758.62,-5758.62,-5758.62,-5758.62,-3372.79,-3374.33,-3377.22,-2987.03,-2988.16,-2989.3,-192.98,-196.58,-203.32,707.67,705.03,702.39,2987.46,2981.8,2971.22,4402.63,4398.47,4394.32,6167.89,6160.17,6145.74,8097.57,8091.91,8086.24
"0.03_17_0.3_Southern",-5758.62,-5758.62,-5758.62,-5758.62,-5758.62,-5758.62,-2175.08,-2176.63,-2179.51,-1596.03,-1597.16,-1598.29,2601.01,2597.41,2590.68,3952.98,3950.34,3947.69,7378.07,7372.41,7361.83,9502.36,9498.2,9494.05,12155.09,12147.38,12132.95,15051.72,15046.06,15040.39
"0.04_17_0.3_Southern",-5758.62,-5758.62,-5758.62,-5758.62,-5758.62,-5758.62,-977.38,-978.92,-981.81,-205.02,-206.15,-207.29,5395.01,5391.41,5384.67,7198.28,7195.64,7193,11768.67,11763.01,11752.43,14602.09,14597.93,14593.78,18142.3,18134.58,18120.15,22005.87,22000.21,21994.54
"0.02_20_0.3_Southern",-4534.62,-4534.62,-4534.62,-4534.62,-4534.62,-4534.62,-2148.79,-2150.33,-2153.22,-1763.03,-1764.16,-1765.3,1031.02,1027.42,1020.68,1931.67,1929.03,1926.39,4211.46,4205.8,4195.22,5626.63,5622.47,5618.32,7391.89,7384.17,7369.74,9321.57,9315.91,9310.24
"0.03_20_0.3_Southern",-4534.62,-4534.62,-4534.62,-4534.62,-4534.62,-4534.62,-951.08,-952.63,-955.51,-372.03,-373.16,-374.29,3825.01,3821.41,3814.68,5176.98,5174.34,5171.69,8602.07,8596.41,8585.83,10726.36,10722.2,10718.05,13379.09,13371.38,13356.95,16275.72,16270.06,16264.39
"0.04_20_0.3_Southern",-4534.62,-4534.62,-4534.62,-4534.62,-4534.62,-4534.62,246.62,245.08,242.19,1018.98,1017.85,1016.71,6619.01,6615.41,6608.67,8422.28,8419.64,8417,12992.67,12987.01,12976.43,15826.09,15821.93,15817.78,19366.3,19358.58,19344.15,23229.87,23224.21,23218.54
"0.02_23_0.3_Southern",-3310.62,-3310.62,-3310.62,-3310.62,-3310.62,-3310.62,-924.79,-926.33,-929.22,-539.03,-540.16,-541.3,2255.02,2251.42,2244.68,3155.67,3153.03,3150.39,5435.46,5429.8,5419.22,6850.63,6846.47,6842.32,8615.89,8608.17,8593.74,10545.57,10539.91,10534.24
"0.03_23_0.3_Southern",-3310.62,-3310.62,-3310.62,-3310.62,-3310.62,-3310.62,272.92,271.37,268.49,851.97,850.84,849.71,5049.01,5045.41,5038.68,6400.98,6398.34,6395.69,9826.07,9820.41,9809.83,11950.36,11946.2,11942.05,14603.09,14595.38,14580.95,17499.72,17494.06,17488.39
"0.04_23_0.3_Southern",-3310.62,-3310.62,-3310.62,-3310.62,-3310.62,-3310.62,1470.62,1469.08,1466.19,2242.98,2241.85,2240.71,7843.01,7839.41,7832.67,9646.28,9643.64,9641,14216.67,14211.01,14200.43,17050.09,17045.93,17041.78,20590.3,20582.58,20568.15,24453.87,24448.21,24442.54
"0.02_17_0.5_Southern",-2530.62,-2530.62,-2530.62,-2530.62,-2530.62,-2530.62,-144.79,-146.33,-149.22,240.97,239.84,238.7,3035.02,3031.42,3024.68,3935.67,3933.03,3930.39,6215.46,6209.8,6199.22,7630.63,7626.47,7622.32,9395.89,9388.17,9373.74,11325.57,11319.91,11314.24
"0.03_17_0.5_Southern",-2530.62,-2530.62,-2530.62,-2530.62,-2530.62,-2530.62,1052.92,1051.37,1048.49,1631.97,1630.84,1629.71,5829.01,5825.41,5818.68,7180.98,7178.34,7175.69,10606.07,10600.41,10589.83,12730.36,12726.2,12722.05,15383.09,15375.38,15360.95,18279.72,18274.06,18268.39
"0.04_17_0.5_Southern",-2530.62,-2530.62,-2530.62,-2530.62,-2530.62,-2530.62,2250.62,2249.08,2246.19,3022.98,3021.85,3020.71,8623.01,8619.41,8612.67,10426.28,10423.64,10421,14996.67,14991.01,14980.43,17830.09,17825.93,17821.78,21370.3,21362.58,21348.15,25233.87,25228.21,25222.54
"0.02_20_0.5_Southern",-490.62,-490.62,-490.62,-490.62,-490.62,-490.62,1895.21,1893.67,1890.78,2280.97,2279.84,2278.7,5075.02,5071.42,5064.68,5975.67,5973.03,5970.39,8255.46,8249.8,8239.22,9670.63,9666.47,9662.32,11435.89,11428.17,11413.74,13365.57,13359.91,13354.24
"0.03_20_0.5_Southern",-490.62,-490.62,-490.62,-490.62,-490.62,-490.62,3092.92,3091.37,3088.49,3671.97,3670.84,3669.71,7869.01,7865.41,7858.68,9220.98,9218.34,9215.69,12646.07,12640.41,12629.83,14770.36,14766.2,14762.05,17423.09,17415.38,17400.95,20319.72,20314.06,20308.39
"0.04_20_0.5_Southern",-490.62,-490.62,-490.62,-490.62,-490.62,-490.62,4290.62,4289.08,4286.19,5062.98,5061.85,5060.71,10663.01,10659.41,10652.67,12466.28,12463.64,12461,17036.67,17031.01,17020.43,19870.09,19865.93,19861.78,23410.3,23402.58,23388.15,27273.87,27268.21,27262.54
"0.02_23_0.5_Southern",1549.38,1549.38,1549.38,1549.38,1549.38,1549.38,3935.21,3933.67,3930.78,4320.97,4319.84,4318.7,7115.02,7111.42,7104.68,8015.67,8013.03,8010.39,10295.46,10289.8,10279.22,11710.63,11706.47,11702.32,13475.89,13468.17,13453.74,15405.57,15399.91,15394.24
"0.03_23_0.5_Southern",1549.38,1549.38,1549.38,1549.38,1549.38,1549.38,5132.92,5131.37,5128.49,5711.97,5710.84,5709.71,9909.01,9905.41,9898.68,11260.98,11258.34,11255.69,14686.07,14680.41,14669.83,16810.36,16806.2,16802.05,19463.09,19455.38,19440.95,22359.72,22354.06,22348.39
"0.04_23_0.5_Southern",1549.38,1549.38,1549.38,1549.38,1549.38,1549.38,6330.62,6329.08,6326.19,7102.98,7101.85,7100.71,12703.01,12699.41,12692.67,14506.28,14503.64,14501,19076.67,19071.01,19060.43,21910.09,21905.93,21901.78,25450.3,25442.58,25428.15,29313.87,29308.21,29302.54
"0.02_17_0.7_Southern",697.38,697.38,697.38,697.38,697.38,697.38,3083.21,3081.67,3078.78,3468.97,3467.84,3466.7,6263.02,6259.42,6252.68,7163.67,7161.03,7158.39,9443.46,9437.8,9427.22,10858.63,10854.47,10850.32,12623.89,12616.17,12601.74,14553.57,14547.91,14542.24
"0.03_17_0.7_Southern",697.38,697.38,697.38,697.38,697.38,697.38,4280.92,4279.37,4276.49,4859.97,4858.84,4857.71,9057.01,9053.41,9046.68,10408.98,10406.34,10403.69,13834.07,13828.41,13817.83,15958.36,15954.2,15950.05,18611.09,18603.38,18588.95,21507.72,21502.06,21496.39
"0.04_17_0.7_Southern",697.38,697.38,697.38,697.38,697.38,697.38,5478.62,5477.08,5474.19,6250.98,6249.85,6248.71,11851.01,11847.41,11840.67,13654.28,13651.64,13649,18224.67,18219.01,18208.43,21058.09,21053.93,21049.78,24598.3,24590.58,24576.15,28461.87,28456.21,28450.54
"0.02_20_0.7_Southern",3553.38,3553.38,3553.38,3553.38,3553.38,3553.38,5939.21,5937.67,5934.78,6324.97,6323.84,6322.7,9119.02,9115.42,9108.68,10019.67,10017.03,10014.39,12299.46,12293.8,12283.22,13714.63,13710.47,13706.32,15479.89,15472.17,15457.74,17409.57,17403.91,17398.24
"0.03_20_0.7_Southern",3553.38,3553.38,3553.38,3553.38,3553.38,3553.38,7136.92,7135.37,7132.49,7715.97,7714.84,7713.71,11913.01,11909.41,11902.68,13264.98,13262.34,13259.69,16690.07,16684.41,16673.83,18814.36,18810.2,18806.05,21467.09,21459.38,21444.95,24363.72,24358.06,24352.39
"0.04_20_0.7_Southern",3553.38,3553.38,3553.38,3553.38,3553.38,3553.38,8334.62,8333.08,8330.19,9106.98,9105.85,9104.71,14707.01,14703.41,14696.67,16510.28,16507.64,16505,21080.67,21075.01,21064.43,23914.09,23909.93,23905.78,27454.3,27446.58,27432.15,31317.87,31312.21,31306.54
"0.02_23_0.7_Southern",6409.38,6409.38,6409.38,6409.38,6409.38,6409.38,8795.21,8793.67,8790.78,9180.97,9179.84,9178.7,11975.02,11971.42,11964.68,12875.67,12873.03,12870.39,15155.46,15149.8,15139.22,16570.63,16566.47,16562.32,18335.89,18328.17,18313.74,20265.57,20259.91,20254.24
"0.03_23_0.7_Southern",6409.38,6409.38,6409.38,6409.38,6409.38,6409.38,9992.92,9991.37,9988.49,10571.97,10570.84,10569.71,14769.01,14765.41,14758.68,16120.98,16118.34,16115.69,19546.07,19540.41,19529.83,21670.36,21666.2,21662.05,24323.09,24315.38,24300.95,27219.72,27214.06,27208.39
"0.04_23_0.7_Southern",6409.38,6409.38,6409.38,6409.38,6409.38,6409.38,11190.62,11189.08,11186.19,11962.98,11961.85,11960.71,17563.01,17559.41,17552.67,19366.28,19363.64,19361,23936.67,23931.01,23920.43,26770.09,26765.93,26761.78,30310.3,30302.58,30288.15,34173.87,34168.21,34162.54
"0.02_17_1.0_Southern",5539.38,5539.38,5539.38,5539.38,5539.38,5539.38,7925.21,7923.67,7920.78,8310.97,8309.84,8308.7,11105.02,11101.42,11094.68,12005.67,12003.03,12000.39,14285.46,14279.8,14269.22,15700.63,15696.47,15692.32,17465.89,17458.17,17443.74,19395.57,19389.91,19384.24
"0.03_17_1.0_Southern",5539.38,5539.38,5539.38,5539.38,5539.38,5539.38,9122.92,9121.37,9118.49,9701.97,9700.84,9699.71,13899.01,13895.41,13888.68,15250.98,15248.34,15245.69,18676.07,18670.41,18659.83,20800.36,20796.2,20792.05,23453.09,23445.38,23430.95,26349.72,26344.06,26338.39
"0.04_17_1.0_Southern",5539.38,5539.38,5539.38,5539.38,5539.38,5539.38,10320.62,10319.08,10316.19,11092.98,11091.85,11090.71,16693.01,16689.41,16682.67,18496.28,18493.64,18491,23066.67,23061.01,23050.43,25900.09,25895.93,25891.78,29440.3,29432.58,29418.15,33303.87,33298.21,33292.54
"0.02_20_1.0_Southern",9619.38,9619.38,9619.38,9619.38,9619.38,9619.38,12005.21,12003.67,12000.78,12390.97,12389.84,12388.7,15185.02,15181.42,15174.68,16085.67,16083.03,16080.39,18365.46,18359.8,18349.22,19780.63,19776.47,19772.32,21545.89,21538.17,21523.74,23475.57,23469.91,23464.24
"0.03_20_1.0_Southern",9619.38,9619.38,9619.38,9619.38,9619.38,9619.38,13202.92,13201.37,13198.49,13781.97,13780.84,13779.71,17979.01,17975.41,17968.68,19330.98,19328.34,19325.69,22756.07,22750.41,22739.83,24880.36,24876.2,24872.05,27533.09,27525.38,27510.95,30429.72,30424.06,30418.39
"0.04_20_1.0_Southern",9619.38,9619.38,9619.38,9619.38,9619.38,9619.38,14400.62,14399.08,14396.19,15172.98,15171.85,15170.71,20773.01,20769.41,20762.67,22576.28,22573.64,22571,27146.67,27141.01,27130.43,29980.09,29975.93,29971.78,33520.3,33512.58,33498.15,37383.87,37378.21,37372.54
"0.02_23_1.0_Southern",13699.38,13699.38,13699.38,13699.38,13699.38,13699.38,16085.21,16083.67,16080.78,16470.97,16469.84,16468.7,19265.02,19261.42,19254.68,20165.67,20163.03,20160.39,22445.46,22439.8,22429.22,23860.63,23856.47,23852.32,25625.89,25618.17,25603.74,27555.57,27549.91,27544.24
"0.03_23_1.0_Southern",13699.38,13699.38,13699.38,13699.38,13699.38,13699.38,17282.92,17281.37,17278.49,17861.97,17860.84,17859.71,22059.01,22055.41,22048.68,23410.98,23408.34,23405.69,26836.07,26830.41,26819.83,28960.36,28956.2,28952.05,31613.09,31605.38,31590.95,34509.72,34504.06,34498.39
"0.04_23_1.0_Southern",13699.38,13699.38,13699.38,13699.38,13699.38,13699.38,18480.62,18479.08,18476.19,19252.98,19251.85,19250.71,24853.01,24849.41,24842.67,26656.28,26653.64,26651,31226.67,31221.01,31210.43,34060.09,34055.93,34051.78,37600.3,37592.58,37578.15,41463.87,41458.21,41452.54
"0.02_17_1.2_Southern",8767.38,8767.38,8767.38,8767.38,8767.38,8767.38,11153.21,11151.67,11148.78,11538.97,11537.84,11536.7,14333.02,14329.42,14322.68,15233.67,15231.03,15228.39,17513.46,17507.8,17497.22,18928.63,18924.47,18920.32,20693.89,20686.17,20671.74,22623.57,22617.91,22612.24
"0.03_17_1.2_Southern",8767.38,8767.38,8767.38,8767.38,8767.38,8767.38,12350.92,12349.37,12346.49,12929.97,12928.84,12927.71,17127.01,17123.41,17116.68,18478.98,18476.34,18473.69,21904.07,21898.41,21887.83,24028.36,24024.2,24020.05,26681.09,26673.38,26658.95,29577.72,29572.06,29566.39
"0.04_17_1.2_Southern",8767.38,8767.38,8767.38,8767.38,8767.38,8767.38,13548.62,13547.08,13544.19,14320.98,14319.85,14318.71,19921.01,19917.41,19910.67,21724.28,21721.64,21719,26294.67,26289.01,26278.43,29128.09,29123.93,29119.78,32668.3,32660.58,32646.15,36531.87,36526.21,36520.54
"0.02_20_1.2_Southern",13663.38,13663.38,13663.38,13663.38,13663.38,13663.38,16049.21,16047.67,16044.78,16434.97,16433.84,16432.7,19229.02,19225.42,19218.68,20129.67,20127.03,20124.39,22409.46,22403.8,22393.22,23824.63,23820.47,23816.32,25589.89,25582.17,25567.74,27519.57,27513.91,27508.24
"0.03_20_1.2_Southern",13663.38,13663.38,13663.38,13663.38,13663.38,13663.38,17246.92,17245.37,17242.49,17825.97,17824.84,17823.71,22023.01,22019.41,22012.68,23374.98,23372.34,23369.69,26800.07,26794.41,26783.83,28924.36,28920.2,28916.05,31577.09,31569.38,31554.95,34473.72,34468.06,34462.39
"0.04_20_1.2_Southern",13663.38,13663.38,13663.38,13663.38,13663.38,13663.38,18444.62,18443.08,18440.19,19216.98,19215.85,19214.71,24817.01,24813.41,24806.67,26620.28,26617.64,26615,31190.67,31185.01,31174.43,34024.09,34019.93,34015.78,37564.3,37556.58,37542.15,41427.87,41422.21,41416.54
"0.02_23_1.2_Southern",18559.38,18559.38,18559.38,18559.38,18559.38,18559.38,20945.21,20943.67,20940.78,21330.97,21329.84,21328.7,24125.02,24121.42,24114.68,25025.67,25023.03,25020.39,27305.46,27299.8,27289.22,28720.63,28716.47,28712.32,30485.89,30478.17,30463.74,32415.57,32409.91,32404.24
"0.03_23_1.2_Southern",18559.38,18559.38,18559.38,18559.38,18559.38,18559.38,22142.92,22141.37,22138.49,22721.97,22720.84,22719.71,26919.01,26915.41,26908.68,28270.98,28268.34,28265.69,31696.07,31690.41,31679.83,33820.36,33816.2,33812.05,36473.09,36465.38,36450.95,39369.72,39364.06,39358.39
"0.04_23_1.2_Southern",18559.38,18559.38,18559.38,18559.38,18559.38,18559.38,23340.62,23339.08,23336.19,24112.98,24111.85,24110.71,29713.01,29709.41,29702.67,31516.28,31513.64,31511,36086.67,36081.01,36070.43,38920.09,38915.93,38911.78,42460.3,42452.58,42438.15,46323.87,46318.21,46312.54
"0.02_17_1.5_Southern",13609.38,13609.38,13609.38,13609.38,13609.38,13609.38,15995.21,15993.67,15990.78,16380.97,16379.84,16378.7,19175.02,19171.42,19164.68,20075.67,20073.03,20070.39,22355.46,22349.8,22339.22,23770.63,23766.47,23762.32,25535.89,25528.17,25513.74,27465.57,27459.91,27454.24
"0.03_17_1.5_Southern",13609.38,13609.38,13609.38,13609.38,13609.38,13609.38,17192.92,17191.37,17188.49,17771.97,17770.84,17769.71,21969.01,21965.41,21958.68,23320.98,23318.34,23315.69,26746.07,26740.41,26729.83,28870.36,28866.2,28862.05,31523.09,31515.38,31500.95,34419.72,34414.06,34408.39
"0.04_17_1.5_Southern",13609.38,13609.38,13609.38,13609.38,13609.38,13609.38,18390.62,18389.08,18386.19,19162.98,19161.85,19160.71,24763.01,24759.41,24752.67,26566.28,26563.64,26561,31136.67,31131.01,31120.43,33970.09,33965.93,33961.78,37510.3,37502.58,37488.15,41373.87,41368.21,41362.54
"0.02_20_1.5_Southern",19729.38,19729.38,19729.38,19729.38,19729.38,19729.38,22115.21,22113.67,22110.78,22500.97,22499.84,22498.7,25295.02,25291.42,25284.68,26195.67,26193.03,26190.39,28475.46,28469.8,28459.22,29890.63,29886.47,29882.32,31655.89,31648.17,31633.74,33585.57,33579.91,33574.24
"0.03_20_1.5_Southern",19729.38,19729.38,19729.38,19729.38,19729.38,19729.38,23312.92,23311.37,23308.49,23891.97,23890.84,23889.71,28089.01,28085.41,28078.68,29440.98,29438.34,29435.69,32866.07,32860.41,32849.83,34990.36,34986.2,34982.05,37643.09,37635.38,37620.95,40539.72,40534.06,40528.39
"0.04_20_1.5_Southern",19729.38,19729.38,19729.38,19729.38,19729.38,19729.38,24510.62,24509.08,24506.19,25282.98,25281.85,25280.71,30883.01,30879.41,30872.67,32686.28,32683.64,32681,37256.67,37251.01,37240.43,40090.09,40085.93,40081.78,43630.3,43622.58,43608.15,47493.87,47488.21,47482.54
"0.02_23_1.5_Southern",25849.38,25849.38,25849.38,25849.38,25849.38,25849.38,28235.21,28233.67,28230.78,28620.97,28619.84,28618.7,31415.02,31411.42,31404.68,32315.67,32313.03,32310.39,34595.46,34589.8,34579.22,36010.63,36006.47,36002.32,37775.89,37768.17,37753.74,39705.57,39699.91,39694.24
"0.03_23_1.5_Southern",25849.38,25849.38,25849.38,25849.38,25849.38,25849.38,29432.92,29431.37,29428.49,30011.97,30010.84,30009.71,34209.01,34205.41,34198.68,35560.98,35558.34,35555.69,38986.07,38980.41,38969.83,41110.36,41106.2,41102.05,43763.09,43755.38,43740.95,46659.72,46654.06,46648.39
"0.04_23_1.5_Southern",25849.38,25849.38,25849.38,25849.38,25849.38,25849.38,30630.62,30629.08,30626.19,31402.98,31401.85,31400.71,37003.01,36999.41,36992.67,38806.28,38803.64,38801,43376.67,43371.01,43360.43,46210.09,46205.93,46201.78,49750.3,49742.58,49728.15,53613.87,53608.21,53602.54
"0.02_17_1.8_Southern",18451.38,18451.38,18451.38,18451.38,18451.38,18451.38,20837.21,20835.67,20832.78,21222.97,21221.84,21220.7,24017.02,24013.42,24006.68,24917.67,24915.03,24912.39,27197.46,27191.8,27181.22,28612.63,28608.47,28604.32,30377.89,30370.17,30355.74,32307.57,32301.91,32296.24
"0.03_17_1.8_Southern",18451.38,18451.38,18451.38,18451.38,18451.38,18451.38,22034.92,22033.37,22030.49,22613.97,22612.84,22611.71,26811.01,26807.41,26800.68,28162.98,28160.34,28157.69,31588.07,31582.41,31571.83,33712.36,33708.2,33704.05,36365.09,36357.38,36342.95,39261.72,39256.06,39250.39
"0.04_17_1.8_Southern",18451.38,18451.38,18451.38,18451.38,18451.38,18451.38,23232.62,23231.08,23228.19,24004.98,24003.85,24002.71,29605.01,29601.41,29594.67,31408.28,31405.64,31403,35978.67,35973.01,35962.43,38812.09,38807.93,38803.78,42352.3,42344.58,42330.15,46215.87,46210.21,46204.54
"0.02_20_1.8_Southern",25795.38,25795.38,25795.38,25795.38,25795.38,25795.38,28181.21,28179.67,28176.78,28566.97,28565.84,28564.7,31361.02,31357.42,31350.68,32261.67,32259.03,32256.39,34541.46,34535.8,34525.22,35956.63,35952.47,35948.32,37721.89,37714.17,37699.74,39651.57,39645.91,39640.24
"0.03_20_1.8_Southern",25795.38,25795.38,25795.38,25795.38,25795.38,25795.38,29378.92,29377.37,29374.49,29957.97,29956.84,29955.71,34155.01,34151.41,34144.68,35506.98,35504.34,35501.69,38932.07,38926.41,38915.83,41056.36,41052.2,41048.05,43709.09,43701.38,43686.95,46605.72,46600.06,46594.39
"0.04_20_1.8_Southern",25795.38,25795.38,25795.38,25795.38,25795.38,25795.38,30576.62,30575.08,30572.19,31348.98,31347.85,31346.71,36949.01,36945.41,36938.67,38752.28,38749.64,38747,43322.67,43317.01,43306.43,46156.09,46151.93,46147.78,49696.3,49688.58,49674.15,53559.87,53554.21,53548.54
"0.02_23_1.8_Southern",33139.38,33139.38,33139.38,33139.38,33139.38,33139.38,35525.21,35523.67,35520.78,35910.97,35909.84,35908.7,38705.02,38701.42,38694.68,39605.67,39603.03,39600.39,41885.46,41879.8,41869.22,43300.63,43296.47,43292.32,45065.89,45058.17,45043.74,46995.57,46989.91,46984.24
"0.03_23_1.8_Southern",33139.38,33139.38,33139.38,33139.38,33139.38,33139.38,36722.92,36721.37,36718.49,37301.97,37300.84,37299.71,41499.01,41495.41,41488.68,42850.98,42848.34,42845.69,46276.07,46270.41,46259.83,48400.36,48396.2,48392.05,51053.09,51045.38,51030.95,53949.72,53944.06,53938.39
"0.04_23_1.8_Southern",33139.38,33139.38,33139.38,33139.38,33139.38,33139.38,37920.62,37919.08,37916.19,38692.98,38691.85,38690.71,44293.01,44289.41,44282.67,46096.28,46093.64,46091,50666.67,50661.01,50650.43,53500.09,53495.93,53491.78,57040.3,57032.58,57018.15,60903.87,60898.21,60892.54
