"","0.00%_Fixed_4.6","0.00%_Fixed_6.4","0.00%_Fixed_8.2","0.00%_Tracking_4.6","0.00%_Tracking_6.4","0.00%_Tracking_8.2","0.25%_Fixed_4.6","0.25%_Fixed_6.4","0.25%_Fixed_8.2","0.25%_Tracking_4.6","0.25%_Tracking_6.4","0.25%_Tracking_8.2","0.50%_Fixed_4.6","0.50%_Fixed_6.4","0.50%_Fixed_8.2","0.50%_Tracking_4.6","0.50%_Tracking_6.4","0.50%_Tracking_8.2","0.75%_Fixed_4.6","0.75%_Fixed_6.4","0.75%_Fixed_8.2","0.75%_Tracking_4.6","0.75%_Tracking_6.4","0.75%_Tracking_8.2","1.00%_Fixed_4.6","1.00%_Fixed_6.4","1.00%_Fixed_8.2","1.00%_Tracking_4.6","1.00%_Tracking_6.4","1.00%_Tracking_8.2"
"0.02_17_0.1_Northern",-8986.62,-8986.62,-8986.62,-8986.62,-8986.62,-8986.62,-6677.25,-6678.79,-6681.68,-6337.15,-6338.28,-6339.42,-3599.23,-3602.83,-3609.57,-2805.24,-2807.88,-2810.52,-520.64,-526.3,-536.88,726.9,722.74,718.59,2557.93,2550.21,2535.78,4259.03,4253.37,4247.7
"0.03_17_0.1_Northern",-8986.62,-8986.62,-8986.62,-8986.62,-8986.62,-8986.62,-5517.77,-5519.32,-5522.2,-5007.21,-5008.34,-5009.47,-894.36,-897.96,-904.7,297.61,294.97,292.33,3729.92,3724.26,3713.68,5602.76,5598.61,5594.46,8354.15,8346.44,8332.01,10907.91,10902.25,10896.58
"0.04_17_0.1_Northern",-8986.62,-8986.62,-8986.62,-8986.62,-8986.62,-8986.62,-4358.3,-4359.84,-4362.73,-3677.26,-3678.39,-3679.53,1810.51,1806.91,1800.17,3400.46,3397.82,3395.18,7980.47,7974.81,7964.23,10478.63,10474.47,10470.32,14150.38,14142.66,14128.23,17556.79,17551.13,17545.46
"0.02_20_0.1_Northern",-8578.62,-8578.62,-8578.62,-8578.62,-8578.62,-8578.62,-6269.25,-6270.79,-6273.68,-5929.15,-5930.28,-5931.42,-3191.23,-3194.83,-3201.57,-2397.24,-2399.88,-2402.52,-112.64,-118.3,-128.88,1134.9,1130.74,1126.59,2965.93,2958.21,2943.78,4667.03,4661.37,4655.7
"0.03_20_0.1_Northern",-8578.62,-8578.62,-8578.62,-8578.62,-8578.62,-8578.62,-5109.77,-5111.32,-5114.2,-4599.21,-4600.34,-4601.47,-486.36,-489.96,-496.7,705.61,702.97,700.33,4137.92,4132.26,4121.68,6010.76,6006.61,6002.46,8762.15,8754.44,8740.01,11315.91,11310.25,11304.58
"0.04_20_0.1_Northern",-8578.62,-8578.62,-8578.62,-8578.62,-8578.62,-8578.62,-3950.3,-3951.84,-3954.73,-3269.26,-3270.39,-3271.53,2218.51,2214.91,2208.17,3808.46,3805.82,3803.18,8388.47,8382.81,8372.23,10886.63,10882.47,10878.32,14558.38,14550.66,14536.23,17964.79,17959.13,17953.46
"0.02_23_0.1_Northern",-8170.62,-8170.62,-8170.62,-8170.62,-8170.62,-8170.62,-5861.25,-5862.79,-5865.68,-5521.15,-5522.28,-5523.42,-2783.23,-2786.83,-2793.57,-1989.24,-1991.88,-1994.52,295.36,289.7,279.12,1542.9,1538.74,1534.59,3373.93,3366.21,3351.78,5075.03,5069.37,5063.7
"0.03_23_0.1_Northern",-8170.62,-8170.62,-8170.62,-8170.62,-8170.62,-8170.62,-4701.77,-4703.32,-4706.2,-4191.21,-4192.34,-4193.47,-78.36,-81.96,-88.7,1113.61,1110.97,1108.33,4545.92,4540.26,4529.68,6418.76,6414.61,6410.46,9170.15,9162.44,9148.01,11723.91,11718.25,11712.58
"0.04_23_0.1_Northern",-8170.62,-8170.62,-8170.62,-8170.62,-8170.62,-8170.62,-3542.3,-3543.84,-3546.73,-2861.26,-2862.39,-2863.53,2626.51,2622.91,2616.17,4216.46,4213.82,4211.18,8796.47,8790.81,8780.23,11294.63,11290.47,11286.32,14966.38,14958.66,14944.23,18372.79,18367.13,18361.46
"0.02_17_0.3_Northern",-5758.62,-5758.62,-5758.62,-5758.62,-5758.62,-5758.62,-3449.25,-3450.79,-3453.68,-3109.15,-3110.28,-3111.42,-371.23,-374.83,-381.57,422.76,420.12,417.48,2707.36,2701.7,2691.12,3954.9,3950.74,3946.59,5785.93,5778.21,5763.78,7487.03,7481.37,7475.7
"0.03_17_0.3_Northern",-5758.62,-5758.62,-5758.62,-5758.62,-5758.62,-5758.62,-2289.77,-2291.32,-2294.2,-1779.21,-1780.34,-1781.47,2333.64,2330.04,2323.3,3525.61,3522.97,3520.33,6957.92,6952.26,6941.68,8830.76,8826.61,8822.46,11582.15,11574.44,11560.01,14135.91,14130.25,14124.58
"0.04_17_0.3_Northern",-5758.62,-5758.62,-5758.62,-5758.62,-5758.62,-5758.62,-1130.3,-1131.84,-1134.73,-449.26,-450.39,-451.53,5038.51,5034.91,5028.17,6628.46,6625.82,6623.18,11208.47,11202.81,11192.23,13706.63,13702.47,13698.32,17378.38,17370.66,17356.23,20784.79,20779.13,20773.46
"0.02_20_0.3_Northern",-4534.62,-4534.62,-4534.62,-4534.62,-4534.62,-4534.62,-2225.25,-2226.79,-2229.68,-1885.15,-1886.28,-1887.42,852.77,849.17,842.43,1646.76,1644.12,1641.48,3931.36,3925.7,3915.12,5178.9,5174.74,5170.59,7009.93,7002.21,6987.78,8711.03,8705.37,8699.7
"0.03_20_0.3_Northern",-4534.62,-4534.62,-4534.62,-4534.62,-4534.62,-4534.62,-1065.77,-1067.32,-1070.2,-555.21,-556.34,-557.47,3557.64,3554.04,3547.3,4749.61,4746.97,4744.33,8181.92,8176.26,8165.68,10054.76,10050.61,10046.46,12806.15,12798.44,12784.01,15359.91,15354.25,15348.58
"0.04_20_0.3_Northern",-4534.62,-4534.62,-4534.62,-4534.62,-4534.62,-4534.62,93.7,92.16,89.27,774.74,773.61,772.47,6262.51,6258.91,6252.17,7852.46,7849.82,7847.18,12432.47,12426.81,12416.23,14930.63,14926.47,14922.32,18602.38,18594.66,18580.23,22008.79,22003.13,21997.46
"0.02_23_0.3_Northern",-3310.62,-3310.62,-3310.62,-3310.62,-3310.62,-3310.62,-1001.25,-1002.79,-1005.68,-661.15,-662.28,-663.42,2076.77,2073.17,2066.43,2870.76,2868.12,2865.48,5155.36,5149.7,5139.12,6402.9,6398.74,6394.59,8233.93,8226.21,8211.78,9935.03,9929.37,9923.7
"0.03_23_0.3_Northern",-3310.62,-3310.62,-3310.62,-3310.62,-3310.62,-3310.62,158.23,156.68,153.8,668.79,667.66,666.53,4781.64,4778.04,4771.3,5973.61,5970.97,5968.33,9405.92,9400.26,9389.68,11278.76,11274.61,11270.46,14030.15,14022.44,14008.01,16583.91,16578.25,16572.58
"0.04_23_0.3_Northern",-3310.62,-3310.62,-3310.62,-3310.62,-3310.62,-3310.62,1317.7,1316.16,1313.27,1998.74,1997.61,1996.47,7486.51,7482.91,7476.17,9076.46,9073.82,9071.18,13656.47,13650.81,13640.23,16154.63,16150.47,16146.32,19826.38,19818.66,19804.23,23232.79,23227.13,23221.46
"0.02_17_0.5_Northern",-2530.62,-2530.62,-2530.62,-2530.62,-2530.62,-2530.62,-221.25,-222.79,-225.68,118.85,117.72,116.58,2856.77,2853.17,2846.43,3650.76,3648.12,3645.48,5935.36,5929.7,5919.12,7182.9,7178.74,7174.59,9013.93,9006.21,8991.78,10715.03,10709.37,10703.7
"0.03_17_0.5_Northern",-2530.62,-2530.62,-2530.62,-2530.62,-2530.62,-2530.62,938.23,936.68,933.8,1448.79,1447.66,1446.53,5561.64,5558.04,5551.3,6753.61,6750.97,6748.33,10185.92,10180.26,10169.68,12058.76,12054.61,12050.46,14810.15,14802.44,14788.01,17363.91,17358.25,17352.58
"0.04_17_0.5_Northern",-2530.62,-2530.62,-2530.62,-2530.62,-2530.62,-2530.62,2097.7,2096.16,2093.27,2778.74,2777.61,2776.47,8266.51,8262.91,8256.17,9856.46,9853.82,9851.18,14436.47,14430.81,14420.23,16934.63,16930.47,16926.32,20606.38,20598.66,20584.23,24012.79,24007.13,24001.46
"0.02_20_0.5_Northern",-490.62,-490.62,-490.62,-490.62,-490.62,-490.62,1818.75,1817.21,1814.32,2158.85,2157.72,2156.58,4896.77,4893.17,4886.43,5690.76,5688.12,5685.48,7975.36,7969.7,7959.12,9222.9,9218.74,9214.59,11053.93,11046.21,11031.78,12755.03,12749.37,12743.7
"0.03_20_0.5_Northern",-490.62,-490.62,-490.62,-490.62,-490.62,-490.62,2978.23,2976.68,2973.8,3488.79,3487.66,3486.53,7601.64,7598.04,7591.3,8793.61,8790.97,8788.33,12225.92,12220.26,12209.68,14098.76,14094.61,14090.46,16850.15,16842.44,16828.01,19403.91,19398.25,19392.58
"0.04_20_0.5_Northern",-490.62,-490.62,-490.62,-490.62,-490.62,-490.62,4137.7,4136.16,4133.27,4818.74,4817.61,4816.47,10306.51,10302.91,10296.17,11896.46,11893.82,11891.18,16476.47,16470.81,16460.23,18974.63,18970.47,18966.32,22646.38,22638.66,22624.23,26052.79,26047.13,26041.46
"0.02_23_0.5_Northern",1549.38,1549.38,1549.38,1549.38,1549.38,1549.38,3858.75,3857.21,3854.32,4198.85,4197.72,4196.58,6936.77,6933.17,6926.43,7730.76,7728.12,7725.48,10015.36,10009.7,9999.12,11262.9,11258.74,11254.59,13093.93,13086.21,13071.78,14795.03,14789.37,14783.7
"0.03_23_0.5_Northern",1549.38,1549.38,1549.38,1549.38,1549.38,1549.38,5018.23,5016.68,5013.8,5528.79,5527.66,5526.53,9641.64,9638.04,9631.3,10833.61,10830.97,10828.33,14265.92,14260.26,14249.68,16138.76,16134.61,16130.46,18890.15,18882.44,18868.01,21443.91,21438.25,21432.58
"0.04_23_0.5_Northern",1549.38,1549.38,1549.38,1549.38,1549.38,1549.38,6177.7,6176.16,6173.27,6858.74,6857.61,6856.47,12346.51,12342.91,12336.17,13936.46,13933.82,13931.18,18516.47,18510.81,18500.23,21014.63,21010.47,21006.32,24686.38,24678.66,24664.23,28092.79,28087.13,28081.46
"0.02_17_0.7_Northern",697.38,697.38,697.38,697.38,697.38,697.38,3006.75,3005.21,3002.32,3346.85,3345.72,3344.58,6084.77,6081.17,6074.43,6878.76,6876.12,6873.48,9163.36,9157.7,9147.12,10410.9,10406.74,10402.59,12241.93,12234.21,12219.78,13943.03,13937.37,13931.7
"0.03_17_0.7_Northern",697.38,697.38,697.38,697.38,697.38,697.38,4166.23,4164.68,4161.8,4676.79,4675.66,4674.53,8789.64,8786.04,8779.3,9981.61,9978.97,9976.33,13413.92,13408.26,13397.68,15286.76,15282.61,15278.46,18038.15,18030.44,18016.01,20591.91,20586.25,20580.58
"0.04_17_0.7_Northern",697.38,697.38,697.38,697.38,697.38,697.38,5325.7,5324.16,5321.27,6006.74,6005.61,6004.47,11494.51,11490.91,11484.17,13084.46,13081.82,13079.18,17664.47,17658.81,17648.23,20162.63,20158.47,20154.32,23834.38,23826.66,23812.23,27240.79,27235.13,27229.46
"0.02_20_0.7_Northern",3553.38,3553.38,3553.38,3553.38,3553.38,3553.38,5862.75,5861.21,5858.32,6202.85,6201.72,6200.58,8940.77,8937.17,8930.43,9734.76,9732.12,9729.48,12019.36,12013.7,12003.12,13266.9,13262.74,13258.59,15097.93,15090.21,15075.78,16799.03,16793.37,16787.7
"0.03_20_0.7_Northern",3553.38,3553.38,3553.38,3553.38,3553.38,3553.38,7022.23,7020.68,7017.8,7532.79,7531.66,7530.53,11645.64,11642.04,11635.3,12837.61,12834.97,12832.33,16269.92,16264.26,16253.68,18142.76,18138.61,18134.46,20894.15,20886.44,20872.01,23447.91,23442.25,23436.58
"0.04_20_0.7_Northern",3553.38,3553.38,3553.38,3553.38,3553.38,3553.38,8181.7,8180.16,8177.27,8862.74,8861.61,8860.47,14350.51,14346.91,14340.17,15940.46,15937.82,15935.18,20520.47,20514.81,20504.23,23018.63,23014.47,23010.32,26690.38,26682.66,26668.23,30096.79,30091.13,30085.46
"0.02_23_0.7_Northern",6409.38,6409.38,6409.38,6409.38,6409.38,6409.38,8718.75,8717.21,8714.32,9058.85,9057.72,9056.58,11796.77,11793.17,11786.43,12590.76,12588.12,12585.48,14875.36,14869.7,14859.12,16122.9,16118.74,16114.59,17953.93,17946.21,17931.78,19655.03,19649.37,19643.7
"0.03_23_0.7_Northern",6409.38,6409.38,6409.38,6409.38,6409.38,6409.38,9878.23,9876.68,9873.8,10388.79,10387.66,10386.53,14501.64,14498.04,14491.3,15693.61,15690.97,15688.33,19125.92,19120.26,19109.68,20998.76,20994.61,20990.46,23750.15,23742.44,23728.01,26303.91,26298.25,26292.58
"0.04_23_0.7_Northern",6409.38,6409.38,6409.38,6409.38,6409.38,6409.38,11037.7,11036.16,11033.27,11718.74,11717.61,11716.47,17206.51,17202.91,17196.17,18796.46,18793.82,18791.18,23376.47,23370.81,23360.23,25874.63,25870.47,25866.32,29546.38,29538.66,29524.23,32952.79,32947.13,32941.46
"0.02_17_1.0_Northern",5539.38,5539.38,5539.38,5539.38,5539.38,5539.38,7848.75,7847.21,7844.32,8188.85,8187.72,8186.58,10926.77,10923.17,10916.43,11720.76,11718.12,11715.48,14005.36,13999.7,13989.12,15252.9,15248.74,15244.59,17083.93,17076.21,17061.78,18785.03,18779.37,18773.7
"0.03_17_1.0_Northern",5539.38,5539.38,5539.38,5539.38,5539.38,5539.38,9008.23,9006.68,9003.8,9518.79,9517.66,9516.53,13631.64,13628.04,13621.3,14823.61,14820.97,14818.33,18255.92,18250.26,18239.68,20128.76,20124.61,20120.46,22880.15,22872.44,22858.01,25433.91,25428.25,25422.58
"0.04_17_1.0_Northern",5539.38,5539.38,5539.38,5539.38,5539.38,5539.38,10167.7,10166.16,10163.27,10848.74,10847.61,10846.47,16336.51,16332.91,16326.17,17926.46,17923.82,17921.18,22506.47,22500.81,22490.23,25004.63,25000.47,24996.32,28676.38,28668.66,28654.23,32082.79,32077.13,32071.46
"0.02_20_1.0_Northern",9619.38,9619.38,9619.38,9619.38,9619.38,9619.38,11928.75,11927.21,11924.32,12268.85,12267.72,12266.58,15006.77,15003.17,14996.43,15800.76,15798.12,15795.48,18085.36,18079.7,18069.12,19332.9,19328.74,19324.59,21163.93,21156.21,21141.78,22865.03,22859.37,22853.7
"0.03_20_1.0_Northern",9619.38,9619.38,9619.38,9619.38,9619.38,9619.38,13088.23,13086.68,13083.8,13598.79,13597.66,13596.53,17711.64,17708.04,17701.3,18903.61,18900.97,18898.33,22335.92,22330.26,22319.68,24208.76,24204.61,24200.46,26960.15,26952.44,26938.01,29513.91,29508.25,29502.58
"0.04_20_1.0_Northern",9619.38,9619.38,9619.38,9619.38,9619.38,9619.38,14247.7,14246.16,14243.27,14928.74,14927.61,14926.47,20416.51,20412.91,20406.17,22006.46,22003.82,22001.18,26586.47,26580.81,26570.23,29084.63,29080.47,29076.32,32756.38,32748.66,32734.23,36162.79,36157.13,36151.46
"0.02_23_1.0_Northern",13699.38,13699.38,13699.38,13699.38,13699.38,13699.38,16008.75,16007.21,16004.32,16348.85,16347.72,16346.58,19086.77,19083.17,19076.43,19880.76,19878.12,19875.48,22165.36,22159.7,22149.12,23412.9,23408.74,23404.59,25243.93,25236.21,25221.78,26945.03,26939.37,26933.7
"0.03_23_1.0_Northern",13699.38,13699.38,13699.38,13699.38,13699.38,13699.38,17168.23,17166.68,17163.8,17678.79,17677.66,17676.53,21791.64,21788.04,21781.3,22983.61,22980.97,22978.33,26415.92,26410.26,26399.68,28288.76,28284.61,28280.46,31040.15,31032.44,31018.01,33593.91,33588.25,33582.58
"0.04_23_1.0_Northern",13699.38,13699.38,13699.38,13699.38,13699.38,13699.38,18327.7,18326.16,18323.27,19008.74,19007.61,19006.47,24496.51,24492.91,24486.17,26086.46,26083.82,26081.18,30666.47,30660.81,30650.23,33164.63,33160.47,33156.32,36836.38,36828.66,36814.23,40242.79,40237.13,40231.46
"0.02_17_1.2_Northern",8767.38,8767.38,8767.38,8767.38,8767.38,8767.38,11076.75,11075.21,11072.32,11416.85,11415.72,11414.58,14154.77,14151.17,14144.43,14948.76,14946.12,14943.48,17233.36,17227.7,17217.12,18480.9,18476.74,18472.59,20311.93,20304.21,20289.78,22013.03,22007.37,22001.7
"0.03_17_1.2_Northern",8767.38,8767.38,8767.38,8767.38,8767.38,8767.38,12236.23,12234.68,12231.8,12746.79,12745.66,12744.53,16859.64,16856.04,16849.3,18051.61,18048.97,18046.33,21483.92,21478.26,21467.68,23356.76,23352.61,23348.46,26108.15,26100.44,26086.01,28661.91,28656.25,28650.58
"0.04_17_1.2_Northern",8767.38,8767.38,8767.38,8767.38,8767.38,8767.38,13395.7,13394.16,13391.27,14076.74,14075.61,14074.47,19564.51,19560.91,19554.17,21154.46,21151.82,21149.18,25734.47,25728.81,25718.23,28232.63,28228.47,28224.32,31904.38,31896.66,31882.23,35310.79,35305.13,35299.46
"0.02_20_1.2_Northern",13663.38,13663.38,13663.38,13663.38,13663.38,13663.38,15972.75,15971.21,15968.32,16312.85,16311.72,16310.58,19050.77,19047.17,19040.43,19844.76,19842.12,19839.48,22129.36,22123.7,22113.12,23376.9,23372.74,23368.59,25207.93,25200.21,25185.78,26909.03,26903.37,26897.7
"0.03_20_1.2_Northern",13663.38,13663.38,13663.38,13663.38,13663.38,13663.38,17132.23,17130.68,17127.8,17642.79,17641.66,17640.53,21755.64,21752.04,21745.3,22947.61,22944.97,22942.33,26379.92,26374.26,26363.68,28252.76,28248.61,28244.46,31004.15,30996.44,30982.01,33557.91,33552.25,33546.58
"0.04_20_1.2_Northern",13663.38,13663.38,13663.38,13663.38,13663.38,13663.38,18291.7,18290.16,18287.27,18972.74,18971.61,18970.47,24460.51,24456.91,24450.17,26050.46,26047.82,26045.18,30630.47,30624.81,30614.23,33128.63,33124.47,33120.32,36800.38,36792.66,36778.23,40206.79,40201.13,40195.46
"0.02_23_1.2_Northern",18559.38,18559.38,18559.38,18559.38,18559.38,18559.38,20868.75,20867.21,20864.32,21208.85,21207.72,21206.58,23946.77,23943.17,23936.43,24740.76,24738.12,24735.48,27025.36,27019.7,27009.12,28272.9,28268.74,28264.59,30103.93,30096.21,30081.78,31805.03,31799.37,31793.7
"0.03_23_1.2_Northern",18559.38,18559.38,18559.38,18559.38,18559.38,18559.38,22028.23,22026.68,22023.8,22538.79,22537.66,22536.53,26651.64,26648.04,26641.3,27843.61,27840.97,27838.33,31275.92,31270.26,31259.68,33148.76,33144.61,33140.46,35900.15,35892.44,35878.01,38453.91,38448.25,38442.58
"0.04_23_1.2_Northern",18559.38,18559.38,18559.38,18559.38,18559.38,18559.38,23187.7,23186.16,23183.27,23868.74,23867.61,23866.47,29356.51,29352.91,29346.17,30946.46,30943.82,30941.18,35526.47,35520.81,35510.23,38024.63,38020.47,38016.32,41696.38,41688.66,41674.23,45102.79,45097.13,45091.46
"0.02_17_1.5_Northern",13609.38,13609.38,13609.38,13609.38,13609.38,13609.38,15918.75,15917.21,15914.32,16258.85,16257.72,16256.58,18996.77,18993.17,18986.43,19790.76,19788.12,19785.48,22075.36,22069.7,22059.12,23322.9,23318.74,23314.59,25153.93,25146.21,25131.78,26855.03,26849.37,26843.7
"0.03_17_1.5_Northern",13609.38,13609.38,13609.38,13609.38,13609.38,13609.38,17078.23,17076.68,17073.8,17588.79,17587.66,17586.53,21701.64,21698.04,21691.3,22893.61,22890.97,22888.33,26325.92,26320.26,26309.68,28198.76,28194.61,28190.46,30950.15,30942.44,30928.01,33503.91,33498.25,33492.58
"0.04_17_1.5_Northern",13609.38,13609.38,13609.38,13609.38,13609.38,13609.38,18237.7,18236.16,18233.27,18918.74,18917.61,18916.47,24406.51,24402.91,24396.17,25996.46,25993.82,25991.18,30576.47,30570.81,30560.23,33074.63,33070.47,33066.32,36746.38,36738.66,36724.23,40152.79,40147.13,40141.46
"0.02_20_1.5_Northern",19729.38,19729.38,19729.38,19729.38,19729.38,19729.38,22038.75,22037.21,22034.32,22378.85,22377.72,22376.58,25116.77,25113.17,25106.43,25910.76,25908.12,25905.48,28195.36,28189.7,28179.12,29442.9,29438.74,29434.59,31273.93,31266.21,31251.78,32975.03,32969.37,32963.7
"0.03_20_1.5_Northern",19729.38,19729.38,19729.38,19729.38,19729.38,19729.38,23198.23,23196.68,23193.8,23708.79,23707.66,23706.53,27821.64,27818.04,27811.3,29013.61,29010.97,29008.33,32445.92,32440.26,32429.68,34318.76,34314.61,34310.46,37070.15,37062.44,37048.01,39623.91,39618.25,39612.58
"0.04_20_1.5_Northern",19729.38,19729.38,19729.38,19729.38,19729.38,19729.38,24357.7,24356.16,24353.27,25038.74,25037.61,25036.47,30526.51,30522.91,30516.17,32116.46,32113.82,32111.18,36696.47,36690.81,36680.23,39194.63,39190.47,39186.32,42866.38,42858.66,42844.23,46272.79,46267.13,46261.46
"0.02_23_1.5_Northern",25849.38,25849.38,25849.38,25849.38,25849.38,25849.38,28158.75,28157.21,28154.32,28498.85,28497.72,28496.58,31236.77,31233.17,31226.43,32030.76,32028.12,32025.48,34315.36,34309.7,34299.12,35562.9,35558.74,35554.59,37393.93,37386.21,37371.78,39095.03,39089.37,39083.7
"0.03_23_1.5_Northern",25849.38,25849.38,25849.38,25849.38,25849.38,25849.38,29318.23,29316.68,29313.8,29828.79,29827.66,29826.53,33941.64,33938.04,33931.3,35133.61,35130.97,35128.33,38565.92,38560.26,38549.68,40438.76,40434.61,40430.46,43190.15,43182.44,43168.01,45743.91,45738.25,45732.58
"0.04_23_1.5_Northern",25849.38,25849.38,25849.38,25849.38,25849.38,25849.38,30477.7,30476.16,30473.27,31158.74,31157.61,31156.47,36646.51,36642.91,36636.17,38236.46,38233.82,38231.18,42816.47,42810.81,42800.23,45314.63,45310.47,45306.32,48986.38,48978.66,48964.23,52392.79,52387.13,52381.46
"0.02_17_1.8_Northern",18451.38,18451.38,18451.38,18451.38,18451.38,18451.38,20760.75,20759.21,20756.32,21100.85,21099.72,21098.58,23838.77,23835.17,23828.43,24632.76,24630.12,24627.48,26917.36,26911.7,26901.12,28164.9,28160.74,28156.59,29995.93,29988.21,29973.78,31697.03,31691.37,31685.7
"0.03_17_1.8_Northern",18451.38,18451.38,18451.38,18451.38,18451.38,18451.38,21920.23,21918.68,21915.8,22430.79,22429.66,22428.53,26543.64,26540.04,26533.3,27735.61,27732.97,27730.33,31167.92,31162.26,31151.68,33040.76,33036.61,33032.46,35792.15,35784.44,35770.01,38345.91,38340.25,38334.58
"0.04_17_1.8_Northern",18451.38,18451.38,18451.38,18451.38,18451.38,18451.38,23079.7,23078.16,23075.27,23760.74,23759.61,23758.47,29248.51,29244.91,29238.17,30838.46,30835.82,30833.18,35418.47,35412.81,35402.23,37916.63,37912.47,37908.32,41588.38,41580.66,41566.23,44994.79,44989.13,44983.46
"0.02_20_1.8_Northern",25795.38,25795.38,25795.38,25795.38,25795.38,25795.38,28104.75,28103.21,28100.32,28444.85,28443.72,28442.58,31182.77,31179.17,31172.43,31976.76,31974.12,31971.48,34261.36,34255.7,34245.12,35508.9,35504.74,35500.59,37339.93,37332.21,37317.78,39041.03,39035.37,39029.7
"0.03_20_1.8_Northern",25795.38,25795.38,25795.38,25795.38,25795.38,25795.38,29264.23,29262.68,29259.8,29774.79,29773.66,29772.53,33887.64,33884.04,33877.3,35079.61,35076.97,35074.33,38511.92,38506.26,38495.68,40384.76,40380.61,40376.46,43136.15,43128.44,43114.01,45689.91,45684.25,45678.58
"0.04_20_1.8_Northern",25795.38,25795.38,25795.38,25795.38,25795.38,25795.38,30423.7,30422.16,30419.27,31104.74,31103.61,31102.47,36592.51,36588.91,36582.17,38182.46,38179.82,38177.18,42762.47,42756.81,42746.23,45260.63,45256.47,45252.32,48932.38,48924.66,48910.23,52338.79,52333.13,52327.46
"0.02_23_1.8_Northern",33139.38,33139.38,33139.38,33139.38,33139.38,33139.38,35448.75,35447.21,35444.32,35788.85,35787.72,35786.58,38526.77,38523.17,38516.43,39320.76,39318.12,39315.48,41605.36,41599.7,41589.12,42852.9,42848.74,42844.59,44683.93,44676.21,44661.78,46385.03,46379.37,46373.7
"0.03_23_1.8_Northern",33139.38,33139.38,33139.38,33139.38,33139.38,33139.38,36608.23,36606.68,36603.8,37118.79,37117.66,37116.53,41231.64,41228.04,41221.3,42423.61,42420.97,42418.33,45855.92,45850.26,45839.68,47728.76,47724.61,47720.46,50480.15,50472.44,50458.01,53033.91,53028.25,53022.58
"0.04_23_1.8_Northern",33139.38,33139.38,33139.38,33139.38,33139.38,33139.38,37767.7,37766.16,37763.27,38448.74,38447.61,38446.47,43936.51,43932.91,43926.17,45526.46,45523.82,45521.18,50106.47,50100.81,50090.23,52604.63,52600.47,52596.32,56276.38,56268.66,56254.23,59682.79,59677.13,59671.46
"0.02_17_2.0_Northern",21679.38,21679.38,21679.38,21679.38,21679.38,21679.38,23988.75,23987.21,23984.32,24328.85,24327.72,24326.58,27066.77,27063.17,27056.43,27860.76,27858.12,27855.48,30145.36,30139.7,30129.12,31392.9,31388.74,31384.59,33223.93,33216.21,33201.78,34925.03,34919.37,34913.7
"0.03_17_2.0_Northern",21679.38,21679.38,21679.38,21679.38,21679.38,21679.38,25148.23,25146.68,25143.8,25658.79,25657.66,25656.53,29771.64,29768.04,29761.3,30963.61,30960.97,30958.33,34395.92,34390.26,34379.68,36268.76,36264.61,36260.46,39020.15,39012.44,38998.01,41573.91,41568.25,41562.58
"0.04_17_2.0_Northern",21679.38,21679.38,21679.38,21679.38,21679.38,21679.38,26307.7,26306.16,26303.27,26988.74,26987.61,26986.47,32476.51,32472.91,32466.17,34066.46,34063.82,34061.18,38646.47,38640.81,38630.23,41144.63,41140.47,41136.32,44816.38,44808.66,44794.23,48222.79,48217.13,48211.46
"0.02_20_2.0_Northern",29839.38,29839.38,29839.38,29839.38,29839.38,29839.38,32148.75,32147.21,32144.32,32488.85,32487.72,32486.58,35226.77,35223.17,35216.43,36020.76,36018.12,36015.48,38305.36,38299.7,38289.12,39552.9,39548.74,39544.59,41383.93,41376.21,41361.78,43085.03,43079.37,43073.7
"0.03_20_2.0_Northern",29839.38,29839.38,29839.38,29839.38,29839.38,29839.38,33308.23,33306.68,33303.8,33818.79,33817.66,33816.53,37931.64,37928.04,37921.3,39123.61,39120.97,39118.33,42555.92,42550.26,42539.68,44428.76,44424.61,44420.46,47180.15,47172.44,47158.01,49733.91,49728.25,49722.58
"0.04_20_2.0_Northern",29839.38,29839.38,29839.38,29839.38,29839.38,29839.38,34467.7,34466.16,34463.27,35148.74,35147.61,35146.47,40636.51,40632.91,40626.17,42226.46,42223.82,42221.18,46806.47,46800.81,46790.23,49304.63,49300.47,49296.32,52976.38,52968.66,52954.23,56382.79,56377.13,56371.46
"0.02_23_2.0_Northern",37999.38,37999.38,37999.38,37999.38,37999.38,37999.38,40308.75,40307.21,40304.32,40648.85,40647.72,40646.58,43386.77,43383.17,43376.43,44180.76,44178.12,44175.48,46465.36,46459.7,46449.12,47712.9,47708.74,47704.59,49543.93,49536.21,49521.78,51245.03,51239.37,51233.7
"0.03_23_2.0_Northern",37999.38,37999.38,37999.38,37999.38,37999.38,37999.38,41468.23,41466.68,41463.8,41978.79,41977.66,41976.53,46091.64,46088.04,46081.3,47283.61,47280.97,47278.33,50715.92,50710.26,50699.68,52588.76,52584.61,52580.46,55340.15,55332.44,55318.01,57893.91,57888.25,57882.58
"0.04_23_2.0_Northern",37999.38,37999.38,37999.38,37999.38,37999.38,37999.38,42627.7,42626.16,42623.27,43308.74,43307.61,43306.47,48796.51,48792.91,48786.17,50386.46,50383.82,50381.18,54966.47,54960.81,54950.23,57464.63,57460.47,57456.32,61136.38,61128.66,61114.23,64542.79,64537.13,64531.46
