"","0.00%_Fixed_4.6","0.00%_Fixed_6.4","0.00%_Fixed_8.2","0.00%_Tracking_4.6","0.00%_Tracking_6.4","0.00%_Tracking_8.2","0.25%_Fixed_4.6","0.25%_Fixed_6.4","0.25%_Fixed_8.2","0.25%_Tracking_4.6","0.25%_Tracking_6.4","0.25%_Tracking_8.2","0.50%_Fixed_4.6","0.50%_Fixed_6.4","0.50%_Fixed_8.2","0.50%_Tracking_4.6","0.50%_Tracking_6.4","0.50%_Tracking_8.2","0.75%_Fixed_4.6","0.75%_Fixed_6.4","0.75%_Fixed_8.2","0.75%_Tracking_4.6","0.75%_Tracking_6.4","0.75%_Tracking_8.2","1.00%_Fixed_4.6","1.00%_Fixed_6.4","1.00%_Fixed_8.2","1.00%_Tracking_4.6","1.00%_Tracking_6.4","1.00%_Tracking_8.2"
"0.03_11_1.8_Central",8905.62,8905.62,8905.62,8905.62,8905.62,8905.62,12420.54,12419,12416.11,12966.51,12965.38,12964.24,17105.23,17101.63,17094.89,18379.93,18377.29,18374.64,21790.86,21785.2,21774.62,23793.71,23789.55,23785.4,26476.44,26468.73,26454.29,29207.48,29201.82,29196.16
"0.04_11_1.8_Central",8905.62,8905.62,8905.62,8905.62,8905.62,8905.62,13595.38,13593.83,13590.95,14323.61,14322.48,14321.35,19845.88,19842.28,19835.55,21546.14,21543.5,21540.85,26097.65,26091.99,26081.41,28769.14,28764.99,28760.84,32349.35,32341.64,32327.2,35992.14,35986.48,35980.82
"0.02_14_1.8_Central",14791.62,14791.62,14791.62,14791.62,14791.62,14791.62,17131.71,17130.16,17127.28,17495.4,17494.27,17493.14,20250.57,20246.97,20240.24,21099.72,21097.08,21094.43,23370.07,23364.41,23353.83,24704.27,24700.12,24695.97,26489.53,26481.82,26467.38,28308.82,28303.16,28297.5
"0.03_14_1.8_Central",14791.62,14791.62,14791.62,14791.62,14791.62,14791.62,18306.54,18305,18302.11,18852.51,18851.38,18850.24,22991.23,22987.63,22980.89,24265.93,24263.29,24260.64,27676.86,27671.2,27660.62,29679.71,29675.55,29671.4,32362.44,32354.73,32340.29,35093.48,35087.82,35082.16
"0.04_14_1.8_Central",14791.62,14791.62,14791.62,14791.62,14791.62,14791.62,19481.38,19479.83,19476.95,20209.61,20208.48,20207.35,25731.88,25728.28,25721.55,27432.14,27429.5,27426.85,31983.65,31977.99,31967.41,34655.14,34650.99,34646.84,38235.35,38227.64,38213.2,41878.14,41872.48,41866.82
"0.02_17_1.8_Central",20677.62,20677.62,20677.62,20677.62,20677.62,20677.62,23017.71,23016.16,23013.28,23381.4,23380.27,23379.14,26136.57,26132.97,26126.24,26985.72,26983.08,26980.43,29256.07,29250.41,29239.83,30590.27,30586.12,30581.97,32375.53,32367.82,32353.38,34194.82,34189.16,34183.5
"0.03_17_1.8_Central",20677.62,20677.62,20677.62,20677.62,20677.62,20677.62,24192.54,24191,24188.11,24738.51,24737.38,24736.24,28877.23,28873.63,28866.89,30151.93,30149.29,30146.64,33562.86,33557.2,33546.62,35565.71,35561.55,35557.4,38248.44,38240.73,38226.29,40979.48,40973.82,40968.16
"0.04_17_1.8_Central",20677.62,20677.62,20677.62,20677.62,20677.62,20677.62,25367.38,25365.83,25362.95,26095.61,26094.48,26093.35,31617.88,31614.28,31607.55,33318.14,33315.5,33312.85,37869.65,37863.99,37853.41,40541.14,40536.99,40532.84,44121.35,44113.64,44099.2,47764.14,47758.48,47752.82
"0.02_11_2.0_Central",10309.12,10309.12,10309.12,10309.12,10309.12,10309.12,12649.21,12647.66,12644.78,13012.9,13011.77,13010.64,15768.07,15764.47,15757.74,16617.22,16614.58,16611.93,18887.57,18881.91,18871.33,20221.77,20217.62,20213.47,22007.03,21999.32,21984.88,23826.32,23820.66,23815
"0.03_11_2.0_Central",10309.12,10309.12,10309.12,10309.12,10309.12,10309.12,13824.04,13822.5,13819.61,14370.01,14368.88,14367.74,18508.73,18505.13,18498.39,19783.43,19780.79,19778.14,23194.36,23188.7,23178.12,25197.21,25193.05,25188.9,27879.94,27872.23,27857.79,30610.98,30605.32,30599.66
"0.04_11_2.0_Central",10309.12,10309.12,10309.12,10309.12,10309.12,10309.12,14998.88,14997.33,14994.45,15727.11,15725.98,15724.85,21249.38,21245.78,21239.05,22949.64,22947,22944.35,27501.15,27495.49,27484.91,30172.64,30168.49,30164.34,33752.85,33745.14,33730.7,37395.64,37389.98,37384.32
"0.02_14_2.0_Central",16849.12,16849.12,16849.12,16849.12,16849.12,16849.12,19189.21,19187.66,19184.78,19552.9,19551.77,19550.64,22308.07,22304.47,22297.74,23157.22,23154.58,23151.93,25427.57,25421.91,25411.33,26761.77,26757.62,26753.47,28547.03,28539.32,28524.88,30366.32,30360.66,30355
"0.03_14_2.0_Central",16849.12,16849.12,16849.12,16849.12,16849.12,16849.12,20364.04,20362.5,20359.61,20910.01,20908.88,20907.74,25048.73,25045.13,25038.39,26323.43,26320.79,26318.14,29734.36,29728.7,29718.12,31737.21,31733.05,31728.9,34419.94,34412.23,34397.79,37150.98,37145.32,37139.66
"0.04_14_2.0_Central",16849.12,16849.12,16849.12,16849.12,16849.12,16849.12,21538.88,21537.33,21534.45,22267.11,22265.98,22264.85,27789.38,27785.78,27779.05,29489.64,29487,29484.35,34041.15,34035.49,34024.91,36712.64,36708.49,36704.34,40292.85,40285.14,40270.7,43935.64,43929.98,43924.32
"0.02_17_2.0_Central",23389.12,23389.12,23389.12,23389.12,23389.12,23389.12,25729.21,25727.66,25724.78,26092.9,26091.77,26090.64,28848.07,28844.47,28837.74,29697.22,29694.58,29691.93,31967.57,31961.91,31951.33,33301.77,33297.62,33293.47,35087.03,35079.32,35064.88,36906.32,36900.66,36895
"0.03_17_2.0_Central",23389.12,23389.12,23389.12,23389.12,23389.12,23389.12,26904.04,26902.5,26899.61,27450.01,27448.88,27447.74,31588.73,31585.13,31578.39,32863.43,32860.79,32858.14,36274.36,36268.7,36258.12,38277.21,38273.05,38268.9,40959.94,40952.23,40937.79,43690.98,43685.32,43679.66
"0.04_17_2.0_Central",23389.12,23389.12,23389.12,23389.12,23389.12,23389.12,28078.88,28077.33,28074.45,28807.11,28805.98,28804.85,34329.38,34325.78,34319.05,36029.64,36027,36024.35,40581.15,40575.49,40564.91,43252.64,43248.49,43244.34,46832.85,46825.14,46810.7,50475.64,50469.98,50464.32
"0.02_11_0.1_Black Belt",-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-557.25,-558.8,-561.68,-171.03,-172.16,-173.29,2730.42,2726.82,2720.09,3632.32,3629.68,3627.03,6018.83,6013.17,6002.59,7435.91,7431.76,7427.61,9307.21,9299.5,9285.06,11239.49,11233.83,11228.17
"0.03_11_0.1_Black Belt",-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,680.98,679.43,676.55,1260.74,1259.61,1258.47,5618.88,5615.28,5608.54,6972.7,6970.06,6967.42,10557.87,10552.21,10541.63,12685.04,12680.89,12676.74,15496.84,15489.12,15474.69,18397.36,18391.7,18386.04
"0.04_11_0.1_Black Belt",-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,-3024.13,1919.21,1917.66,1914.78,2692.5,2691.37,2690.24,8507.33,8503.73,8497,10313.09,10310.45,10307.8,15096.92,15091.26,15080.68,17934.17,17930.02,17925.87,21686.46,21678.75,21664.31,25555.23,25549.57,25543.91
"0.02_14_0.1_Black Belt",-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-230.25,-231.8,-234.68,155.97,154.84,153.71,3057.42,3053.82,3047.09,3959.32,3956.68,3954.03,6345.83,6340.17,6329.59,7762.91,7758.76,7754.61,9634.21,9626.5,9612.06,11566.49,11560.83,11555.17
"0.03_14_0.1_Black Belt",-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,1007.98,1006.43,1003.55,1587.74,1586.61,1585.47,5945.88,5942.28,5935.54,7299.7,7297.06,7294.42,10884.87,10879.21,10868.63,13012.04,13007.89,13003.74,15823.84,15816.12,15801.69,18724.36,18718.7,18713.04
"0.04_14_0.1_Black Belt",-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,-2697.13,2246.21,2244.66,2241.78,3019.5,3018.37,3017.24,8834.33,8830.73,8824,10640.09,10637.45,10634.8,15423.92,15418.26,15407.68,18261.17,18257.02,18252.87,22013.46,22005.75,21991.31,25882.23,25876.57,25870.91
"0.02_17_0.1_Black Belt",-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,96.75,95.2,92.32,482.97,481.84,480.71,3384.42,3380.82,3374.09,4286.32,4283.68,4281.03,6672.83,6667.17,6656.59,8089.91,8085.76,8081.61,9961.21,9953.5,9939.06,11893.49,11887.83,11882.17
"0.03_17_0.1_Black Belt",-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,1334.98,1333.43,1330.55,1914.74,1913.61,1912.47,6272.88,6269.28,6262.54,7626.7,7624.06,7621.42,11211.87,11206.21,11195.63,13339.04,13334.89,13330.74,16150.84,16143.12,16128.69,19051.36,19045.7,19040.04
"0.04_17_0.1_Black Belt",-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,-2370.13,2573.21,2571.66,2568.78,3346.5,3345.37,3344.24,9161.33,9157.73,9151,10967.09,10964.45,10961.8,15750.92,15745.26,15734.68,18588.17,18584.02,18579.87,22340.46,22332.75,22318.31,26209.23,26203.57,26197.91
"0.02_11_0.3_Black Belt",-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,846.25,844.7,841.82,1232.47,1231.34,1230.21,4133.92,4130.32,4123.59,5035.82,5033.18,5030.53,7422.33,7416.67,7406.09,8839.41,8835.26,8831.11,10710.71,10703,10688.56,12642.99,12637.33,12631.67
"0.03_11_0.3_Black Belt",-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,2084.48,2082.93,2080.05,2664.24,2663.11,2661.97,7022.38,7018.78,7012.04,8376.2,8373.56,8370.92,11961.37,11955.71,11945.13,14088.54,14084.39,14080.24,16900.34,16892.62,16878.19,19800.86,19795.2,19789.54
"0.04_11_0.3_Black Belt",-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,-1620.63,3322.71,3321.16,3318.28,4096,4094.87,4093.74,9910.83,9907.23,9900.5,11716.59,11713.95,11711.3,16500.42,16494.76,16484.18,19337.67,19333.52,19329.37,23089.96,23082.25,23067.81,26958.73,26953.07,26947.41
"0.02_14_0.3_Black Belt",-639.63,-639.63,-639.63,-639.63,-639.63,-639.63,1827.25,1825.7,1822.82,2213.47,2212.34,2211.21,5114.92,5111.32,5104.59,6016.82,6014.18,6011.53,8403.33,8397.67,8387.09,9820.41,9816.26,9812.11,11691.71,11684,11669.56,13623.99,13618.33,13612.67
"0.03_14_0.3_Black Belt",-639.63,-639.63,-639.63,-639.63,-639.63,-639.63,3065.48,3063.93,3061.05,3645.24,3644.11,3642.97,8003.38,7999.78,7993.04,9357.2,9354.56,9351.92,12942.37,12936.71,12926.13,15069.54,15065.39,15061.24,17881.34,17873.62,17859.19,20781.86,20776.2,20770.54
"0.04_14_0.3_Black Belt",-639.63,-639.63,-639.63,-639.63,-639.63,-639.63,4303.71,4302.16,4299.28,5077,5075.87,5074.74,10891.83,10888.23,10881.5,12697.59,12694.95,12692.3,17481.42,17475.76,17465.18,20318.67,20314.52,20310.37,24070.96,24063.25,24048.81,27939.73,27934.07,27928.41
"0.02_17_0.3_Black Belt",341.37,341.37,341.37,341.37,341.37,341.37,2808.25,2806.7,2803.82,3194.47,3193.34,3192.21,6095.92,6092.32,6085.59,6997.82,6995.18,6992.53,9384.33,9378.67,9368.09,10801.41,10797.26,10793.11,12672.71,12665,12650.56,14604.99,14599.33,14593.67
"0.03_17_0.3_Black Belt",341.37,341.37,341.37,341.37,341.37,341.37,4046.48,4044.93,4042.05,4626.24,4625.11,4623.97,8984.38,8980.78,8974.04,10338.2,10335.56,10332.92,13923.37,13917.71,13907.13,16050.54,16046.39,16042.24,18862.34,18854.62,18840.19,21762.86,21757.2,21751.54
"0.04_17_0.3_Black Belt",341.37,341.37,341.37,341.37,341.37,341.37,5284.71,5283.16,5280.28,6058,6056.87,6055.74,11872.83,11869.23,11862.5,13678.59,13675.95,13673.3,18462.42,18456.76,18446.18,21299.67,21295.52,21291.37,25051.96,25044.25,25029.81,28920.73,28915.07,28909.41
"0.02_11_0.5_Black Belt",-217.13,-217.13,-217.13,-217.13,-217.13,-217.13,2249.75,2248.2,2245.32,2635.97,2634.84,2633.71,5537.42,5533.82,5527.09,6439.32,6436.68,6434.03,8825.83,8820.17,8809.59,10242.91,10238.76,10234.61,12114.21,12106.5,12092.06,14046.49,14040.83,14035.17
"0.03_11_0.5_Black Belt",-217.13,-217.13,-217.13,-217.13,-217.13,-217.13,3487.98,3486.43,3483.55,4067.74,4066.61,4065.47,8425.88,8422.28,8415.54,9779.7,9777.06,9774.42,13364.87,13359.21,13348.63,15492.04,15487.89,15483.74,18303.84,18296.12,18281.69,21204.36,21198.7,21193.04
"0.04_11_0.5_Black Belt",-217.13,-217.13,-217.13,-217.13,-217.13,-217.13,4726.21,4724.66,4721.78,5499.5,5498.37,5497.24,11314.33,11310.73,11304,13120.09,13117.45,13114.8,17903.92,17898.26,17887.68,20741.17,20737.02,20732.87,24493.46,24485.75,24471.31,28362.23,28356.57,28350.91
"0.02_14_0.5_Black Belt",1417.87,1417.87,1417.87,1417.87,1417.87,1417.87,3884.75,3883.2,3880.32,4270.97,4269.84,4268.71,7172.42,7168.82,7162.09,8074.32,8071.68,8069.03,10460.83,10455.17,10444.59,11877.91,11873.76,11869.61,13749.21,13741.5,13727.06,15681.49,15675.83,15670.17
"0.03_14_0.5_Black Belt",1417.87,1417.87,1417.87,1417.87,1417.87,1417.87,5122.98,5121.43,5118.55,5702.74,5701.61,5700.47,10060.88,10057.28,10050.54,11414.7,11412.06,11409.42,14999.87,14994.21,14983.63,17127.04,17122.89,17118.74,19938.84,19931.12,19916.69,22839.36,22833.7,22828.04
"0.04_14_0.5_Black Belt",1417.87,1417.87,1417.87,1417.87,1417.87,1417.87,6361.21,6359.66,6356.78,7134.5,7133.37,7132.24,12949.33,12945.73,12939,14755.09,14752.45,14749.8,19538.92,19533.26,19522.68,22376.17,22372.02,22367.87,26128.46,26120.75,26106.31,29997.23,29991.57,29985.91
"0.02_17_0.5_Black Belt",3052.87,3052.87,3052.87,3052.87,3052.87,3052.87,5519.75,5518.2,5515.32,5905.97,5904.84,5903.71,8807.42,8803.82,8797.09,9709.32,9706.68,9704.03,12095.83,12090.17,12079.59,13512.91,13508.76,13504.61,15384.21,15376.5,15362.06,17316.49,17310.83,17305.17
"0.03_17_0.5_Black Belt",3052.87,3052.87,3052.87,3052.87,3052.87,3052.87,6757.98,6756.43,6753.55,7337.74,7336.61,7335.47,11695.88,11692.28,11685.54,13049.7,13047.06,13044.42,16634.87,16629.21,16618.63,18762.04,18757.89,18753.74,21573.84,21566.12,21551.69,24474.36,24468.7,24463.04
"0.04_17_0.5_Black Belt",3052.87,3052.87,3052.87,3052.87,3052.87,3052.87,7996.21,7994.66,7991.78,8769.5,8768.37,8767.24,14584.33,14580.73,14574,16390.09,16387.45,16384.8,21173.92,21168.26,21157.68,24011.17,24007.02,24002.87,27763.46,27755.75,27741.31,31632.23,31626.57,31620.91
"0.02_11_0.7_Black Belt",1186.37,1186.37,1186.37,1186.37,1186.37,1186.37,3653.25,3651.7,3648.82,4039.47,4038.34,4037.21,6940.92,6937.32,6930.59,7842.82,7840.18,7837.53,10229.33,10223.67,10213.09,11646.41,11642.26,11638.11,13517.71,13510,13495.56,15449.99,15444.33,15438.67
"0.03_11_0.7_Black Belt",1186.37,1186.37,1186.37,1186.37,1186.37,1186.37,4891.48,4889.93,4887.05,5471.24,5470.11,5468.97,9829.38,9825.78,9819.04,11183.2,11180.56,11177.92,14768.37,14762.71,14752.13,16895.54,16891.39,16887.24,19707.34,19699.62,19685.19,22607.86,22602.2,22596.54
"0.04_11_0.7_Black Belt",1186.37,1186.37,1186.37,1186.37,1186.37,1186.37,6129.71,6128.16,6125.28,6903,6901.87,6900.74,12717.83,12714.23,12707.5,14523.59,14520.95,14518.3,19307.42,19301.76,19291.18,22144.67,22140.52,22136.37,25896.96,25889.25,25874.81,29765.73,29760.07,29754.41
"0.02_14_0.7_Black Belt",3475.37,3475.37,3475.37,3475.37,3475.37,3475.37,5942.25,5940.7,5937.82,6328.47,6327.34,6326.21,9229.92,9226.32,9219.59,10131.82,10129.18,10126.53,12518.33,12512.67,12502.09,13935.41,13931.26,13927.11,15806.71,15799,15784.56,17738.99,17733.33,17727.67
"0.03_14_0.7_Black Belt",3475.37,3475.37,3475.37,3475.37,3475.37,3475.37,7180.48,7178.93,7176.05,7760.24,7759.11,7757.97,12118.38,12114.78,12108.04,13472.2,13469.56,13466.92,17057.37,17051.71,17041.13,19184.54,19180.39,19176.24,21996.34,21988.62,21974.19,24896.86,24891.2,24885.54
"0.04_14_0.7_Black Belt",3475.37,3475.37,3475.37,3475.37,3475.37,3475.37,8418.71,8417.16,8414.28,9192,9190.87,9189.74,15006.83,15003.23,14996.5,16812.59,16809.95,16807.3,21596.42,21590.76,21580.18,24433.67,24429.52,24425.37,28185.96,28178.25,28163.81,32054.73,32049.07,32043.41
"0.02_17_0.7_Black Belt",5764.37,5764.37,5764.37,5764.37,5764.37,5764.37,8231.25,8229.7,8226.82,8617.47,8616.34,8615.21,11518.92,11515.32,11508.59,12420.82,12418.18,12415.53,14807.33,14801.67,14791.09,16224.41,16220.26,16216.11,18095.71,18088,18073.56,20027.99,20022.33,20016.67
"0.03_17_0.7_Black Belt",5764.37,5764.37,5764.37,5764.37,5764.37,5764.37,9469.48,9467.93,9465.05,10049.24,10048.11,10046.97,14407.38,14403.78,14397.04,15761.2,15758.56,15755.92,19346.37,19340.71,19330.13,21473.54,21469.39,21465.24,24285.34,24277.62,24263.19,27185.86,27180.2,27174.54
"0.04_17_0.7_Black Belt",5764.37,5764.37,5764.37,5764.37,5764.37,5764.37,10707.71,10706.16,10703.28,11481,11479.87,11478.74,17295.83,17292.23,17285.5,19101.59,19098.95,19096.3,23885.42,23879.76,23869.18,26722.67,26718.52,26714.37,30474.96,30467.25,30452.81,34343.73,34338.07,34332.41
"0.02_11_1.0_Black Belt",3291.62,3291.62,3291.62,3291.62,3291.62,3291.62,5758.5,5756.95,5754.07,6144.72,6143.59,6142.46,9046.17,9042.57,9035.84,9948.07,9945.43,9942.78,12334.58,12328.92,12318.34,13751.66,13747.51,13743.36,15622.96,15615.25,15600.81,17555.24,17549.58,17543.92
"0.03_11_1.0_Black Belt",3291.62,3291.62,3291.62,3291.62,3291.62,3291.62,6996.73,6995.18,6992.3,7576.49,7575.36,7574.22,11934.63,11931.03,11924.29,13288.45,13285.81,13283.17,16873.62,16867.96,16857.38,19000.79,18996.64,18992.49,21812.59,21804.87,21790.44,24713.11,24707.45,24701.79
"0.04_11_1.0_Black Belt",3291.62,3291.62,3291.62,3291.62,3291.62,3291.62,8234.96,8233.41,8230.53,9008.25,9007.12,9005.99,14823.08,14819.48,14812.75,16628.84,16626.2,16623.55,21412.67,21407.01,21396.43,24249.92,24245.77,24241.62,28002.21,27994.5,27980.06,31870.98,31865.32,31859.66
"0.02_14_1.0_Black Belt",6561.62,6561.62,6561.62,6561.62,6561.62,6561.62,9028.5,9026.95,9024.07,9414.72,9413.59,9412.46,12316.17,12312.57,12305.84,13218.07,13215.43,13212.78,15604.58,15598.92,15588.34,17021.66,17017.51,17013.36,18892.96,18885.25,18870.81,20825.24,20819.58,20813.92
"0.03_14_1.0_Black Belt",6561.62,6561.62,6561.62,6561.62,6561.62,6561.62,10266.73,10265.18,10262.3,10846.49,10845.36,10844.22,15204.63,15201.03,15194.29,16558.45,16555.81,16553.17,20143.62,20137.96,20127.38,22270.79,22266.64,22262.49,25082.59,25074.87,25060.44,27983.11,27977.45,27971.79
"0.04_14_1.0_Black Belt",6561.62,6561.62,6561.62,6561.62,6561.62,6561.62,11504.96,11503.41,11500.53,12278.25,12277.12,12275.99,18093.08,18089.48,18082.75,19898.84,19896.2,19893.55,24682.67,24677.01,24666.43,27519.92,27515.77,27511.62,31272.21,31264.5,31250.06,35140.98,35135.32,35129.66
"0.02_17_1.0_Black Belt",9831.62,9831.62,9831.62,9831.62,9831.62,9831.62,12298.5,12296.95,12294.07,12684.72,12683.59,12682.46,15586.17,15582.57,15575.84,16488.07,16485.43,16482.78,18874.58,18868.92,18858.34,20291.66,20287.51,20283.36,22162.96,22155.25,22140.81,24095.24,24089.58,24083.92
"0.03_17_1.0_Black Belt",9831.62,9831.62,9831.62,9831.62,9831.62,9831.62,13536.73,13535.18,13532.3,14116.49,14115.36,14114.22,18474.63,18471.03,18464.29,19828.45,19825.81,19823.17,23413.62,23407.96,23397.38,25540.79,25536.64,25532.49,28352.59,28344.87,28330.44,31253.11,31247.45,31241.79
"0.04_17_1.0_Black Belt",9831.62,9831.62,9831.62,9831.62,9831.62,9831.62,14774.96,14773.41,14770.53,15548.25,15547.12,15545.99,21363.08,21359.48,21352.75,23168.84,23166.2,23163.55,27952.67,27947.01,27936.43,30789.92,30785.77,30781.62,34542.21,34534.5,34520.06,38410.98,38405.32,38399.66
"0.02_11_1.2_Black Belt",4695.12,4695.12,4695.12,4695.12,4695.12,4695.12,7162,7160.45,7157.57,7548.22,7547.09,7545.96,10449.67,10446.07,10439.34,11351.57,11348.93,11346.28,13738.08,13732.42,13721.84,15155.16,15151.01,15146.86,17026.46,17018.75,17004.31,18958.74,18953.08,18947.42
"0.03_11_1.2_Black Belt",4695.12,4695.12,4695.12,4695.12,4695.12,4695.12,8400.23,8398.68,8395.8,8979.99,8978.86,8977.72,13338.13,13334.53,13327.79,14691.95,14689.31,14686.67,18277.12,18271.46,18260.88,20404.29,20400.14,20395.99,23216.09,23208.37,23193.94,26116.61,26110.95,26105.29
"0.04_11_1.2_Black Belt",4695.12,4695.12,4695.12,4695.12,4695.12,4695.12,9638.46,9636.91,9634.03,10411.75,10410.62,10409.49,16226.58,16222.98,16216.25,18032.34,18029.7,18027.05,22816.17,22810.51,22799.93,25653.42,25649.27,25645.12,29405.71,29398,29383.56,33274.48,33268.82,33263.16
"0.02_14_1.2_Black Belt",8619.12,8619.12,8619.12,8619.12,8619.12,8619.12,11086,11084.45,11081.57,11472.22,11471.09,11469.96,14373.67,14370.07,14363.34,15275.57,15272.93,15270.28,17662.08,17656.42,17645.84,19079.16,19075.01,19070.86,20950.46,20942.75,20928.31,22882.74,22877.08,22871.42
"0.03_14_1.2_Black Belt",8619.12,8619.12,8619.12,8619.12,8619.12,8619.12,12324.23,12322.68,12319.8,12903.99,12902.86,12901.72,17262.13,17258.53,17251.79,18615.95,18613.31,18610.67,22201.12,22195.46,22184.88,24328.29,24324.14,24319.99,27140.09,27132.37,27117.94,30040.61,30034.95,30029.29
"0.04_14_1.2_Black Belt",8619.12,8619.12,8619.12,8619.12,8619.12,8619.12,13562.46,13560.91,13558.03,14335.75,14334.62,14333.49,20150.58,20146.98,20140.25,21956.34,21953.7,21951.05,26740.17,26734.51,26723.93,29577.42,29573.27,29569.12,33329.71,33322,33307.56,37198.48,37192.82,37187.16
"0.02_17_1.2_Black Belt",12543.12,12543.12,12543.12,12543.12,12543.12,12543.12,15010,15008.45,15005.57,15396.22,15395.09,15393.96,18297.67,18294.07,18287.34,19199.57,19196.93,19194.28,21586.08,21580.42,21569.84,23003.16,22999.01,22994.86,24874.46,24866.75,24852.31,26806.74,26801.08,26795.42
"0.03_17_1.2_Black Belt",12543.12,12543.12,12543.12,12543.12,12543.12,12543.12,16248.23,16246.68,16243.8,16827.99,16826.86,16825.72,21186.13,21182.53,21175.79,22539.95,22537.31,22534.67,26125.12,26119.46,26108.88,28252.29,28248.14,28243.99,31064.09,31056.37,31041.94,33964.61,33958.95,33953.29
"0.04_17_1.2_Black Belt",12543.12,12543.12,12543.12,12543.12,12543.12,12543.12,17486.46,17484.91,17482.03,18259.75,18258.62,18257.49,24074.58,24070.98,24064.25,25880.34,25877.7,25875.05,30664.17,30658.51,30647.93,33501.42,33497.27,33493.12,37253.71,37246,37231.56,41122.48,41116.82,41111.16
"0.02_11_1.5_Black Belt",6800.37,6800.37,6800.37,6800.37,6800.37,6800.37,9267.25,9265.7,9262.82,9653.47,9652.34,9651.21,12554.92,12551.32,12544.59,13456.82,13454.18,13451.53,15843.33,15837.67,15827.09,17260.41,17256.26,17252.11,19131.71,19124,19109.56,21063.99,21058.33,21052.67
"0.03_11_1.5_Black Belt",6800.37,6800.37,6800.37,6800.37,6800.37,6800.37,10505.48,10503.93,10501.05,11085.24,11084.11,11082.97,15443.38,15439.78,15433.04,16797.2,16794.56,16791.92,20382.37,20376.71,20366.13,22509.54,22505.39,22501.24,25321.34,25313.62,25299.19,28221.86,28216.2,28210.54
"0.04_11_1.5_Black Belt",6800.37,6800.37,6800.37,6800.37,6800.37,6800.37,11743.71,11742.16,11739.28,12517,12515.87,12514.74,18331.83,18328.23,18321.5,20137.59,20134.95,20132.3,24921.42,24915.76,24905.18,27758.67,27754.52,27750.37,31510.96,31503.25,31488.81,35379.73,35374.07,35368.41
"0.02_14_1.5_Black Belt",11705.37,11705.37,11705.37,11705.37,11705.37,11705.37,14172.25,14170.7,14167.82,14558.47,14557.34,14556.21,17459.92,17456.32,17449.59,18361.82,18359.18,18356.53,20748.33,20742.67,20732.09,22165.41,22161.26,22157.11,24036.71,24029,24014.56,25968.99,25963.33,25957.67
"0.03_14_1.5_Black Belt",11705.37,11705.37,11705.37,11705.37,11705.37,11705.37,15410.48,15408.93,15406.05,15990.24,15989.11,15987.97,20348.38,20344.78,20338.04,21702.2,21699.56,21696.92,25287.37,25281.71,25271.13,27414.54,27410.39,27406.24,30226.34,30218.62,30204.19,33126.86,33121.2,33115.54
"0.04_14_1.5_Black Belt",11705.37,11705.37,11705.37,11705.37,11705.37,11705.37,16648.71,16647.16,16644.28,17422,17420.87,17419.74,23236.83,23233.23,23226.5,25042.59,25039.95,25037.3,29826.42,29820.76,29810.18,32663.67,32659.52,32655.37,36415.96,36408.25,36393.81,40284.73,40279.07,40273.41
"0.02_17_1.5_Black Belt",16610.37,16610.37,16610.37,16610.37,16610.37,16610.37,19077.25,19075.7,19072.82,19463.47,19462.34,19461.21,22364.92,22361.32,22354.59,23266.82,23264.18,23261.53,25653.33,25647.67,25637.09,27070.41,27066.26,27062.11,28941.71,28934,28919.56,30873.99,30868.33,30862.67
"0.03_17_1.5_Black Belt",16610.37,16610.37,16610.37,16610.37,16610.37,16610.37,20315.48,20313.93,20311.05,20895.24,20894.11,20892.97,25253.38,25249.78,25243.04,26607.2,26604.56,26601.92,30192.37,30186.71,30176.13,32319.54,32315.39,32311.24,35131.34,35123.62,35109.19,38031.86,38026.2,38020.54
"0.04_17_1.5_Black Belt",16610.37,16610.37,16610.37,16610.37,16610.37,16610.37,21553.71,21552.16,21549.28,22327,22325.87,22324.74,28141.83,28138.23,28131.5,29947.59,29944.95,29942.3,34731.42,34725.76,34715.18,37568.67,37564.52,37560.37,41320.96,41313.25,41298.81,45189.73,45184.07,45178.41
"0.02_11_1.8_Black Belt",8905.62,8905.62,8905.62,8905.62,8905.62,8905.62,11372.5,11370.95,11368.07,11758.72,11757.59,11756.46,14660.17,14656.57,14649.84,15562.07,15559.43,15556.78,17948.58,17942.92,17932.34,19365.66,19361.51,19357.36,21236.96,21229.25,21214.81,23169.24,23163.58,23157.92
